#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
27205061,0.719314485988248,0.7104964689515321,0.9921722113502935,0.004436424027961705,0.0652222,0.96,1,248959,248452,507,0.9,0.898,2,248497
82870481,0.5997480310283204,0.5930510852521251,0.8297455968688845,0.005278857217289365,0.0823417,0.07,1,996718,996294,424,0.03,0.0358328,1,996332
170302481,0.6765094624496928,0.6212145863544725,0.8336594911937377,0.003588997677094414,0.0742898,0.15,1,2410360,2409934,426,0.17,0.155494,1,2409991
284775841,0.19443019865451538,0.714264492625473,0.8375733855185911,0.004196426633089464,0.149928,0.13,1,3730153,3729725,428,0.19,0.1759,1,3729769
165800041,0.9267829651154156,0.8902109197231752,0.8317025440313112,0.0033649566897509934,0.195215,0.13,1,2271237,2270812,425,0.05,0.0556795,1,2270862
88081721,0.8178298986678811,0.1630856293990733,0.9784735812133072,0.003402731042268198,0.0302931,0.89,1,1002882,1002382,500,0.9,0.899193,2,1002427
346066241,0.8109490171229995,0.7273676888433016,0.908023483365949,0.0032176584243318934,0.534389,0.21,1,4782869,4782405,464,0.28,0.2759,1,4782445
71154261,0.2563771911152473,0.24713094943349959,0.8336594911937377,0.004348718060048195,0.190446,0.17,1,1060171,1059745,426,0.1,0.0996728,1,1059755
344766641,0.7003499844066353,0.8070644548980771,0.8473581213307241,0.0022964201202700647,0.0656695,0.05,1,4814759,4814326,433,0.09,0.0812957,1,4814450
4930661,0.2215119128355667,0.2110765276647921,0.8258317025440313,0.01023945465992228,0.40916,0.0,1,113537,113115,422,0.0,4.25685e-11,1,113135
1935361,0.2874352132825765,0.2745210389181669,0.8297455968688845,0.0040080976054534005,0.0294573,0.0,1,128093,127669,424,0.0,0.0116669,1,127823
299729081,0.9129098208495662,0.9062120515450548,0.9608610567514677,0.004284566788962942,0.536944,1.0,1,4111027,4110536,491,0.91,0.91,2,4110586
117761841,0.46133835621185193,0.4387389617892217,0.908023483365949,0.004296941145822027,0.909748,0.91,2,1737384,1736920,464,0.89,0.883666,2,1737026
283120961,0.8415466637625056,0.7781275421780497,0.9119373776908022,0.004974600004341879,0.91,0.89,2,3875147,3874681,466,0.89,0.891494,2,3874693
6761501,0.5612942987688667,0.10085664768507056,0.8806262230919765,0.011645789462258211,0.145252,0.15,1,121296,120846,450,0.16,0.153919,1,120878
335072841,0.743749040884317,0.6675862719437862,0.8610567514677103,0.004856717973210603,0.585538,0.37,1,4431788,4431348,440,0.39,0.38734,1,4431368
349080281,0.35907311060398295,0.3724047677996675,0.8258317025440313,0.003392201984238977,0.0316765,0.05,1,4749131,4748709,422,0.0,0.003851,1,4748772
268536461,0.2138399774267483,0.20444640941298528,0.8317025440313112,0.004587738532010508,0.267548,0.09,1,3649297,3648872,425,0.07,0.0716669,1,3648933
17918101,0.5532699038161666,0.7310225303292894,0.8649706457925636,0.004486572737337994,0.149922,0.05,1,223413,222971,442,0.02,0.0184624,1,223002
317082121,0.6553420887188195,0.6092290642426814,0.8297455968688845,0.004570913748561753,0.0216883,0.03,1,4439742,4439318,424,0.05,0.0515129,1,4439351
160541521,0.7887816879445966,0.858477463775805,0.9178082191780821,0.004662635955104965,0.568441,0.97,1,2019725,2019256,469,0.89,0.891584,2,2019299
