#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
201481,0.14122289953017003,0.16957325916415475,0.9254032258064517,0.01446886446886447,0.455759,0.55,1,72819,72360,459,0.72,0.714778,2,72372
12852121,0.23550724030084771,0.24635998857513647,0.9294354838709679,0.8815018315018315,0.761992,0.75,2,75009,74548,461,0.74,0.73912,2,74558
2357901,0.45131068870200036,0.23730606155561162,0.9516129032258065,0.0062271062271062275,0.835908,0.67,2,124527,124055,472,0.72,0.716715,2,124081
557461,0.06105050742197217,0.05856684515705027,0.8649193548387097,0.03772893772893773,0.305276,0.27,1,113890,113461,429,0.1,0.100004,1,113471
7164541,0.06591818082724735,0.06522376926212574,0.8528225806451614,0.006767148376737418,0.0483935,0.03,1,109103,108680,423,0.03,0.0316667,1,108696
7920861,0.11746112932482553,0.41177759229320854,0.9254032258064517,0.9950549450549451,0.697564,0.81,1,78349,77890,459,0.72,0.720079,2,77900
9714041,0.0636542766826258,0.013600689928650064,0.9415322580645161,1.21996336996337,0.680904,0.84,1,74121,73654,467,0.81,0.809999,2,73664
8929581,0.5436248738781796,0.4984484924448931,0.8951612903225806,0.006602062321240404,0.101142,0.07,1,157490,157046,444,0.08,0.0783652,1,157076
9753981,0.05598187758706947,0.00839330924498845,0.9354838709677419,1.224908424908425,0.576399,0.79,1,74254,73790,464,0.71,0.71,2,73800
22059041,0.10061069513037015,0.04461686498417989,0.8931451612903226,0.0510989010989011,0.440894,0.38,1,114729,114286,443,0.37,0.369958,1,114296
4914001,0.048671982648991446,0.016018130038240014,0.8608870967741936,0.617948717948718,0.135598,0.0,1,47854,47427,427,0.0,6.55366e-09,1,47618
7891961,0.07771479838675867,0.0754798026715324,0.870967741935484,0.011355311355311355,0.0995411,0.1,1,97597,97165,432,0.17,0.169789,1,97179
5527601,0.06484268661138268,0.06437272785254161,0.931451612903226,0.010628606553264088,0.892336,0.81,2,117551,117089,462,0.81,0.811667,2,117101
14423721,0.25502405048785737,0.12297174010099357,0.9576612903225807,0.008505695218023985,0.803786,0.9,2,117279,116804,475,0.91,0.90825,2,116824
8365141,0.28540843905206703,0.35887381903792664,0.9415322580645161,0.578021978021978,0.838956,0.79,2,80570,80103,467,0.85,0.841206,2,80116
1559821,0.0560416893755817,0.009596358463411319,0.931451612903226,0.10586080586080586,0.806338,0.85,2,77711,77249,462,0.71,0.71,2,77259
6670541,0.05591116551934241,0.05548185471012182,0.8508064516129032,0.008801244417682774,0.00992574,0.01,1,88038,87616,422,0.01,0.0116667,1,87628
12966521,0.3346245971787841,0.4543878962999525,0.9294354838709679,0.8895604395604395,0.767399,0.79,2,75454,74993,461,0.74,0.73976,2,75003
6740621,0.055903060183515985,0.055472703727223065,0.8528225806451614,0.008891565055948618,0.00998592,0.01,1,88461,88038,423,0.03,0.0316664,1,88050
3821181,0.08558955138363672,0.10670295632208132,0.939516129032258,0.25934065934065936,0.724059,0.83,1,74962,74496,466,0.83,0.82976,2,74506
5707541,0.057472979884792434,0.04483149712853249,0.8568548387096775,0.38772893772893774,0.06848,0.15,1,61123,60698,425,0.0,2.04734e-10,1,60708
13038281,0.05142779682997521,0.17754598368906624,0.931451612903226,0.8945054945054945,0.822771,0.76,2,75530,75068,462,0.77,0.76944,2,75078
10045581,0.05591312197971429,0.1562264119550659,0.9375,0.682967032967033,0.827748,0.92,2,75644,75179,465,0.84,0.84,2,75189
192721,0.056793249652728285,0.04621717778141352,0.933467741935484,0.02564102564102564,0.682132,0.56,1,72199,71736,463,0.83,0.829279,2,71746
8463281,0.2403313125892635,0.23844660678781085,0.8770161290322582,0.008989788750062722,0.342303,0.27,1,139301,138866,435,0.27,0.271667,1,138878
5504241,0.08845632481714083,0.08889958044129921,0.9375,0.01060351748707913,0.90912,0.82,2,117533,117068,465,0.86,0.86166,2,117080
3477141,0.37197342567826286,0.46818092325098376,0.9475806451612904,0.43772893772893773,0.709587,0.71,1,73294,72824,470,0.71,0.707592,2,72846
22969361,0.24552767133701708,0.24360360160502695,0.8750000000000001,0.007959882583170255,0.41739,0.25,1,139551,139117,434,0.26,0.259667,1,139127
5075621,0.12655475713339426,0.010659785867000168,0.9475806451612904,0.34633699633699633,0.920925,0.87,2,79511,79041,470,0.74,0.7412,2,79062
9841621,0.05589886776843335,0.05546050241669139,0.8528225806451614,0.00887011390436048,0.05,0.01,1,88014,87591,423,0.02,0.0183333,1,87603
3979641,0.2537361405744727,0.2521012597853124,0.8508064516129032,0.008996061016608962,0.069456,0.03,1,89784,89362,422,0.01,0.0116608,1,89374
3199041,0.13707296758704154,0.06140780939334529,0.9375,0.40274725274725276,0.256635,0.86,1,62231,61766,465,0.84,0.837975,2,61784
11264261,0.09861817998876432,0.23876605928173103,0.939516129032258,0.7661172161172162,0.747037,0.76,1,80170,79704,466,0.76,0.759999,2,79714
10602401,0.3696480327790961,0.3217818350216434,0.9254032258064517,1.3313186813186813,0.647331,0.8,1,77217,76758,459,0.71,0.709968,2,76768
517921,0.05589886776843335,0.004437644370620353,0.8750000000000001,0.03498168498168498,0.0679935,0.2,1,93852,93418,434,0.11,0.121998,1,93436
3914301,0.062175192641473045,0.06761383961377306,0.8508064516129032,0.008740403432184254,0.00585331,0.0,1,108409,107987,422,0.01,0.0116667,1,107999
1963121,0.055904457655210196,0.03995152752088781,0.933467741935484,0.13333333333333333,0.819998,0.77,2,79123,78660,463,0.77,0.769984,2,78670
7728661,0.05604672027368086,0.0014774899685816253,0.933467741935484,0.9708791208791209,0.76513,0.69,2,77617,77154,463,0.71,0.7076,2,77170
5417741,0.056113519420664136,0.05556698658133143,0.8669354838709679,0.01065570274474384,0.299198,0.16,1,97628,97198,430,0.17,0.171587,1,97210
8518021,0.14852636609845468,0.26906135872684867,0.868951612903226,1.06996336996337,0.0327578,0.15,1,69948,69517,431,0.06,0.0604037,1,69534
10956201,0.25712752488198354,0.24519753644448264,0.8729838709677421,0.7510989010989011,0.141985,0.24,1,68387,67954,433,0.23,0.22912,1,67964
7052261,0.05589886776843335,0.0,0.9375,0.045787545787545784,1.0,0.82,2,100758,100293,465,0.8,0.799996,2,100303
1779861,0.07663706821618328,0.024239483995485516,0.8588709677419356,0.11978021978021978,9.01877e-13,0.0,1,38141,37715,426,0.01,0.008,1,37730
11227841,0.05643549689901031,0.00550212552375512,0.8649193548387097,0.7697802197802198,0.145948,0.05,1,69269,68840,429,0.12,0.096,1,68853
12496141,0.055899147262772196,0.05510583250373664,0.8548387096774194,0.008342616287821767,0.00999947,0.01,1,85831,85407,424,0.04,0.0383333,1,85419
2375361,0.0586108013382189,0.009797347324169408,0.8588709677419356,0.16282051282051282,0.00115493,0.1,1,59997,59571,426,0.0,1.04844e-16,1,59591
2422401,0.2733298117046639,0.2887828360837121,0.8508064516129032,0.006104044357469015,0.0291617,0.07,1,175936,175514,422,0.01,0.0116923,1,175562
3609221,0.03353904116672116,0.0012522731873428042,0.9516129032258065,0.27564102564102566,0.459912,0.91,1,85354,84882,472,0.78,0.7828,2,84905
12325261,0.08032611399456104,0.11394942556784621,0.9415322580645161,1.5474358974358975,0.656175,0.71,1,72392,71925,467,0.9,0.899759,2,71935
