#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
217079561,0.031441423851291,0.0297166481620086,0.64624808575804,,0.0048713432297359,0.0430319,0.01,1,2816655,2816233,422,0.02,0.0188959,1,2816243
295753801,0.199735748122845,0.0819029764712977,0.95405819295559,,0.00373746591258767,0.0617219,0.95,1,3835447,3834824,623,0.92,0.925984,2,3834989
120569621,0.05792651371399,0.0533847561819156,0.753445635528331,,0.00559670214233418,0.750598,0.77,2,1653923,1653431,492,0.78,0.783267,2,1653474
262796541,0.0445755383136787,0.0446782849906531,0.650842266462481,,0.00474220897042751,0.243519,0.05,1,3443491,3443066,425,0.09,0.0883004,1,3443107
294271181,0.0782320146646522,0.0640922135000053,0.768759571209801,,0.00458378871640334,0.946857,0.75,2,4027545,4027043,502,0.78,0.776188,2,4027096
16335221,0.0136011616467024,0.0161690746370308,0.64624808575804,,0.00741901255265643,0.00926282,0,1,88955,88533,422,0.01,0.00692735,1,88545
158101401,0.0857605392709757,0.0815324694673142,0.788667687595712,,0.00305730929618115,0.0305208,0.89,1,2015117,2014602,515,0.94,0.934497,2,2014660
32572341,0.0510102800425381,0.0682726108594556,0.732006125574273,,0.00399117175811466,0.933169,0.79,2,439947,439469,478,0.8,0.793915,2,439497
275542341,0.0287994737710108,0.0299456211357485,0.64624808575804,,0.00475727640249143,0.0409047,0.07,1,3609959,3609537,422,0.07,0.0457786,1,3609571
284679701,0.0559461411453821,0.0504620252491034,0.702909647779479,,0.00538045265961398,0.91437,0.75,2,3683995,3683536,459,0.75,0.751037,2,3683576
41571501,0.0229514318698379,0.0224345626811299,0.666156202143951,,0.00393673800706684,0.449139,0.31,1,366040,365605,435,0.29,0.285298,1,365685
150419201,0.0751874311646608,0.0683151774850928,0.705972434915773,,0.00393005316044693,0.932706,0.79,2,2049419,2048958,461,0.79,0.791185,2,2048972
191340081,0.404750846876084,0.344351586138888,0.799387442572741,,0.00210286175100538,0.779467,0.89,2,2597608,2597086,522,0.84,0.903998,2,2597198
79298221,0.126274294964997,0.117815019633856,0.799387442572741,,0.00305030612353172,0.919572,0.75,2,1069865,1069343,522,0.78,0.767325,2,1069416
301231041,0.0958898786223264,0.0274881079489626,0.736600306278714,,0.00332629479112507,0.0582416,0.17,1,3947747,3947266,481,0.12,0.0989168,1,3947331
3154561,0.00412145729033775,0.000737408260053705,0.655436447166922,,0.179550735863672,0.205537,0.04,1,42508,42080,428,0,0.0000130701,1,42090
213220781,0.0668316503231114,0.0682378481151853,0.695252679938744,,0.00305094277559076,0.0320819,0,1,2768074,2767620,454,0.04,0.0322866,1,2767662
114018881,0.087012987012987,0.0784217359379379,0.770290964777948,,0.00343526840189722,0.904364,0.75,2,1389157,1388654,503,0.76,0.753219,2,1388709
90834821,0.053306465830185,0.0508539929268457,0.66156202143951,,0.00420222191568605,0.42998,0.21,1,1056593,1056161,432,0.21,0.213299,1,1056205
292572101,0.230228974061991,0.208838959813558,0.702909647779479,,0.00236887620300712,0.918231,0.83,2,4011793,4011334,459,0.79,0.76919,2,4011410
245159741,0.0495618233758651,0.0553765195398548,0.681470137825421,,0.00433125006631792,0.227301,0.03,1,3204701,3204256,445,0.04,0.0351297,1,3204289
102392141,0.0956912158050678,0.122893750155191,0.782542113323124,,0.00377195123245228,0.061697,0.86,1,1311526,1311015,511,0.93,0.92632,2,1311069
24044521,0.0672541879372999,0.0782225596021439,0.70750382848392,,0.00320628587799624,0.0542977,0.65,1,294315,293853,462,0.75,0.781955,2,293902
88585281,0.0329109220949828,0.0712505010446559,0.704441041347626,,0.00408147024182167,0.907511,0.75,2,1200116,1199656,460,0.76,0.757063,2,1199668
39760081,0.100843937845835,0.110604055889979,0.718223583460949,,0.00256761775410375,0.789963,0.93,2,533274,532805,469,0.93,0.920598,2,532911
7525681,0.00497223838779816,0.00151348297867057,0.655436447166922,,0.430983733539892,0.000997168,0,1,57093,56665,428,0,2.53296E-11,1,56675
144496801,0.0627103446837792,0.0716882278449582,0.742725880551302,,0.00469170124041043,0.904423,0.75,2,2063863,2063378,485,0.76,0.757699,2,2063415
272372681,0.0587133928689906,0.0544622238933564,0.653905053598775,,0.00386882845410269,0.0275076,0.09,1,3568209,3567782,427,0.07,0.0887632,1,3567823
208525701,0.214927387602909,0.0714683002791661,0.938744257274119,,0.00247859257451482,0.949394,0.75,2,2873945,2873332,613,0.78,0.75153,2,2873496
172682741,0.0677493284703911,0.0591626435293408,0.754977029096478,,0.00460012945258534,0.930928,0.75,2,2354413,2353920,493,0.76,0.750923,2,2353965
171911541,0.0448608317678526,0.0539514243857104,0.660030627871363,,0.00411945714801099,0.208607,0.25,1,2211777,2211346,431,0.23,0.227614,1,2211383
55996741,0.0630375317282338,0.0614951172533175,0.702909647779479,,0.00476194518425772,0.904423,0.75,2,775535,775076,459,0.75,0.755621,2,775108
136045901,0.111731911352405,0.11587256261728,0.704441041347626,,0.00256422227645555,0.947086,0.77,2,1678195,1677735,460,0.77,0.769441,2,1677799
118609861,0.0438368083529374,0.0452270397394923,0.650842266462481,,0.00294451577305476,0.262632,0.09,1,1467412,1466987,425,0.07,0.0779425,1,1467104
93154441,0.0770263891706017,0.0731211268804694,0.699846860643185,,0.00476682618337702,0.907098,0.71,2,1349249,1348792,457,0.77,0.750134,2,1348837
1751601,0.0144967177035488,0.0105777000542724,0.655436447166922,,0.0996127033307513,0.00197518,0,1,37932,37504,428,0,1.61355E-12,1,37514
204523561,0.0822229004392192,0.103357974679952,0.750382848392037,,0.00431161996116423,0.944699,0.73,2,2659429,2658939,490,0.76,0.753473,2,2658981
200748281,0.155976850474004,0.11734944716595,0.777947932618683,,0.00279713082138726,0.091312,0.82,1,2760430,2759922,508,0.9,0.9304,2,2759995
224417521,0.0589293059881295,0.0540557126185214,0.655436447166922,,0.00443120443958703,0.261812,0.07,1,2919642,2919214,428,0.07,0.094482,1,2919261
70032741,0.0834184790541527,0.0989837218129126,0.77947932618683,,0.00396782784928324,0.0640308,0.88,1,763384,762875,509,0.93,0.938523,2,762919
273713641,0.024949244304083,0.0233373298665182,0.704441041347626,,0.00331876107509311,0.942217,0.77,2,3541281,3540821,460,0.78,0.778861,2,3540831
470721,0.00543943722311844,0.00559004437570723,0.649310872894334,,0.0271107668474051,0.000000220025,0.18,1,33815,33391,424,0,0.000000150753,1,33401
72527881,0.0622898922709169,0.0569835870185981,0.653905053598775,,0.00419383933024203,0.0797281,0.13,1,798860,798433,427,0.09,0.0995426,1,798466
150668541,0.136171418714113,0.131131279020684,0.702909647779479,,0.00256454060248506,0.909786,0.79,2,1918239,1917780,459,0.81,0.780373,2,1917851
282114521,0.046272323501925,0.0427760889074921,0.702909647779479,,0.00363082669269866,0.906715,0.79,2,3700640,3700181,459,0.76,0.758759,2,3700191
6756481,0.00820577904069365,0.00782126273894953,0.649310872894334,,0.387141750580945,0.0971728,0.02,1,54538,54114,424,0,4.4267E-15,1,54124
91438481,0.128821652730571,0.112728839953035,0.807044410413476,,0.00280848444977346,0.93045,0.75,2,1057705,1057178,527,0.8,0.784695,2,1057255
1906321,0.00430702125199279,0.00107354271383522,0.658499234303216,,0.108752904725019,0.00422436,0,1,38548,38118,430,0.06,0.036,1,38135
165605801,0.218267500999949,0.186204156630993,0.761102603369066,,0.00217989665014908,0.77704,0.91,2,2116010,2115513,497,0.91,0.925206,2,2115579
62460161,0.0832901443907137,0.103490463302248,0.713629402756508,,0.00326071962904407,0.038833,0.72,1,859377,858911,466,0.73,0.759563,2,858961
161958721,0.0443247454632654,0.0406736523228962,0.647779479326187,,0.00382882548305975,0.0318449,0.03,1,2071054,2070631,423,0.03,0.0316055,1,2070679
208264081,0.0955327405042775,0.059426201886411,0.751914241960184,,0.00276646541387689,0.275987,0.27,1,2707191,2706700,491,0.28,0.263751,1,2706767
7861581,0.00383623966166661,0.0132484897715946,0.647779479326187,,0.450348567002324,0.0762622,0.22,1,58050,57627,423,0.01,0.0139169,1,57637
275527421,0.0729994862822187,0.0584647282298314,0.785604900459418,,0.00347314919941004,0.0871529,0.84,1,3845300,3844787,513,0.91,0.922,2,3844841
191076961,0.0439340545602405,0.0558958323726282,0.64624808575804,,0.00348694332735588,0.0461928,0.01,1,2474830,2474408,422,0,0.000149951,1,2474444
215445821,0.0538696597520127,0.0646585269819198,0.684532924961715,,0.00491166452680836,0.0695629,0.05,1,2797404,2796957,447,0.08,0.0771317,1,2796990
49894961,0.0263506891590383,0.0547046762985481,0.650842266462481,,0.00502944515773055,0.0268349,0.01,1,479457,479032,425,0.05,0.0525995,1,479072
217839201,0.053275566937806,0.0562707734001156,0.709035222052067,,0.00444213363326719,0.24411,0.73,1,2994051,2993588,463,0.75,0.787227,2,2993643
140216681,0.105763686029341,0.0880870203716776,0.799387442572741,,0.00316543403754125,0.942727,0.77,2,1929118,1928596,522,0.8,0.799295,2,1928668
154425121,0.058242326933029,0.0568202375927154,0.647779479326187,,0.00385439767409781,0.0745085,0.05,1,1966116,1965693,423,0.05,0.0474896,1,1965726
329851421,0.107517340344665,0.0947332668821011,0.790199081163859,,0.00247753148774975,0.0618846,0.47,1,4346286,4345770,516,0.4,0.442941,1,4345856
213685061,0.066822551262779,0.088833000485969,0.64624808575804,,0.00410927071506637,0.0303313,0,1,2774576,2774154,422,0.07,0.0540499,1,2774233
12181321,0.219596342936001,0.196409505127505,0.675344563552833,,0.697753679318358,0.278234,0.43,1,72676,72235,441,0.44,0.42252,1,72245
116227141,0.040792035289189,0.0385884197494954,0.652373660030628,,0.00362700678034443,0.296457,0.11,1,1426901,1426475,426,0.07,0.0817723,1,1426500
5262441,0.0410043466969463,0.0481861296650361,0.730474732006126,,0.00436594760353554,0.905302,0.77,2,138652,138175,477,0.78,0.777209,2,138203
186344321,0.0652922030531139,0.0652299839310988,0.773353751914242,,0.00467737656908205,0.0301218,0.9,1,2342835,2342330,505,0.92,0.912542,2,2342379
4650261,0.0128037048340654,0.00737645923713512,0.66156202143951,,0.265375677769171,0.0000000181919,0.05,1,47618,47186,432,0,0.006336,1,47207
35252301,0.0637580635683102,0.0676160206590023,0.76416539050536,,0.00370626996169477,0.0448247,0.91,1,541513,541014,499,0.9,0.901928,2,541058
75487301,0.0377921888358321,0.0338131537967656,0.690658499234303,,0.00371199983022612,0.0475381,0.21,1,844464,844013,451,0.22,0.216615,1,844043
268177361,0.0537769630748758,0.0583363189091593,0.735068912710567,,0.00383211485203145,0.0871981,0.88,1,3517490,3517010,480,0.91,0.928239,2,3517109
234352781,0.0312778303290637,0.0287470159021819,0.702909647779479,,0.00386543297645448,0.942321,0.75,2,3196725,3196266,459,0.75,0.75265,2,3196308
280357421,0.0910368568812591,0.119368701469613,0.751914241960184,,0.00341086340630073,0.903355,0.75,2,3674786,3674295,491,0.78,0.769551,2,3674337
284968101,0.0589533805852591,0.0547154953158976,0.649310872894334,,0.00360451174092506,0.221024,0.13,1,3742026,3741602,424,0.09,0.0766274,1,3741673
204103081,0.123564670623494,0.102685244633945,0.753445635528331,,0.0034250819689526,0.231357,0.07,1,2653891,2653399,492,0.1,0.0856766,1,2653476
11309381,0.00265393050971799,0.000220665387303085,0.664624808575804,,0.648334624322231,0.0759778,0.21,1,69645,69211,434,0.03,0.0371994,1,69234
99583421,0.158697659077166,0.079980561240959,0.862174578866769,,0.00278641384506011,0.906711,0.77,2,1374326,1373763,563,0.78,0.760628,2,1373877
27224081,0.0455825009904706,0.0438070880526124,0.653905053598775,,0.00506085332597647,0.0826444,0.03,1,175483,175056,427,0.03,0.0661351,1,175150
7161441,0.00340380681936659,0.0019805364104274,0.650842266462481,,0.410224632068164,0.0000983716,0.1,1,55848,55423,425,0,1.49007E-19,1,55444
144165661,0.0361276294862633,0.0607548126891111,0.713629402756508,,0.00466687181010791,0.921147,0.75,2,1910971,1910505,466,0.76,0.756056,2,1910523
189501621,0.0359987261315535,0.0325668384702974,0.660030627871363,,0.00298568593953928,0.437122,0.25,1,2453728,2453297,431,0.21,0.204427,1,2453359
3567201,0.00744905947942001,0.00789846795619894,0.652373660030628,,0.203408210689388,0.030451,0,1,43831,43405,426,0,0.0393635,1,43536
218915921,0.124110803807198,0.113128788873084,0.704441041347626,,0.00362095858578356,0.905892,0.77,2,3065857,3065397,460,0.77,0.769887,2,3065409
331727521,0.0576656739844596,0.0715474032584752,0.696784073506891,,0.00373757202126418,0.229239,0.21,1,4372779,4372324,455,0.22,0.217948,1,4372358
166478881,0.214991839280264,0.193564635647421,0.799387442572741,,0.00197330305699097,0.090736,0.91,1,2130244,2129722,522,0.89,0.916561,2,2129803
316739481,0.0508627994396495,0.0490057145694918,0.744257274119449,,0.00496758379932727,0.919668,0.77,2,4343753,4343267,486,0.78,0.779908,2,4343304
6206721,0.0089909900346333,0.00930203149220854,0.647779479326187,,0.355693261037955,0.051579,0,1,52753,52330,423,0,0.00000201359,1,52350
49171241,0.0612196152993117,0.0643286356332318,0.709035222052067,,0.00362064025975404,0.0993815,0.73,1,663178,662715,463,0.73,0.778453,2,662746
135999921,0.0429325892323995,0.0413054119917279,0.64624808575804,,0.0036347527137294,0.0752057,0.05,1,1705159,1704737,422,0.02,0.0201609,1,1704747
92514141,0.155262763801663,0.14716027398718,0.718223583460949,,0.00268157847267171,0.930625,0.83,2,1257968,1257499,469,0.89,0.912261,2,1257584
29625781,0.0485032993571893,0.0362740368414145,0.690658499234303,,0.00564827095911633,0.0550613,0.03,1,200251,199800,451,0.02,0.0195776,1,199840
136023281,0.0849890147802861,0.0519580647793098,0.738131699846861,,0.00368685207389408,0.0762926,0.05,1,1705517,1705035,482,0.06,0.0699055,1,1705104
202762801,0.136235491263954,0.062220523498551,0.819295558958652,,0.00304043801661662,0.424629,0.43,1,2634442,2633907,535,0.42,0.412881,1,2634011
16765921,0.00841517116659432,0.00809406160100173,0.647779479326187,,0.00787581040501682,0.0196864,0,1,91502,91079,423,0,0.016117,1,91093
278290781,0.0626606789794645,0.0723295650045582,0.742725880551302,,0.0040671455704933,0.947838,0.77,2,3649304,3648819,485,0.78,0.772841,2,3648855
8478081,0.0043860882950067,0.00417903168021113,0.647779479326187,,0.485979860573199,0.0401041,0,1,60163,59740,423,0,1.60349E-16,1,59764
191752941,0.0988995823910435,0.0372415407699593,0.762633996937213,,0.00253026749997347,0.239652,0.11,1,2484671,2484173,498,0.08,0.0804074,1,2484257
77945941,0.11867013441966,0.0449858288608816,0.834609494640123,,0.00341956431777426,0.922707,0.77,2,877687,877142,545,0.78,0.77343,2,877238
2941541,0.0334274833326067,0.0111341700040084,0.690658499234303,,0.167312161115414,0.000385101,0,1,42000,41549,451,0,1.35569E-12,1,41589
273707121,0.0579602560627229,0.060027455473536,0.690658499234303,,0.00378203155672039,0.0858849,0.07,1,3585612,3585161,451,0.1,0.0880961,1,3585197
72519121,0.0434696233557714,0.0397018917317877,0.650842266462481,,0.00417664972464798,0.049501,0.13,1,798767,798342,425,0.09,0.0844193,1,798378
229815421,0.0954354942969744,0.0834052236344095,0.76416539050536,,0.00226032702694099,0.942736,0.75,2,3169892,3169393,499,0.8,0.787031,2,3169442
324980861,0.0459805848800156,0.0552383553674741,0.67687595712098,,0.00432859734940526,0.0285644,0,1,4274143,4273701,442,0.02,0.0169515,1,4273732
198563841,0.142927850138476,0.146000333438567,0.689127105666156,,0.00259329605381832,0.0528851,0.03,1,2576807,2576357,450,0.03,0.0278185,1,2576421
6616301,0.00538071037122271,0.00479763116728329,0.653905053598775,,0.379085979860573,0.00499254,0,1,54092,53665,427,0,0.00000000823708,1,53675
165796281,0.0804904772646708,0.108891103929964,0.750382848392037,,0.00398491134620078,0.943406,0.79,2,2067498,2067008,490,0.8,0.797554,2,2067048
112378581,0.0506116274617223,0.0471248017991494,0.649310872894334,,0.00413696507963456,0.0807417,0.07,1,1366296,1365872,424,0.07,0.0644957,1,1365914
271631321,0.0665042737148999,0.0594297491052141,0.702909647779479,,0.00356461487855862,0.92201,0.83,2,3714121,3713662,459,0.79,0.77417,2,3713720
221160541,0.0689644321522879,0.0796565228032961,0.750382848392037,,0.00345680846322804,0.945145,0.75,2,3044474,3043984,490,0.8,0.79647,2,3044024
3777921,0.00497773573674902,0.00482570740410981,0.649310872894334,,0.215491866769946,0.0106821,0.15,1,44645,44221,424,0,0.000713235,1,44231
170270501,0.063465945818887,0.0555978659931681,0.663093415007657,,0.00545027216875524,0.434231,0.23,1,2185319,2184886,433,0.23,0.227942,1,2184928
265603341,0.072212986254732,0.0832651084916871,0.747320061255743,,0.00344524261748883,0.915413,0.77,2,3425096,3424608,488,0.78,0.769551,2,3424647
152727141,0.0573754518726056,0.0674707620490155,0.686064318529862,,0.00369024755154229,0.0974668,0.11,1,1945240,1944792,448,0.08,0.0756763,1,1944826
320177901,0.0808485632015044,0.077707326070994,0.705972434915773,,0.00319885827064079,0.933255,0.77,2,4420039,4419578,461,0.77,0.781273,2,4419627
319565721,0.0717796435063987,0.0662836852765589,0.652373660030628,,0.00260539244294006,0.0542386,0.09,1,4195841,4195415,426,0.05,0.0682517,1,4195509
523561,0.00463176292398304,0.00273311435169256,0.652373660030628,,0.0302091402013943,0.0222387,0.12,1,33860,33434,426,0,0.00000000246946,1,33444
121004261,0.0470417627912884,0.0412896268680541,0.663093415007657,,0.00450017507931624,0.0840229,0.29,1,1507061,1506628,433,0.25,0.242896,1,1506674
326041141,0.0620049779442569,0.0673973346197914,0.759571209800919,,0.00365353394947105,0.0641196,0.79,1,4475193,4474697,496,0.74,0.766927,2,4474746
53402161,0.0418788043076468,0.0438911571382458,0.702909647779479,,0.00380166166187409,0.913045,0.75,2,741774,741315,459,0.75,0.751168,2,741368
138001261,0.0630748757883483,0.0714599643149788,0.771822358346095,,0.00400867968973823,0.0619556,1,1,1964998,1964494,504,0.93,0.931903,2,1964536
69837101,0.0518028461102465,0.055128214223638,0.712098009188361,,0.00354286259987479,0.770174,0.75,2,760599,760134,465,0.73,0.795466,2,760184
237810381,0.0926754459961291,0.0700215670903228,0.802450229709035,,0.00492047154695839,0.213424,0.97,1,3279054,3278530,524,0.94,0.938233,2,3278597
20497681,0.00836061471735096,0.0045298870920255,0.712098009188361,,0.0110542958097684,0.937736,0.88,2,110376,109911,465,0.91,0.905977,2,109923
19564601,0.0625895925706172,0.0761972750265155,0.768759571209801,,0.00400793692900268,0.0497526,0.96,1,319888,319386,502,0.94,0.940096,2,319431
53952741,0.0431066087612577,0.056806048717503,0.727411944869832,,0.00408454739344036,0.930456,0.79,2,741883,741408,475,0.8,0.793413,2,741433
8446261,0.00410403638107623,0.000860402751222904,0.660030627871363,,0.484120836560806,0.000000984323,0.18,1,60124,59693,431,0,0.000000569673,1,59713
38632481,0.0869625630536446,0.0615126759863929,0.77947932618683,,0.00303460203940876,0.938365,0.77,2,439916,439407,509,0.78,0.776632,2,439467
304005041,0.0533494968030072,0.048503251026033,0.690658499234303,,0.00368292605286334,0.0590399,0.05,1,3985443,3984992,451,0,0.00402798,1,3985032
166471861,0.059629175378701,0.0581084101010603,0.74885145482389,,0.00523327992529949,0.938043,0.79,2,2283240,2282751,489,0.76,0.760082,2,2282792
2996901,0.00384966077565698,0.000664982920141463,0.656967840735069,,0.170410534469404,0.0000362639,0.08,1,42051,41622,429,0,0.00000506839,1,41632
116901661,0.16151268086752,0.166463706630816,0.782542113323124,,0.00309465955031143,0.426644,0.29,1,1438660,1438149,511,0.3,0.28703,1,1438235
47702041,0.0482951583520843,0.0806451326837193,0.64624808575804,,0.00348980826162155,0.0194724,0.09,1,451250,450828,422,0.09,0.0610704,1,450883
41228721,0.147130857757044,0.139540315915307,0.705972434915773,,0.00268391286355485,0.945391,0.75,2,533736,533275,461,0.75,0.770242,2,533313
175151281,0.0930083199532915,0.0948386192805531,0.647779479326187,,0.00321233407255711,0.056661,0.05,1,2258423,2258000,423,0.05,0.0471641,1,2258040
181287621,0.198202177329312,0.131445739967578,0.888208269525268,,0.00309465955031143,0.938196,0.79,2,2455169,2454589,580,0.8,0.783308,2,2454719
2342301,0.00476481772496953,0.0109632117937931,0.647779479326187,,0.133384972889233,0.0276807,0.14,1,39896,39473,423,0,3.4997E-11,1,39483
228096721,0.062230748378756,0.0466155985399647,0.713629402756508,,0.00471196799762317,0.407199,0.19,1,2972392,2971926,466,0.22,0.210652,1,2971971
346261821,0.0518860645995371,0.0418664046454377,0.690658499234303,,0.00407351209108369,0.0103127,0.03,1,4590057,4589606,451,0,0.00281254,1,4589646
285463481,0.0772885558464306,0.0572453717662667,0.791730474732006,,0.00369290026845495,0.030049,0.89,1,3935250,3934733,517,0.76,0.790877,2,3934802
275676941,0.0565000464431204,0.0519522118682847,0.702909647779479,,0.00477223772587885,0.944372,0.75,2,3787074,3786615,459,0.75,0.752446,2,3786627
36870981,0.0808821159864803,0.0999437765819709,0.736600306278714,,0.00327992529949174,0.0792082,0.93,1,319790,319309,481,0.89,0.934,2,319416
175548401,0.0372926883363316,0.0636809134797862,0.732006125574273,,0.00409844763006271,0.27131,0.87,1,2263876,2263398,478,0.85,0.908725,2,2263438
7388801,0.00791529153957996,0.00558811114145954,0.649310872894334,,0.423237800154919,0.0264536,0,1,56652,56228,424,0,0.000111123,1,56238
310867761,0.0685466336320226,0.061834586092774,0.73353751914242,,0.00454304298462485,0.759891,0.95,2,4105757,4105278,479,0.86,0.913175,2,4105317
68664401,0.0439387936541637,0.039694265211361,0.702909647779479,,0.00518213554322337,0.916705,0.75,2,1012612,1012153,459,0.76,0.757511,2,1012163
163945741,0.060879727483143,0.0580695680551664,0.704441041347626,,0.00545886697155226,0.947157,0.81,2,2200930,2200470,460,0.81,0.798142,2,2200507
48042181,0.0699850434195785,0.0917720486252754,0.767228177641654,,0.00409632545653258,0.00984661,1,1,570187,569686,501,0.9,0.9136,2,569722
246928121,0.04559178961456,0.044643876968263,0.741194486983155,,0.00555425867173159,0.949227,0.81,2,3372352,3371868,484,0.78,0.782061,2,3371903
21137341,0.00790249598598745,0.00731104852240601,0.666156202143951,,0.00576965928503974,0.246939,0.27,1,114434,113999,435,0.27,0.272852,1,114011
19579841,0.00803403427691853,0.00876283649804371,0.702909647779479,,0.00861146185923623,0.908613,0.69,2,124127,123668,459,0.76,0.7543,2,123680
257139481,0.0680050499784845,0.0501770062182746,0.76416539050536,,0.00527338900501894,0.75834,0.75,2,3531416,3530917,499,0.76,0.759293,2,3530968
5943401,0.0382043004433896,0.0362499157535534,0.64624808575804,,0.340356312935709,0.00386482,0,1,51901,51479,422,0,0.00000370779,1,51489
191626601,0.0741933588233398,0.038338340823877,0.781010719754977,,0.00519126088940293,0.94819,0.95,2,2416208,2415698,510,0.94,0.923841,2,2415751
3240021,0.00274630492846812,0.000303774950250256,0.66156202143951,,0.184663051897754,0.000294912,0.22,1,42907,42475,432,0.03,0.0228003,1,42496
230300301,0.0347009726516368,0.0310252171784712,0.701378254211332,,0.00456033869889541,0.939957,0.77,2,3159372,3158914,458,0.77,0.756344,2,3158986
312149601,0.0836571398241227,0.0772052172494156,0.77947932618683,,0.00403785957577751,0.41094,0.75,1,4053660,4053151,509,0.76,0.770463,2,4053212
243965461,0.0446761966686065,0.0347902352160788,0.686064318529862,,0.00502467026728776,0.0830734,0.05,1,3189405,3188957,448,0.06,0.0494626,1,3188992
6246881,0.00796224648217058,0.00695607833678005,0.650842266462481,,0.358017041053447,0.0731078,0.04,1,52834,52409,425,0,0.000000491237,1,52419
206977821,0.0676810855178977,0.0676819989287399,0.696784073506891,,0.00366032490476746,0.0581974,0.03,1,2692861,2692406,455,0.06,0.0513647,1,2692448
207661821,0.0874415906673971,0.110128019126604,0.754977029096478,,0.00345277633352079,0.944705,0.77,2,2659439,2658946,493,0.78,0.773469,2,2658990
10002761,0.00392556210393022,0.000412263090124188,0.658499234303216,,0.57412858249419,0.271182,0.12,1,65310,64880,430,0,0.0000020977,1,64890
132430901,0.0691801557076699,0.0741108009265335,0.771822358346095,,0.00409027726197171,0.0346784,0.79,1,1627041,1626537,504,0.74,0.772096,2,1626594
273350881,0.0398184358336161,0.0368330785247826,0.664624808575804,,0.00291289538745583,0.419484,0.27,1,3580214,3579780,434,0.27,0.264593,1,3579879
126788781,0.073794895806281,0.0774581339500764,0.724349157733538,,0.00388633638572626,0.431006,0.92,1,1580231,1579758,473,0.89,0.915871,2,1579799
444741,0.00783848030527347,0.010385901933589,0.656967840735069,,0.0255615801704105,0.00209832,0,1,33598,33169,429,0,0.0000220955,1,33179
28606701,0.0589143304513323,0.0704658562454108,0.701378254211332,,0.00391424296764746,0.2182,0.75,1,189704,189246,458,0.78,0.773819,2,189267
122306581,0.0517890079559909,0.0352705286420182,0.698315467075038,,0.00402682427342084,0.24675,0.07,1,1523444,1522988,456,0.08,0.0769843,1,1523030
276812541,0.0245904001122217,0.0242925958901923,0.64624808575804,,0.0044684485850408,0.25007,0.01,1,3626445,3626023,422,0.03,0.0254542,1,3626067
154924441,0.0344243991302815,0.0318611192894211,0.702909647779479,,0.00479494498265123,0.93346,0.79,2,1971948,1971489,459,0.79,0.776792,2,1971529
115628861,0.185387098669831,0.125139849101312,0.886676875957121,,0.00247922922657386,0.914004,0.91,2,1575391,1574812,579,0.92,0.909709,2,1574935
97387981,0.0762645324315153,0.0733681906701051,0.762633996937213,,0.00371295480831468,0.946443,0.79,2,1137459,1136961,498,0.8,0.793418,2,1137009
289640101,0.0697285636564574,0.0696867096353104,0.716692189892802,,0.00340481521173986,0.411925,0.23,1,3799170,3798702,468,0.28,0.275667,1,3798746
234471521,0.0712202408597095,0.0774967986350302,0.770290964777948,,0.00458898804155216,0.0161377,0.87,1,3224397,3223894,503,0.94,0.93472,2,3223940
298919861,0.0481309961385863,0.0473057099581073,0.650842266462481,,0.00413675286228155,0.067712,0.05,1,3916998,3916573,425,0.01,0.0403621,1,3916615
81023621,0.044587670394122,0.0410952392776444,0.647779479326187,,0.00445974767356727,0.262788,0.03,1,919109,918686,423,0.03,0.0317819,1,918698
106415161,0.057209962712809,0.0766912252448468,0.724349157733538,,0.00293188884055049,0.920841,0.89,2,1257998,1257525,473,0.93,0.917806,2,1257554
2453161,0.00334126973595664,0.00873649839843071,0.649310872894334,,0.139581719597211,0.038688,0.2,1,40303,39879,424,0.06,0.061728,1,39889
132901801,0.0909813147004798,0.105869050870665,0.712098009188361,,0.00279723693006377,0.248391,0.09,1,1663073,1662608,465,0.1,0.0967762,1,1662658
141485141,0.0730777761138292,0.0672345172767292,0.649310872894334,,0.00239084069904396,0.047308,0.03,1,1782573,1782149,424,0.06,0.0572815,1,1782159
144140141,0.0736313022840537,0.0958869997978085,0.753445635528331,,0.00402003331812442,0.026376,0.69,1,1791555,1791063,492,0.76,0.76903,2,1791107
231989361,0.0399020334504205,0.0482712629163105,0.725880551301685,,0.00458941247625818,0.926392,0.79,2,3202141,3201667,474,0.76,0.75621,2,3201693
255866241,0.0507473551116815,0.0643366168755387,0.73353751914242,,0.00399902380017614,0.926013,0.81,2,3491718,3491239,479,0.78,0.77691,2,3491269
128082781,0.121113611246439,0.116516560190982,0.793261868300153,,0.00279999575565294,0.915292,0.79,2,1750925,1750407,518,0.8,0.787854,2,1750475
177660001,0.0532875094544924,0.0778547130122627,0.742725880551302,,0.00368069777065671,0.0256712,0.87,1,2441858,2441373,485,0.74,0.755944,2,2441411
3794561,0.00361414676405189,0.00342508805970679,0.653905053598775,,0.216421378776143,0.0701142,0,1,44656,44229,427,0.09,0.0889248,1,44239
