#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
154194121,0.0402946199910147,0.0375086463458325,0.701378254211332,0.127262054833212,0.00387614995278164,0.908706,0.81,2,2190423,2189965,458,0.77,0.756842,2,2190046
77340001,0.0721081574971518,0.0634918467175811,0.704441041347626,0.122505045918747,0.00415447301125813,0.925958,0.79,2,991637,991177,460,0.79,0.780768,2,991219
277500201,0.240579155190161,0.236384887429011,0.725880551301685,0.776416539050536,0.00247869868319132,0.24424,0.87,1,3633731,3633257,474,0.88,0.92318,2,3633296
99050241,0.0660222130810366,0.0656141477274743,0.705972434915773,,0.00442823339664484,0.929419,0.79,2,1167878,1167417,461,0.79,0.794141,2,1167455
213708421,0.0366455176701856,0.0344981217476438,0.647779479326187,,0.00415521577199368,0.0960232,0,1,2774823,2774400,423,0.03,0.0330056,1,2774437
156877921,0.0958747135217723,0.118252923795098,0.650842266462481,,0.00286832974332311,0.096403,0.05,1,1997199,1996774,425,0.05,0.0572085,1,1996838
80699501,0.0945701357466063,0.0862178134233854,0.650842266462481,,0.00382203452776334,0.0241304,0.03,1,915469,915044,425,0.03,0.0444229,1,915081
123358501,0.147262225440594,0.148711118047895,0.758039816232772,,0.00251700391541016,0.788022,0.75,2,1511459,1510964,495,0.75,0.796252,2,1511027
2600641,0.00610831293943248,0.00460038806573706,0.649310872894334,,0.147947327652982,0.0448441,0.1,1,40758,40334,424,0,3.35694E-12,1,40344
220986521,0.0713461111943085,0.0532148444012472,0.793261868300153,,0.00428965546512738,0.289213,0.97,1,2868189,2867671,518,0.94,0.941439,2,2867732
270546901,0.0559379899038343,0.0514261593197853,0.705972434915773,,0.00293761870908184,0.901504,0.83,2,3491669,3491208,461,0.79,0.792442,2,3491240
8267881,0.0206408392366647,0.019046081919471,0.705972434915773,,0.0072743864265781,0.911507,0.81,2,138666,138205,461,0.77,0.780147,2,138238
204229081,0.103214053498683,0.233195937725027,0.724349157733538,,0.0022392114003162,0.0894726,0.95,1,2803613,2803140,473,0.9,0.932128,2,2803213
192412541,0.0977868431378868,0.090468445715137,0.705972434915773,,0.00319800940122874,0.938204,0.77,2,2716269,2715808,461,0.77,0.779618,2,2715841
273584481,0.0893495498808592,0.085349276899447,0.647779479326187,,0.00350731619324512,0.0589987,0.03,1,3584029,3583606,423,0.03,0.0336589,1,3583640
235067481,0.130067655304847,0.118478172189095,0.701378254211332,,0.00263807391530405,0.90018,0.81,2,3028173,3027715,458,0.77,0.754553,2,3027809
210592781,0.0429248171183655,0.0419199676493645,0.647779479326187,,0.00453519094256337,0.0497008,0.11,1,2737682,2737259,423,0.05,0.0464336,1,2737304
121409121,0.0817078557116508,0.106815980930152,0.74885145482389,,0.00402671816474433,0.937749,0.77,2,1664688,1664199,489,0.78,0.775363,2,1664239
306509661,0.0733463879573937,0.0686422310587384,0.701378254211332,,0.00326878388845856,0.931842,0.81,2,4044572,4044114,458,0.77,0.757694,2,4044199
258785921,0.0486913466040601,0.0460148770356602,0.652373660030628,,0.00390225268720223,0.276655,0.11,1,3386656,3386230,426,0.07,0.0817899,1,3386306
49630661,0.0579174146536575,0.0668363419660815,0.759571209800919,,0.00461233195038358,0.0279464,0.93,1,591229,590733,496,0.9,0.907515,2,590772
288899881,0.0392541045292468,0.0463860934834043,0.673813169984686,,0.00532251732224144,0.0440203,0.09,1,3790759,3790319,440,0.06,0.0571265,1,3790346
183384181,0.0473232649703238,0.0489505553171036,0.704441041347626,,0.00288870260921236,0.769326,0.75,2,2486147,2485687,460,0.75,0.759714,2,2485775
131101581,0.0640805115188417,0.0743080262919858,0.72281776416539,,0.0038329637214435,0.0354193,0.81,1,1722361,1721889,472,0.71,0.78472,2,1721999
327035521,0.0955835435911337,0.09847682424595,0.785604900459418,,0.00304202964676422,0.92709,0.95,2,4510582,4510069,513,0.92,0.920167,2,4510126
120983821,0.0451683041815869,0.0424605637949566,0.649310872894334,,0.00446303704253897,0.015174,0.07,1,1506858,1506434,424,0.07,0.0650169,1,1506476
195660221,0.0574078672750399,0.0587454905980966,0.741194486983155,,0.00439300531604469,0.92393,0.69,2,2662884,2662400,484,0.78,0.767321,2,2662435
332677981,0.0402792653267037,0.0586553912404979,0.647779479326187,,0.00379444627187165,0.0526616,0.05,1,4388281,4387858,423,0.05,0.0461646,1,4387883
175844001,0.055499718497821,0.121914540404596,0.70750382848392,,0.00348354784970767,0.904299,0.79,2,2205409,2204947,462,0.79,0.792815,2,2204992
155671961,0.0440582188210272,0.0454487409146858,0.650842266462481,,0.00380378383540422,0.0872973,0.07,1,1983544,1983119,425,0.05,0.0585156,1,1983174
293269981,0.0730078270875235,0.0685423768494312,0.701378254211332,,0.00412486869051282,0.904752,0.73,2,4022812,4022354,458,0.79,0.768609,2,4022388
288105641,0.0549378515222918,0.0619016285281525,0.64624808575804,,0.0039246416179451,0.0501869,0.01,1,3782335,3781913,422,0.03,0.0263652,1,3781936
124658601,0.119951585416481,0.108094043864908,0.814701378254211,,0.00461020977685345,0.219133,0.98,1,1635587,1635055,532,0.91,0.922,2,1635117
77543261,0.0637286811859867,0.0606890117803136,0.753445635528331,,0.00527041796207676,0.927843,0.79,2,1069903,1069411,492,0.8,0.795606,2,1069453
175510761,0.0842334136451784,0.0985396100187648,0.771822358346095,,0.00334008891907091,0.447946,0.98,1,2397474,2396970,504,0.93,0.937672,2,2397017
254478921,0.0681005901119753,0.0467807215752489,0.762633996937213,,0.00368780705198264,0.91406,0.79,2,3329585,3329087,498,0.76,0.750645,2,3329137
133807001,0.0337129663505375,0.0314104451404876,0.655436447166922,,0.00475260762072515,0.0695748,0.07,1,1675416,1674988,428,0.05,0.0836741,1,1675032
259568481,0.0401676122738741,0.0829870065375243,0.669218989280245,,0.00276561654446484,0.40278,0.29,1,3396808,3396371,437,0.3,0.294909,1,3396383
283829301,0.0238463623662865,0.0498639641589012,0.652373660030628,,0.00378818585995777,0.0673798,0.11,1,3726166,3725740,426,0.11,0.0974478,1,3725761
227787921,0.0508648846409757,0.0617551283915846,0.744257274119449,,0.00375667158303534,0.0139036,0.85,1,2938768,2938282,486,0.78,0.784514,2,2938319
4826261,0.00376466038705128,0.000616558062650979,0.658499234303216,,0.275600309837335,0.0266775,0,1,48101,47671,430,0.05,0.0499932,1,47681
193970681,0.0459813431350433,0.0504575912255996,0.721286370597243,,0.0054283076727184,0.240418,1,1,2517777,2517306,471,0.9,0.921146,2,2517355
17044361,0.0427993259112804,0.0431089953921628,0.702909647779479,,1,0.905497,0.9,2,109821,109362,459,0.79,0.791269,2,109372
50994661,0.0481531750981466,0.0440348194997712,0.705972434915773,,0.00450579883917108,0.946648,0.83,2,677112,676651,461,0.79,0.792588,2,676683
125391521,0.0810375582671598,0.0925655614715283,0.784073506891271,,0.0034185032310092,0.228615,0.93,1,1646325,1645813,512,0.9,0.9136,2,1645864
102038541,0.079870982907036,0.0716442423317998,0.767228177641654,,0.00368292605286334,0.931424,0.77,2,1469124,1468623,501,0.8,0.79031,2,1468674
142326381,0.0507333273936689,0.0462525406954677,0.704441041347626,,0.00447439067092516,0.931663,0.77,2,1956173,1955713,460,0.77,0.771549,2,1955749
104052161,0.0709694480092962,0.0814661364756962,0.751914241960184,,0.00495920121388326,0.929102,0.79,2,1334872,1334381,491,0.8,0.796174,2,1334422
312465001,0.0586265726683184,0.0566772846749506,0.705972434915773,,0.00442685398385026,0.799895,0.77,2,4124783,4124322,461,0.77,0.780589,2,4124353
5489561,0.00503718293092107,0.00247147149277609,0.652373660030628,,0.3143299767622,0.0217448,0.08,1,50276,49850,426,0,2.90752E-12,1,49860
228485401,0.0828638155013866,0.0516233846852375,0.77947932618683,,0.0034742102861751,0.908735,0.75,2,3106619,3106110,509,0.76,0.751978,2,3106171
256235981,0.0894333370614205,0.0794463500892126,0.790199081163859,,0.00347325530808654,0.788907,0.91,2,3298327,3297811,516,0.92,0.915558,2,3297871
166864641,0.0668623596517335,0.0612492949902629,0.754977029096478,,0.00492917245843193,0.948863,0.75,2,2279624,2279131,493,0.76,0.754373,2,2279176
8156521,0.0095092383896938,0.0164046986460266,0.64624808575804,,0.467389620449264,0.0033482,0,1,59209,58787,422,0,0.000000503146,1,58797
262738141,0.0506808182330004,0.0552713445023429,0.759571209800919,,0.00464098129304033,0.0509654,0.92,1,3442941,3442445,496,0.93,0.933011,2,3442482
4027541,0.00382113143023959,0.000955234098704911,0.656967840735069,,0.229899302865995,0.000366182,0.18,1,45495,45066,429,0,9.59976E-22,1,45076
26718881,0.117989600532295,0.0558913983491244,0.848392036753446,,0.00373746591258767,0.412344,0.77,1,280996,280442,554,0.72,0.760396,2,280550
81011941,0.0551818200774557,0.0522677369808202,0.647779479326187,,0.00443852593826597,0.269526,0.03,1,919021,918598,423,0.03,0.0328627,1,918643
137867261,0.2101484852908,0.198051867433339,0.664624808575804,,0.00197171142684337,0.435797,0.27,1,1729098,1728664,434,0.27,0.261618,1,1728722
202091521,0.338557078595029,0.321833841176825,0.777947932618683,,0.0024112135649332,0.2164,0.95,1,2754199,2753691,508,0.85,0.90328,2,2753788
42953801,0.0908218915809048,0.0831170121066578,0.701378254211332,,0.00266608660590176,0.908349,0.77,2,651788,651330,458,0.79,0.76599,2,651430
4188081,0.00291410676609918,0.00142252519412155,0.650842266462481,,0.239039504260263,0.0396772,0.02,1,45947,45522,425,0,0.0000865849,1,45540
90895001,0.0455927374333446,0.0597511271287747,0.705972434915773,,0.00317965260019312,0.91988,0.79,2,1231071,1230610,461,0.79,0.790322,2,1230650
15888461,0.00390427409402741,0.00372757714314092,0.647779479326187,,0.00691149475292595,0.00975816,0.03,1,85993,85570,423,0.03,0.032857,1,85582
275679861,0.024874745747611,0.0229091805569843,0.702909647779479,,0.00477722483367465,0.947749,0.77,2,3787076,3786617,459,0.81,0.788791,2,3786673
3605721,0.00497125265626214,0.0013086364136199,0.658499234303216,,0.20557707203718,0.0000000817413,0,1,44169,43739,430,0,2.83644E-13,1,43749
98485661,0.050625276052221,0.0507333874875404,0.718223583460949,,0.00510382733996159,0.419846,0.92,1,1342349,1341880,469,0.95,0.944273,2,1341910
173858861,0.03128484418807,0.0289100106061842,0.701378254211332,,0.00324586441433316,0.927055,0.81,2,2455114,2454656,458,0.77,0.756791,2,2454736
28399701,0.0520561032894999,0.061034156169855,0.735068912710567,,0.00343866387954543,0.939146,0.77,2,360403,359923,480,0.78,0.773593,2,359954
10159161,0.00379127513852372,0.00207854606595699,0.653905053598775,,0.583113865220759,0.255854,0.21,1,65761,65334,427,0.03,0.0301064,1,65344
223857201,0.0770546341703837,0.0808033386423375,0.710566615620214,,0.00298579204821578,0.235612,0.79,1,3047065,3046601,464,0.71,0.772441,2,3046668
331272001,0.0723382878980602,0.0542217224585064,0.687595712098009,,0.00255467249556996,0.0396441,0.03,1,4365460,4365011,449,0.03,0.036143,1,4365104
177478521,0.0838343819368487,0.0626857412445772,0.739663093415008,,0.00314092293326825,0.401189,0.27,1,2291951,2291468,483,0.24,0.24246,1,2291529
116814061,0.0361124643857092,0.0592740261997581,0.663093415007657,,0.00285379285464172,0.0396495,0.05,1,1437148,1436715,433,0.02,0.0239379,1,1436737
47919901,0.616470815711802,0.618984360312297,0.728943338437979,,0.00170410534469404,0.418,0.97,1,628063,627587,476,0.9,0.912448,2,627640
24504101,0.0281553361249756,0.0593132229675323,0.650842266462481,,0.00348386617573719,0.0126167,0.03,1,145910,145485,425,0.05,0.0530161,1,145610
232732661,0.0778083396679222,0.0977269421909752,0.770290964777948,,0.00341075729762423,0.270989,0.89,1,3200080,3199577,503,0.9,0.90515,2,3199625
26348081,0.0356645252280926,0.0498962438500094,0.664624808575804,,0.00336714663158006,0.0592943,0.03,1,165058,164624,434,0,0.00254542,1,164647
31017161,0.084624673239474,0.052693580598132,0.730474732006126,,0.00496344556094352,0.0858676,0.05,1,216426,215949,477,0.1,0.0898132,1,216011
5262401,0.00437105588908245,0.00259707851059377,0.650842266462481,,0.301161890007746,0.0132312,0,1,49446,49021,425,0,0.000147956,1,49142
199333981,0.0377093494740554,0.0417434935139104,0.718223583460949,,0.00602803391233301,0.428837,0.97,1,2546365,2545896,469,0.89,0.916194,2,2545929
213658001,0.0288555846430609,0.0308549506759225,0.705972434915773,,0.00442016913723035,0.942441,0.77,2,2716231,2715770,461,0.77,0.78023,2,2715837
64978181,0.070530797475769,0.0393948799443796,0.771822358346095,,0.00426174888320618,0.942325,0.83,2,809789,809285,504,0.8,0.796666,2,809339
14423581,0.0040239836065263,0.00199743890802416,0.655436447166922,,0.826336173508908,0.0676529,0.13,1,80081,79653,428,0.05,0.0500471,1,79663
251855741,0.0580273616326747,0.0227986846912678,0.74885145482389,,0.00426143055717666,0.910316,0.79,2,3458516,3458027,489,0.8,0.791328,2,3458066
11608301,0.00379305703783882,0.00187686894090688,0.660030627871363,,0.665220759101472,0.201127,0.29,1,70545,70114,431,0.09,0.0899771,1,70124
67685501,0.057857133378955,0.0520557906573351,0.747320061255743,,0.00527073628810628,0.913463,0.75,2,926780,926292,488,0.76,0.753781,2,926332
152355561,0.150964405613362,0.131937384493688,0.800918836140888,,0.00259329605381832,0.920541,1,2,1895085,1894562,523,0.88,0.927011,2,1894654
12772461,0.00333448335345869,0.0106916189861339,0.650842266462481,,0.731216111541441,0.232642,0.27,1,74473,74048,425,0.07,0.069104,1,74058
340666361,0.0457934854519295,0.0275544409405805,0.759571209800919,,0.00368685207389408,0.942129,0.91,2,4510592,4510096,496,0.92,0.917221,2,4510136
6040741,0.0175344958646666,0.013204273689214,0.663093415007657,,0.346088303640589,0.0625502,0.02,1,52040,51607,433,0.05,0.0396,1,51627
3805161,0.00333179154811033,0.0128576749399633,0.64624808575804,,0.21704105344694,0.0366429,0.23,1,44663,44241,422,0.03,0.0328793,1,44251
129704681,0.0677182400142552,0.02283557576682,0.756508422664625,,0.00395010770030665,0.930169,0.79,2,1788959,1788465,494,0.76,0.750413,2,1788511
134332281,0.331782069922487,0.308054669736193,0.761102603369066,,0.0024112135649332,0.274,0.73,1,1916420,1915923,497,0.69,0.763457,2,1916012
1714961,0.00258384878878238,0.000716763446619678,0.655436447166922,,0.0975987606506584,0.07206,0.1,1,37751,37323,428,0,0.035828,1,37347
168431221,0.0454702792463703,0.0575931765699104,0.730474732006126,,0.00527349511369545,0.927664,0.75,2,2300071,2299594,477,0.76,0.759896,2,2299623
12409301,0.00488289698915885,0.00479383564316398,0.672281776416539,,0.710611928737413,0.0419969,0.42,1,73204,72765,439,0.29,0.290379,1,72775
253025901,0.113337516373569,0.10430543682226,0.704441041347626,,0.0038951434058763,0.926306,0.81,2,3541225,3540765,460,0.77,0.77145,2,3540797
120399821,0.076111364915919,0.072324776259174,0.64624808575804,,0.00322379380961981,0.0334924,0.11,1,1499279,1498857,422,0.01,0.00655516,1,1498925
80293621,0.106824105685586,0.105582435591375,0.728943338437979,,0.00282493129463196,0.0328554,0.03,1,909301,908825,476,0.04,0.0367142,1,908889
328708921,0.141678435416576,0.13283287988053,0.845329249617151,,0.00314155958532729,0.252614,0.93,1,4289206,4288654,552,0.94,0.947139,2,4288748
120966301,0.0585979485410225,0.0558953002898078,0.652373660030628,,0.00443109833091052,0.260686,0,1,1506664,1506238,426,0.05,0.0688528,1,1506291
302438141,0.148124171843337,0.122413102007371,0.862174578866769,,0.00272656855151046,0.0666333,0.86,1,4229732,4229169,563,0.92,0.9304,2,4229270
124286341,0.126151836778023,0.119956298264346,0.647779479326187,,0.00260104198720329,0.0466734,0.03,1,1550498,1550075,423,0.07,0.0570781,1,1550131
332569941,0.0547898022281324,0.0511970089851052,0.647779479326187,,0.003554428445614,0.0131306,0.01,1,4386880,4386457,423,0.07,0.056831,1,4386531
321459341,0.0592817050122553,0.0539757228345116,0.652373660030628,,0.00230786371401589,0.083355,0.09,1,4225088,4224662,426,0.09,0.0913103,1,4224699
55933841,0.0634826274294965,0.0692504017225294,0.768759571209801,,0.00407298154770116,0.0675233,0.95,1,744459,743957,502,0.9,0.903808,2,744004
94439561,0.0282116365607827,0.0262556267758264,0.647779479326187,,0.00393620746368431,0.0738789,0.07,1,1107871,1107448,423,0.03,0.0328214,1,1107539
335423501,0.0431249964456796,0.0559720975768948,0.750382848392037,,0.00401037742856233,0.0294376,1,1,4440431,4439941,490,0.93,0.93304,2,4439973
8347261,0.00511361503771371,0.00819604414159079,0.647779479326187,,0.478388845855926,0.0940424,0,1,59734,59311,423,0,5.56483E-23,1,59321
327226341,0.0924970665008616,0.0725024919212092,0.732006125574273,,0.00373778423861719,0.0729491,0.09,1,4305567,4305089,478,0.1,0.0942064,1,4305152
209663201,0.133816657725576,0.0951043059689051,0.822358346094946,,0.00303332873529068,0.921053,0.77,2,2879711,2879174,537,0.78,0.769643,2,2879262
317209281,0.0843835481406639,0.0666492261742181,0.721286370597243,,0.00397918147766943,0.0459585,0.05,1,4167068,4166597,471,0.02,0.0153979,1,4166657
51903921,0.0865677017479674,0.102944901050332,0.754977029096478,,0.00305730929618115,0.762503,0.75,2,504848,504355,493,0.76,0.75267,2,504400
49144521,0.0542484081383512,0.0514822053768743,0.652373660030628,,0.0036150164998992,0.268281,0.07,1,470597,470171,426,0.09,0.0940722,1,470256
175068501,0.0679775632337302,0.0713764273121659,0.721286370597243,,0.00454346741933088,0.0249395,0.88,1,2409138,2408667,471,0.91,0.931489,2,2408712
13453661,0.0055399439270407,0.0132538815441753,0.649310872894334,,0.770410534469404,0.208255,0.21,1,76683,76259,424,0.05,0.0530652,1,76269
192047861,0.0808874237716742,0.115682786411314,0.715160796324655,,0.00335038146069204,0.426675,0.47,1,2489946,2489479,467,0.44,0.435533,1,2489514
36121321,0.0584842102868668,0.0531877081774035,0.66156202143951,,0.00445773160871364,0.44026,0.17,1,285358,284926,432,0.21,0.209856,1,284968
280416961,0.0602319881257263,0.0697303404265885,0.758039816232772,,0.00427819572806468,0.293526,0.83,1,3926069,3925574,495,0.78,0.79542,2,3925620
7410641,0.0154668670987457,0.0149499310065943,0.649310872894334,,0.424477149496514,0.0000173366,0,1,56698,56274,424,0,4.77271E-11,1,56284
266515161,0.105323898113272,0.130696744717304,0.721286370597243,,0.00311991341531997,0.412604,0.19,1,3490331,3489860,471,0.22,0.207351,1,3489910
216939401,0.0329905388728918,0.0718700228086169,0.647779479326187,,0.00463153762083125,0.0297789,0.05,1,2815281,2814858,423,0.02,0.0167156,1,2814870
58583861,0.073854039698442,0.0888927711228012,0.747320061255743,,0.00431713761234256,0.9328,0.81,2,809717,809229,488,0.8,0.789098,2,809267
182838861,0.0735856174186345,0.0661284944539234,0.704441041347626,,0.00357458909415023,0.925695,0.83,2,2297563,2297103,460,0.79,0.78276,2,2297211
74861641,0.0597154268881024,0.0538006675865787,0.704441041347626,,0.00445804993474316,0.941776,0.77,2,828746,828286,460,0.77,0.770457,2,828361
96475081,0.0820551365143395,0.0975371659850095,0.754977029096478,,0.00402958309901001,0.939175,0.77,2,1330272,1329779,493,0.78,0.775508,2,1329823
297792741,0.0571398241227463,0.0553431756831057,0.690658499234303,,0.00399085343208514,0.0254665,0,1,3899861,3899410,451,0,0.00323662,1,3899450
281418841,0.14834046408999,0.141821532327579,0.698315467075038,,0.00250745413452458,0.0597848,0.11,1,3687220,3686764,456,0.05,0.0596051,1,3686833
245156821,0.055661416382479,0.063949792665061,0.687595712098009,,0.00432573241513959,0.253252,0.05,1,3204677,3204228,449,0.02,0.0245606,1,3204266
228523721,0.158130673880199,0.168444828332346,0.758039816232772,,0.00273739163651412,0.068272,0.75,1,2919009,2918514,495,0.71,0.764814,2,2918595
66439681,0.109989441298739,0.103199059277573,0.647779479326187,,0.00455471493904057,0.0309096,0,1,714488,714065,423,0.03,0.0330471,1,714077
1655481,0.00888240791466598,0.0109025898244481,0.64624808575804,,0.0940356312935709,0.034176,0,1,37706,37284,422,0,0.000007816,1,37294
107864261,0.12188627311967,0.115272373195796,0.64624808575804,,0.00233990853432085,0.0452471,0.03,1,1302298,1301876,422,0.01,0.0141698,1,1301944
7140441,0.00909413167477683,0.0112201900599835,0.64624808575804,,0.408985282726569,0.000103252,0.1,1,55811,55389,422,0,3.46933E-13,1,55399
213188661,0.0991810845700789,0.0986611022627709,0.64624808575804,,0.00296361533482593,0.0580919,0.05,1,2767589,2767167,422,0,0.0151595,1,2767208
345628181,0.1357331473081,0.128120931783435,0.751914241960184,,0.00249885933172756,0.236862,0.05,1,4580236,4579745,491,0.06,0.0514741,1,4579823
3836581,0.0266029985195071,0.0560082792086864,0.650842266462481,,0.218900077459334,0.00684218,0,1,44818,44393,425,0,0.00000000515477,1,44403
162261221,0.0629436976685554,0.140182717240548,0.705972434915773,,0.00377248177583481,0.928353,0.75,2,2224517,2224056,461,0.78,0.776535,2,2224068
158559841,0.0371569606863724,0.0820411406436783,0.652373660030628,,0.00410237365109345,0.235382,0.09,1,2021535,2021109,426,0.09,0.0852904,1,2021179
260516021,0.180087275153689,0.170885137507937,0.770290964777948,,0.00220175503750942,0.297712,0.67,1,3410227,3409724,503,0.75,0.794531,2,3409830
148349321,0.0878904776437983,0.110300413960434,0.753445635528331,,0.0031645851681292,0.911435,0.75,2,1843151,1842659,492,0.76,0.755055,2,1842703
216787561,0.0496702538448269,0.061059341423357,0.679938744257274,,0.00435650393132646,0.0812824,0.07,1,2813709,2813265,444,0.04,0.0428065,1,2813297
4005481,0.00490617541850938,0.00265674273086187,0.652373660030628,,0.2286599535244,0.06,0.1,1,45478,45052,426,0,2.23512E-15,1,45062
163261481,0.0705343991871506,0.0606753549879217,0.759571209800919,,0.00374415075920758,0.948814,0.75,2,2244710,2244214,496,0.76,0.75386,2,2244262
301803361,0.0545433693441284,0.0602855156414613,0.705972434915773,,0.00451640970682173,0.0631394,0.75,1,3955238,3954777,461,0.71,0.75303,2,3954817
340598481,0.158287063979664,0.146047334087709,0.716692189892802,,0.00267372643061023,0.947324,0.93,2,4510547,4510079,468,0.89,0.906328,2,4510179
326210621,0.0500461587748115,0.0461604903675273,0.702909647779479,,0.00414821259934425,0.91186,0.75,2,4499886,4499427,459,0.75,0.752726,2,4499439
80089941,0.0503555268261151,0.0537529574936771,0.704441041347626,,0.00415967233640695,0.929668,0.75,2,936459,935999,460,0.75,0.767868,2,936048
181927141,0.155425978196377,0.0763661226415429,0.865237366003063,,0.00369587131139713,0.906828,0.79,2,2351338,2350773,565,0.8,0.789647,2,2350888
289613821,0.13202490109511,0.0604103777433303,0.793261868300153,,0.00334125611451248,0.295275,0.25,1,3798828,3798310,518,0.26,0.23473,1,3798405
4492181,0.0284228105859984,0.0196742943694996,0.67687595712098,,0.256390395042603,0.00222229,0,1,46983,46541,442,0,0.0000982027,1,46572
228243441,0.0654241394279345,0.0560065055992849,0.771822358346095,,0.00464076907568732,0.947479,0.88,2,2944270,2943766,504,0.94,0.937664,2,2943813
114516021,0.0606027748342739,0.0557479133485391,0.67687595712098,,0.00382553611408805,0.446359,0.41,1,1397800,1397358,442,0.41,0.411709,1,1397388
6466941,0.00689714460112942,0.0171153484610391,0.649310872894334,,0.370565453137103,0.0728377,0.14,1,53614,53190,424,0.06,0.0593601,1,53200
175554241,0.0814890991361579,0.0889371113578399,0.70750382848392,,0.00411011958447842,0.21741,0.89,1,2263952,2263490,462,0.77,0.792847,2,2263532
98464041,0.0403624838159942,0.037804661754951,0.704441041347626,,0.00386532686777798,0.903124,0.75,2,1187366,1186906,460,0.75,0.760859,2,1186980
7118801,0.00551202118564547,0.00617327809131251,0.647779479326187,,0.407745933384973,0.0075502,0,1,55777,55354,423,0,0.000000807767,1,55381
232537021,0.101705694684822,0.0936481726502336,0.704441041347626,,0.00290440669333531,0.929336,0.77,2,3196751,3196291,460,0.77,0.771128,2,3196303
142086661,0.0555160209809166,0.0532269049451777,0.64624808575804,,0.00394246787559819,0.0261128,0.03,1,1792328,1791906,422,0.02,0.0201928,1,1791916
16795121,0.0160575098525763,0.0150267460297754,0.64624808575804,,0.00790552083443863,0.00343023,0.03,1,91554,91132,422,0.01,0.00602801,1,91144
305909321,0.0535930862306574,0.0486302414591839,0.716692189892802,,0.00424445316893562,0.933411,0.93,2,4227782,4227314,468,0.93,0.931372,2,4227326
7290001,0.00757000115633892,0.00673249713562082,0.649310872894334,,0.417660728117738,0.000000353789,0.06,1,56284,55860,424,0,0.000000193596,1,55870
234513101,0.0738038053028565,0.0720051718450149,0.705972434915773,,0.00296488863894401,0.75325,0.63,2,3286852,3286391,461,0.79,0.793668,2,3286430
189974661,0.0204021784666946,0.0412855475664305,0.653905053598775,,0.00407871141623251,0.285066,0.07,1,2460449,2460022,427,0.1,0.0966288,1,2460034
122905621,0.0701109137541775,0.0769780178850772,0.727411944869832,,0.00389461286249377,0.0497162,0.99,1,1683785,1683310,475,0.91,0.942083,2,1683352
107087541,0.0674452682042815,0.0651854663351199,0.649310872894334,,0.00320246596564201,0.0426264,0.05,1,1291292,1290868,424,0,0.0230948,1,1290943
116457081,0.0725306951113403,0.0698713423740117,0.70750382848392,,0.00423554004010908,0.259249,0.75,1,1426169,1425707,462,0.73,0.763758,2,1425751
258537721,0.101359172137161,0.136785723153761,0.753445635528331,,0.00334327217936611,0.91663,0.81,2,3383173,3382681,492,0.8,0.788624,2,3382723
302611421,0.0680406879647866,0.0615268648616053,0.702909647779479,,0.00414874314272678,0.92217,0.77,2,3927513,3927054,459,0.77,0.762296,2,3927096
172698481,0.0583509469657477,0.0552323250955089,0.702909647779479,,0.00352089810383795,0.908473,0.75,2,2224459,2224000,459,0.75,0.754001,2,2224048
236657841,0.0745019686196157,0.0800288034166812,0.709035222052067,,0.00390734590367454,0.0419542,0.73,1,3314265,3313802,463,0.69,0.754821,2,3313866
9658901,0.0103974014600201,0.00647702643742174,0.658499234303216,,0.554453911696359,0.0483597,0,1,64055,63625,430,0,0.0000000644238,1,63644
305980701,0.0720232329340489,0.0900190130927846,0.750382848392037,,0.00245853803465509,0.0229932,0.91,1,4236250,4235760,490,0.78,0.778442,2,4235801
153457461,0.0357141909324072,0.0744243750687274,0.705972434915773,,0.00406130959328544,0.941925,0.77,2,2088405,2087944,461,0.78,0.775512,2,2087956
19188061,0.00740011411738167,0.00664993561797872,0.666156202143951,,0.0100577231200195,0.264068,0.3,1,104515,104080,435,0.26,0.270729,1,104093
124769281,0.0413290694125609,0.0543421505368716,0.698315467075038,,0.00410799741094829,0.94023,0.79,2,1785462,1785006,456,0.79,0.751609,2,1785108
270905381,0.0521141097991193,0.0643751041995523,0.74885145482389,,0.00531413473679743,0.768606,0.87,2,3543875,3543386,489,0.92,0.921749,2,3543419
217035761,0.0317612179092255,0.0291492705144531,0.650842266462481,,0.00479780991691691,0.0124982,0.07,1,2816233,2815808,425,0.07,0.0726197,1,2815838
167303001,0.0531929171397862,0.0560969596787639,0.736600306278714,,0.00336788939231561,0.760847,0.73,2,2093700,2093219,481,0.76,0.750248,2,2093252
4669401,0.0124365198368993,0.0135644228142925,0.64624808575804,,0.266615027110767,0.0742886,0.06,1,47651,47229,422,0,0.00189051,1,47239
89212441,0.078014395471701,0.073038299321417,0.704441041347626,,0.00455269887418694,0.912697,0.77,2,1294610,1294150,460,0.77,0.772862,2,1294162
308658061,0.0434188202689151,0.0501787798276761,0.696784073506891,,0.00401982110077141,0.436137,0.27,1,4054421,4053966,455,0.26,0.266526,1,4053998
12606481,0.00589355615921081,0.00605389644249426,0.653905053598775,,0.721920991479473,0.215232,0.2,1,74015,73588,427,0.07,0.0705632,1,73598
