rtt_ratio,Class,freq,,,,
0.717325227963526,0.64,8,,#,8440,
0.714285714285714,0.640426756,0,0.640426756363532,Max,1,0.770516717325228
0.708206686930091,0.640853512,0,0.640853512363532,Min,0.639817629179331,
0.71580547112462,0.641280268,0,0.641280268363532,Range,0.360182370820669,
0.706686930091185,0.641707024,552,0.641707024727063,Pass,4.26756363531598E-05,
0.720364741641337,0.64213378,0,,,,
0.723404255319149,0.642560536,0,,,,
0.708206686930091,0.642987292,497,,,,
0.740121580547112,0.643414048,0,,,,
0.682370820668693,0.643840804,0,,,,
0.759878419452887,0.64426756,0,,,,
0.731003039513678,0.644694316,416,,,,
0.752279635258359,0.645121072,0,,,,
0.706686930091185,0.645547828,0,,,,
0.72644376899696,0.645974584,314,,,,
0.747720364741641,0.64640134,0,,,,
0.758358662613982,0.646828096,0,,,,
0.709726443768997,0.647254852,0,,,,
0.72644376899696,0.647681608,204,,,,
0.718844984802432,0.648108364,0,,,,
0.720364741641337,0.64853512,0,,,,
0.765957446808511,0.648961876,167,,,,
0.71580547112462,0.649388632,0,,,,
0.674772036474164,0.649815388,0,,,,
0.70516717325228,0.650242144,0,,,,
0.724924012158055,0.6506689,119,,,,
0.727963525835866,0.651095656,0,,,,
0.759878419452887,0.651522412,0,,,,
0.721884498480243,0.651949168,0,,,,
0.72644376899696,0.652375924,78,,,,
0.717325227963526,0.65280268,0,,,,
0.71580547112462,0.653229436,0,,,,
0.737082066869301,0.653656192,67,,,,
0.72644376899696,0.654082948,0,,,,
0.723404255319149,0.654509704,0,,,,
0.78419452887538,0.65493646,0,,,,
0.737082066869301,0.655363216,65,,,,
0.768996960486322,0.655789972,0,,,,
0.714285714285714,0.656216728,0,,,,
0.743161094224924,0.656643484,90,,,,
0.712765957446808,0.65707024,0,,,,
0.723404255319149,0.657496996,0,,,,
0.746200607902736,0.657923752,0,,,,
0.718844984802432,0.658350508,77,,,,
0.711246200607903,0.658777264,0,,,,
0.706686930091185,0.65920402,0,,,,
0.711246200607903,0.659630776,67,,,,
0.758358662613982,0.660057532,0,,,,
0.781155015197568,0.660484288,0,,,,
0.727963525835866,0.660911044,0,,,,
0.720364741641337,0.6613378,64,,,,
0.729483282674772,0.661764556,0,,,,
0.703647416413374,0.662191312,0,,,,
0.72644376899696,0.662618068,42,,,,
0.711246200607903,0.663044824,0,,,,
0.738601823708207,0.66347158,0,,,,
0.720364741641337,0.663898336,0,,,,
0.668693009118541,0.664325092,42,,,,
0.753799392097264,0.664751848,0,,,,
0.770516717325228,0.665178604,0,,,,
0.714285714285714,0.66560536,0,,,,
0.714285714285714,0.666032116,18,,,,
0.700607902735562,0.666458872,0,,,,
0.724924012158055,0.666885628,0,,,,
0.714285714285714,0.667312384,15,,,,
0.718844984802432,0.66773914,0,,,,
0.685410334346505,0.668165896,0,,,,
0.71580547112462,0.668592652,0,,,,
0.72644376899696,0.669019408,27,,,,
0.644376899696049,0.669446164,0,,,,
0.711246200607903,0.66987292,0,,,,
0.90273556231003,0.670299676,28,,,,
0.721884498480243,0.670726432,0,,,,
0.662613981762918,0.671153188,0,,,,
0.816109422492401,0.671579944,0,,,,
0.72644376899696,0.6720067,44,,,,
0.71580547112462,0.672433456,0,,,,
0.699088145896657,0.672860212,0,,,,
0.781155015197568,0.673286968,35,,,,
0.711246200607903,0.673713724,0,,,,
0.765957446808511,0.67414048,0,,,,
0.727963525835866,0.674567236,0,,,,
0.746200607902736,0.674993992,32,,,,
0.761398176291793,0.675420748,0,,,,
0.711246200607903,0.675847504,0,,,,
0.702127659574468,0.67627426,0,,,,
0.765957446808511,0.676701016,29,,,,
0.817629179331307,0.677127772,0,,,,
0.770516717325228,0.677554528,0,,,,
0.785714285714286,0.677981284,38,,,,
0.77355623100304,0.67840804,0,,,,
0.787234042553192,0.678834796,0,,,,
0.788753799392097,0.679261552,0,,,,
0.793313069908814,0.679688308,39,,,,
