ack_ewma(ms),classes,freq,,,
62.5736,482.18,0,,,
33.1718,482.2,0,,,
32.939,482.22,0,,,
30.5756,482.24,0,,,
13.4302,482.26,0,,,
33.963,482.28,0,,,
63.9852,482.3,0,,,
13.6695,482.32,0,,,
33.3708,482.34,0,,,
32.5483,482.36,0,,,
64.0193,482.38,0,,,
46.6077,482.4,0,,,
34.2431,482.42,0,,,
47.6165,482.44,0,,,
34.6466,482.46,0,,,
38.4586,482.48,0,,,
16.5835,482.5,0,,,
30.8312,482.52,0,,,
31.5325,482.54,0,,,
13.813,482.56,0,,,
46.9252,482.58,0,,,
41.0464,482.6,0,,,
17.6186,482.62,0,,,
31.6474,482.64,0,,,
31.859,482.66,0,,,
13.9436,482.68,0,,,
51.191,482.7,0,,,
36.5492,482.72,0,,,
47.4592,482.74,0,,,
46.5837,482.76,0,,,
39.0335,482.78,0,,,
34.8134,482.8,0,,,
29.5254,482.82,0,,,
29.8101,482.84,0,,,
28.6386,482.86,0,,,
23.4554,482.88,0,,,
41.9072,482.9,0,,,
35.3629,482.92,0,,,
34.5452,482.94,0,,,
28.2181,482.96,0,,,
31.9558,482.98,0,,,
28.3823,483,0,,,
23.3529,483.02,0,,,
44.1412,483.04,0,,,
42.8565,483.06,0,,,
36.3426,483.08,0,,,
41.6647,483.1,0,,,
33.4659,483.12,0,,,
28.9863,483.14,0,,,
20.6789,483.16,0,,,
33.4716,483.18,0,,,
230.034,483.2,0,,,
129.814,483.22,0,,,
84.2502,483.24,0,,,
49.9001,483.26,0,,,
46.36,483.28,0,,,
71.344,483.3,0,,,
72.7019,483.32,0,,,
30.2808,483.34,0,,,
58.3123,483.36,0,,,
46.8634,483.38,0,,,
54.4165,483.4,0,,,
50.6188,483.42,0,,,
43.019,483.44,0,,,
41.3397,483.46,0,,,
32.1359,483.48,0,,,
62.0543,483.5,0,,,
51.8087,483.52,0,,,
40.5235,483.54,0,,,
45.6094,483.56,0,,,
19.4438,483.58,0,,,
28.1775,483.6,0,,,
47.2596,483.62,0,,,
42.4983,483.64,0,,,
32.5993,483.66,0,,,
61.6397,483.68,0,,,
45.0559,483.7,0,,,
53.4224,483.72,0,,,
44.169,483.74,0,,,
38.0771,483.76,0,,,
45.2123,483.78,0,,,
41.4849,483.8,0,,,
54.9289,483.82,0,,,
41.994,483.84,0,,,
40.1976,483.86,0,,,
28.079,483.88,0,,,
27.6826,483.9,0,,,
32.673,483.92,0,,,
55.532,483.94,0,,,
39.8451,483.96,0,,,
35.138,483.98,0,,,
36.2552,484,0,,,
27.7021,484.02,0,,,
20.6808,484.04,0,,,
21.4723,484.06,0,,,
27.1889,484.08,0,,,
28.2756,484.1,0,,,
23.9102,484.12,0,,,
27.5641,484.14,0,,,
30.8256,484.16,0,,,
29.1303,484.18,0,,,
45.2521,484.2,0,,,
36.1008,484.22,0,,,
35.4403,484.24,0,,,
36.3761,484.26,0,,,
36.7505,484.28,0,,,
26.1002,484.3,0,,,
18.2401,484.32,0,,,
20.496,484.34,0,,,
26.7984,484.36,0,,,
28.7194,484.38,0,,,
23.4877,484.4,0,,,
27.3951,484.42,0,,,
31.358,484.44,0,,,
29.9432,484.46,0,,,
37.2753,484.48,0,,,
25.7101,484.5,0,,,
16.884,484.52,0,,,
21.1536,484.54,0,,,
26.4614,484.56,0,,,
28.5846,484.58,0,,,
24.0338,484.6,0,,,
27.0135,484.62,0,,,
32.4054,484.64,0,,,
30.3622,484.66,0,,,
13.3449,484.68,0,,,
44.9379,484.7,0,,,
34.1752,484.72,0,,,
35.2701,484.74,0,,,
31.508,484.76,0,,,
34.2032,484.78,0,,,
24.4813,484.8,0,,,
15.1925,484.82,0,,,
22.277,484.84,0,,,
26.9108,484.86,0,,,
29.3643,484.88,0,,,
24.3457,484.9,0,,,
25.3383,484.92,0,,,
32.3353,484.94,0,,,
29.7341,484.96,0,,,
13.0937,484.98,0,,,
44.2375,485,0,,,
34.495,485.02,0,,,
24.9935,485.04,0,,,
14.7974,485.06,0,,,
23.319,485.08,0,,,
27.3276,485.1,0,,,
28.931,485.12,0,,,
23.5724,485.14,0,,,
25.029,485.16,0,,,
32.2116,485.18,0,,,
44.3255,485.2,0,,,
35.7302,485.22,0,,,
45.5445,485.24,0,,,
37.4178,485.26,0,,,
36.4074,485.28,0,,,
24.1576,485.3,0,,,
27.063,485.32,0,,,
173.26,485.34,0,,,
75.8416,485.36,0,,,
63.3366,485.38,0,,,
57.1347,485.4,0,,,
71.4539,485.42,0,,,
63.6532,485.44,0,,,
56.0613,485.46,0,,,
56.6245,485.48,0,,,
54.4498,485.5,0,,,
72.1799,485.52,0,,,
48.7795,485.54,0,,,
62.1118,485.56,0,,,
56.0447,485.58,0,,,
58.4179,485.6,0,,,
54.5672,485.62,0,,,
73.4269,485.64,0,,,
42.5707,485.66,0,,,
32.6283,485.68,0,,,
50.8513,485.7,0,,,
60.9265,485.72,0,,,
55.5706,485.74,0,,,
72.6282,485.76,0,,,
42.8513,485.78,0,,,
32.7405,485.8,0,,,
54.6554,485.82,0,,,
42.8198,485.84,0,,,
32.7279,485.86,0,,,
41.0714,485.88,0,,,
72.1419,485.9,0,,,
61.938,485.92,0,,,
26.9501,485.94,0,,,
66.3875,485.96,0,,,
44.555,485.98,0,,,
34.622,486,0,,,
41.4488,486.02,0,,,
55.5795,486.04,0,,,
45.8571,486.06,0,,,
33.9428,486.08,0,,,
40.5771,486.1,0,,,
57.0309,486.12,0,,,
45.0123,486.14,0,,,
25.2049,486.16,0,,,
46.082,486.18,0,,,
29.2084,486.2,0,,,
38.0834,486.22,0,,,
31.9163,486.24,0,,,
31.3665,486.26,0,,,
28.4262,486.28,0,,,
32.9705,486.3,0,,,
48.3138,486.32,0,,,
39.7255,486.34,0,,,
41.8549,486.36,0,,,
51.6627,486.38,0,,,
36.946,486.4,0,,,
32.7784,486.42,0,,,
33.5114,486.44,0,,,
32.0045,486.46,0,,,
33.2018,486.48,0,,,
30.0807,486.5,0,,,
41.4323,486.52,0,,,
34.5729,486.54,0,,,
31.2292,486.56,0,,,
39.4917,486.58,0,,,
40.3967,486.6,0,,,
38.9587,486.62,0,,,
34.7835,486.64,0,,,
32.5134,486.66,0,,,
33.4054,486.68,0,,,
31.3621,486.7,0,,,
32.9449,486.72,0,,,
14.3779,486.74,0,,,
22.5512,486.76,0,,,
39.0205,486.78,0,,,
33.0082,486.8,0,,,
30.0033,486.82,0,,,
33.7585,486.84,0,,,
32.7034,486.86,0,,,
34.0814,486.88,0,,,
31.0325,486.9,0,,,
32.813,486.92,0,,,
14.3252,486.94,0,,,
24.3301,486.96,0,,,
39.132,486.98,0,,,
31.2528,487,0,,,
29.3011,487.02,0,,,
44.7204,487.04,0,,,
44.2882,487.06,0,,,
33.3153,487.08,0,,,
31.9261,487.1,0,,,
32.5704,487.12,0,,,
34.0282,487.14,0,,,
31.0113,487.16,0,,,
32.2045,487.18,0,,,
14.0818,487.2,0,,,
25.4327,487.22,0,,,
38.9731,487.24,0,,,
31.7892,487.26,0,,,
28.3157,487.28,0,,,
44.9263,487.3,0,,,
44.3705,487.32,0,,,
32.0957,487.34,0,,,
34.4383,487.36,0,,,
30.5753,487.38,0,,,
32.0301,487.4,0,,,
14.012,487.42,0,,,
25.4048,487.44,0,,,
40.7619,487.46,0,,,
32.5048,487.48,0,,,
29.2019,487.5,0,,,
44.6808,487.52,0,,,
45.4723,487.54,0,,,
35.5889,487.56,0,,,
28.6356,487.58,0,,,
33.2617,487.6,0,,,
30.1047,487.62,0,,,
31.2419,487.64,0,,,
13.6967,487.66,0,,,
25.8787,487.68,0,,,
41.5515,487.7,0,,,
17.8206,487.72,0,,,
22.7282,487.74,0,,,
24.6913,487.76,0,,,
42.8765,487.78,0,,,
31.2224,487.8,0,,,
31.689,487.82,0,,,
30.0756,487.84,0,,,
29.4302,487.86,0,,,
12.9721,487.88,0,,,
47.1217,487.9,0,,,
37.4487,487.92,0,,,
31.7795,487.94,0,,,
33.1118,487.96,0,,,
33.0447,487.98,0,,,
31.8179,488,0,,,
28.3272,488.02,0,,,
12.5309,488.04,0,,,
24.2123,488.06,0,,,
33.5916,488.08,0,,,
32.6366,488.1,0,,,
32.8721,488.12,0,,,
34.1488,488.14,0,,,
33.4595,488.16,0,,,
44.647,488.18,0,,,
19.0588,488.2,0,,,
23.2235,488.22,0,,,
25.4894,488.24,0,,,
46.1958,488.26,0,,,
32.0719,488.28,0,,,
27.8288,488.3,0,,,
30.9315,488.32,0,,,
31.5726,488.34,0,,,
36.2614,488.36,0,,,
126.912,488.38,0,,,
57.5215,488.4,0,,,
68.0086,488.42,0,,,
60.2034,488.44,0,,,
42.085,488.46,0,,,
28.834,488.48,0,,,
41.5336,488.5,0,,,
58.6134,488.52,0,,,
67.6927,488.54,0,,,
42.0771,488.56,0,,,
28.8308,488.58,0,,,
60.7969,488.6,0,,,
48.963,488.62,0,,,
36.0729,488.64,0,,,
55.8291,488.66,0,,,
49.901,488.68,0,,,
55.94,488.7,0,,,
29.7105,488.72,0,,,
13.0842,488.74,0,,,
52.0337,488.76,0,,,
46.8849,488.78,0,,,
34.4468,488.8,0,,,
58.3234,488.82,0,,,
36.5294,488.84,0,,,
45.5647,488.86,0,,,
34.0349,488.88,0,,,
40.2826,488.9,0,,,
31.713,488.92,0,,,
37.8852,488.94,0,,,
36.7541,488.96,0,,,
50.7377,488.98,0,,,
31.6951,489,0,,,
34.878,489.02,0,,,
41.5512,489.04,0,,,
51.6336,489.06,0,,,
22.8958,489.08,0,,,
21.1583,489.1,0,,,
124.232,489.12,0,,,
102.493,489.14,0,,,
71.8388,489.16,0,,,
71.0446,489.18,0,,,
44.0178,489.2,0,,,
33.2071,489.22,0,,,
71.5973,489.24,0,,,
72.4389,489.26,0,,,
59.7566,489.28,0,,,
55.1026,489.3,0,,,
67.6411,489.32,0,,,
48.6564,489.34,0,,,
62.865,489.36,0,,,
71.4051,489.38,0,,,
45.362,489.4,0,,,
63.497,489.42,0,,,
38.0013,489.44,0,,,
33.8481,489.46,0,,,
72.8992,489.48,0,,,
49.7564,489.5,0,,,
36.7026,489.52,0,,,
30.881,489.54,0,,,
27.9524,489.56,0,,,
36.381,489.58,0,,,
15.7524,489.6,0,,,
74.101,489.62,0,,,
59.0404,489.64,0,,,
50.0162,489.66,0,,,
39.2163,489.68,0,,,
34.8865,489.7,0,,,
41.2567,489.72,0,,,
33.7682,489.74,0,,,
41.6429,489.76,0,,,
32.6651,489.78,0,,,
35.8661,489.8,0,,,
35.9464,489.82,0,,,
34.7786,489.84,0,,,
35.5114,489.86,0,,,
29.2046,489.88,0,,,
32.6818,489.9,0,,,
29.8727,489.92,0,,,
38.5599,489.94,0,,,
27.6818,489.96,0,,,
40.9999,489.98,0,,,
37.9999,490,0,,,
39.2,490.02,0,,,
41.48,490.04,0,,,
27.392,490.06,0,,,
39.1568,490.08,0,,,
35.4627,490.1,0,,,
34.5851,490.12,0,,,
37.834,490.14,0,,,
34.9674,490.16,0,,,
38.6041,490.18,0,,,
39.4416,490.2,0,,,
42.7767,490.22,0,,,
27.9107,490.24,0,,,
42.9643,490.26,0,,,
30.1879,490.28,0,,,
35.4752,490.3,0,,,
15.3901,490.32,0,,,
31.1745,490.34,0,,,
23.2698,490.36,0,,,
35.1079,490.38,0,,,
33.2432,490.4,0,,,
47.7989,490.42,0,,,
31.0938,490.44,0,,,
34.5278,490.46,0,,,
23.4111,490.48,0,,,
36.3645,490.5,0,,,
20.6973,490.52,0,,,
21.4789,490.54,0,,,
32.5916,490.56,0,,,
26.7026,490.58,0,,,
39.5479,490.6,0,,,
179.284,490.62,0,,,
96.3135,490.64,0,,,
61.0521,490.66,0,,,
49.9346,490.68,0,,,
44.9478,490.7,0,,,
28.1791,490.72,0,,,
57.1784,490.74,0,,,
68.4714,490.76,0,,,
56.6474,490.78,0,,,
23.859,490.8,0,,,
36.0596,490.82,0,,,
71.4735,490.84,0,,,
34.6485,490.86,0,,,
56.4594,490.88,0,,,
48.3838,490.9,0,,,
37.3535,490.92,0,,,
57.5766,490.94,0,,,
38.6306,490.96,0,,,
34.6522,490.98,0,,,
48.0244,491,0,,,
34.8097,491.02,0,,,
57.1239,491.04,0,,,
46.8064,491.06,0,,,
39.1226,491.08,0,,,
42.7347,491.1,0,,,
57.2939,491.12,0,,,
34.3176,491.14,0,,,
62.927,491.16,0,,,
41.9708,491.18,0,,,
34.7883,491.2,0,,,
33.1153,491.22,0,,,
14.4461,491.24,0,,,
27.9785,491.26,0,,,
27.3914,491.28,0,,,
24.1826,491.3,0,,,
39.673,491.32,0,,,
56.0692,491.34,0,,,
35.0277,491.36,0,,,
62.6111,491.38,0,,,
42.4444,491.4,0,,,
34.3778,491.42,0,,,
34.1511,491.44,0,,,
14.8604,491.46,0,,,
56.3921,491.48,0,,,
34.5569,491.5,0,,,
64.2227,491.52,0,,,
41.8891,491.54,0,,,
34.7556,491.56,0,,,
35.5023,491.58,0,,,
15.4009,491.6,0,,,
35.4243,491.62,0,,,
33.9879,491.64,0,,,
65.1952,491.66,0,,,
42.2781,491.68,0,,,
35.5112,491.7,0,,,
36.4045,491.72,0,,,
15.7618,491.74,0,,,
28.5047,491.76,0,,,
31.2019,491.78,0,,,
32.1589,491.8,0,,,
65.0635,491.82,0,,,
41.6254,491.84,0,,,
36.4502,491.86,0,,,
36.1801,491.88,0,,,
15.672,491.9,0,,,
46.0287,491.92,0,,,
29.8115,491.94,0,,,
41.9698,491.96,0,,,
37.1879,491.98,0,,,
36.4752,492,0,,,
15.7901,492.02,0,,,
30.4688,492.04,0,,,
58.9875,492.06,0,,,
39.195,492.08,0,,,
36.078,492.1,0,,,
37.8312,492.12,0,,,
16.3325,492.14,0,,,
32.933,492.16,0,,,
34.7732,492.18,0,,,
30.1093,492.2,0,,,
31.4718,492.22,0,,,
58.7437,492.24,0,,,
39.0975,492.26,0,,,
36.039,492.28,0,,,
33.6265,492.3,0,,,
31.9002,492.32,0,,,
13.9601,492.34,0,,,
16.2054,492.36,0,,,
44.8822,492.38,0,,,
31.1529,492.4,0,,,
22.4549,492.42,0,,,
30.582,492.44,0,,,
24.7572,492.46,0,,,
34.3445,492.48,0,,,
27.6522,492.5,0,,,
46.8772,492.52,0,,,
38.5509,492.54,0,,,
18.844,492.56,0,,,
23.1376,492.58,0,,,
29.655,492.6,0,,,
27.462,492.62,0,,,
20.5848,492.64,0,,,
28.6339,492.66,0,,,
32.5564,492.68,0,,,
31.6254,492.7,0,,,
33.0502,492.72,0,,,
27.488,492.74,0,,,
78.2536,492.76,0,,,
62.5015,492.78,0,,,
62.8006,492.8,0,,,
52.7202,492.82,0,,,
40.2881,492.84,0,,,
36.5152,492.86,0,,,
64.4061,492.88,0,,,
60.225,492.9,0,,,
55.29,492.92,0,,,
62.916,492.94,0,,,
50.3664,492.96,0,,,
50.8072,492.98,0,,,
52.065,493,0,,,
60.426,493.02,0,,,
49.3704,493.04,0,,,
44.9482,493.06,0,,,
47.5044,493.08,0,,,
49.6018,493.1,0,,,
71.8945,493.12,0,,,
24.7031,493.14,0,,,
48.8812,493.16,0,,,
43.4784,493.18,0,,,
79.9497,493.2,0,,,
51.9119,493.22,0,,,
36.3648,493.24,0,,,
39.1459,493.26,0,,,
39.0584,493.28,0,,,
34.2233,493.3,0,,,
32.2893,493.32,0,,,
32.1157,493.34,0,,,
42.2463,493.36,0,,,
66.6985,493.38,0,,,
51.2794,493.4,0,,,
49.9118,493.42,0,,,
36.7647,493.44,0,,,
38.7059,493.46,0,,,
38.8824,493.48,0,,,
34.1529,493.5,0,,,
31.0612,493.52,0,,,
13.6245,493.54,0,,,
26.4498,493.56,0,,,
38.7799,493.58,0,,,
64.712,493.6,0,,,
51.0848,493.62,0,,,
50.4339,493.64,0,,,
36.3736,493.66,0,,,
37.3494,493.68,0,,,
40.1398,493.7,0,,,
34.0559,493.72,0,,,
30.4224,493.74,0,,,
13.3689,493.76,0,,,
25.7476,493.78,0,,,
38.499,493.8,0,,,
65.1996,493.82,0,,,
50.6798,493.84,0,,,
50.8719,493.86,0,,,
37.7488,493.88,0,,,
36.0995,493.9,0,,,
40.8398,493.92,0,,,
34.3359,493.94,0,,,
34.3883,493.96,0,,,
29.9553,493.98,0,,,
13.1821,494,0,,,
26.8728,494.02,0,,,
35.9491,494.04,0,,,
68.3797,494.06,0,,,
28.6581,494.08,0,,,
36.6632,494.1,0,,,
15.8653,494.12,0,,,
61.5461,494.14,0,,,
49.8184,494.16,0,,,
14.0421,494.18,0,,,
30.8168,494.2,0,,,
30.2247,494.22,0,,,
32.4899,494.24,0,,,
33.2261,494.26,0,,,
50.9162,494.28,0,,,
40.5095,494.3,0,,,
48.0038,494.32,0,,,
34.3206,494.34,0,,,
29.9282,494.36,0,,,
33.5713,494.38,0,,,
14.6285,494.4,0,,,
19.6514,494.42,0,,,
25.2606,494.44,0,,,
25.1042,494.46,0,,,
29.8417,494.48,0,,,
22.7367,494.5,0,,,
22.8947,494.52,0,,,
27.7579,494.54,0,,,
40.5031,494.56,0,,,
49.2013,494.58,0,,,
41.1908,494.6,0,,,
51.9033,494.62,0,,,
59.1613,494.64,0,,,
36.2645,494.66,0,,,
31.9058,494.68,0,,,
35.5623,494.7,0,,,
23.574,494.72,0,,,
27.4296,494.74,0,,,
60.4355,494.76,0,,,
36.1742,494.78,0,,,
32.4697,494.8,0,,,
38.8842,494.82,0,,,
84.1126,494.84,0,,,
79.845,494.86,0,,,
47.538,494.88,0,,,
32.8152,494.9,0,,,
35.3796,494.92,0,,,
40.5518,494.94,0,,,
59.7159,494.96,0,,,
31.6863,494.98,0,,,
39.7498,495,0,,,
70.632,495.02,0,,,
64.2528,495.04,0,,,
65.5987,495.06,0,,,
30.8863,495.08,0,,,
32.7545,495.1,0,,,
14.3018,495.12,0,,,
33.9207,495.14,0,,,
264.739,495.16,0,,,
66.4804,495.18,0,,,
58.9922,495.2,0,,,
39.1969,495.22,0,,,
82.2366,495.24,0,,,
144.339,495.26,0,,,
64.2937,495.28,0,,,
37.1175,495.3,0,,,
44.247,495.32,0,,,
36.2988,495.34,0,,,
120.72,495.36,0,,,
75.8878,495.38,0,,,
45.9551,495.4,0,,,
63.382,495.42,0,,,
36.7528,495.44,0,,,
43.5011,495.46,0,,,
36.0005,495.48,0,,,
120.6,495.5,0,,,
77.0401,495.52,0,,,
46.416,495.54,0,,,
63.5664,495.56,0,,,
38.0266,495.58,0,,,
42.8106,495.6,0,,,
75.6999,495.62,0,,,
46.48,495.64,0,,,
64.792,495.66,0,,,
39.1168,495.68,0,,,
43.8467,495.7,0,,,
35.5387,495.72,0,,,
40.0299,495.74,0,,,
44.812,495.76,0,,,
19.1248,495.78,0,,,
26.8499,495.8,0,,,
71.0351,495.82,0,,,
35.5286,495.84,0,,,
37.1919,495.86,0,,,
38.2768,495.88,0,,,
32.1107,495.9,0,,,
110.044,495.92,0,,,
37.6959,495.94,0,,,
97.1728,495.96,0,,,
65.2691,495.98,0,,,
48.3077,496,0,,,
38.5231,496.02,0,,,
32.8092,496.04,0,,,
26.9237,496.06,0,,,
29.9695,496.08,0,,,
30.5878,496.1,0,,,
26.6351,496.12,0,,,
16.654,496.14,0,,,
25.8616,496.16,0,,,
87.7446,496.18,0,,,
61.4979,496.2,0,,,
46.1991,496.22,0,,,
37.6797,496.24,0,,,
33.0719,496.26,0,,,
26.4287,496.28,0,,,
29.7715,496.3,0,,,
31.1086,496.32,0,,,
26.2434,496.34,0,,,
87.7196,496.36,0,,,
60.8878,496.38,0,,,
45.9551,496.4,0,,,
37.5821,496.42,0,,,
33.0328,496.44,0,,,
26.4131,496.46,0,,,
30.9653,496.48,0,,,
32.7861,496.5,0,,,
28.1144,496.52,0,,,
17.8458,496.54,0,,,
84.9353,496.56,0,,,
58.5741,496.58,0,,,
45.6297,496.6,0,,,
37.4519,496.62,0,,,
32.9807,496.64,0,,,
26.3923,496.66,0,,,
31.5569,496.68,0,,,
33.6228,496.7,0,,,
28.4491,496.72,0,,,
12.5796,496.74,0,,,
12.2319,496.76,0,,,
36.7617,496.78,0,,,
33.3047,496.8,0,,,
25.9219,496.82,0,,,
31.9688,496.84,0,,,
34.9875,496.86,0,,,
28.995,496.88,0,,,
12.798,496.9,0,,,
12.3192,496.92,0,,,
56.2284,496.94,0,,,
42.8914,496.96,0,,,
35.7565,496.98,0,,,
31.7026,497,0,,,
32.3124,497.02,0,,,
36.325,497.04,0,,,
29.53,497.06,0,,,
13.012,497.08,0,,,
13.0048,497.1,0,,,
84.7608,497.12,0,,,
56.7043,497.14,0,,,
34.9839,497.16,0,,,
29.5936,497.18,0,,,
13.0374,497.2,0,,,
30.286,497.22,0,,,
38.2151,497.24,0,,,
41.086,497.26,0,,,
38.0344,497.28,0,,,
95.0612,497.3,0,,,
39.2245,497.32,0,,,
29.5609,497.34,0,,,
24.4244,497.36,0,,,
75.4296,497.38,0,,,
19.9324,497.4,0,,,
29.573,497.42,0,,,
25.4917,497.44,0,,,
21.5967,497.46,0,,,
24.4074,497.48,0,,,
20.563,497.5,0,,,
72.2125,497.52,0,,,
50.485,497.54,0,,,
40.594,497.56,0,,,
33.6376,497.58,0,,,
23.055,497.6,0,,,
34.422,497.62,0,,,
349.837,497.64,0,,,
86.4216,497.66,0,,,
81.3686,497.68,0,,,
42.4654,497.7,0,,,
80.5862,497.72,0,,,
65.8345,497.74,0,,,
73.1338,497.76,0,,,
66.4535,497.78,0,,,
65.5814,497.8,0,,,
34.6326,497.82,0,,,
64.5205,497.84,0,,,
72.0082,497.86,0,,,
66.6033,497.88,0,,,
73.7294,497.9,0,,,
63.0918,497.92,0,,,
63.8826,497.94,0,,,
43.9026,497.96,0,,,
18.761,497.98,0,,,
37.066,498,0,,,
39.4264,498.02,0,,,
56.5706,498.04,0,,,
53.2282,498.06,0,,,
38.6913,498.08,0,,,
46.0765,498.1,0,,,
39.4306,498.12,0,,,
31.3722,498.14,0,,,
45.5489,498.16,0,,,
39.8196,498.18,0,,,
33.9278,498.2,0,,,
38.1711,498.22,0,,,
56.6685,498.24,0,,,
54.4674,498.26,0,,,
37.387,498.28,0,,,
45.5548,498.3,0,,,
39.8219,498.32,0,,,
30.9288,498.34,0,,,
38.3758,498.36,0,,,
56.1503,498.38,0,,,
54.2601,498.4,0,,,
37.304,498.42,0,,,
46.1216,498.44,0,,,
40.0486,498.46,0,,,
30.4195,498.48,0,,,
47.5678,498.5,0,,,
42.4271,498.52,0,,,
54.5553,498.54,0,,,
53.6221,498.56,0,,,
37.0489,498.58,0,,,
47.8195,498.6,0,,,
40.1278,498.62,0,,,
30.4511,498.64,0,,,
48.7805,498.66,0,,,
43.5122,498.68,0,,,
36.6049,498.7,0,,,
15.8419,498.72,0,,,
27.9368,498.74,0,,,
35.028,498.76,0,,,
48.8112,498.78,0,,,
41.1245,498.8,0,,,
30.8498,498.82,0,,,
48.198,498.84,0,,,
33.6792,498.86,0,,,
48.8717,498.88,0,,,
41.7487,498.9,0,,,
31.0995,498.92,0,,,
50.2398,498.94,0,,,
45.2959,498.96,0,,,
36.7184,498.98,0,,,
15.8873,499,0,,,
29.1549,499.02,0,,,
49.462,499.04,0,,,
50.7984,499.06,0,,,
30.4166,499.08,0,,,
47.5666,499.1,0,,,
31.3707,499.12,0,,,
52.1483,499.14,0,,,
47.2593,499.16,0,,,
38.1037,499.18,0,,,
16.4415,499.2,0,,,
31.1766,499.22,0,,,
41.1873,499.24,0,,,
30.8749,499.26,0,,,
33.0656,499.28,0,,,
28.7008,499.3,0,,,
33.5121,499.32,0,,,
32.6049,499.34,0,,,
44.9368,499.36,0,,,
32.9747,499.38,0,,,
26.3899,499.4,0,,,
26.756,499.42,0,,,
44.9024,499.44,0,,,
32.361,499.46,0,,,
32.1444,499.48,0,,,
30.2578,499.5,0,,,
24.7031,499.52,0,,,
30.8812,499.54,0,,,
30.3525,499.56,0,,,
30.141,499.58,0,,,
39.6564,499.6,0,,,
29.8103,499.62,0,,,
25.7241,499.64,0,,,
31.2896,499.66,0,,,
31.1159,499.68,0,,,
31.0463,499.7,0,,,
40.0185,499.72,0,,,
34.097,499.74,0,,,
30.4388,499.76,0,,,
31.1321,499.78,0,,,
31.377,499.8,0,,,
34.7508,499.82,0,,,
30.4001,499.84,0,,,
31.36,499.86,0,,,
34.144,499.88,0,,,
14.8576,499.9,0,,,
37.743,499.92,0,,,
43.2972,499.94,0,,,
31.7189,499.96,0,,,
27.0876,499.98,0,,,
32.8636,500,0,,,
27.5454,500.02,0,,,
30.8182,500.04,0,,,
34.6932,500.06,0,,,
26.7581,500.08,0,,,
34.7032,500.1,0,,,
28.981,500.12,0,,,
29.3365,500.14,0,,,
31.4927,500.16,0,,,
27.5971,500.18,0,,,
26.7109,500.2,0,,,
34.6844,500.22,0,,,
25.8737,500.24,0,,,
33.1495,500.26,0,,,
36.0598,500.28,0,,,
31.2239,500.3,0,,,
15.2544,500.32,0,,,
28.3017,500.34,0,,,
30.3455,500.36,0,,,
26.2153,500.38,0,,,
288.983,500.4,0,,,
24.0824,500.42,0,,,
58.0853,500.44,0,,,
64.0341,500.46,0,,,
65.1837,500.48,0,,,
64.5219,500.5,0,,,
68.9378,500.52,0,,,
58.244,500.54,0,,,
42.1934,500.56,0,,,
31.8604,500.58,0,,,
31.9442,500.6,0,,,
54.285,500.62,0,,,
43.914,500.64,0,,,
38.5656,500.66,0,,,
37.0262,500.68,0,,,
47.5269,500.7,0,,,
34.0108,500.72,0,,,
55.0043,500.74,0,,,
43.0017,500.76,0,,,
31.7077,500.78,0,,,
13.8831,500.8,0,,,
64.3532,500.82,0,,,
50.9413,500.84,0,,,
55.9106,500.86,0,,,
45.1642,500.88,0,,,
40.8565,500.9,0,,,
37.5673,500.92,0,,,
35.0508,500.94,0,,,
41.6301,500.96,0,,,
36.9313,500.98,0,,,
34.5725,501,0,,,
35.0339,501.02,0,,,
39.8135,501.04,0,,,
47.1254,501.06,0,,,
35.6502,501.08,0,,,
31.744,501.1,0,,,
30.6976,501.12,0,,,
13.479,501.14,0,,,
23.9916,501.16,0,,,
39.566,501.18,0,,,
35.4394,501.2,0,,,
32.1758,501.22,0,,,
29.6703,501.24,0,,,
13.0681,501.26,0,,,
24.4272,501.28,0,,,
27.7709,501.3,0,,,
34.1813,501.32,0,,,
32.4242,501.34,0,,,
24.9697,501.36,0,,,
34.5951,501.38,0,,,
35.328,501.4,0,,,
34.4525,501.42,0,,,
34.0724,501.44,0,,,
320.08,501.46,0,,,
104.853,501.48,0,,,
76.1764,501.5,0,,,
64.6706,501.52,0,,,
58.2682,501.54,0,,,
40.7073,501.56,0,,,
66.0829,501.58,0,,,
66.0332,501.6,0,,,
64.2133,501.62,0,,,
67.0853,501.64,0,,,
61.6341,501.66,0,,,
56.4536,501.68,0,,,
39.9815,501.7,0,,,
17.1926,501.72,0,,,
57.877,501.74,0,,,
62.1508,501.76,0,,,
60.8577,501.78,0,,,
56.7431,501.8,0,,,
39.4972,501.82,0,,,
16.9989,501.84,0,,,
58.3996,501.86,0,,,
63.5598,501.88,0,,,
55.7039,501.9,0,,,
39.0816,501.92,0,,,
16.8326,501.94,0,,,
60.7331,501.96,0,,,
64.4932,501.98,0,,,
66.5973,502,0,,,
54.0382,502.02,0,,,
38.4153,502.04,0,,,
16.5661,502.06,0,,,
70.0481,502.08,0,,,
56.2192,502.1,0,,,
37.5436,502.12,0,,,
72.2459,502.14,0,,,
30.0984,502.16,0,,,
57.6384,502.18,0,,,
73.4554,502.2,0,,,
55.0936,502.22,0,,,
32.1564,502.24,0,,,
14.0626,502.26,0,,,
21.225,502.28,0,,,
46.89,502.3,0,,,
39.7764,502.32,0,,,
35.8842,502.34,0,,,
37.7537,502.36,0,,,
21.7606,502.38,0,,,
