ack_ewma(ms),classes,freq,,,
34.7849,166.96,0,,,
31.914,166.98,0,,,
28.9656,167,0,,,
35.6911,167.02,0,,,
35.8765,167.04,0,,,
30.5506,167.06,0,,,
30.2202,167.08,0,,,
22.5508,167.1,0,,,
33.4113,167.12,0,,,
37.9645,167.14,0,,,
38.5858,167.16,0,,,
45.4055,167.18,0,,,
35.5622,167.2,0,,,
31.0249,167.22,0,,,
30.41,167.24,0,,,
14.7056,167.26,0,,,
23.2822,167.28,0,,,
24.9129,167.3,0,,,
44.872,167.32,0,,,
35.3488,167.34,0,,,
36.3606,167.36,0,,,
35.1254,167.38,0,,,
32.6502,167.4,0,,,
22.6601,167.42,0,,,
27.664,167.44,0,,,
121.914,167.46,0,,,
88.9658,167.48,0,,,
56.5863,167.5,0,,,
60.4345,167.52,0,,,
49.9738,167.54,0,,,
41.5895,167.56,0,,,
73.0358,167.58,0,,,
79.0143,167.6,0,,,
73.6057,167.62,0,,,
48.6423,167.64,0,,,
57.8569,167.66,0,,,
48.3428,167.68,1,,,
41.5371,167.7,0,,,
17.8148,167.72,0,,,
63.5259,167.74,0,,,
74.6104,167.76,0,,,
73.0441,167.78,0,,,
47.8177,167.8,0,,,
56.3271,167.82,0,,,
47.7308,167.84,0,,,
42.4923,167.86,0,,,
18.1969,167.88,0,,,
63.6788,167.9,0,,,
73.4715,167.92,0,,,
73.1886,167.94,0,,,
49.0754,167.96,0,,,
55.6302,167.98,1,,,
46.8521,168,0,,,
42.7408,168.02,0,,,
18.2963,168.04,0,,,
63.1185,168.06,0,,,
75.0474,168.08,0,,,
72.019,168.1,0,,,
49.2076,168.12,0,,,
54.483,168.14,0,,,
46.9932,168.16,1,,,
43.3973,168.18,0,,,
18.5589,168.2,0,,,
62.0236,168.22,0,,,
75.8094,168.24,0,,,
71.1238,168.26,0,,,
49.4495,168.28,0,,,
46.6719,168.3,1,,,
43.2688,168.32,0,,,
18.5075,168.34,0,,,
62.603,168.36,0,,,
75.4412,168.38,0,,,
70.9765,168.4,0,,,
29.5906,168.42,0,,,
32.8362,168.44,0,,,
52.1345,168.46,0,,,
62.7986,168.48,0,,,
41.3071,168.5,0,,,
17.7228,168.52,0,,,
43.7306,168.54,0,,,
65.1505,168.56,0,,,
24.4001,168.58,0,,,
30.76,168.6,0,,,
47.2953,168.62,0,,,
51.3181,168.64,0,,,
39.454,168.66,0,,,
32.5816,168.68,0,,,
38.2978,168.7,0,,,
64.5191,168.72,0,,,
58.2076,168.74,0,,,
44.2831,168.76,0,,,
41.1132,168.78,0,,,
33.2453,168.8,0,,,
26.4981,168.82,0,,,
49.9922,168.84,0,,,
34.9969,168.86,1,,,
36.3719,168.88,0,,,
44.0185,168.9,0,,,
33.2074,168.92,0,,,
42.5944,168.94,0,,,
29.5182,168.96,0,,,
34.0073,168.98,0,,,
40.6029,169,0,,,
31.8412,169.02,0,,,
33.3169,169.04,0,,,
14.5267,169.06,0,,,
29.886,169.08,0,,,
24.3387,169.1,1,,,
295.935,169.12,0,,,
123.79,169.14,0,,,
78.3159,169.16,1,,,
64.3263,169.18,1,,,
43.7305,169.2,0,,,
42.6922,169.22,0,,,
35.0769,169.24,0,,,
98.6308,169.26,0,,,
84.4523,169.28,0,,,
62.5809,169.3,0,,,
59.2324,169.32,0,,,
40.4929,169.34,0,,,
41.3972,169.36,0,,,
35.1589,169.38,1,,,
98.6636,169.4,0,,,
83.8654,169.42,0,,,
63.5462,169.44,0,,,
59.0185,169.46,0,,,
39.8074,169.48,0,,,
42.323,169.5,0,,,
34.9292,169.52,0,,,
97.9717,169.54,0,,,
40.3887,169.56,0,,,
59.9555,169.58,0,,,
56.9822,169.6,0,,,
53.3929,169.62,0,,,
37.5571,169.64,0,,,
42.6229,169.66,0,,,
33.8491,169.68,0,,,
97.5397,169.7,0,,,
40.2159,169.72,0,,,
59.8863,169.74,0,,,
56.9545,169.76,0,,,
53.3818,169.78,0,,,
37.5527,169.8,0,,,
42.6211,169.82,0,,,
33.8484,169.84,0,,,
97.5394,169.86,0,,,
40.2157,169.88,0,,,
60.4863,169.9,0,,,
56.5945,169.92,0,,,
52.6378,169.94,0,,,
37.2551,169.96,1,,,
42.502,169.98,0,,,
33.8008,170,0,,,
97.5203,170.02,0,,,
40.2081,170.04,0,,,
60.4833,170.06,0,,,
59.5933,170.08,0,,,
52.6373,170.1,0,,,
39.0549,170.12,0,,,
96.7715,170.14,0,,,
39.9086,170.16,0,,,
60.9634,170.18,0,,,
60.9854,170.2,0,,,
25.5941,170.22,0,,,
91.9498,170.24,0,,,
37.9799,170.26,0,,,
40.7283,170.28,0,,,
33.0913,170.3,0,,,
92.4365,170.32,0,,,
38.1746,170.34,0,,,
34.0487,170.36,0,,,
39.8543,170.38,0,,,
34.857,170.4,0,,,
31.9428,170.42,0,,,
99.1771,170.44,0,,,
40.8708,170.46,0,,,
61.9483,170.48,0,,,
65.5793,170.5,0,,,
27.4317,170.52,0,,,
46.9727,170.54,0,,,
49.543,170.56,0,,,
39.9669,170.58,0,,,
95.5433,170.6,0,,,
40.2469,170.62,0,,,
26.2988,170.64,0,,,
44.1195,170.66,0,,,
36.2478,170.68,0,,,
35.4991,170.7,0,,,
27.9996,170.72,0,,,
30.3999,170.74,0,,,
28.9599,170.76,0,,,
35.8938,170.78,0,,,
34.7575,170.8,0,,,
28.903,170.82,0,,,
51.3104,170.84,0,,,
36.7241,170.86,0,,,
21.8897,170.88,1,,,
9.95586,170.9,0,,,
39.3823,170.92,0,,,
32.5529,170.94,0,,,
32.8212,170.96,0,,,
27.5285,170.98,0,,,
35.0114,171,0,,,
30.2046,171.02,0,,,
25.2818,171.04,0,,,
89.3127,171.06,0,,,
52.5251,171.08,0,,,
22.324,171.1,0,,,
10.1296,171.12,0,,,
27.0961,171.14,0,,,
36.0384,171.16,0,,,
30.0154,171.18,0,,,
25.8062,171.2,0,,,
28.5345,171.22,0,,,
38.4138,171.24,0,,,
31.5655,171.26,1,,,
26.4262,171.28,0,,,
39.5393,171.3,0,,,
23.0157,171.32,0,,,
10.4063,171.34,1,,,
40.7625,171.36,0,,,
372.67,171.38,0,,,
59.0283,171.4,0,,,
60.8113,171.42,0,,,
77.1245,171.44,0,,,
96.8498,171.46,0,,,
74.7399,171.48,0,,,
67.696,171.5,1,,,
49.8784,171.52,0,,,
57.1514,171.54,0,,,
76.8605,171.56,0,,,
97.3442,171.58,0,,,
75.5377,171.6,0,,,
77.0346,171.62,0,,,
96.8138,171.64,0,,,
39.9255,171.66,0,,,
54.9702,171.68,0,,,
60.3881,171.7,0,,,
49.9552,171.72,0,,,
49.9821,171.74,0,,,
73.3928,171.76,0,,,
95.9571,171.78,0,,,
39.5829,171.8,0,,,
54.8331,171.82,0,,,
96.0959,171.84,0,,,
39.6384,171.86,0,,,
55.4553,171.88,0,,,
97.4827,171.9,0,,,
101.352,171.92,0,,,
41.7408,171.94,0,,,
67.5185,171.96,0,,,
28.2074,171.98,0,,,
36.483,172,0,,,
101.791,172.02,0,,,
63.2223,172.04,0,,,
48.0889,172.06,0,,,
52.824,172.08,0,,,
42.7296,172.1,0,,,
38.0918,172.12,0,,,
29.0367,172.14,0,,,
23.0147,172.16,0,,,
50.6059,172.18,0,,,
95.8424,172.2,0,,,
47.3748,172.22,0,,,
37.496,172.24,1,,,
29.9984,172.26,0,,,
23.3994,172.28,0,,,
51.3597,172.3,0,,,
33.376,172.32,0,,,
40.3504,172.34,1,,,
50.9402,172.36,1,,,
44.3761,172.38,0,,,
36.9504,172.4,0,,,
31.5802,172.42,0,,,
23.4321,172.44,0,,,
53.7728,172.46,0,,,
101.909,172.48,0,,,
36.3721,172.5,0,,,
31.3488,172.52,0,,,
23.3395,172.54,0,,,
98.4619,172.56,0,,,
60.9847,172.58,0,,,
37.047,172.6,0,,,
34.6998,172.62,0,,,
29.8208,172.64,0,,,
31.2268,172.66,0,,,
36.6848,172.68,0,,,
31.4739,172.7,0,,,
34.26,172.72,0,,,
31.0775,172.74,0,,,
32.231,172.76,0,,,
65.0924,172.78,0,,,
47.637,172.8,0,,,
38.2548,172.82,0,,,
39.3019,172.84,0,,,
27.1208,172.86,0,,,
28.8483,172.88,0,,,
29.5393,172.9,0,,,
27.4157,172.92,0,,,
25.3663,172.94,0,,,
29.3465,172.96,0,,,
24.3386,172.98,0,,,
24.1354,173,0,,,
24.6542,173.02,1,,,
59.0617,173.04,0,,,
24.8247,173.06,0,,,
30.9299,173.08,0,,,
32.7719,173.1,0,,,
35.9088,173.12,0,,,
25.7635,173.14,0,,,
28.9054,173.16,0,,,
28.9622,173.18,0,,,
28.3849,173.2,0,,,
25.1539,173.22,0,,,
29.2616,173.24,0,,,
24.9046,173.26,1,,,
23.1619,173.28,0,,,
25.4647,173.3,0,,,
58.1859,173.32,0,,,
24.4744,173.34,0,,,
32.5897,173.36,0,,,
33.4359,173.38,0,,,
34.9744,173.4,0,,,
24.7897,173.42,0,,,
28.5159,173.44,0,,,
28.8064,173.46,0,,,
28.3225,173.48,0,,,
25.129,173.5,0,,,
29.2516,173.52,0,,,
26.1006,173.54,0,,,
23.6403,173.56,0,,,
25.0561,173.58,0,,,
58.0224,173.6,0,,,
24.409,173.62,0,,,
31.9636,173.64,0,,,
33.7854,173.66,0,,,
33.9142,173.68,1,,,
24.3657,173.7,0,,,
28.3463,173.72,0,,,
28.7385,173.74,0,,,
28.8954,173.76,0,,,
25.3582,173.78,0,,,
28.7433,173.8,0,,,
26.4973,173.82,0,,,
23.7989,173.84,1,,,
26.9196,173.86,0,,,
56.9678,173.88,0,,,
23.9871,173.9,0,,,
31.1949,173.92,0,,,
34.0779,173.94,0,,,
33.4312,173.96,0,,,
24.1725,173.98,0,,,
28.269,174,0,,,
28.7076,174.02,0,,,
30.683,174.04,0,,,
26.6732,174.06,0,,,
26.8693,174.08,0,,,
26.9477,174.1,0,,,
23.9791,174.12,0,,,
26.9916,174.14,0,,,
55.7967,174.16,0,,,
23.5187,174.18,0,,,
32.2075,174.2,0,,,
33.283,174.22,0,,,
14.5132,174.24,0,,,
26.2053,174.26,0,,,
26.8728,174.28,0,,,
27.5491,174.3,0,,,
30.8197,174.32,0,,,
27.3279,174.34,0,,,
27.7311,174.36,0,,,
27.8925,174.38,0,,,
24.357,174.4,0,,,
26.5428,174.42,0,,,
53.8171,174.44,0,,,
22.7268,174.46,0,,,
32.4907,174.48,0,,,
34.5963,174.5,0,,,
15.0385,174.52,0,,,
28.2154,174.54,0,,,
19.6862,174.56,0,,,
30.4679,174.58,1,,,
27.7872,174.6,0,,,
27.3149,174.62,0,,,
27.7259,174.64,0,,,
24.2904,174.66,0,,,
27.1162,174.68,1,,,
53.4465,174.7,0,,,
22.5786,174.72,0,,,
32.4314,174.74,0,,,
35.1726,174.76,0,,,
15.269,174.78,0,,,
27.3292,174.8,0,,,
26.5317,174.82,0,,,
27.1651,174.84,0,,,
26.466,174.86,0,,,
21.608,174.88,0,,,
34.4432,174.9,0,,,
35.9773,174.92,0,,,
15.5909,174.94,0,,,
29.0364,174.96,0,,,
20.0145,174.98,0,,,
27.2058,175,0,,,
27.0823,175.02,0,,,
27.6329,175.04,0,,,
47.9331,175.06,0,,,
20.3732,175.08,0,,,
35.1493,175.1,0,,,
28.9856,175.12,0,,,
20.5942,175.14,0,,,
26.8377,175.16,0,,,
11.9351,175.18,0,,,
21.574,175.2,0,,,
26.0296,175.22,0,,,
27.8118,175.24,0,,,
26.7247,175.26,0,,,
29.8899,175.28,0,,,
20.9924,175.3,0,,,
30.4348,175.32,0,,,
51.1734,175.34,0,,,
21.6694,175.36,0,,,
35.0677,175.38,0,,,
36.8271,175.4,0,,,
21.8689,175.42,0,,,
51.1612,175.44,0,,,
21.6645,175.46,0,,,
35.0658,175.48,0,,,
323.949,175.5,0,,,
187.18,175.52,0,,,
89.2719,175.54,0,,,
78.9088,175.56,0,,,
66.3635,175.58,0,,,
57.7454,175.6,0,,,
68.0982,175.62,0,,,
42.8393,175.64,0,,,
27.9357,175.66,0,,,
50.1743,175.68,0,,,
53.6697,175.7,0,,,
66.4679,175.72,0,,,
60.1872,175.74,0,,,
55.2749,175.76,0,,,
67.1099,175.78,0,,,
42.444,175.8,0,,,
27.1776,175.82,0,,,
49.871,175.84,0,,,
53.5484,175.86,0,,,
65.8194,175.88,0,,,
61.1277,175.9,0,,,
55.0511,175.92,0,,,
66.4204,175.94,0,,,
42.1682,175.96,0,,,
27.0673,175.98,0,,,
50.4269,176,0,,,
53.7708,176.02,0,,,
65.9083,176.04,0,,,
62.3633,176.06,0,,,
56.7453,176.08,0,,,
50.7631,176.1,0,,,
55.1052,176.12,0,,,
65.2421,176.14,0,,,
27.2968,176.16,0,,,
47.5187,176.18,0,,,
52.0075,176.2,0,,,
49.245,176.22,0,,,
54.498,176.24,0,,,
64.9992,176.26,0,,,
27.1997,176.28,1,,,
47.4799,176.3,0,,,
51.9919,176.32,0,,,
66.9968,176.34,0,,,
39.9987,176.36,0,,,
47.406,176.38,0,,,
51.3624,176.4,0,,,
67.945,176.42,0,,,
41.578,176.44,0,,,
25.0312,176.46,1,,,
44.5187,176.48,0,,,
54.2872,176.5,0,,,
68.5149,176.52,0,,,
28.606,176.54,0,,,
52.545,176.56,0,,,
132.054,176.58,0,,,
142.822,176.6,0,,,
73.3286,176.62,0,,,
46.1314,176.64,0,,,
101.853,176.66,0,,,
88.141,176.68,0,,,
125.256,176.7,0,,,
65.7026,176.72,1,,,
44.881,176.74,0,,,
100.152,176.76,0,,,
89.261,176.78,0,,,
123.904,176.8,0,,,
64.5618,176.82,0,,,
44.4247,176.84,1,,,
101.77,176.86,0,,,
89.9079,176.88,0,,,
121.763,176.9,0,,,
63.7053,176.92,0,,,
44.0821,176.94,0,,,
102.233,176.96,0,,,
42.6372,176.98,0,,,
111.222,177,0,,,
57.0888,177.02,0,,,
102.974,177.04,0,,,
47.6083,177.06,0,,,
104.843,177.08,0,,,
43.1373,177.1,1,,,
120.662,177.12,0,,,
53.3919,177.14,0,,,
48.1808,177.16,1,,,
36.0723,177.18,0,,,
68.4289,177.2,0,,,
45.9716,177.22,0,,,
33.9886,177.24,0,,,
91.8382,177.26,0,,,
56.5353,177.28,0,,,
45.4141,177.3,0,,,
35.5656,177.32,1,,,
67.0263,177.34,0,,,
46.6105,177.36,1,,,
33.0442,177.38,0,,,
49.2177,177.4,0,,,
90.4871,177.42,0,,,
56.5948,177.44,0,,,
43.6379,177.46,0,,,
35.4552,177.48,0,,,
66.3821,177.5,0,,,
46.3528,177.52,0,,,
32.9411,177.54,0,,,
52.1765,177.56,0,,,
89.2706,177.58,0,,,
65.8181,177.6,0,,,
46.7273,177.62,0,,,
31.8909,177.64,0,,,
53.5564,177.66,0,,,
22.6225,177.68,0,,,
64.0947,177.7,0,,,
46.0379,177.72,1,,,
31.6152,177.74,0,,,
80.2394,177.76,0,,,
56.6957,177.78,0,,,
42.4783,177.8,1,,,
66.4365,177.82,0,,,
48.1746,177.84,0,,,
32.4698,177.86,0,,,
51.9879,177.88,0,,,
83.7981,177.9,0,,,
57.5192,177.92,0,,,
42.8077,177.94,0,,,
35.1231,177.96,0,,,
49.8701,177.98,1,,,
33.748,178,0,,,
52.4992,178.02,0,,,
66.9759,178.04,0,,,
50.1903,178.06,0,,,
69.5527,178.08,0,,,
59.6615,178.1,0,,,
17.4878,178.12,0,,,
23.1951,178.14,0,,,
41.678,178.16,0,,,
36.4712,178.18,0,,,
60.7885,178.2,0,,,
51.0321,178.22,0,,,
43.2128,178.24,0,,,
36.1941,178.26,0,,,
35.8349,178.28,0,,,
31.4294,178.3,0,,,
26.9718,178.32,0,,,
40.1887,178.34,0,,,
35.8755,178.36,0,,,
33.5502,178.38,0,,,
32.0201,178.4,0,,,
30.808,178.42,0,,,
27.9232,178.44,0,,,
34.5693,178.46,0,,,
31.8277,178.48,0,,,
30.7311,178.5,0,,,
35.0924,178.52,0,,,
38.637,178.54,0,,,
28.6548,178.56,0,,,
27.0619,178.58,0,,,
34.3299,178.6,0,,,
32.332,178.62,0,,,
32.7328,178.64,0,,,
31.6931,178.66,0,,,
27.0772,178.68,0,,,
35.4309,178.7,0,,,
37.795,178.72,1,,,
28.318,178.74,0,,,
28.7272,178.76,0,,,
39.6909,178.78,0,,,
35.6764,178.8,0,,,
29.8705,178.82,0,,,
32.3482,178.84,0,,,
31.5393,178.86,0,,,
36.1263,178.88,0,,,
33.0505,178.9,0,,,
29.0112,178.92,0,,,
34.6787,178.94,0,,,
33.0715,178.96,0,,,
25.2286,178.98,0,,,
28.0914,179,0,,,
12.4366,179.02,0,,,
33.1746,179.04,0,,,
33.6699,179.06,0,,,
29.0679,179.08,0,,,
36.8147,179.1,0,,,
37.955,179.12,0,,,
36.182,179.14,0,,,
39.0728,179.16,0,,,
29.4913,179.18,0,,,
31.5965,179.2,0,,,
35.2572,179.22,0,,,
27.9029,179.24,0,,,
29.1611,179.26,0,,,
12.8645,179.28,0,,,
40.2719,179.3,1,,,
36.7054,179.32,0,,,
28.4779,179.34,0,,,
27.4602,179.36,0,,,
25.3841,179.38,0,,,
23.9536,179.4,1,,,
41.9815,179.42,0,,,
35.3926,179.44,0,,,
27.357,179.46,0,,,
25.3428,179.48,0,,,
34.1371,179.5,0,,,
28.6548,179.52,0,,,
24.6619,179.54,1,,,
27.8648,179.56,0,,,
25.5459,179.58,0,,,
40.9917,179.6,0,,,
34.9967,179.62,0,,,
27.1987,179.64,0,,,
25.2795,179.66,0,,,
34.7118,179.68,1,,,
18.2222,179.7,0,,,
23.4889,179.72,0,,,
12.9956,179.74,0,,,
23.5837,179.76,0,,,
38.8335,179.78,0,,,
34.7334,179.8,0,,,
22.9237,179.82,1,,,
10.3695,179.84,0,,,
19.1478,179.86,1,,,
34.7436,179.88,0,,,
23.4975,179.9,1,,,
23.799,179.92,0,,,
31.1678,179.94,0,,,
26.2671,179.96,0,,,
11.0765,179.98,0,,,
20.0306,180,0,,,
29.5497,180.02,0,,,
27.4199,180.04,0,,,
19.3679,180.06,0,,,
31.2213,180.08,0,,,
33.3154,180.1,1,,,
30.1262,180.12,0,,,
28.2505,180.14,0,,,
19.7002,180.16,0,,,
289.018,180.18,0,,,
141.407,180.2,0,,,
90.1629,180.22,0,,,
45.6652,180.24,0,,,
63.8661,180.26,0,,,
62.7464,180.28,0,,,
67.0986,180.3,0,,,
59.6143,180.32,0,,,
48.1833,180.34,0,,,
56.4008,180.36,0,,,
58.5603,180.38,0,,,
68.4241,180.4,0,,,
57.8861,180.42,0,,,
32.2314,180.44,1,,,
60.2926,180.46,0,,,
61.917,180.48,0,,,
70.3668,180.5,0,,,
33.23,180.52,0,,,
14.492,180.54,0,,,
68.6644,180.56,0,,,
47.2658,180.58,0,,,
36.433,180.6,0,,,
27.3274,180.62,0,,,
30.7309,180.64,0,,,
65.877,180.66,0,,,
32.2798,180.68,0,,,
32.1119,180.7,0,,,
43.19,180.72,0,,,
37.6304,180.74,0,,,
35.9654,180.76,0,,,
21.5862,180.78,0,,,
50.0138,180.8,0,,,
44.0055,180.82,0,,,
34.4022,180.84,0,,,
31.1609,180.86,0,,,
32.2644,180.88,0,,,
26.1057,180.9,0,,,
52.4423,180.92,0,,,
49.2307,180.94,0,,,
43.6923,180.96,0,,,
34.2769,180.98,0,,,
30.5108,181,0,,,
32.6043,181.02,0,,,
26.8417,181.04,0,,,
54.5367,181.06,0,,,
32.1672,181.08,0,,,
29.6669,181.1,0,,,
33.4668,181.12,0,,,
27.7867,181.14,0,,,
55.5147,181.16,0,,,
44.4059,181.18,0,,,
38.1623,181.2,0,,,
32.6649,181.22,0,,,
17.866,181.24,0,,,
26.3464,181.26,0,,,
11.7386,181.28,0,,,
33.317,181.3,0,,,
27.7268,181.32,0,,,
56.0907,181.34,0,,,
57.4226,181.36,0,,,
46.369,181.38,0,,,
18.4175,181.4,0,,,
25.367,181.42,0,,,
26.9468,181.44,0,,,
28.0715,181.46,0,,,
32.3094,181.48,0,,,
28.5238,181.5,0,,,
28.9238,181.52,0,,,
33.7695,181.54,0,,,
30.9078,181.56,0,,,
29.3141,181.58,0,,,
21.1303,181.6,0,,,
326.233,181.62,0,,,
69.7802,181.64,1,,,
71.1121,181.66,0,,,
65.6448,181.68,0,,,
76.5613,181.7,0,,,
77.4245,181.72,0,,,
75.8853,181.74,0,,,
31.5541,181.76,0,,,
58.0124,181.78,0,,,
68.442,181.8,0,,,
46.2249,181.82,0,,,
54.4899,181.84,0,,,
42.9477,181.86,0,,,
35.1791,181.88,0,,,
44.0716,181.9,0,,,
54.8287,181.92,0,,,
60.9315,181.94,1,,,
53.7145,181.96,0,,,
62.8858,181.98,0,,,
46.1543,182,0,,,
67.6617,182.02,0,,,
51.6647,182.04,0,,,
38.1543,182.06,0,,,
45.7532,182.08,1,,,
37.5013,182.1,0,,,
34.5644,182.12,0,,,
52.8258,182.14,0,,,
36.9562,182.16,0,,,
32.7825,182.18,0,,,
44.3693,182.2,0,,,
38.7477,182.22,0,,,
57.4991,182.24,0,,,
37.3996,182.26,0,,,
42.4867,182.28,0,,,
39.1947,182.3,0,,,
35.0712,182.32,0,,,
35.0285,182.34,0,,,
35.5706,182.36,0,,,
34.6282,182.38,0,,,
30.0513,182.4,0,,,
13.2205,182.42,0,,,
26.2882,182.44,0,,,
41.7153,182.46,0,,,
39.3144,182.48,0,,,
13.2016,182.5,0,,,
26.8806,182.52,0,,,
30.3139,182.54,0,,,
13.5872,182.56,0,,,
27.0349,182.58,0,,,
45.614,182.6,0,,,
36.8456,182.62,0,,,
33.4163,182.64,0,,,
324.767,182.66,0,,,
177.307,182.68,0,,,
90.2891,182.7,0,,,
81.7156,182.72,0,,,
86.0862,182.74,0,,,
42.2345,182.76,0,,,
36.6938,182.78,0,,,
61.4775,182.8,0,,,
70.4364,182.82,0,,,
73.1746,182.84,0,,,
82.6698,182.86,0,,,
42.0679,182.88,0,,,
37.2272,182.9,0,,,
62.2909,182.92,0,,,
57.9163,182.94,0,,,
68.1665,182.96,0,,,
72.2666,182.98,0,,,
82.3066,183,0,,,
41.9227,183.02,0,,,
38.3691,183.04,0,,,
61.5476,183.06,0,,,
59.4191,183.08,0,,,
71.547,183.1,0,,,
82.0188,183.12,0,,,
41.8075,183.14,0,,,
40.123,183.16,0,,,
62.8492,183.18,0,,,
60.5397,183.2,0,,,
69.4463,183.22,0,,,
81.1785,183.24,0,,,
42.0714,183.26,0,,,
39.6286,183.28,0,,,
65.0514,183.3,0,,,
62.0206,183.32,0,,,
77.0965,183.34,0,,,
41.0386,183.36,0,,,
40.4154,183.38,0,,,
65.9662,183.4,0,,,
62.9865,183.42,0,,,
65.3047,183.44,0,,,
27.3219,183.46,0,,,
54.1288,183.48,0,,,
57.6515,183.5,0,,,
77.6606,183.52,0,,,
40.1493,183.54,0,,,
57.5345,183.56,0,,,
60.8138,183.58,0,,,
25.5255,183.6,0,,,
42.0016,183.62,0,,,
39.8786,183.64,0,,,
34.5515,183.66,0,,,
50.4082,183.68,0,,,
61.5633,183.7,0,,,
43.2253,183.72,0,,,
46.2171,183.74,0,,,
19.6868,183.76,0,,,
51.6747,183.78,0,,,
37.4699,183.8,0,,,
38.388,183.82,0,,,
29.9633,183.84,0,,,
51.5853,183.86,0,,,
42.7815,183.88,0,,,
36.005,183.9,0,,,
33.602,183.92,0,,,
38.0408,183.94,0,,,
35.0163,183.96,0,,,
33.2065,183.98,0,,,
28.8826,184,0,,,
25.953,184.02,0,,,
43.9812,184.04,0,,,
51.7925,184.06,0,,,
31.9268,184.08,0,,,
31.3707,184.1,0,,,
33.5483,184.12,0,,,
37.6477,184.14,0,,,
35.4591,184.16,0,,,
32.7836,184.18,0,,,
28.7135,184.2,0,,,
25.8854,184.22,0,,,
43.9542,184.24,0,,,
51.7817,184.26,0,,,
36.3127,184.28,0,,,
33.1251,184.3,0,,,
31.25,184.32,0,,,
32.3,184.34,0,,,
33.32,184.36,0,,,
36.728,184.38,0,,,
35.0912,184.4,0,,,
32.6365,184.42,0,,,
28.6546,184.44,0,,,
25.8618,184.46,0,,,
45.7447,184.48,0,,,
53.0979,184.5,0,,,
36.8392,184.52,0,,,
32.7357,184.54,0,,,
33.4943,184.56,0,,,
28.9977,184.58,0,,,
33.7991,184.6,0,,,
35.1196,184.62,0,,,
35.0479,184.64,0,,,
32.0191,184.66,0,,,
28.4077,184.68,0,,,
25.7631,184.7,0,,,
46.9052,184.72,0,,,
52.9621,184.74,0,,,
22.3848,184.76,0,,,
27.8216,184.78,0,,,
33.4606,184.8,0,,,
34.9842,184.82,0,,,
34.9937,184.84,0,,,
31.3975,184.86,0,,,
28.759,184.88,0,,,
25.3036,184.9,0,,,
47.3214,184.92,0,,,
54.3286,184.94,0,,,
22.9314,184.96,0,,,
25.3726,184.98,0,,,
28.149,185,0,,,
32.8596,185.02,0,,,
26.3438,185.04,0,,,
30.9375,185.06,0,,,
35.175,185.08,0,,,
33.87,185.1,1,,,
30.948,185.12,0,,,
28.5792,185.14,0,,,
25.2317,185.16,0,,,
47.2927,185.18,0,,,
54.3171,185.2,0,,,
22.9268,185.22,0,,,
25.9707,185.24,0,,,
28.3883,185.26,0,,,
30.2242,185.28,0,,,
28.2897,185.3,0,,,
25.1159,185.32,0,,,
34.4392,185.34,0,,,
26.9757,185.36,0,,,
29.9903,185.38,0,,,
38.3961,185.4,0,,,
35.7584,185.42,0,,,
31.7034,185.44,0,,,
27.6814,185.46,0,,,
24.2725,185.48,0,,,
46.909,185.5,0,,,
52.3636,185.52,0,,,
22.1454,185.54,0,,,
38.5747,185.56,0,,,
35.2299,185.58,0,,,
32.092,185.6,0,,,
27.8368,185.62,0,,,
24.3347,185.64,0,,,
33.8696,185.66,0,,,
56.0191,185.68,1,,,
23.6076,185.7,0,,,
29.8431,185.72,0,,,
35.9372,185.74,0,,,
15.5749,185.76,0,,,
27.83,185.78,0,,,
24.932,185.8,0,,,
30.3728,185.82,0,,,
39.1491,185.84,0,,,
339.383,185.86,0,,,
81.1925,185.88,0,,,
41.8537,185.9,0,,,
29.9415,185.92,0,,,
77.3766,185.94,0,,,
86.1506,185.96,0,,,
70.0016,185.98,0,,,
42.4007,186,0,,,
30.1603,186.02,0,,,
78.0641,186.04,0,,,
89.7669,186.06,1,,,
56.3068,186.08,0,,,
90.3304,186.1,0,,,
48.7347,186.12,0,,,
70.655,186.14,0,,,
38.1494,186.16,0,,,
62.0598,186.18,0,,,
63.2239,186.2,0,,,
42.0896,186.22,0,,,
34.2358,186.24,0,,,
74.5658,186.26,0,,,
44.2263,186.28,0,,,
55.9894,186.3,0,,,
78.1957,186.32,0,,,
45.6783,186.34,0,,,
38.5084,186.36,0,,,
42.5197,186.38,0,,,
50.0079,186.4,0,,,
32.0032,186.42,0,,,
33.8013,186.44,0,,,
29.3157,186.46,0,,,
23.7263,186.48,0,,,
49.0905,186.5,0,,,
35.204,186.52,0,,,
19.7621,186.54,0,,,
52.9123,186.56,0,,,
37.3649,186.58,0,,,
32.946,186.6,0,,,
32.3784,186.62,0,,,
29.1514,186.64,0,,,
39.9744,186.66,0,,,
54.9897,186.68,0,,,
38.7959,186.7,0,,,
32.9184,186.72,0,,,
32.9673,186.74,0,,,
29.9869,186.76,0,,,
52.28,186.78,0,,,
44.3285,186.8,0,,,
49.5314,186.82,0,,,
41.8454,186.84,0,,,
36.5233,186.86,0,,,
32.1219,186.88,0,,,
21.2488,186.9,0,,,
26.4995,186.92,1,,,
29.7998,186.94,0,,,
29.9199,186.96,0,,,
23.368,186.98,0,,,
37.0876,187,0,,,
39.654,187.02,0,,,
24.4627,187.04,0,,,
36.3974,187.06,0,,,
31.9589,187.08,0,,,
36.1836,187.1,0,,,
15.6734,187.12,0,,,
83.7507,187.14,0,,,
