#Ack,Last Router Ocupation Router Arrival(Packets),Last Router Ocupation Router Arrival_ewma(Packets),Network Situation Router Arrival,Measure Time
119721,0,0.060832,1,162355
121181,0.01,0.0303328,1,162360
122641,0.03,0.0301331,1,162367
124101,0.01,0.0180532,1,162372
125561,0,0.0072213,1,162374
127021,0.07,0.0448885,1,162395
128481,0.05,0.0479554,1,162404
129941,0.01,0.0251822,1,162447
131401,0,0.0100729,1,162453
132861,0.03,0.0220291,1,162457
134321,0,0.00881166,1,162460
135781,0.01,0.00952466,1,162535
137241,0.07,0.0458099,1,162765
138701,0.08,0.0663239,1,162765
140161,0.03,0.0445296,1,162776
141621,0.04,0.0418118,1,162776
143081,0.03,0.0347247,1,162789
144541,0.04,0.0378899,1,162789
146001,0,0.015156,1,162795
147461,0,0.00606238,1,162795
148921,0.03,0.020425,1,162827
150381,0.04,0.03217,1,162827
151841,0,0.012868,1,162874
153301,0,0.0051472,1,162874
154761,0,0.00205888,1,162881
156221,0,0.000823551,1,162881
157681,0,0.000329421,1,162881
159141,0.05,0.0301318,1,163156
160601,0.07,0.0540527,1,163190
162061,0.08,0.0696211,1,163190
166441,0.07,0.0925358,1,163212
167901,0.08,0.0850143,1,163212
169361,0.01,0.0400057,1,163217
170821,0.02,0.0280023,1,163217
172281,0.01,0.0172009,1,163250
173741,0.02,0.0188804,1,163250
175201,0,0.00755215,1,163296
176661,0,0.00302086,1,163296
178121,0,0.00120834,1,163303
179581,0,0.000483337,1,163303
181041,0.05,0.0301933,1,163504
182501,0.07,0.0540773,1,163614
183961,0.08,0.0696309,1,163614
185421,0.07,0.0698524,1,163626
186881,0.08,0.075941,1,163626
188341,0.07,0.0723764,1,163636
189801,0.08,0.0769506,1,163636
191261,0.07,0.0727802,1,163638
192721,0.08,0.0771121,1,163638
194181,0.01,0.0368448,1,163671
195641,0.02,0.0267379,1,163671
197101,0,0.0106952,1,163717
198561,0,0.00427807,1,163717
200021,0.01,0.00771123,1,163724
201481,0.02,0.0150845,1,163724
202941,0.05,0.0360338,1,163925
204401,0.06,0.0504135,1,163925
205861,0.13,0.0981654,1,164038
220461,0,0.0414135,1,164138
221921,0,0.0165654,1,164138
223381,0.01,0.0126262,1,164145
224841,0.02,0.0170505,1,164145
226301,0.07,0.0488202,1,164346
227761,0.04,0.0435281,1,164351
229221,0.05,0.0474112,1,164351
248201,0.07,0.0846964,1,164567
249661,0.08,0.0818786,1,164567
251121,0.01,0.0387514,1,164774
252581,0.02,0.0275006,1,164774
254041,0.03,0.0290002,1,164894
255501,0.04,0.0356001,1,164894
256961,0.04,0.03824,1,164894
258421,0.05,0.045296,1,164906
259881,0.06,0.0541184,1,164906
261341,0.05,0.0516474,1,164916
262801,0.06,0.0566589,1,164916
264261,0.05,0.0526636,1,164918
265721,0.06,0.0570654,1,164918
267181,0.09,0.0768262,1,164946
268641,0.1,0.0907305,1,164946
275941,0.05,0.0843819,1,165192
277401,0.03,0.0517527,1,165196
278861,0.04,0.0447011,1,165196
280321,0.01,0.0238804,1,165317
281781,0.02,0.0215522,1,165317
283241,0.05,0.0386209,1,165329
284701,0.06,0.0514483,1,165329
286161,0.05,0.0505793,1,165339
287621,0.06,0.0562317,1,165339
289081,0.05,0.0524927,1,165341
290541,0.06,0.0569971,1,165341
292001,0.07,0.0647988,1,165371
293461,0.08,0.0739195,1,165371
294921,0.07,0.0715678,1,165412
296381,0.08,0.0766271,1,165412
297841,0.07,0.0726509,1,165418
299301,0.08,0.0770603,1,165418
300761,0.05,0.0608241,1,165615
302221,0.06,0.0603297,1,165615
303681,0.05,0.0541319,1,165619
305141,0.06,0.0576527,1,165619
306601,0.05,0.0530611,1,165739
308061,0.06,0.0572244,1,165739
309521,0.06,0.0588898,1,165739
310981,0.11,0.0895559,1,165753
335801,0.22,0.210579,1,166163
337261,0.21,0.210231,1,166179
338721,0.22,0.216093,1,166179
340181,0.21,0.212437,1,166189
341641,0.22,0.216975,1,166189
343101,0.21,0.21279,1,166191
344561,0.22,0.217116,1,166191
346021,0.21,0.212846,1,166223
347481,0.22,0.217139,1,166223
348941,0.25,0.236855,1,166264
350401,0.26,0.250742,1,166264
