#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
204912361,0.5958047286761542,0.43197501320120885,0.9804772234273318,0.004287268598107164,0.0297221,0.05,1,2814674,2814222,452,0.06,0.0566236,1,2814261
156574241,0.8748591815951814,0.8020897232801913,1.0,0.005755415211451113,0.923016,0.79,2,1993601,1993140,461,0.79,0.790786,2,1993174
256246661,0.7310750647353085,0.6892918534497287,0.9175704989154012,0.005494833607788494,0.0233852,0.01,1,3584414,3583991,423,0.01,0.0197573,1,3584023
176759181,0.7643187917016507,0.5752154324940735,0.9956616052060737,0.005258794629123613,0.238425,0.05,1,2430150,2429691,459,0.02,0.0198876,1,2429739
7142321,0.09251304701629613,0.0755722583617019,0.9197396963123644,0.4377476882430647,0.0373928,0.06,1,65854,65430,424,0.0,4.17456e-06,1,65440
5027361,0.18614535046437736,0.15024503690720953,0.9370932754880694,0.30861955085865256,0.00379644,0.26,1,68951,68519,432,0.04,0.0440115,1,68540
66791981,0.7245627279847034,0.2463446695203748,0.9891540130151844,0.0038770561517164005,0.0147848,0.0,1,916616,916160,456,0.0,0.0030872,1,916205
115846361,0.7486553165268478,0.7075376094015077,0.9175704989154012,0.0035377571886140314,0.0550298,0.01,1,1593821,1593398,423,0.04,0.0374897,1,1593408
268682941,0.8134846998892268,0.7739368813688811,0.9956616052060737,0.005059852337091258,0.918364,0.75,2,3748240,3747781,459,0.75,0.751782,2,3747862
135903521,0.6749029264357598,0.6387025739548574,0.9240780911062906,0.004189098098116212,0.0674792,0.13,1,1798648,1798222,426,0.09,0.0933646,1,1798234
1519041,0.08479067153034033,0.07351668969856302,0.9197396963123644,0.09197490092470277,0.0264001,0.08,1,37266,36842,424,0.0,0.000509274,1,36852
63347361,0.8099098527021846,0.9187704337861067,0.9783080260303687,0.003590461627549266,0.0315037,0.11,1,787096,786645,451,0.02,0.0171417,1,786685
275405381,0.5931118339201257,0.7623153235138809,0.9566160520607374,0.004566398545086046,0.0345585,0.03,1,3784146,3783705,441,0.0,0.00307914,1,3783735
32539201,0.868643180861397,0.8818946824407068,0.9913232104121474,0.004571940428150052,0.0486499,0.0,1,275309,274852,457,0.0,0.00507345,1,274898
9704521,0.2821424623641499,0.32441718067118314,0.9370932754880694,0.009299732180018458,0.0293447,0.03,1,147449,147017,432,0.04,0.036264,1,147037
104546121,0.9427154257007994,0.9345939083442875,1.0,0.0031691654150304916,0.00830243,0.81,1,1430849,1430388,461,0.73,0.757309,2,1430430
5463761,0.044756381219822526,0.03830485242733717,0.9436008676789588,0.33470937912813736,0.224449,0.27,1,80350,79915,435,0.26,0.259334,1,79925
7805221,0.09226280771320318,0.1888487422337569,0.9219088937093275,0.47655217965653895,0.0105711,0.0,1,57993,57568,425,0.0,3.30505e-16,1,57578
95923241,0.6817798035245171,0.6383812509128495,0.9978308026030369,0.004785472575595809,0.934965,0.81,2,1305513,1305053,460,0.77,0.771582,2,1305075
40597641,0.5940149532094837,0.564117428966261,0.9696312364425161,0.005227918423481298,0.0256244,0.03,1,468163,467716,447,0.02,0.0161207,1,467752
191005741,0.7168673990399653,0.7863314121361241,0.9761388286334055,0.004284893505365448,0.267614,0.05,1,2593554,2593104,450,0.02,0.0211678,1,2593143
333679981,0.7023728048203992,0.7064275843472985,0.9804772234273318,0.0053159099545791785,0.0500779,0.05,1,4596917,4596465,452,0.08,0.074359,1,4596503
9327841,0.2429343850910057,0.2769445099823609,0.9327548806941431,0.008921074537196214,0.0534377,0.03,1,145400,144970,430,0.0,0.00267441,1,144989
75103641,0.996222891722112,0.935690451312818,0.9978308026030369,0.0028307712491630627,0.927105,0.81,2,1012682,1012222,460,0.77,0.772377,2,1012234
308779921,0.7125822861618135,0.669077712988866,0.9197396963123644,0.004458162175856391,0.0604221,0.11,1,4004173,4003749,424,0.03,0.0396028,1,4003810
71876681,0.8692029266709471,0.8463851157774107,0.9175704989154012,0.004097826677041675,0.0780233,0.03,1,909473,909050,423,0.05,0.0470037,1,909076
144970841,0.648225629302458,0.6202523397036188,0.9240780911062906,0.004774162610159063,0.0986496,0.09,1,1783577,1783151,426,0.09,0.093811,1,1783163
83346441,0.8897253717723481,0.8474681766602626,1.0,0.0053783409637900145,0.907371,0.79,2,1069884,1069423,461,0.79,0.789051,2,1069461
207418741,0.5791393555397196,0.5523003808689204,0.9370932754880694,0.00483614122075243,0.424167,0.21,1,2698309,2697877,432,0.21,0.212986,1,2697915
284959341,0.792092061722559,0.787084161919849,0.9154013015184381,0.0038208456234957748,0.269743,0.07,1,3741906,3741484,422,0.03,0.0267741,1,3741552
279937381,0.5968936459443124,0.5827743885312391,0.9262472885032538,0.005155082246068656,0.230226,0.07,1,3855847,3855420,427,0.07,0.0901352,1,3855467
41821481,0.3783011479492842,0.5441145078476973,0.9262472885032538,0.004379557916071008,0.207901,0.05,1,542554,542127,427,0.05,0.079376,1,542228
29246181,0.6654836744725336,0.6153291314166301,0.9978308026030369,0.005406955176344981,0.914365,0.77,2,196731,196271,460,0.77,0.77125,2,196325
239053241,0.9617068013819606,0.8993405013088858,1.0,0.0041443106349866995,0.916974,0.79,2,3065960,3065499,461,0.79,0.791501,2,3065541
191892081,0.7474558612206692,0.6985832574966013,0.9978308026030369,0.005514852246611535,0.924305,0.81,2,2640034,2639574,460,0.77,0.771569,2,2639586
270946261,0.7265900426394603,0.6866044243711168,0.9956616052060737,0.005730759486799008,0.949286,0.79,2,3544242,3543783,459,0.75,0.752594,2,3543824
249856241,0.3560877060534863,0.8189760355927062,0.9175704989154012,0.003713061652883589,0.0519456,0.03,1,3501060,3500637,423,0.0,0.000988236,1,3500738
8847281,0.06769843341729521,0.09279067938476748,0.9132321041214749,0.5409511228533685,0.0500588,0.0,1,61423,61002,421,0.0,5.43909e-18,1,61026
226174341,0.9806511396001344,0.9276798454054174,0.9956616052060737,0.004497973254193735,0.920134,0.79,2,3103361,3102902,459,0.77,0.764479,2,3102935
137541681,0.9514526344507083,0.8888716617794105,0.9219088937093275,0.003846632344691555,0.22829,0.09,1,1724374,1723949,425,0.11,0.0952111,1,1724018
327090521,0.5907340901661128,0.5677104047996224,0.9154013015184381,0.005194554025442898,0.01742,0.03,1,4475519,4475097,422,0.0,0.00093539,1,4475107
220807661,0.7490175049918507,0.7241160807576933,0.9175704989154012,0.005425164220698142,0.0279932,0.07,1,2842079,2841656,423,0.0,0.0152081,1,2841689
8150501,0.04963134388383628,0.049439931690765895,0.9219088937093275,0.4998348745046235,0.0214822,0.1,1,69164,68739,425,0.0,0.000286042,1,68749
244373521,0.95887279423697,0.8863662408574605,0.9956616052060737,0.005186071551365339,0.924783,0.79,2,3169875,3169416,459,0.75,0.750263,2,3169428
288237041,0.8293222136770831,0.7923084701203276,0.9175704989154012,0.00446483505546407,0.0397667,0.0,1,3783882,3783459,423,0.01,0.0208565,1,3783500
96439721,0.37002255446350246,0.8082577774781758,0.9197396963123644,0.003945029043991241,0.0506451,0.03,1,1235194,1234770,424,0.04,0.0363345,1,1234782
242891581,0.4275446679507894,0.938207107306167,0.9978308026030369,0.004347550713885018,0.94036,0.75,2,3119557,3119097,460,0.76,0.756626,2,3119109
204842281,0.6106944375848145,0.5929488691900637,0.9154013015184381,0.004133113769204322,0.0180925,0.0,1,2813830,2813408,422,0.0,0.0063352,1,2813445
274627641,0.7416843645121157,0.7977395036345456,1.0,0.005276211975896202,0.267055,0.27,1,3599851,3599390,461,0.22,0.217933,1,3599430
7760081,0.394834816189354,0.40502881795813817,0.9197396963123644,0.4739101717305152,0.0899419,0.04,1,57915,57491,424,0.0,0.00179168,1,57501
130225941,0.6868692570197534,0.6404192928646062,0.9240780911062906,0.005181547565190641,0.228174,0.05,1,1771865,1771439,426,0.05,0.0675407,1,1771475
