#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
12155741,0.031545244,0.07572997,0.9453441,0.8342561830933924,0.729884,0.89,1,83128,82661,467,0.85,0.849872,2,82671
51388481,0.024686836,0.11593363,0.8704453,3.583610188261351,0.257515,0.16,1,256476,256046,430,0.17,0.168048,1,256081
9668261,0.03317345,0.008992823,0.9412955,0.6703580657069029,0.620387,0.77,1,85205,84740,465,0.74,0.7376,2,84757
56493181,0.13737166,0.13234444,0.8765182,0.008088588520254656,0.207313,0.23,1,244148,243715,433,0.21,0.211596,1,243727
4776321,0.041691773,0.02293074,0.9412955,0.3298265042451089,0.669165,0.86,1,78526,78061,465,0.79,0.79,2,78071
11075801,0.031545244,0.11351373,0.8643725,0.7595053525286083,0.171189,0.15,1,68810,68383,427,0.11,0.10984,1,68393
4312281,0.04164303,0.014112857,0.86234814,0.29401993355481726,0.0261453,0.0,1,46392,45966,426,0.0,5.36884e-23,1,45976
15338961,0.05426192,0.027875867,0.9352227,1.0529715762273901,0.671071,0.67,1,83895,83433,462,0.73,0.733955,2,83449
53730561,0.031124113,0.013317254,0.8866396,3.7484311554078995,0.29724,0.38,1,264375,263937,438,0.29,0.287987,1,263969
3839681,0.22143656,0.16453633,0.9372469,0.26245847176079734,0.799312,0.78,2,85865,85402,463,0.72,0.73248,2,85422
7726201,0.03181022,0.0003498428,0.8704453,0.5299003322259136,0.000159871,0.0,1,67668,67238,430,0.0,8.37249e-19,1,67248
4706001,0.0315413,0.00022205447,0.9352227,0.3213362864525655,0.755915,0.72,2,88899,88437,462,0.74,0.72,2,88452
152289921,0.1944717,0.17532049,0.8906882,10.651716500553709,0.406276,0.45,1,575532,575092,440,0.35,0.349994,1,575102
221592301,0.041639723,0.11904451,0.8562753,0.01209198663005608,0.189599,0.05,1,855392,854969,423,0.02,0.0180186,1,854981
3617541,0.031545717,0.0002826221,0.9412955,0.24713916574381692,0.69929,0.77,1,85135,84670,465,0.76,0.754,2,84683
136653101,0.07244807,0.21713312,0.8663967,9.601144333702473,0.200303,0.13,1,563566,563138,428,0.08,0.08008,1,563148
60890981,0.03711424,0.033012275,0.8805668,4.2281284606866,0.0497762,0.25,1,247926,247491,435,0.2,0.199992,1,247501
918961,0.03608697,0.037812088,0.85829955,0.062384643779992616,0.00783462,0.19,1,55215,54791,424,0.0,4.79999e-05,1,54801
4916101,0.03639233,0.02906669,0.8603239,0.33610188261351054,0.00972888,0.04,1,58520,58095,425,0.0,6.144e-07,1,58105
9630621,0.046686962,0.16373816,0.93319833,0.6677740863787376,0.713631,0.8,1,85040,84579,461,0.72,0.71984,2,84589
47640121,0.09455261,0.12617119,0.8744939,3.318936877076412,0.270697,0.16,1,243983,243551,432,0.19,0.190125,1,243561
232292541,0.067894354,0.114912525,0.8663967,16.307678110003692,0.174334,0.13,1,862648,862220,428,0.09,0.0899509,1,862230
62225281,0.03929575,0.013400914,0.8947368,4.368955334071613,0.423618,0.52,1,272974,272532,442,0.39,0.378001,1,272577
227691781,0.08879781,0.03645848,0.8744939,15.979143595422665,0.0297632,0.05,1,847461,847029,432,0.06,0.0575999,1,847048
14678781,0.04442611,0.1573426,0.9352227,1.0077519379844961,0.789548,0.84,2,81547,81085,462,0.75,0.75008,2,81095
8057301,0.09473684,0.003567132,0.9453441,0.5568475452196382,0.765995,0.83,2,79422,78955,467,0.71,0.7092,2,78975
3537681,0.08212174,0.061665546,0.9352227,0.24344776670358065,0.697312,0.93,1,73994,73532,462,0.74,0.739981,2,73542
1226821,0.03352376,0.010782946,0.86842096,0.08324104835732743,4.3899e-05,0.0,1,46175,45746,429,0.0,3.07202e-09,1,45756
15939281,0.031525057,0.000906891,0.9392713,1.0937615356220007,0.765113,0.65,2,85824,85360,464,0.74,0.74,2,85370
549541,0.018927148,0.00024278366,0.8744939,0.03765227021040975,0.00599347,0.11,1,63921,63489,432,0.13,0.1252,1,63505
7025621,0.051225375,0.008221841,0.9473683,0.4844961240310077,0.653019,0.91,1,75710,75242,468,0.76,0.762771,2,75262
17687701,0.019055536,0.0011360662,0.9392713,1.213547434477667,0.665914,0.89,1,92268,91804,464,0.71,0.71,2,91824
6775601,0.082523935,0.108322695,0.93117404,0.46677740863787376,0.793279,0.69,2,74791,74331,460,0.71,0.713511,2,74343
2796161,0.049139604,0.02518408,0.9412955,0.19121447028423771,0.786759,0.81,2,82122,81657,465,0.74,0.739995,2,81667
140846581,0.07207584,0.03915342,0.9089068,9.89811738648948,0.326518,0.43,1,577700,577251,449,0.29,0.29344,1,577273
6656021,0.03523556,0.03048264,0.8603239,0.4568106312292359,0.00411063,0.06,1,64172,63747,425,0.0,1.22316e-09,1,63757
221797321,0.09716093,0.031498715,0.8765182,0.012568328807576976,0.154621,0.14,1,857644,857211,433,0.0,0.00393331,1,857233
9573641,0.064332105,0.11732187,0.9392713,0.656515319306017,0.702182,0.7,1,74055,73591,464,0.72,0.720001,2,73601
5790321,0.09057475,0.06928184,0.85829955,0.39553340716131413,0.312256,0.11,1,51291,50867,424,0.0,2.04147e-10,1,50877
224576781,0.035197552,0.14083669,0.8562753,15.75876707272056,0.166362,0.17,1,837125,836702,423,0.0,0.00023922,1,836712
10875281,0.03491191,0.10240384,0.9372469,0.7558139534883721,0.722701,0.78,1,89462,88999,463,0.71,0.71984,2,89020
9495421,0.03158578,0.100882255,0.9372469,0.6511627906976745,0.829961,0.8,2,73754,73291,463,0.76,0.759968,2,73301
9303841,0.029398117,0.011394572,0.8663967,0.6380583241048358,0.0925639,0.53,1,62924,62496,428,0.47,0.382,1,62647
56665461,0.04993407,0.033913735,0.8805668,3.9994462901439647,0.42481,0.31,1,264254,263819,435,0.13,0.130005,1,263829
218004181,0.031545244,0.031486593,0.87854254,0.014239698215486683,0.199858,0.24,1,865518,865084,434,0.1,0.124733,1,865105
