#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
32450501,0.20440844466778724,0.13658647515718284,0.8724696118365739,0.0340879210344008,0.0102557,0.01,1,204740,204309,431,0.0,0.000399394,1,204332
2255761,0.08612671591760192,0.08364570631783953,0.8663967375082451,542.9602106372973,0.12582,0.11,1,90809,90381,428,0.16,0.147543,1,90402
16162241,0.0993624690930165,0.13762222660523588,0.9372469380054147,0.034115353691651876,0.00407968,0.72,1,129365,128902,463,0.72,0.715255,2,128920
49433401,0.12870459258232397,0.12594636851230284,0.8623481546226925,0.03416453020626324,1.27992e-07,0.02,1,287754,287328,426,0.0,6.39797e-07,1,287346
12184681,0.050552356439684934,0.06303379594599796,0.8562752802943636,542.9602106372973,0.0339984,0.06,1,153623,153200,423,0.03,0.0264693,1,153214
55824761,0.13880048996786562,0.1259469982441454,0.8623481546226925,0.03424139221367638,0.00193589,0.0,1,260167,259741,426,0.0,7.86683e-12,1,259759
3248361,0.09009778886790237,0.12545864120023895,0.9595141438759536,0.0007382798080472499,0.691745,0.99,1,128930,128456,474,0.93,0.9324,2,128474
7011081,0.08674815721021756,0.07103422413982073,0.8643724460654688,542.9602106372973,0.00200772,0.07,1,136412,135985,427,0.09,0.0883154,1,135999
96074801,0.1380965578640728,0.1350346584641506,0.8603238631799162,0.03416453020626324,0.00967744,0.01,1,398189,397764,425,0.0,1.024e-07,1,397782
7265441,0.13544029065368196,0.1464605130155867,0.9453441037765196,0.0341664264728935,0.883821,0.83,2,145506,145039,467,0.82,0.816138,2,145058
64018261,0.12870443485610758,0.13854100536353314,0.8603238631799162,0.03424139221367638,0.00999997,0.0,1,288306,287881,425,0.0,1.64154e-10,1,287899
18746841,0.11806248930938945,0.11814603761145401,0.9453441037765196,0.0355067077271601,0.8984,0.86,2,139448,138981,467,0.83,0.829613,2,138999
29496901,0.1310053449009494,0.14760520807240293,0.8623481546226925,0.0341654151306907,0.0419551,0.04,1,199785,199359,426,0.05,0.0407711,1,199377
7921681,0.06373716404720235,0.050379964301566896,0.8663967375082451,0.04846604671389635,0.011673,0.11,1,58803,58375,428,0.11,0.105631,1,58395
67214801,0.10892272824766404,0.12121424858137435,0.8603238631799162,0.03416453020626324,0.00480017,0.04,1,347735,347310,425,0.0,1.28051e-05,1,347328
33663581,0.136106053013106,0.12733524209107225,0.8623481546226925,0.03408678327442265,0.0117331,0.01,1,156530,156104,426,0.03,0.0298244,1,156122
48621461,0.16391697039360315,0.11810337327912047,0.8663967375082451,0.034103091167442874,0.00806657,0.0,1,235389,234961,428,0.01,0.0096,1,234982
3529781,0.06462957897959301,0.08282233193369035,0.941295520890967,0.047990715878578255,0.756819,0.87,2,138436,137971,465,0.85,0.847967,2,137985
102286501,0.08832810071989541,0.12594668337822412,0.8542509888515873,0.03416453020626324,0.021142,0.0,1,418830,418408,422,0.0,1.26976e-07,1,418423
