#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
478173281,0.034497406,0.0056926496,0.91093117,0.11184939091915837,0.26085,0.55,1,1771699,1771249,450,0.35,0.38,1,1771271
149469041,0.031525057,0.0011086178,0.8724696,0.05647840531561462,0.12961,0.29,1,607782,607351,431,0.09,0.09,1,607361
13080941,0.034372013,0.018138796,0.93319833,1.6550387596899225,0.776784,0.66,2,86080,85619,461,0.72,0.72,2,85629
8582081,0.020654563,0.0018339051,0.9412955,1.0863787375415281,0.82208,0.71,2,80902,80437,465,0.71,0.708,2,80456
12206481,0.01905727,0.00032790293,0.9392713,1.5446659283868587,0.840724,0.73,2,83062,82598,464,0.74,0.73,2,82631
15390981,0.03305957,0.027870828,0.9412955,1.9470284237726099,0.843188,0.93,2,83589,83124,465,0.75,0.750001,2,83134
14246341,0.24373117,0.13987589,0.95141697,1.8025101513473607,0.762607,0.74,2,79424,78954,470,0.71,0.704224,2,78976
158478741,0.031628367,0.0011365527,0.8765182,0.08157991878922112,0.270817,0.08,1,607823,607390,433,0.05,0.05,1,607410
8696501,0.03778363,0.02629949,0.9372469,1.1007751937984496,0.778629,0.77,2,81227,80764,463,0.71,0.71,2,80774
155951541,0.03164619,0.004550253,0.87854254,0.07973421926910298,0.218353,0.15,1,608791,608357,434,0.11,0.1104,1,608375
10161221,0.031747133,0.00036307974,0.94331986,1.2860834256183094,0.895356,0.69,2,86520,86054,466,0.75,0.7452,2,86069
15407621,0.0315454,0.022672078,0.9473683,1.9492432631967516,0.798715,0.76,2,83601,83133,468,0.82,0.819993,2,83143
7625501,0.034075644,0.063030176,0.9392713,0.9653008490217793,0.858377,0.71,2,77408,76944,464,0.81,0.80976,2,76954
13194501,0.037109196,0.022926174,0.9372469,1.669435215946844,0.696668,0.6,1,86505,86042,463,0.73,0.729988,2,86052
150470761,0.031545244,0.0070533585,0.8825911,9.284791435954226,0.0699155,0.38,1,584432,583996,436,0.21,0.21,1,584006
6407441,0.031944923,0.0011486451,0.9453441,0.8113695090439277,0.727807,0.86,1,83804,83337,467,0.85,0.832,2,83390
6957001,0.041198563,0.0152431475,0.9352227,0.8809523809523809,0.702746,0.91,1,85770,85308,462,0.72,0.720001,2,85318
706228001,0.031545244,0.0,0.9493927,10.391288298265042,0.873798,0.03,2,2646483,2646014,469,0.03,0.03,1,2646024
7255681,0.24411128,0.21381128,0.9392713,0.9186046511627907,0.812561,0.78,2,86865,86401,464,0.76,0.759992,2,86411
724559281,0.04217457,0.02015079,0.8805668,0.016242155777039496,0.407339,0.28,1,2676763,2676328,435,0.3,0.289999,1,2676341
13479441,0.020454565,0.002132823,0.9412955,1.7056109265411592,0.635961,0.76,1,76634,76169,465,0.88,0.852,2,76188
13155801,0.08199997,0.12675463,0.92712545,1.6644518272425248,0.728296,0.82,1,75625,75167,458,0.72,0.71968,2,75177
4111561,0.039133135,0.011026116,0.8663967,0.5212255444813584,0.136748,0.04,1,55284,54856,428,0.05,0.0500008,1,54866
1200599921,0.018923046,0.020292478,0.90080965,0.019195275009228498,0.503922,0.5,1,4440534,4440089,445,0.31,0.332,1,4440111
482435801,0.03475355,0.067320384,0.87854254,0.015134736064968624,0.228843,0.09,1,1790908,1790474,434,0.25,0.248351,1,1790486
328731521,0.034447405,0.007178943,0.8987854,11.232004429678849,0.85016,0.37,2,1257535,1257091,444,0.32,0.326001,1,1257109
149052201,0.031545244,0.005548898,0.8724696,0.05444813584348468,0.0803954,0.29,1,606461,606030,431,0.11,0.11,1,606040
2966321,0.048471317,0.017305505,0.9493927,0.3763381321520856,0.689772,0.95,1,82403,81934,469,0.78,0.78,2,81944
8140521,0.03984732,0.009681986,0.86234814,1.030454042081949,0.0538881,0.0,1,68737,68311,426,0.0,1.03014e-07,1,68321
718552641,0.031545244,0.0025245633,0.88866395,0.02694721299372462,0.349692,0.32,1,2676914,2676475,439,0.16,0.179999,1,2676497
1224921,0.06940269,0.17636584,0.85425097,0.15614617940199335,0.0979972,0.14,1,35625,35203,422,0.0,1.63903e-12,1,35213
6905821,0.03662876,0.08828368,0.9392713,0.8744924326319675,0.763605,0.87,2,85647,85183,464,0.83,0.82992,2,85193
4841421,0.06437264,0.25193682,0.8603239,0.6135105204872646,0.00390973,0.06,1,67743,67318,425,0.05,0.049856,1,67328
3893981,0.031571113,0.038571864,0.9412955,0.49372462163159836,0.792897,0.88,2,74890,74425,465,0.81,0.809872,2,74435
2912021,0.031545874,0.015115548,0.9392713,0.3695090439276486,0.859058,0.72,2,82009,81545,464,0.77,0.76999,2,81555
241721,0.032285295,0.0027641763,0.8906882,0.031930601698043556,0.00586613,0.16,1,62589,62149,440,0.3,0.3,1,62159
11038561,0.049708523,0.018713111,0.8825911,1.3968253968253967,0.064364,0.17,1,68379,67943,436,0.17,0.168,1,67962
379821,0.031588934,0.12607247,0.86234814,0.049464747139165745,0.0486441,0.25,1,43007,42581,426,0.07,0.069984,1,42591
148063781,0.031545244,0.035266712,0.90080965,0.07751937984496124,0.731664,0.56,1,612935,612490,445,0.4,0.399999,1,612500
16489841,0.038418323,0.029640533,0.93117404,2.0860095976375046,0.771655,0.86,2,87409,86949,460,0.7,0.700026,2,86959
11016101,0.059758835,0.018499002,0.95141697,1.3940568475452197,0.702045,0.89,1,78839,78369,470,0.7,0.7012,2,78390
541021,0.037278906,0.12735839,0.8562753,0.06976744186046512,0.0898979,0.17,1,43470,43047,423,0.03,0.030032,1,43057
6579041,0.03447769,0.0047207847,0.9372469,0.8331487633813215,0.680927,0.74,1,73682,73219,463,0.76,0.747999,2,73236
1195907441,0.0316301,0.00066517154,0.8724696,0.021410114433370247,0.13799,0.18,1,4434658,4434227,431,0.0,1.2288e-10,1,4434249
473946521,0.032372676,0.12678108,0.86234814,0.027131782945736434,0.350779,0.28,1,1790664,1790238,426,0.09,0.08976,1,1790248
4840401,0.031526,0.0009081064,0.9412955,0.6133259505352529,0.713369,0.75,1,88983,88518,465,0.72,0.72,2,88528
1095361,0.03215091,0.0014179372,0.8663967,0.13990402362495385,0.205941,0.08,1,55242,54814,428,0.0,2.56013e-08,1,54824
7485301,0.08455766,0.025308136,0.95141697,0.9477667035806571,0.769549,0.87,2,87651,87181,470,0.73,0.732392,2,87202
1300221,0.049259003,0.055956557,0.93319833,0.1657438169066076,0.714704,0.7,1,76359,75898,461,0.73,0.729728,2,75908
9759381,0.036133815,0.03550932,0.9372469,1.2351421188630491,0.827966,0.79,2,85111,84648,463,0.74,0.739993,2,84658
4121741,0.04945269,0.16565254,0.86234814,0.5225175341454411,0.163574,0.13,1,65331,64905,426,0.09,0.089936,1,64915
7781281,0.064001046,0.08393916,0.9473683,0.9850498338870431,0.855425,0.7,2,77948,77480,468,0.79,0.778001,2,77525
2546341,0.15528336,0.1397704,0.8805668,0.3233665559246955,0.182658,0.03,1,50017,49582,435,0.0,0.00339201,1,49606
147553141,0.031545244,0.022677746,0.90080965,6.368955334071613,0.332304,0.41,1,585605,585160,445,0.4,0.399997,1,585170
3026001,0.041739877,0.023498917,0.9473683,0.3839055001845699,0.786262,0.89,2,82468,82000,468,0.84,0.839997,2,82010
6215061,0.046226714,0.09576002,0.9493927,0.7870062753783684,0.638492,0.98,1,72348,71879,469,0.88,0.879997,2,71889
472102801,0.03158152,0.00022168136,0.902834,2.8811369509043927,0.237802,0.51,1,1756371,1755925,446,0.37,0.362,1,1755945
8943181,0.036616772,0.1336927,0.9372469,1.131967515688446,0.786804,0.88,2,82115,81652,463,0.72,0.720154,2,81662
3761901,0.034114446,0.075827114,0.9352227,0.47692875599852347,0.69075,0.75,1,74422,73960,462,0.78,0.779808,2,73970
7959341,0.041647926,0.16380112,0.85829955,1.0075673680324844,0.0284112,0.14,1,68083,67659,424,0.03,0.029888,1,67669
473573581,0.03662529,0.12619591,0.8562753,0.02694721299372462,2.53744e-07,0.14,1,1789398,1788975,423,0.0,6.50117e-14,1,1788985
2257641,0.03356414,0.05493277,0.8744939,0.2868217054263566,0.0694328,0.26,1,59132,58700,432,0.2,0.199679,1,58710
1355761,0.03104052,0.012594746,0.9352227,0.17275747508305647,0.727456,0.6,1,76398,75936,462,0.74,0.739914,2,75946
7282521,0.03155471,0.005148278,0.9392713,0.9221114802510151,0.848107,0.94,2,87035,86571,464,0.75,0.75,2,86581
6380621,0.029023202,0.13858178,0.93319833,0.808047249907715,0.708273,0.91,1,83781,83320,461,0.74,0.739952,2,83330
1197785441,0.031545244,0.0,0.9392713,0.01864156515319306,0.523868,0.01,1,4429216,4428752,464,0.0,3.51843e-34,1,4428762
4243201,0.046586014,0.018649824,0.9453441,0.5378368401624215,0.733522,0.86,1,86709,86242,467,0.76,0.773977,2,86260
1200474301,0.046686802,0.15214966,0.8724696,0.017718715393133997,0.50471,0.24,1,4440093,4439662,431,0.15,0.149984,1,4439672
3752741,0.20370182,0.116520695,0.8825911,0.47582133628645257,2.3784e-06,0.0,1,44182,43746,436,0.0,4.45653e-12,1,43771
9285141,0.06586883,0.19649994,0.9372469,1.17515688445921,0.854049,0.78,2,83350,82887,463,0.71,0.710003,2,82897
4310181,0.069401115,8.880872e-06,0.9493927,0.5465116279069767,0.73535,0.83,1,76308,75839,469,0.71,0.7048,2,75861
