#Ack,Last Router Ocupation Router Arrival(Packets),Last Router Ocupation Router Arrival_ewma(Packets),Network Situation Router Arrival,Measure Time
207321,0,0.139974,1,31904
227761,0.06,0.0592008,1,32119
244641,0.03,0.03,1,32126
270641,0,7.1675e-08,1,32147
291201,0.18,0.162,1,32160
303281,0.03,0.0300384,1,32173
317001,0.17,0.16856,1,32177
340921,0,0.000719974,1,32337
349441,0,4.60783e-08,1,32555
352361,0,1.84313e-09,1,32555
359661,0,5.89802e-13,1,32555
365501,0,9.43684e-16,1,32555
382741,0.14,0.140007,1,32567
393341,0.09,0.090016,1,32579
397721,0.09,0.0900001,1,32579
408521,0.13,0.12936,1,32588
417281,0.13,0.13,1,32588
433721,0.09,0.09,1,32600
446161,0.17,0.17,1,32614
468001,0,0.026,1,32774
487781,0,8.51967e-13,1,32982
493381,0,0.0027648,1,32992
507741,0.03,0.029888,1,32999
515221,0.05,0.0476,1,33006
516681,0.05,0.04952,1,33006
523981,0.05,0.0499998,1,33006
527081,0.03,0.02984,1,33014
535601,0,0.00599999,1,33026
544361,0,3.83999e-07,1,33026
571601,0.05,0.0499808,1,33045
596961,0,0.00168,1,33207
599881,0,6.72e-05,1,33207
607181,0,2.1504e-08,1,33207
615481,0.01,0.0096,1,33408
623181,0,1.59744e-05,1,33418
632541,0,2.04472e-10,1,33426
635461,0,8.17889e-12,1,33426
639601,0.02,0.016,1,33433
663141,0,3.07198e-09,1,33442
674961,0,1.57285e-15,1,33466
686641,0,4.0265e-21,1,33466
714281,0.17,0.16832,1,33486
742361,0,4.09554e-09,1,33836
749841,0.04,0.032,1,33842
760241,0,5.9392e-07,1,33860
767541,0,1.90054e-10,1,33860
773381,0,3.04087e-13,1,33860
799361,0.09,0.0899968,1,33879
826801,0,0.021952,1,33916
841401,0,2.24788e-09,1,33916
859881,0,1.40788e-06,1,34080
887761,0.03,0.0299776,1,34279
896701,0,7.61597e-05,1,34294
914801,0.11,0.109952,1,34301
933921,0.06,0.058,1,34321
961181,0.03,0.029888,1,34343
965121,0,0.0059991,1,34355
972421,0,1.91971e-06,1,34355
996541,0,1.78749e-07,1,34514
1017801,0,5.85725e-18,1,34706
1019261,0,1.17145e-18,1,34706
1021701,0.03,0.0272,1,34721
1044801,0.05,0.05,1,34733
1047281,0.1,0.09,1,34736
1048741,0.11,0.106,1,34736
1052481,0,0.021968,1,34747
1077861,0,0.00359967,1,34768
1103461,0,4.47775e-06,1,34787
1110721,0.16,0.128,1,34789
1132781,0,1.2348e-10,1,35132
1156481,0,1.61848e-22,1,35157
1157941,0,3.23696e-23,1,35157
1170001,0.12,0.096,1,35161
1174381,0.13,0.129728,1,35161
1179581,0,0.000207565,1,35173
1197481,0.11,0.109998,1,35178
1216621,0,2.56098e-08,1,35199
1223461,0,8.19514e-12,1,35213
1224921,0,1.63903e-12,1,35213
1238241,0,1.67836e-19,1,35223
1242621,0,1.34269e-21,1,35223
1257161,0,5.49966e-30,1,35371
1275681,0,9.01063e-40,1,35578
1281521,0,1.4417e-42,1,35578
1304581,0.09,0.0868,1,35597
1318541,0,2.30072e-07,1,35608
1344321,0,4.0064e-05,1,35635
1365521,0,1.31282e-15,1,35657
1378421,0.07,0.0656,1,35662
1404221,0,6.87865e-16,1,36009
1420661,0,2.81749e-24,1,36020
1429421,0,1.80319e-28,1,36020
1431461,0.05,0.0464,1,36030
1432921,0.05,0.04928,1,36030
1451841,0,0.00599999,1,36048
1468281,0.09,0.08896,1,36054
1469941,0.03,0.0307584,1,36059
1495141,0,1.96807e-13,1,36077
