#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
4904241,0.04775697470642938,0.044232836920402675,0.8582995717371399,0.02528608342561831,0.00327348,0.08,1,58484,58060,424,0.0,5.12e-09,1,58070
1763681,0.07974448229719609,0.08812687810950727,0.9493926866620721,0.0103359173126615,0.823258,0.93,2,103077,102608,469,0.93,0.931658,2,102620
4539621,0.03259506897633914,0.020419842159860303,0.8603238631799162,0.02454780361757106,0.000691773,0.0,1,47195,46770,425,0.0,3.93216e-11,1,46780
20202221,0.03409220622240706,0.1387908514720694,0.9352226465626384,0.02399409376153562,0.86348,0.94,2,101052,100590,462,0.8,0.799952,2,100600
11897401,0.1047656960882281,0.18896835698625278,0.8542509888515873,0.032668881506090805,0.0514235,0.1,1,71399,70977,422,0.0,8.84159e-12,1,70987
3683681,0.04432642949973141,0.025437073182508523,0.8765181947221264,0.023440383905500184,0.00835365,0.0,1,54266,53833,433,0.16,0.167616,1,53847
1478981,0.1496009503620656,0.05048434235447147,0.8987854005926653,0.010151347360649687,0.20813,0.23,1,70251,69807,444,0.2,0.200749,1,69830
16220061,0.09651677269672937,0.3644667498601148,0.941295520890967,0.022886674049464747,0.909334,0.84,2,97599,97134,465,0.81,0.809888,2,97144
13944761,0.031569848569739746,0.005806080358528969,0.9473683952192958,0.02602436323366556,0.921933,0.94,2,89291,88823,468,0.77,0.770001,2,88833
12983781,0.057247203420995374,0.15507634665255274,0.9453441037765196,0.029715762273901807,0.871788,0.94,2,96956,96489,467,0.87,0.868432,2,96501
6217141,0.03366934223623891,0.021294224823256963,0.8603238631799162,0.02676264304171281,0.0018074,0.0,1,62811,62386,425,0.0,1.86122e-12,1,62396
19067361,0.019363732134983762,0.0012626721688608793,0.941295520890967,0.02399409376153562,0.72512,0.8,1,96559,96094,465,0.78,0.77,2,96124
7463041,0.018927145967988817,4.8366711600897745e-05,0.8785424861649027,0.03617571059431524,0.28232,0.14,1,76868,76434,434,0.2,0.17,1,76449
3783741,0.05240690129211503,0.10058376112017721,0.9331983551198622,0.016242155777039496,0.591378,0.72,1,85279,84818,461,0.75,0.747472,2,84829
13776061,0.032352801507948885,0.13000593483537565,0.8704453203937976,0.032668881506090805,0.189882,0.31,1,77889,77459,430,0.14,0.140112,1,77469
16464661,0.0863178800918786,0.02960274932105294,0.9493926866620721,0.022517534145441123,0.811679,0.85,2,98401,97932,469,0.79,0.788797,2,97949
5328141,0.05740729553064128,0.1812903514958215,0.8562752802943636,0.025655223329641933,0.002944,0.0,1,49780,49357,423,0.0,9.1947e-09,1,49367
852641,0.10065992494912213,0.11706856642883126,0.9271254807915332,0.007382798080472499,0.706343,0.76,1,109619,109161,458,0.73,0.729667,2,109173
3545781,0.15798804191913066,0.004256940025827644,0.888663943378784,0.031746031746031744,0.230735,0.14,1,63856,63417,439,0.16,0.1548,1,63438
13471441,0.2586583767985352,0.26968423590657487,0.8765181947221264,0.005906238464377999,0.250259,0.23,1,144803,144370,433,0.23,0.231826,1,144408
7306981,0.031545243279981365,0.03148659212807571,0.9473683952192958,0.01199704688076781,0.89,0.89,2,92154,91686,468,0.9,0.901559,2,91704
1757121,0.033698048407623686,0.04011990082367279,0.8724696118365739,0.014027316352897749,0.101198,0.18,1,69383,68952,431,0.13,0.129949,1,68966
12613761,0.035860632560682816,0.023224510353668647,0.9493926866620721,0.030269472129937247,0.920128,0.95,2,95579,95110,469,0.87,0.870006,2,95120
11091821,0.059377769152125316,0.11466283335728564,0.9534412695476248,0.03248431155407899,0.808836,0.96,2,89884,89413,471,0.91,0.91,2,89423
19299521,0.03174886782535365,0.0011158580614156943,0.9433198123337433,0.02528608342561831,0.850329,0.85,2,97787,97321,466,0.71,0.71,2,97331
13787281,0.03701708117932693,0.04827083492786775,0.9372469380054147,0.028608342561830934,0.768134,0.79,2,99815,99352,463,0.83,0.812006,2,99369
21013421,0.06207094429715373,0.14025828409819838,0.9392712294481907,0.021040974529346623,0.686499,0.84,1,103500,103036,464,0.78,0.779904,2,103046
9103121,0.24970741401784047,0.22715687024878942,0.9271254807915332,0.009597637504614249,0.690225,0.75,1,109559,109101,458,0.72,0.717429,2,109129
4114281,0.0753283059642151,0.05865196435249431,0.9493926866620721,0.012550756736803248,0.69849,0.85,1,114574,114105,469,0.84,0.838715,2,114120
5379921,0.13564454610391985,0.13539234615072554,0.9453441037765196,0.01568844592100406,0.838,0.84,2,91119,90652,467,0.93,0.915661,2,90674
17448081,0.0240349517598834,0.06398107007017113,0.9493926866620721,0.028054632705795498,0.85215,0.91,2,91047,90578,469,0.87,0.877824,2,90595
13835961,0.031702811770164874,0.1892218240528838,0.8724696118365739,0.021225544481358435,0.47359,0.39,1,88729,88298,431,0.19,0.19088,1,88308
6447801,0.03168609279122648,0.08830572195279474,0.8704453203937976,0.02694721299372462,0.0499717,0.13,1,53496,53066,430,0.17,0.16896,1,53076
8243061,0.031545243279981365,0.030348036956724493,0.8623481546226925,0.03617571059431524,0.22616,0.21,1,79492,79066,426,0.03,0.0300064,1,79076
7180081,0.21486411555293705,0.2001571174989645,0.9331983551198622,0.01273532668881506,0.885254,0.67,2,98674,98213,461,0.82,0.813507,2,98227
16533641,0.031545243279981365,0.0,0.9453441037765196,0.023809523809523808,0.995,0.32,2,113178,112711,467,0.26,0.26,1,112721
8834801,0.041666534586363387,0.0884615805838287,0.8704453203937976,0.02768549280177187,0.106186,0.22,1,71480,71050,430,0.16,0.157792,1,71064
726761,0.09828377949905753,0.10463120510528072,0.8643724460654688,0.02768549280177187,0.00649728,0.0,1,54708,54281,427,0.1,0.09888,1,54291
2305341,0.14720319642035423,0.1568214910212513,0.9331983551198622,0.008121077888519748,0.796372,0.8,2,98421,97960,461,0.76,0.751775,2,97986
19750441,0.282602793710205,0.30036949426499104,0.9352226465626384,0.02454780361757106,0.79735,0.81,2,99565,99103,462,0.77,0.769919,2,99113
10949341,0.056836326627273615,0.16465755920416553,0.8765181947221264,0.029715762273901807,0.163641,0.27,1,78481,78048,433,0.17,0.170048,1,78058
3166801,0.056781437903966454,0.06599589710044669,0.9453441037765196,0.01716500553709856,0.90968,0.73,2,82999,82532,467,0.84,0.841696,2,82548
10322421,0.15804955514352662,0.0012094991864045916,0.8927125262643365,0.030823181985972684,0.0259917,0.13,1,66233,65792,441,0.03,0.03,1,65821
3711321,0.05701108727504472,0.0830432103774688,0.8603238631799162,0.014396456256921373,0.0802709,0.02,1,69603,69178,425,0.08,0.0752299,1,69190
572321,0.03760681950244618,0.03954715971286309,0.8846153604932314,0.01273532668881506,0.161029,0.3,1,64321,63884,437,0.32,0.318239,1,63896
5848441,0.03572451483592969,0.035142185474145306,0.9230768979059807,0.01273532668881506,0.44036,0.61,1,85429,84973,456,0.77,0.757586,2,84985
9686381,0.03260327073959193,0.011119411293549618,0.8643724460654688,0.03063861203396087,0.0391449,0.1,1,64097,63670,427,0.02,0.0200002,1,63680
1249041,0.05242362027105343,0.14200956835236195,0.8744939032793502,0.01937984496124031,0.181522,0.15,1,76456,76024,432,0.14,0.14,1,76043
16817641,0.05433873199058109,0.1261481975678438,0.9331983551198622,0.021963824289405683,0.665241,0.89,1,99733,99272,461,0.75,0.74968,2,99282
2390961,0.03305862632633847,0.00556185460668755,0.8623481546226925,0.02177925433739387,0.0699853,0.0,1,49965,49539,426,0.0,8.95909e-07,1,49627
4841201,0.06021434900391042,0.03929731360432681,0.8704453203937976,0.023809523809523808,0.198183,0.2,1,58158,57728,430,0.12,0.124,1,57748
5433801,0.05901909973603193,0.05680086760128474,0.9473683952192958,0.01347360649686231,0.805516,0.89,2,83598,83130,468,0.85,0.855665,2,83143
14101581,0.037101306978884474,0.11768916715967563,0.9473683952192958,0.025839793281653745,0.847102,0.91,2,89797,89329,468,0.89,0.88992,2,89339
6679521,0.10641567003798752,0.11434308701422502,0.9433198123337433,0.012919896640826873,0.72247,0.8,1,96704,96238,466,0.81,0.806796,2,96252
2544881,0.0321479151528454,0.0145462702911048,0.8724696118365739,0.01937984496124031,0.386159,0.19,1,80823,80392,431,0.17,0.154,1,80420
7723801,0.17497515542540062,0.11889856716331502,0.9331983551198622,0.014211886304909561,0.631139,0.65,1,84362,83901,461,0.76,0.760786,2,83913
5443781,0.05883282507446364,0.0045924611515444184,0.8866396519360077,0.03451458102620893,0.151142,0.26,1,70272,69834,438,0.21,0.208399,1,69851
721241,0.041676944516645775,0.03261617362067043,0.8846153604932314,0.009597637504614249,0.121678,0.24,1,66017,65580,437,0.28,0.278205,1,65592
6555541,0.032554691064940765,0.005543576639957202,0.880566777607679,0.03580657069029162,0.210399,0.22,1,73819,73384,435,0.13,0.130799,1,73402
23115461,0.18861531861966455,0.0659784220418156,0.9574898524331773,0.01808785529715762,0.853098,0.68,2,110926,110453,473,0.93,0.917998,2,110469
8693241,0.13334190107069763,0.0402170369603879,0.9170040235776519,0.013104466592838687,0.458157,0.49,1,88414,87961,453,0.32,0.322735,1,87987
4332961,0.08273292091932512,0.09699712341086812,0.8947368177071128,0.014396456256921373,0.327499,0.41,1,79089,78647,442,0.38,0.379833,1,78659
7666481,0.19559785821968842,0.19957461554459507,0.955465560990401,0.011443337024732374,0.860156,0.82,2,101324,100852,472,0.83,0.827455,2,100873
6899761,0.1345576547467081,0.12193261518077639,0.9493926866620721,0.013104466592838687,0.924759,0.89,2,97542,97073,469,0.89,0.89,2,97091
3102501,0.03671361593897351,0.03660174645224225,0.880566777607679,0.011812476928755998,0.158393,0.29,1,78058,77623,435,0.27,0.271673,1,77635
6901441,0.018968785689118393,0.00026439606275866455,0.8684210289510214,0.026393503137689185,0.143777,0.09,1,65022,64593,429,0.03,0.028,1,64630
2858161,0.03184839306790198,0.0011699142427811747,0.8663967375082451,0.02159468438538206,0.141497,0.13,1,51645,51217,428,0.0,5.98015e-08,1,51227
2410461,0.23535432832544895,0.2973845653312495,0.9331983551198622,0.008121077888519748,0.784436,0.86,2,99266,98805,461,0.8,0.792224,2,98827
7131281,0.052800270475816403,0.023356124308764,0.8623481546226925,0.02768549280177187,0.000627202,0.0,1,55794,55368,426,0.0,2.78528e-09,1,55384
2059621,0.05678553878559285,0.00018198777951145838,0.8765181947221264,0.021040974529346623,0.000128066,0.16,1,39011,38578,433,0.0,5.85725e-18,1,38600
6826761,0.06776628024513796,0.08169086124556794,0.9493926866620721,0.013289036544850499,0.836611,0.87,2,97161,96692,469,0.8,0.800729,2,96709
377541,0.031040519387501662,0.022670661198135794,0.8846153604932314,0.019010705057216686,0.141853,0.21,1,43427,42990,437,0.26,0.259993,1,43000
1660261,0.031729309774520056,0.0014219313518446864,0.8684210289510214,0.020487264673311186,0.0473856,0.0,1,37707,37278,429,0.01,0.008,1,37296
19395121,0.16888376894803622,0.14420355409184626,0.9291497722343095,0.013104466592838687,0.667255,0.79,1,109475,109016,459,0.75,0.753267,2,109041
7228841,0.11792132434571152,0.14543719877142428,0.8542509888515873,0.027870062753783682,0.0387599,0.08,1,56060,55638,422,0.0,2.55426e-07,1,55648
10014181,0.034609863664631556,0.027909715262326308,0.8744939032793502,0.029900332225913623,0.292255,0.23,1,75372,74940,432,0.18,0.179997,1,74950
7204921,0.35961735065395156,0.38288010893661345,0.8542509888515873,0.027870062753783682,0.000239412,0.06,1,55897,55475,422,0.0,7.936e-05,1,55485
5349121,0.03724767690770359,0.0455063121390227,0.955465560990401,0.013658176448874123,0.778832,0.88,2,83172,82700,472,0.95,0.948308,2,82712
7374041,0.07839891994508849,0.04902446651045324,0.8623481546226925,0.028054632705795498,1.75363e-05,0.0,1,56590,56164,426,0.0,1.11411e-10,1,56174
17249861,0.1680225838064927,0.06358575590600313,0.9534412695476248,0.016611295681063124,0.854576,0.88,2,100949,100478,471,0.77,0.769171,2,100499
5201901,0.032555637422239166,0.0110873736860593,0.8643724460654688,0.024363233665559248,0.148046,0.03,1,59409,58982,427,0.0,7.67999e-08,1,58992
10068241,0.03205801120949746,0.003558945251532462,0.8623481546226925,0.03045404208194906,0.140802,0.1,1,65360,64934,426,0.0,8.18937e-12,1,64955
892761,0.03356413884990017,0.00403258231361904,0.8866396519360077,0.018272425249169437,0.357357,0.2,1,75239,74801,438,0.24,0.239999,1,74811
5396981,0.046687117780588816,0.013402488345460322,0.8704453203937976,0.025839793281653745,1.54355e-05,0.0,1,49988,49558,430,0.0,1.02399e-09,1,49577
19741281,0.03643869914378847,0.007723991658234316,0.9473683952192958,0.024732373569582872,0.823913,0.82,2,99286,98818,468,0.83,0.83,2,98864
7650801,0.08403778990760155,0.06074834165638159,0.9453441037765196,0.014396456256921373,0.675333,0.87,1,83980,83513,467,0.84,0.837592,2,83528
4463081,0.038591188818998,0.009229711980391025,0.8623481546226925,0.024363233665559248,0.108546,0.06,1,46825,46399,426,0.01,0.01,1,46409
1132961,0.058506174080299435,0.03254312472693329,0.9311740636770858,0.007751937984496124,0.847512,0.65,2,91786,91326,460,0.75,0.743666,2,91338
