#Ack,Last Router Ocupation Router Arrival(Packets),Last Router Ocupation Router Arrival_ewma(Packets),Network Situation Router Arrival,Measure Time
74461,0,4.46451e-05,1,31695
90521,0.09,0.0879032,1,31703
115341,0.2,0.199516,1,31713
129941,0.03,0.024063,1,32119
140161,0.08,0.0775806,1,32123
162061,0.18,0.177581,1,32133
164981,0.19,0.187903,1,32135
183961,0.28,0.277581,1,32143
189801,0.3,0.299516,1,32145
214621,0.06,0.0575746,1,32543
230681,0.13,0.127903,1,32551
254041,0.24,0.237581,1,32561
259881,0.26,0.259516,1,32563
283241,0.37,0.367903,1,32575
300761,0,0.0879032,1,32746
302221,0,0.0175806,1,32746
318281,0.09,0.0879032,1,32754
336341,0,0.0023806,1,32972
362781,0.07,0.0700002,1,32982
380021,0.03,0.0308,1,33001
390241,0.03,0.03,1,33001
404801,0.01,0.00999999,1,33012
407721,0.01,0.01,1,33012
426421,0,8.31934e-06,1,33031
438901,0,4.2595e-12,1,33177
443281,0,3.4076e-14,1,33177
461581,0,2.53952e-08,1,33390
474661,0,0.000399974,1,33410
496101,0.13,0.129989,1,33415
516261,0.07,0.066,1,33437
535201,0.05,0.0499936,1,33448
556221,0.05,0.0499999,1,33460
573881,0,1.52781e-08,1,33621
598461,0,2.00253e-20,1,33824
612561,0.08,0.064,1,33844
632561,0,4.60757e-08,1,33856
650841,0.16,0.15912,1,33868
667301,0,1.63804e-08,1,33880
688481,0.04,0.042,1,33902
715741,0,7.424e-05,1,34251
735501,0.07,0.069824,1,34266
762561,0,1.536e-08,1,34287
782741,0.01,0.01,1,34300
786661,0,0.0004,1,34315
798341,0,1.024e-09,1,34315
821401,0.18,0.17968,1,34330
838661,0,7.37017e-10,1,34487
864681,0,1.26976e-07,1,34697
867601,0,5.07904e-09,1,34697
869061,0,1.01581e-09,1,34697
895901,0,4.5052e-10,1,34718
897941,0.03,0.0272,1,34729
909621,0.03,0.03,1,34729
915841,0.05,0.0499808,1,34738
927081,0,6.39951e-07,1,34748
938721,0,1.63827e-12,1,34759
949521,0.12,0.096,1,34765
967861,0,1.32841e-08,1,34906
976361,0,6.656e-06,1,35110
986581,0,8.51967e-11,1,35110
991961,0.01,0.0096,1,35123
996541,0,1.536e-05,1,35132
1022341,0,4.02653e-18,1,35155
1043361,0.07,0.0699999,1,35164
1070801,0,2.23988e-05,1,35197
1083941,0,1.14682e-11,1,35197
1104481,0,0.0008704,1,35541
1116161,0,2.22822e-09,1,35541
1138601,0,4.03701e-11,1,35575
1160021,0,2.6457e-22,1,35601
1162941,0,1.05828e-23,1,35601
1171701,0,6.77298e-28,1,35601
1200801,0,4.16e-05,1,35630
1220561,0,1.57696e-05,1,35763
1231801,0,4.03701e-11,1,35779
1258421,0,4.23311e-25,1,35994
1276921,0,0.000399954,1,36012
1292521,0,8.19105e-12,1,36027
1313941,0.11,0.104,1,36047
1319781,0.11,0.10999,1,36047
1341201,0.07,0.069968,1,36064
1359921,0,2.21179e-10,1,36212
1386961,0,1.15961e-23,1,36421
1406921,0.09,0.08896,1,36439
1433141,0,5.89769e-13,1,36471
1444781,0.11,0.10976,1,36476
1457901,0,2.81477e-07,1,36488
1471621,0,2.88232e-14,1,36502
1475761,0,2.30586e-16,1,36633
1500321,0,6.04466e-29,1,36828
1517161,0,6.38157e-07,1,36850
1528801,0,3.26736e-13,1,36870
1536101,0,1.04555e-16,1,36870
1543361,0,3.34577e-20,1,36880
1564181,0,1.02367e-09,1,36903
1572901,0.01,0.008,1,36913
1597861,0.1,0.0971974,1,36926
1599321,0.1,0.0994395,1,36926
1604721,0,0.00600942,1,37062
1607641,0,0.000240377,1,37062
1617001,0.01,0.0096,1,37069
1622401,0,0.00199936,1,37077
1636161,0,2.04734e-10,1,37260
1660261,0.01,0.008,1,37296
1668581,0,0.000399872,1,37303
1670041,0,7.99744e-05,1,37303
1678361,0,5.11836e-09,1,37314
1701041,0,6.70873e-21,1,37342
1711261,0,8.58717e-26,1,37342
1726401,0.16,0.142,1,37356
1747441,0,2.59275e-08,1,37493
1757401,0,3.4816e-05,1,37693
1774041,0.07,0.06912,1,37702
1795461,0.03,0.0272,1,37733
1806901,0.05,0.0476,1,37739
1820841,0,1.27754e-07,1,37764
1823761,0,5.11017e-09,1,37764
1829161,0.01,0.0096,1,37770
1841861,0,6.39795e-07,1,37782
1861421,0.05,0.0499998,1,37792
1864341,0.05,0.05,1,37792
