#Ack,Last Router Ocupation Router Arrival(Packets),Last Router Ocupation Router Arrival_ewma(Packets),Network Situation Router Arrival,Measure Time
0,0.8,0.8,2,100010
1,0.7,0.72,2,100471
1,0.71,0.712,2,100471
1461,0.71,0.7104,2,100471
2921,0.71,0.71008,2,100471
4381,0.71,0.710016,2,100471
5841,0.71,0.710003,2,100471
7301,0.71,0.710001,2,100471
8761,0.71,0.71,2,100471
10221,0.71,0.71,2,100471
11681,0.71,0.71,2,100471
13141,0.71,0.71,2,100471
407341,0.33,0.330065,1,105347
417561,0.32,0.3204,1,105376
525601,0.01,0.0113945,1,106712
529981,0,0.00169116,1,106731
537281,0.13,0.132877,1,106756
886221,0.34,0.347134,1,110280
1159241,0.35,0.368327,1,112985
