#Ack,Last Router Ocupation Router Arrival(Packets),Last Router Ocupation Router Arrival_ewma(Packets),Network Situation Router Arrival,Measure Time
40881,0.95,0.95,2,91181
175201,0.75,0.75,2,92409
176661,0.73,0.734,2,92414
178121,0.89,0.8588,2,92427
179581,0.85,0.85176,2,92433
181041,0.85,0.850352,2,92447
182501,0.83,0.83407,2,92452
183961,0.81,0.814814,2,92465
185421,0.78,0.786963,2,92472
186881,0.7,0.717393,2,92486
188341,0.8,0.783479,2,92492
189801,0.8,0.796696,2,92499
153301,0.13,0.144503,1,92595
154761,0.07,0.0849006,1,92600
211141,0.01,0.008,1,92649
212601,0.03,0.0256,1,92867
338161,0.92,0.92,2,93956
339621,0.93,0.928,2,93956
341081,0.93,0.9296,2,93956
457881,0.34,0.3692,1,95260
490001,0,0.00211971,1,95483
492921,0.94,0.752085,2,95693
494381,0.95,0.910417,2,95693
495841,0.95,0.942083,2,95693
506061,0.87,0.87,2,95804
507521,0.88,0.878,2,95804
508981,0.88,0.8796,2,95804
598041,0.15,0.151967,1,96696
609721,0.11,0.111103,1,96726
625781,0.29,0.291665,1,96844
638921,0.38,0.378285,1,96857
663741,0.1,0.100124,1,97167
684181,0.24,0.237165,1,97291
692941,0.19,0.16512,1,97504
704621,0.19,0.191667,1,97571
723601,0.04,0.0384456,1,97706
733821,0.14,0.140787,1,97724
748421,0.33,0.308028,1,97980
774701,0.2,0.182548,1,98129
784921,0.2,0.197197,1,98149
795141,0.12,0.141577,1,98344
840401,0.23,0.223661,1,98586
891501,0.33,0.333321,1,99018
963041,0.8,0.777421,2,99750
964501,0.81,0.803484,2,99750
965961,0.8,0.800697,2,99756
967421,0.81,0.808139,2,99756
968881,0.81,0.809628,2,99768
970341,0.82,0.817926,2,99768
971801,0.81,0.811585,2,99770
973261,0.82,0.818317,2,99770
974721,0.81,0.811663,2,99776
976181,0.82,0.818333,2,99776
977641,0.82,0.819667,2,99780
979101,0.83,0.827933,2,99780
980561,0.82,0.821587,2,99784
982021,0.83,0.828317,2,99784
983481,0.83,0.829663,2,99784
984941,0.71,0.733933,2,99874
986401,0.72,0.722787,2,99874
987861,0.71,0.712557,2,99880
989321,0.72,0.718511,2,99880
990781,0.79,0.775702,2,99882
992241,0.8,0.79514,2,99882
993701,0.71,0.727028,2,99888
995161,0.72,0.721406,2,99888
1005381,0.79,0.769652,2,99915
1006841,0.8,0.79393,2,99915
1008301,0.73,0.742786,2,100115
1009761,0.74,0.740557,2,100115
1011221,0.74,0.740111,2,100115
1015601,0.84,0.798561,2,100203
1017061,0.85,0.839712,2,100203
1018521,0.89,0.879942,2,100212
1019981,0.9,0.895988,2,100212
1021441,0.89,0.891198,2,100218
1022901,0.9,0.89824,2,100218
1024361,0.89,0.891648,2,100230
1025821,0.9,0.89833,2,100230
1027281,0.9,0.899666,2,100230
1028741,0.91,0.907933,2,100232
1030201,0.92,0.917587,2,100232
1031661,0.92,0.919517,2,100238
1033121,0.93,0.927903,2,100238
1034581,0.92,0.921581,2,100242
1036041,0.93,0.928316,2,100242
1037501,0.91,0.913663,2,100246
1038961,0.92,0.918733,2,100246
1040421,0.91,0.911747,2,100248
1041881,0.92,0.918349,2,100248
1043341,0.92,0.91967,2,100333
1044801,0.93,0.927934,2,100333
1046261,0.9,0.905587,2,100339
1047721,0.91,0.909117,2,100339
1049181,0.83,0.845823,2,100345
1050641,0.84,0.841165,2,100345
1052101,0.94,0.920233,2,100349
1053561,0.95,0.944047,2,100349
1055021,0.94,0.940809,2,100357
1056481,0.95,0.948162,2,100357
1057941,0.8,0.829632,2,100369
1059401,0.81,0.813926,2,100369
1060861,0.92,0.898785,2,100373
1062321,0.93,0.923757,2,100373
1063781,0.82,0.840751,2,100379
1065241,0.83,0.83215,2,100379
1309061,0.92,0.92,2,102166
1310521,0.93,0.928,2,102166
1311981,0.88,0.8896,2,102175
1313441,0.89,0.88992,2,102175
1314901,0.89,0.889984,2,102175
1316361,0.84,0.849997,2,102183
1317821,0.85,0.849999,2,102183
1319281,0.8,0.81,2,102191
1320741,0.81,0.81,2,102191
1322201,0.75,0.762,2,102201
1323661,0.76,0.7604,2,102201
1325121,0.71,0.72008,2,102210
1326581,0.72,0.720016,2,102210
1328041,0.72,0.720003,2,102210
1329501,0.83,0.808001,2,102221
1330961,0.84,0.8336,2,102221
1332421,0.79,0.79872,2,102229
1333881,0.8,0.799744,2,102229
1335341,0.75,0.759949,2,102239
1336801,0.76,0.75999,2,102239
1338261,0.71,0.719998,2,102249
1339721,0.72,0.72,2,102249
1341181,0.72,0.72,2,102249
1358701,0.85,0.784032,2,102302
1360161,0.86,0.844806,2,102302
1370381,0,1.08135e-05,1,102490
1383521,0.02,0.01984,1,102593
1392281,0.03,0.0315072,1,102624
1510541,0.77,0.77,2,103113
1512001,0.78,0.778,2,103113
1513461,0.78,0.7796,2,103113
1544121,0.84,0.84,2,103200
1545581,0.85,0.848,2,103200
1547041,0.85,0.8496,2,103200
1865761,0.89,0.89,2,104508
1867221,0.9,0.898,2,104508
1868681,0.9,0.8996,2,104508
1869921,0.91,0.90792,2,104519
1871381,0.92,0.917584,2,104519
1872841,0.92,0.919517,2,104519
1768001,0.91,0.91,2,104600
1770081,0.9,0.902,2,104605
1771541,0.9,0.9004,2,104606
1773001,0.83,0.84408,2,104611
1774461,0.85,0.848816,2,104615
1776741,0.83,0.833763,2,104623
1778201,0.83,0.830753,2,104627
1779661,0.82,0.822151,2,104632
1781941,0.79,0.79643,2,104641
1783401,0.76,0.767286,2,104647
1784861,0.75,0.753457,2,104654
1786321,0.71,0.718691,2,104662
1812521,0.19,0.199451,1,104740
1819601,0.07,0.0777556,1,104756
1821461,0.01,0.0235511,1,104761
1825621,0.01,0.010542,1,104780
1851621,0.01,0.00800462,1,104860
2062961,0.95,0.95,2,106354
2064821,0.94,0.942,2,106361
2066281,0.88,0.8924,2,106364
2067941,0.85,0.85848,2,106367
2069401,0.81,0.819696,2,106371
2102881,0.82,0.764,2,106420
2104341,0.83,0.8168,2,106420
2105801,0.83,0.82736,2,106420
2107261,0.83,0.829472,2,106420
2108721,0.83,0.829894,2,106420
2110181,0.83,0.829979,2,106420
2111641,0.83,0.829996,2,106420
2113101,0.83,0.829999,2,106420
2114561,0.83,0.83,2,106420
2116021,0.83,0.83,2,106420
2117481,0.83,0.83,2,106420
2118941,0.83,0.83,2,106420
2120401,0.83,0.83,2,106420
2121861,0.83,0.83,2,106420
2123321,0.83,0.83,2,106420
2124781,0.83,0.83,2,106420
2126241,0.83,0.83,2,106420
2127701,0.83,0.83,2,106420
2129161,0.83,0.83,2,106420
2130621,0.83,0.83,2,106420
2132081,0.83,0.83,2,106420
2133541,0.83,0.83,2,106420
2135001,0.83,0.83,2,106420
2136461,0.83,0.83,2,106420
2137921,0.83,0.83,2,106420
2139381,0.83,0.83,2,106420
2140841,0.83,0.83,2,106420
2142301,0.83,0.83,2,106420
2143761,0.83,0.83,2,106420
2145221,0.83,0.83,2,106420
2146681,0.83,0.83,2,106420
2148141,0.83,0.83,2,106420
2149601,0.83,0.83,2,106420
2151061,0.83,0.83,2,106420
2152521,0.83,0.83,2,106420
2153981,0.83,0.83,2,106420
2155441,0.83,0.83,2,106420
2156901,0.83,0.83,2,106420
2158361,0.83,0.83,2,106420
2159821,0.83,0.83,2,106420
2161281,0.83,0.83,2,106420
2162741,0.83,0.83,2,106420
2164201,0.83,0.83,2,106420
2165661,0.83,0.83,2,106420
2275161,0.9,0.9,2,107645
2365001,0.35,0.360935,1,108080
2367921,0.18,0.185637,1,108096
2370841,0.18,0.180226,1,108096
2385441,0.18,0.18,1,108096
2390961,0.01,0.044,1,108422
2420161,0.02,0.02,1,108422
2455201,0.35,0.35,1,108844
2478561,0.2,0.199134,1,108952
2550101,0.71,0.701666,2,109426
2551561,0.72,0.716333,2,109426
2573461,0.74,0.729309,2,109493
2574921,0.95,0.905862,2,109734
2577841,0.95,0.95,2,109736
2580761,0.95,0.95,2,109738
2583681,0.95,0.95,2,109740
2586601,0.95,0.95,2,109742
2626021,0.9,0.9,2,109922
2627481,0.91,0.908,2,109922
2628941,0.91,0.9096,2,109922
2630401,0.94,0.93392,2,109924
2631861,0.95,0.946784,2,109924
2826041,0.94,0.94,2,111403
2827501,0.95,0.948,2,111403
2828961,0.86,0.8776,2,111419
2830421,0.87,0.87152,2,111419
2837721,0.93,0.93,2,111680
2839181,0.94,0.938,2,111680
2840641,0.93,0.9316,2,111695
2842101,0.94,0.93832,2,111695
2843561,0.85,0.867664,2,111710
2845021,0.86,0.861533,2,111710
2846481,0.87,0.868307,2,111721
2847941,0.88,0.877661,2,111721
2849401,0.86,0.863532,2,111731
2850861,0.87,0.868706,2,111731
2852321,0.74,0.765741,2,111746
2853781,0.75,0.753148,2,111746
2855241,0.7,0.71063,2,111758
2856701,0.71,0.710126,2,111758
2866921,0.92,0.898774,2,111815
2868381,0.93,0.923755,2,111815
2869841,0.84,0.856751,2,111823
2871301,0.85,0.85135,2,111823
2872761,0.78,0.79427,2,111829
2874221,0.79,0.790854,2,111829
2875681,0.68,0.702171,2,111839
3027521,0,0.00041066,1,113254
3033361,0.17,0.165441,1,113286
3036281,0.17,0.169818,1,113300
3066941,0.83,0.83,2,113683
3081541,0.83,0.842,2,113815
3083001,0.88,0.8724,2,113819
3084461,0.89,0.88648,2,113820
3085921,0.83,0.841296,2,113826
3088841,0.31,0.331252,1,113915
3107821,0.38,0.37638,1,114160
3135561,0.18,0.178845,1,114475
3145781,0.4,0.397603,1,114583
3151621,0.36,0.36262,1,114651
3180821,0.4,0.397694,1,115020
3186661,0.4,0.398332,1,115024
3280101,0.36,0.363148,1,116055
3326821,0.39,0.390317,1,116528
3335581,0.39,0.395123,1,116667
3395441,0.36,0.387587,1,117299
3455301,0.72,0.714055,2,117932
3456761,0.72,0.718811,2,117932
3458221,0.73,0.727762,2,117936
3459681,0.74,0.737552,2,117936
3466981,0.86,0.823609,2,118123
3468441,0.87,0.860722,2,118123
3469901,0.87,0.868144,2,118123
3471361,0.89,0.885629,2,118125
3472821,0.9,0.897126,2,118125
3474281,0.87,0.875425,2,118147
3475741,0.88,0.879085,2,118147
3477201,0.9,0.895817,2,118149
3478661,0.91,0.907163,2,118149
3480121,0.9,0.901433,2,118151
3481581,0.91,0.908287,2,118151
3485961,0.92,0.92,2,118185
3487421,0.93,0.928,2,118185
3488881,0.87,0.8816,2,118219
3490341,0.88,0.88032,2,118219
3725401,0.93,0.93,2,120107
3726861,0.94,0.938,2,120107
3728321,0.73,0.7716,2,120122
3729781,0.74,0.74632,2,120122
3818841,0.8,0.748335,2,120947
3820301,0.81,0.797667,2,120947
3824681,0.73,0.712941,2,121026
3826141,0.74,0.734588,2,121026
3827601,0.74,0.738918,2,121026
3829061,0.76,0.755784,2,121040
3830521,0.77,0.767157,2,121040
3831981,0.75,0.753431,2,121053
3833441,0.76,0.758686,2,121053
3834901,0.91,0.879737,2,121068
3836361,0.92,0.911947,2,121068
3862641,0.93,0.93,2,121178
3864101,0.94,0.938,2,121178
3865561,0.85,0.8676,2,121185
3867021,0.86,0.86152,2,121185
3868481,0.84,0.844304,2,121201
3869941,0.85,0.848861,2,121201
3871401,0.85,0.849772,2,121201
3872861,0.88,0.873954,2,121203
3874321,0.89,0.886791,2,121203
3972141,0.95,0.95,2,122587
4018861,0.91,0.918,2,122597
4020321,0.89,0.8956,2,122607
4021781,0.83,0.84312,2,122618
4023241,0.84,0.840624,2,122618
4024701,0.77,0.784125,2,122628
4026161,0.77,0.772825,2,122638
4027621,0.73,0.738565,2,122648
4077261,0.83,0.83,2,123098
4078721,0.84,0.838,2,123098
4080181,0.7,0.7276,2,123113
4081641,0.71,0.71352,2,123113
4083101,0.76,0.750704,2,123129
4084561,0.77,0.766141,2,123129
4086021,0.77,0.769228,2,123144
4087481,0.78,0.777846,2,123144
4088941,0.75,0.755569,2,123161
4090401,0.76,0.759114,2,123161
4091861,0.71,0.719823,2,123180
4093321,0.72,0.719965,2,123180
4110841,0.74,0.712224,2,123432
4112301,0.75,0.742445,2,123432
4113761,0.74,0.740489,2,123499
4115221,0.75,0.748098,2,123499
4116681,0.81,0.79762,2,123513
4118141,0.82,0.815524,2,123513
4119601,0.83,0.827105,2,123528
4121061,0.84,0.837421,2,123528
4122521,0.84,0.839484,2,123528
4123981,0.88,0.871897,2,123541
4125441,0.89,0.886379,2,123541
4126901,0.95,0.937276,2,123563
4129821,0.94,0.94,2,123566
4131281,0.95,0.948,2,123566
4132741,0.92,0.9256,2,123574
4134201,0.93,0.92912,2,123574
4157561,0.38,0.378,1,123806
4205741,0.73,0.708059,2,124109
4207201,0.74,0.733612,2,124109
4208661,0.73,0.730722,2,124121
4210121,0.74,0.738144,2,124121
4211581,0.83,0.811629,2,124173
4213041,0.84,0.834326,2,124173
4214501,0.75,0.766865,2,124248
4215961,0.76,0.761373,2,124248
4217421,0.75,0.752275,2,124307
4218881,0.76,0.758455,2,124307
4220341,0.77,0.767691,2,124317
4221801,0.78,0.777538,2,124317
4223261,0.77,0.771508,2,124337
4224721,0.78,0.778302,2,124337
