#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
11252901,0.33051056,0.41788375,0.902834,0.0052406488771573195,0.0652204,0.11,1,203965,203519,446,0.12,0.119064,1,203549
416801,0.3636788,0.13740575,0.9068826,0.005862750749657408,0.0338392,0.05,1,155045,154597,448,0.04,0.0375961,1,154633
10866801,0.28661692,0.28605726,0.8724696,0.006893308454315144,0.483336,0.25,1,150570,150139,431,0.25,0.239667,1,150182
72932541,0.87856025,0.82854766,0.88866395,0.004266726335856632,0.578603,0.35,1,853199,852760,439,0.35,0.351033,1,852784
712001,0.06780303,0.044950258,0.8967612,0.049464747139165745,0.383945,0.37,1,144783,144340,443,0.36,0.359984,1,144350
11226201,0.0315454,0.004032063,0.9453441,0.7678110003691399,0.888705,0.76,2,79855,79388,467,0.81,0.809999,2,79398
3640481,0.7080203,0.70497847,0.92307687,0.004673791572485424,0.889521,0.75,2,189808,189352,456,0.71,0.707666,2,189434
46470301,0.3415845,0.48465738,0.8967612,0.004426265568349034,0.0827411,0.07,1,568697,568254,443,0.08,0.0782705,1,568283
10722621,0.14510812,0.68027097,0.93319833,0.7331118493909191,0.844748,0.73,2,78037,77576,461,0.71,0.709984,2,77586
44335821,0.47881737,0.47026485,0.89271253,0.005700809579433345,0.500072,0.37,1,817201,816760,441,0.39,0.391647,1,816793
12853781,0.08278955,0.006044686,0.9412955,0.8815060908084164,0.803002,0.81,2,75033,74568,465,0.8,0.794,2,74582
6499141,0.20133908,0.23938942,0.93319833,0.005673124086631573,0.82255,0.85,2,149115,148654,461,0.83,0.824147,2,148719
4436801,0.036839638,0.053439517,0.8663967,0.006650965578968128,0.309889,0.17,1,98808,98380,428,0.13,0.131667,1,98392
36762501,0.4399142,0.5423959,0.94331986,0.005566933155337106,0.64879,0.39,1,342621,342155,466,0.4,0.3983,1,342191
12794921,0.10473667,0.11354112,0.93117404,0.8772609819121447,0.782911,0.68,2,74634,74174,460,0.77,0.76888,2,74184
17312121,0.45505273,0.62811184,0.98987854,0.004027164651567328,0.0197155,0.75,1,238179,237690,489,0.74,0.74152,2,237732
35984701,0.30476016,0.27658135,0.89271253,0.003604676446345768,0.0458724,0.07,1,582718,582277,441,0.04,0.0383035,1,582306
20086641,0.465969,0.7636821,0.902834,0.0055144697785666245,0.14521,0.03,1,195953,195507,446,0.02,0.0183653,1,195542
17851441,0.55204177,0.5037855,0.94331986,0.006880666676780089,0.93,0.91,2,226947,226481,466,0.87,0.875192,2,226512
51124901,0.39339757,0.540036,0.90485823,0.00514305435458669,0.127696,0.09,1,797842,797395,447,0.1,0.0982373,1,797427
801541,0.35250074,0.3397608,0.8643725,0.004542822757222248,0.201969,0.13,1,205794,205367,427,0.09,0.0955066,1,205427
7715781,0.031128531,0.018087631,0.9412955,0.5330380214101145,0.815411,0.77,2,78223,77758,465,0.79,0.789997,2,77768
2990081,0.42087662,0.5454533,0.9412955,0.0046851691722669744,0.683136,0.93,1,250391,249926,465,0.85,0.8556,2,249956
1039381,0.056862194,0.0013111332,0.8724696,0.07013658176448874,0.116032,0.14,1,35586,35155,431,0.0,5.11997e-09,1,35175
14283321,0.073167615,0.062432718,0.9251012,0.008457981259828983,0.719523,0.68,1,117245,116788,457,0.7,0.701639,2,116802
8652521,0.53622186,0.5083337,0.9676113,0.005279585551965291,0.426928,0.93,1,264088,263610,478,0.86,0.86,2,263665
4469721,0.07535528,0.053562474,0.92712545,0.30823181985972686,0.802571,0.68,2,77282,76824,458,0.71,0.70856,2,76834
16065701,0.47565177,0.66219765,0.9919028,0.004740792993421219,0.90806,0.87,2,217767,217277,490,0.84,0.839102,2,217315
21430021,0.77097994,0.7695465,0.85425097,0.004673917990260775,0.000527495,0.0,1,175916,175494,422,0.0,9.02621e-09,1,175538
3649241,0.123264775,0.12251811,0.9251012,0.004695409012070369,0.909836,0.75,2,189905,189448,457,0.72,0.719666,2,189458
7034841,0.14376272,0.5485783,0.92712545,0.004146503031498253,0.92711,0.75,2,241106,240648,458,0.75,0.743835,2,240708
7004301,0.2400656,0.25349542,0.8825911,0.006621383819536098,0.0334584,0.01,1,153996,153560,436,0.02,0.0183333,1,153585
3454621,0.50301576,0.39375716,0.9777328,0.003743356745905328,0.0420083,0.73,1,168079,167596,483,0.74,0.736477,2,167632
36433001,0.50436586,0.48621908,0.92712545,0.0055661746486850025,0.266272,0.13,1,670548,670090,458,0.14,0.1375,1,670131
10355741,0.03170486,0.032290127,0.8562753,0.009637711939400375,0.00902452,0.01,1,91960,91537,423,0.02,0.0183322,1,91549
13688481,0.031545244,4.4347606e-05,0.9392713,0.9396456256921373,0.873952,0.73,2,77863,77399,464,0.78,0.752,2,77413
42288601,0.4474945,0.43505654,0.8562753,0.005363906208124112,0.0194283,0.09,1,415664,415241,423,0.11,0.0953664,1,415319
30053201,0.32290027,0.34787175,0.85425097,0.004580621672052064,0.0280434,0.03,1,461992,461570,422,0.03,0.0244616,1,461612
48907781,0.5484614,0.46145016,0.88866395,0.0033129042208366833,0.0143714,0.0,1,797072,796633,439,0.03,0.0289313,1,796677
3576221,0.1647198,0.39610764,0.9493927,0.005954909307887964,0.0346435,0.75,1,124635,124166,469,0.73,0.72872,2,124188
21063981,0.45836657,0.46196496,0.91295546,0.005883356847039549,0.208853,0.01,1,341877,341426,451,0.1,0.0945894,1,341462
14338521,0.3945395,0.5326335,0.96558696,0.00474559686888454,0.905949,0.69,2,198126,197649,477,0.74,0.735965,2,197679
21885541,0.08232725,0.08216206,0.8562753,0.0056901904863038985,0.0100348,0.24,1,180836,180413,423,0.25,0.207667,1,180443
8039021,0.032069996,0.004670249,0.9453441,0.5559246954595792,0.824461,0.77,2,79412,78945,467,0.77,0.77,2,78955
12962561,0.35312063,0.45131466,0.9473683,0.005064548916093994,0.0107601,0.77,1,223525,223057,468,0.81,0.8096,2,223067
3577621,0.09209665,0.32110658,0.93319833,0.007805159867918708,0.9284,0.75,2,160244,159783,461,0.78,0.778301,2,159795
1664841,0.05789167,0.12786484,0.9392713,0.11314138058324105,0.728975,0.87,1,78125,77661,464,0.82,0.82016,2,77671
19510541,0.73120457,0.49720478,0.9777328,0.004385938298012207,0.44538,0.33,1,318948,318465,483,0.34,0.335132,1,318521
17804841,0.14871958,0.158313,0.9534413,0.00931408243450295,0.914763,0.81,2,146618,146147,471,0.77,0.770323,2,146169
7077201,0.07525575,0.044441592,0.8663967,0.4848652639350314,0.0970323,0.06,1,55551,55123,428,0.04,0.0419989,1,55161
22527801,0.090966545,0.09029693,0.8825911,0.004693007074338709,0.509637,0.27,1,526747,526311,436,0.25,0.259666,1,526360
4665461,0.05123531,0.035309695,0.9473683,0.32207456626061276,0.724094,0.85,1,78087,77619,468,0.76,0.759999,2,77629
47314901,0.42737812,0.42697865,0.8805668,0.0056971434639481785,0.382036,0.29,1,697364,696929,435,0.29,0.287667,1,696972
7892981,0.3671456,0.03339515,0.98582995,0.5457733480989295,0.794281,0.92,2,78926,78439,487,0.75,0.749213,2,78476
13898581,0.03282125,0.0222108,0.9352227,0.9545957918050941,0.75672,0.83,2,78756,78294,462,0.71,0.710003,2,78304
48634061,0.58865786,0.67861795,0.8987854,0.0042271575721719076,0.110599,0.47,1,833474,833030,444,0.37,0.388788,1,833054
1715801,0.1083874,0.11738942,0.9352227,0.11627906976744186,0.854706,0.8,2,117917,117455,462,0.81,0.80952,2,117465
19024961,0.033372976,0.033134285,0.9352227,0.00566338991792958,0.910266,0.81,2,129271,128809,462,0.81,0.811667,2,128821
14107401,0.04179776,0.11114074,0.9291498,0.9691768180140273,0.781269,0.85,2,79304,78845,459,0.7,0.700595,2,78855
4921081,0.11990742,0.17990021,0.93117404,0.3399778516057586,0.835031,0.85,2,79016,78556,460,0.74,0.74032,2,78566
10853081,0.25758427,0.084898874,0.9615384,0.007827156560829706,0.755318,0.71,2,159498,159023,475,0.72,0.718332,2,159052
33990261,0.463193,0.48438817,0.92712545,0.004848753773570594,0.385928,0.17,1,676151,675693,458,0.2,0.197533,1,675731
4859501,0.3279144,0.32740232,0.85425097,0.00316448975257513,0.0497067,0.01,1,175731,175309,422,0.0,0.000146677,1,175356
9227761,0.5537578,0.51348335,0.9919028,0.002804199092826044,0.014032,0.96,1,167408,166918,490,0.93,0.93,2,167048
9507481,0.029021624,0.025229577,0.9251012,0.6502399409376154,0.6868,0.69,1,73765,73308,457,0.71,0.7084,2,73318
21203541,0.7419851,0.7529216,0.85425097,0.0049837679576449885,0.0521088,0.07,1,211073,210651,422,0.03,0.0278262,1,210697
12974881,0.39317834,0.473922,0.9777328,0.0059263388906587375,0.000673316,0.71,1,184007,183524,483,0.7,0.700926,2,183562
22795601,0.48572576,0.49494874,0.85425097,0.0028468018831191814,0.106774,0.03,1,429631,429209,422,0.0,0.000300259,1,429219
64184221,0.54212075,0.59522885,0.94331986,0.003697846346779128,0.325635,0.19,1,728018,727552,466,0.18,0.181466,1,727599
61787341,0.43213513,0.7333448,0.92307687,0.0036582775830944036,0.462743,0.31,1,691673,691217,456,0.32,0.315997,1,691247
8194581,0.031525057,0.0009068296,0.9473683,0.5668143226282761,0.855931,0.84,2,79899,79431,468,0.81,0.8072,2,79447
