Protocolo,Total_Tx,Throughput_Med,Throughput_Norm,
Vegas++MLP23,1479.01308059692,0.821673933664958,0.0861596182628493,
Vegas++CNN123,540.684307098389,0.300380170610216,0.0314974587523653,
Vegas++CNN13,1544.78366470337,0.858213147057427,0.0899910707995969,
Vegas,192.814590454102,0.107119216918945,0.0112323763237632,
NewReno,196.47859954834,0.109154777526855,0.0114458224582246,
Cubic,482.511905670166,0.268062169816759,0.0281086368641464,
Bbr,76.8914642333984,0.0427174801296658,0.00447929723741682,

