Protocolo,Total_Tx,Throughput_Med,Throughput_Norm,
Vegas++MLP23,1911.96941375732,1.06220522986518,0.11138140492516,
Vegas++CNN123,1012.75105667114,0.562639475928413,0.058997615087262,
Vegas++CNN13,2056.17469406128,1.14231927447849,0.119782055376109,
Vegas,362.618453979492,0.201454696655273,0.0211242672426724,
NewReno,368.185844421387,0.204547691345215,0.0214485944859449,
Cubic,882.624225616455,0.490346792009142,0.0514171019487973,
Bbr,114.747882843018,0.0637488238016764,0.00668461551282179,

