Protocolo,Total_Tx,Throughput_Med,Throughput_Norm,Fluxo_ID,Fluxos
NewReno,9.74628067016602,0.00541460037231445,0.000567770523280252,Fluxo194,20
NewReno,10.1990547180176,0.00566614151000977,0.000594146919238488,Fluxo195,20
NewReno,9.73762893676758,0.00540979385375977,0.000567266515714171,Fluxo196,20
NewReno,9.91498947143555,0.00550832748413086,0.000577598670818831,Fluxo197,20
NewReno,10.2495231628418,0.00569417953491211,0.00059708696337396,Fluxo198,20
NewReno,9.40453720092773,0.0052247428894043,0.000547862224420055,Fluxo199,20
NewReno,9.1651725769043,0.00509176254272461,0.000533918015091816,Fluxo200,20
NewReno,9.46077346801758,0.00525598526000977,0.000551138273599581,Fluxo201,20
NewReno,9.08153915405273,0.0050452995300293,0.000529045941953033,Fluxo202,20
NewReno,9.81837844848633,0.00545465469360352,0.000571970586330927,Fluxo203,20
NewReno,9.15796279907227,0.0050877571105957,0.000533498008786748,Fluxo204,20
NewReno,9.11470413208008,0.00506372451782227,0.000530977970956343,Fluxo205,20
Cubic,27.0013732910156,0.0150007629394531,0.00157296761313813,Fluxo206,20
Cubic,20.474853515625,0.0113749186197917,0.00119276457225758,Fluxo207,20
Cubic,26.3276100158691,0.0146264500088162,0.00153371746836568,Fluxo208,20
Cubic,25.2398681640625,0.0140221489800347,0.00147035096156227,Fluxo209,20
Cubic,20.9868659973145,0.011659369998508,0.00122259190890968,Fluxo210,20
Cubic,27.3085517883301,0.0151714176601834,0.00159086232621515,Fluxo211,20
Cubic,24.2343101501465,0.0134635056389703,0.0014117720821855,Fluxo212,20
Cubic,24.8747138977051,0.013819285498725,0.00144907886445117,Fluxo213,20
Cubic,21.2898368835449,0.011827687157525,0.00124024150719596,Fluxo214,20
Cubic,25.6732597351074,0.0142629220750597,0.0014955982294591,Fluxo215,20
Cubic,22.8790855407715,0.0127106030782064,0.00133282334146408,Fluxo216,20
Cubic,21.609935760498,0.0120055198669434,0.00125888889823872,Fluxo217,20
Cubic,26.7817420959473,0.0148787456088596,0.00156017297662265,Fluxo218,20
Cubic,21.9517822265625,0.0121954345703125,0.00127880319718899,Fluxo219,20
Cubic,24.2154769897461,0.0134530427720812,0.00141067495460449,Fluxo220,20
Cubic,20.5194511413574,0.0113996950785319,0.00119536261125893,Fluxo221,20
Cubic,19.5331535339355,0.0108517519632975,0.0011379057487257,Fluxo222,20
Cubic,27.426441192627,0.0152369117736816,0.0015977299848669,Fluxo223,20
Cubic,27.1209411621094,0.0150671895345052,0.00157993305103551,Fluxo224,20
Cubic,27.0626525878906,0.0150348069932726,0.00157653744450565,Fluxo225,20
Bbr,6.91283798217773,0.0038404655456543,0.000402708045388744,Fluxo226,20
Bbr,3.34543991088867,0.00185857772827148,0.00019488892564137,Fluxo227,20
Bbr,1.77856063842773,0.000988089243570964,0.000103610222046742,Fluxo228,20
Bbr,2.1697883605957,0.00120543797810872,0.000126401230848387,Fluxo229,20
Bbr,4.24409484863281,0.00235783047146267,0.000247240155974107,Fluxo230,20
Bbr,5.50403213500977,0.00305779563056098,0.000320637924476331,Fluxo231,20
Bbr,3.15320205688477,0.00175177892049154,0.000183690090859587,Fluxo232,20
Bbr,4.54658889770508,0.00252588272094727,0.000264861976065607,Fluxo233,20
Bbr,1.51437759399414,0.0008413208855523,8.82202132366148E-05,Fluxo234,20
Bbr,1.77803421020508,0.000987796783447266,0.000103579554919706,Fluxo235,20
Bbr,12.3937110900879,0.00688539505004883,0.00072199683850102,Fluxo236,20
Bbr,1.79805374145508,0.000998918745252821,0.000104745794649332,Fluxo237,20
Bbr,7.21420669555664,0.00400789260864258,0.000420264308940564,Fluxo238,20
Bbr,2.51300430297852,0.00139611350165473,0.000146395308774063,Fluxo239,20
Bbr,1.45157241821289,0.000806429121229384,8.4561491645805E-05,Fluxo240,20
Bbr,1.46368789672852,0.000813159942626953,8.52672800187649E-05,Fluxo241,20
Bbr,1.58192825317383,0.000878849029541016,9.21553834218711E-05,Fluxo242,20
Bbr,7.84478759765625,0.00435821533203125,0.000456998860393772,Fluxo243,20
Bbr,1.6531867980957,0.000918437110053168,9.63065568497335E-05,Fluxo244,20
Bbr,4.03036880493164,0.00223909378051758,0.000234789524622777,Fluxo245,20
Vegas++MLP23,55.8130950927734,0.0310072750515408,0.0032513972538998,Fluxo246,40
Vegas++MLP23,47.2271537780762,0.0262373076544868,0.00275122241202176,Fluxo247,40
Vegas++MLP23,58.1815299987793,0.0323230722215441,0.0033893706584678,Fluxo248,40
Vegas++MLP23,54.3936004638672,0.0302186669243707,0.0031687044569732,Fluxo249,40
Vegas++MLP23,60.6542053222656,0.033696780734592,0.00353341659864019,Fluxo250,40
Vegas++MLP23,46.2201805114746,0.0256778780619303,0.00269256108696289,Fluxo251,40
Vegas++MLP23,56.688835144043,0.0314937973022461,0.00330241357530421,Fluxo252,40
Vegas++MLP23,58.4003143310547,0.0324446190728082,0.00340211596090935,Fluxo253,40
Vegas++MLP23,54.8474273681641,0.0304707929823134,0.00319514218718551,Fluxo254,40
Vegas++MLP23,54.904426574707,0.0305024592081706,0.00319846268147669,Fluxo255,40
Vegas++MLP23,49.5325813293457,0.0275181007385254,0.00288552531704438,Fluxo256,40
Vegas++MLP23,57.9570426940918,0.0321983570522732,0.00337629312881669,Fluxo257,40
Vegas++MLP23,41.6621437072754,0.0231456353929308,0.00242703221199702,Fluxo258,40
Vegas++MLP23,54.547191619873,0.0303039953443739,0.00317765192462449,Fluxo259,40
Vegas++MLP23,52.5769805908203,0.0292094336615668,0.00306287709053193,Fluxo260,40
Vegas++MLP23,54.0049324035645,0.0300027402242025,0.00314606256152114,Fluxo261,40
Vegas++MLP23,46.9205017089844,0.0260669453938802,0.00273335836607179,Fluxo262,40
Vegas++MLP23,45.2124671936035,0.0251180373297797,0.00263385665014573,Fluxo263,40
Vegas++MLP23,44.2144927978516,0.0245636071099175,0.00257571955517874,Fluxo264,40
Vegas++MLP23,53.4660453796387,0.0297033585442437,0.00311466964581126,Fluxo265,40
Vegas++MLP23,46.0588531494141,0.0255882517496745,0.0026831629458795,Fluxo266,40
Vegas++MLP23,43.309986114502,0.0240611033969455,0.00252302743083966,Fluxo267,40
Vegas++MLP23,39.5247116088867,0.0219581731160482,0.0023025158983336,Fluxo268,40
Vegas++MLP23,49.1249656677246,0.0272916475931803,0.00286177962724455,Fluxo269,40
Vegas++MLP23,35.5715179443359,0.01976195441352,0.00207222221897951,Fluxo270,40
Vegas++MLP23,52.5058441162109,0.029169913397895,0.00305873302832194,Fluxo271,40
Vegas++MLP23,44.7304725646973,0.0248502625359429,0.0026057780064114,Fluxo272,40
Vegas++MLP23,34.4774856567383,0.0191541586981879,0.00200848926223056,Fluxo273,40
Vegas++MLP23,38.577075958252,0.0214317088656955,0.0022473112918331,Fluxo274,40
Vegas++MLP23,51.4483222961426,0.0285824012756348,0.00299712699239087,Fluxo275,40
Vegas++MLP23,38.1624374389648,0.0212013541327582,0.00222315648478056,Fluxo276,40
Vegas++MLP23,43.4664840698242,0.0241480467054579,0.00253214423436633,Fluxo277,40
Vegas++MLP23,48.5547065734863,0.0269748369852702,0.00282855912854373,Fluxo278,40
Vegas++MLP23,36.2822723388672,0.0201568179660373,0.00211362728499018,Fluxo279,40
Vegas++MLP23,42.5182075500488,0.0236212264166938,0.00247690229397204,Fluxo280,40
