#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
55599181,0.39477153452518127,0.4822456462409007,0.8461538461538461,0.006501104728236853,0.0744683,0.15,1,691964,691535,429,0.11,0.120339,1,691554
101839641,0.15363768560775692,0.14910410451951198,0.8323471400394478,0.006161100940597184,0.0266079,0.07,1,1306186,1305764,422,0.03,0.0276667,1,1305804
65471101,0.7774040324244361,0.6584099441957202,0.9625246548323472,0.006598447067735623,0.845688,0.77,2,710616,710128,488,0.74,0.737564,2,710169
90624581,0.5114773647849693,0.23567763385947868,0.8777120315581853,0.0052342655135408115,0.094152,0.03,1,1175915,1175470,445,0.06,0.0575332,1,1175502
101275061,0.9132304177841291,0.8188924095438501,0.9053254437869823,0.005702291521999874,0.923118,0.73,2,1493547,1493088,459,0.75,0.751174,2,1493100
96901241,0.5479246650129064,0.5217675749305498,0.8796844181459565,0.004938955873997853,0.509304,0.47,1,1396328,1395882,446,0.47,0.475653,1,1395929
123516741,0.19015291412354898,0.7432954306889363,0.8481262327416174,0.0030297329714033205,0.168927,0.27,1,1767651,1767221,430,0.19,0.18399,1,1767305
153572381,0.6430620059474991,0.642776934231019,0.8323471400394478,0.004263240957010289,0.145226,0.03,1,1938131,1937709,422,0.01,0.0118213,1,1937746
4422081,0.7156345760016907,0.7246183289962554,0.8362919132149902,0.303963133640553,0.0494115,0.09,1,66886,66462,424,0.0,0.01336,1,66505
6431841,0.22324757596646858,0.3433208184627703,0.8323471400394478,0.008418912947414935,0.008496,0.0,1,85921,85499,422,0.01,0.0116615,1,85511
132208081,0.8197535461082123,0.7148660062590627,0.9822485207100591,0.005944826715485133,0.8259,0.81,2,1944141,1943643,498,0.84,0.839981,2,1943689
31772101,0.33325114849123727,0.34173652373024516,0.8856015779092702,0.004957262799065716,0.84632,0.57,2,469979,469530,449,0.57,0.567826,1,469581
91751521,0.40136057844710904,0.4371506129682702,0.8915187376725838,0.006040148980493655,0.902121,0.69,2,1327674,1327222,452,0.75,0.724,2,1327254
1703961,0.054987194259808095,0.011719924031969066,0.8402366863905326,0.1152073732718894,0.000365592,0.1,1,37756,37330,426,0.0,1.1434900000000001e-29,1,37340
130723301,0.4649062338041351,0.4319558838606993,0.8422090729783038,0.002472823685373398,0.252473,0.09,1,1858682,1858255,427,0.12,0.119512,1,1858265
96959641,0.762087461444407,0.5332482191941336,0.9428007889546351,0.005073669591566189,0.805912,0.59,2,1396955,1396477,478,0.56,0.55744,1,1396517
503361,0.030192614434006414,0.03907324860977527,0.8500986193293886,0.03428571428571429,0.203757,0.19,1,33842,33411,431,0.0,0.037632,1,33433
61222441,0.689145059600783,0.526466754221938,0.9546351084812623,0.0054952338867495735,0.912656,0.77,2,744726,744242,484,0.74,0.736764,2,744279
152361881,0.3599117435430389,0.34827387549249844,0.8974358974358975,0.006513730193800896,0.851408,0.69,2,2083496,2083041,455,0.71,0.703666,2,2083089
29757301,0.872511183008871,0.8661185511392765,0.9053254437869823,0.005678681901395114,0.928463,0.75,2,418707,418248,459,0.75,0.751827,2,418260
38797621,0.7051912307096243,0.6938478588830357,0.8737672583826429,0.0042054163247269745,0.683488,0.49,1,539549,539106,443,0.49,0.47968,1,539152
85225321,0.940366510850915,0.8186092382203171,0.9901380670611439,0.005485512278265261,0.33875,0.81,1,1237887,1237385,502,0.8,0.800795,2,1237437
124375901,0.1779977759775384,0.16893342056312036,0.8994082840236687,0.006056562085726911,0.909999,0.69,2,1684082,1683626,456,0.71,0.70766,2,1683664
6038041,0.40939372745158226,0.47269837860005964,0.8323471400394478,0.4114285714285714,0.0244307,0.06,1,52027,51605,422,0.0,0.00063232,1,51615
