#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd (Bytes),Last Router Ocupation Ack Arriaval(Packets),AckArrival(ms)
1200121,800,800,800,1460,0,681000
1201581,800,800,800,1460,0,681800
1203041,800,800,800,1460,0,682600
1204501,800,800,800,1460,0,683400
1205961,800,800,800,1460,0,684200
1207421,800,800,800,1460,0,685000
1208881,800,800,800,1460,0,685800
1210341,800,800,800,1460,0,686600
1211801,800,800,800,1460,0,687400
1213261,800,800,800,1460,0,688200
1214721,800,800,800,1460,0,689000
1216181,800,800,800,1460,0,689800
1217641,800,800,800,1460,0,690600
1219101,800,800,800,1460,0,691400
1220561,800,800,800,1460,0,692200
1222021,800,800,800,1460,0,693000
1223481,800,800,800,1460,0,693800
1224941,800,800,800,1460,0,694600
1226401,800,800,800,1460,0,695400
1227861,800,800,800,1460,0,696200
1229321,800,800,800,1460,0,697000
1230781,800,800,800,1460,0,697800
1232241,800,800,800,1460,0,698600
1233701,800,800,800,1460,0,699400
1235161,800,800,800,1460,0,700200
1236621,800,800,800,1460,0,701000
1238081,800,800,800,1460,0,701800
1239541,800,800,800,1460,0,702600
1241001,800,800,800,1460,0,703400
1242461,800,800,800,1460,0,704200
1243921,800,800,800,1460,0,705000
1245381,800,800,800,1460,0,705800
1246841,800,800,800,1460,0,706600
1248301,800,800,800,1460,0,707400
1249761,800,800,800,1460,0,708200
1251221,800,800,800,1460,0,709000
1252681,800,800,800,1460,0,709800
1254141,800,800,800,1460,0,710600
1255601,800,800,800,1460,0,711400
1257061,800,800,800,1460,0,712200
1258521,800,800,800,1460,0,713000
1259981,800,800,800,1460,0,713800
1261441,800,800,800,1460,0,714600
1262901,800,800,800,1460,0,715400
1264361,800,800,800,1460,0,716200
1265821,800,800,800,1460,0,717000
1267281,800,800,800,1460,0,717800
1268741,800,800,800,1460,0,718600
1270201,800,800,800,1460,0,719400
1271661,800,800,800,1460,0,720200
1273121,800,800,800,1460,0,721000
1274581,800,800,800,1460,0,721800
1276041,800,800,800,1460,0,722600
1277501,800,800,800,1460,0,723400
1278961,800,800,800,1460,0,724200
1280421,800,800,800,1460,0,725000
1281881,800,800,800,1460,0,725800
1283341,800,800,800,1460,0,726600
1284801,800,800,800,1460,0,727400
1286261,800,800,800,1460,0,728200
1287721,800,800,800,1460,0,729000
1289181,800,800,800,1460,0,729800
1290641,800,800,800,1460,0,730600
1292101,800,800,800,1460,0,731400
1293561,800,800,800,1460,0,732200
1295021,800,800,800,1460,0,733000
1296481,800,800,800,1460,0,733800
1297941,800,800,800,1460,0,734600
1299401,800,800,800,1460,0,735400
1300861,800,800,800,1460,0,736200
1302321,800,800,800,1460,0,737000
1303781,800,800,800,1460,0,737800
1305241,800,800,800,1460,0,738600
1306701,800,800,800,1460,0,739400
1308161,800,800,800,1460,0,740200
1309621,800,800,800,1460,0,741000
1311081,800,800,800,1460,0,741800
1312541,800,800,800,1460,0,742600
1314001,800,800,800,1460,0,743400
1315461,800,800,800,1460,0,744200
1316921,800,800,800,1460,0,745000
1318381,800,800,800,1460,0,745800
1319841,800,800,800,1460,0,746600
1321301,800,800,800,1460,0,747400
1322761,800,800,800,1460,0,748200
1324221,800,800,800,1460,0,749000
1325681,800,800,800,1460,0,749800
1327141,800,800,800,1460,0,750600
1328601,800,800,800,1460,0,751400
1330061,800,800,800,1460,0,752200
1331521,800,800,800,1460,0,753000
1332981,800,800,800,1460,0,753800
1334441,800,800,800,1460,0,754600
1335901,800,800,800,1460,0,755400
1337361,800,800,800,1460,0,756200
1338821,800,800,800,1460,0,757000
1340281,800,800,800,1460,0,757800
1341741,800,800,800,1460,0,758600
1343201,800,800,800,1460,0,759400
1344661,800,800,800,1460,0,760200
1346121,800,800,800,1460,0,761000
1347581,800,800,800,1460,0,761800
1349041,800,800,800,1460,0,762600
1350501,800,800,800,1460,0,763400
1351961,800,800,800,1460,0,764200
1353421,800,800,800,1460,0,765000
1354881,800,800,800,1460,0,765800
1356341,800,800,800,1460,0,766600
1357801,800,800,800,1460,0,767400
1359261,800,800,800,1460,0,768200
1360721,800,800,800,1460,0,769000
1362181,800,800,800,1460,0,769800
1363641,800,800,800,1460,0,770600
1365101,800,800,800,1460,0,771400
1366561,800,800,800,1460,0,772200
1368021,800,800,800,1460,0,773000
1369481,800,800,800,1460,0,773800
1370941,800,800,800,1460,0,774600
1372401,800,800,800,1460,0,775400
1373861,800,800,800,1460,0,776200
1375321,800,800,800,1460,0,777000
1376781,800,800,800,1460,0,777800
1378241,800,800,800,1460,0,778600
1379701,800,800,800,1460,0,779400
1381161,800,800,800,1460,0,780200
1382621,800,800,800,1460,0,781000
1384081,800,800,800,1460,0,781800
1385541,800,800,800,1460,0,782600
1387001,800,800,800,1460,0,783400
1388461,800,800,800,1460,0,784200
1389921,800,800,800,1460,0,785000
1391381,800,800,800,1460,0,785800
1392841,800,800,800,1460,0,786600
1394301,800,800,800,1460,0,787400
1395761,800,800,800,1460,0,788200
1397221,800,800,800,1460,0,789000
1398681,800,800,800,1460,0,789800
1400141,800,800,800,1460,0,790600
1401601,800,800,800,1460,0,791400
1403061,800,800,800,1460,0,792200
1404521,800,800,800,1460,0,793000
1405981,800,800,800,1460,0,793800
1407441,800,800,800,1460,0,794600
1408901,800,800,800,1460,0,795400
1410361,800,800,800,1460,0,796200
1411821,800,800,800,1460,0,797000
1413281,800,800,800,1460,0,797800
1414741,800,800,800,1460,0,798600
1416201,800,800,800,1460,0,799400
1417661,800,800,800,1460,0,800200
1419121,800,800,800,1460,0,801000
1420581,800,800,800,1460,0,801800
1422041,800,800,800,1460,0,802600
1423501,800,800,800,1460,0,803400
1424961,800,800,800,1460,0,804200
1426421,800,800,800,1460,0,805000
1427881,800,800,800,1460,0,805800
1429341,800,800,800,1460,0,806600
1430801,800,800,800,1460,0,807400
1432261,800,800,800,1460,0,808200
1433721,800,800,800,1460,0,809000
1435181,800,800,800,1460,0,809800
1436641,800,800,800,1460,0,810600
1438101,800,800,800,1460,0,811400
1439561,800,800,800,1460,0,812200
1441021,800,800,800,1460,0,813000
1442481,800,800,800,1460,0,813800
1443941,800,800,800,1460,0,814600
1445401,800,800,800,1460,0,815400
1446861,800,800,800,1460,0,816200
1448321,800,800,800,1460,0,817000
1449781,800,800,800,1460,0,817800
1451241,800,800,800,1460,0,818600
1452701,800,800,800,1460,0,819400
1454161,800,800,800,1460,0,820200
1455621,800,800,800,1460,0,821000
1457081,800,800,800,1460,0,821800
1458541,800,800,800,1460,0,822600
1460001,800,800,800,1460,0,823400
1461461,800,800,800,1460,0,824200
1462921,800,800,800,1460,0,825000
1464381,800,800,800,1460,0,825800
1465841,800,800,800,1460,0,826600
1467301,800,800,800,1460,0,827400
1468761,800,800,800,1460,0,828200
1470221,800,800,800,1460,0,829000
1471681,800,800,800,1460,0,829800
1473141,800,800,800,1460,0,830600
1474601,800,800,800,1460,0,831400
1476061,800,800,800,1460,0,832200
1477521,800,800,800,1460,0,833000
1478981,800,800,800,1460,0,833800
1480441,800,800,800,1460,0,834600
1481901,800,800,800,1460,0,835400
1483361,800,800,800,1460,0,836200
1484821,800,800,800,1460,0,837000
1486281,800,800,800,1460,0,837800
1487741,800,800,800,1460,0,838600
1489201,800,800,800,1460,0,839400
1490661,800,800,800,1460,0,840200
1492121,800,800,800,1460,0,841000
1493581,800,800,800,1460,0,841800
1495041,800,800,800,1460,0,842600
1496501,800,800,800,1460,0,843400
1497961,800,800,800,1460,0,844200
1499421,800,800,800,1460,0,845000
1500881,800,800,800,1460,0,845800
1502341,800,800,800,1460,0,846600
1503801,800,800,800,1460,0,847400
1505261,800,800,800,1460,0,848200
1506721,800,800,800,1460,0,849000
1508181,800,800,800,1460,0,849800
1509641,800,800,800,1460,0,850600
1511101,800,800,800,1460,0,851400
1512561,800,800,800,1460,0,852200
1514021,800,800,800,1460,0,853000
1515481,800,800,800,1460,0,853800
1516941,800,800,800,1460,0,854600
1518401,800,800,800,1460,0,855400
1519861,800,800,800,1460,0,856200
1521321,800,800,800,1460,0,857000
1522781,800,800,800,1460,0,857800
1524241,800,800,800,1460,0,858600
1525701,800,800,800,1460,0,859400
1527161,800,800,800,1460,0,860200
1528621,800,800,800,1460,0,861000
1530081,800,800,800,1460,0,861800
1531541,800,800,800,1460,0,862600
1533001,800,800,800,1460,0,863400
1534461,800,800,800,1460,0,864200
1535921,800,800,800,1460,0,865000
1537381,800,800,800,1460,0,865800
1538841,800,800,800,1460,0,866600
1540301,800,800,800,1460,0,867400
1541761,800,800,800,1460,0,868200
1543221,800,800,800,1460,0,869000
1544681,800,800,800,1460,0,869800
1546141,800,800,800,1460,0,870600
1547601,800,800,800,1460,0,871400
1549061,800,800,800,1460,0,872200
1550521,800,800,800,1460,0,873000
1551981,800,800,800,1460,0,873800
1553441,800,800,800,1460,0,874600
1554901,800,800,800,1460,0,875400
1556361,800,800,800,1460,0,876200
1557821,800,800,800,1460,0,877000
1559281,800,800,800,1460,0,877800
1560741,800,800,800,1460,0,878600
1562201,800,800,800,1460,0,879400
1563661,800,800,800,1460,0,880200
1565121,800,800,800,1460,0,881000
1566581,800,800,800,1460,0,881800
1568041,800,800,800,1460,0,882600
1569501,800,800,800,1460,0,883400
1570961,800,800,800,1460,0,884200
1572421,800,800,800,1460,0,885000
1573881,800,800,800,1460,0,885800
1575341,800,800,800,1460,0,886600
1576801,800,800,800,1460,0,887400
1578261,800,800,800,1460,0,888200
1579721,800,800,800,1460,0,889000
1581181,800,800,800,1460,0,889800
1582641,800,800,800,1460,0,890600
1584101,800,800,800,1460,0,891400
1585561,800,800,800,1460,0,892200
1587021,800,800,800,1460,0,893000
1588481,800,800,800,1460,0,893800
1589941,800,800,800,1460,0,894600
1591401,800,800,800,1460,0,895400
1592861,800,800,800,1460,0,896200
1594321,800,800,800,1460,0,897000
1595781,800,800,800,1460,0,897800
1597241,800,800,800,1460,0,898600
1598701,800,800,800,1460,0,899400
1600161,800,800,800,1460,0,900200
1601621,800,800,800,1460,0,901000
1603081,800,800,800,1460,0,901800
1604541,800,800,800,1460,0,902600
1606001,800,800,800,1460,0,903400
1607461,800,800,800,1460,0,904200
1608921,800,800,800,1460,0,905000
1610381,800,800,800,1460,0,905800
1611841,800,800,800,1460,0,906600
1613301,800,800,800,1460,0,907400
1614761,800,800,800,1460,0,908200
1616221,800,800,800,1460,0,909000
1617681,800,800,800,1460,0,909800
1619141,800,800,800,1460,0,910600
1620601,800,800,800,1460,0,911400
1622061,800,800,800,1460,0,912200
1623521,800,800,800,1460,0,913000
1624981,800,800,800,1460,0,913800
1626441,800,800,800,1460,0,914600
1627901,800,800,800,1460,0,915400
1629361,800,800,800,1460,0,916200
1630821,800,800,800,1460,0,917000
1632281,800,800,800,1460,0,917800
1633741,800,800,800,1460,0,918600
1635201,800,800,800,1460,0,919400
1636661,800,800,800,1460,0,920200
1638121,800,800,800,1460,0,921000
1639581,800,800,800,1460,0,921800
1641041,800,800,800,1460,0,922600
1642501,800,800,800,1460,0,923400
1643961,800,800,800,1460,0,924200
1645421,800,800,800,1460,0,925000
1646881,800,800,800,1460,0,925800
1648341,800,800,800,1460,0,926600
1649801,800,800,800,1460,0,927400
1651261,800,800,800,1460,0,928200
1652721,800,800,800,1460,0,929000
1654181,800,800,800,1460,0,929800
1655641,800,800,800,1460,0,930600
1657101,800,800,800,1460,0,931400
1658561,800,800,800,1460,0,932200
1660021,800,800,800,1460,0,933000
1661481,800,800,800,1460,0,933800
1662941,800,800,800,1460,0,934600
1664401,800,800,800,1460,0,935400
1665861,800,800,800,1460,0,936200
1667321,800,800,800,1460,0,937000
1668781,800,800,800,1460,0,937800
1670241,800,800,800,1460,0,938600
1671701,800,800,800,1460,0,939400
1673161,800,800,800,1460,0,940200
1674621,800,800,800,1460,0,941000
1676081,800,800,800,1460,0,941800
1677541,800,800,800,1460,0,942600
1679001,800,800,800,1460,0,943400
1680461,800,800,800,1460,0,944200
1681921,800,800,800,1460,0,945000
1683381,800,800,800,1460,0,945800
1684841,800,800,800,1460,0,946600
1686301,800,800,800,1460,0,947400
1687761,800,800,800,1460,0,948200
1689221,800,800,800,1460,0,949000
1690681,800,800,800,1460,0,949800
1692141,800,800,800,1460,0,950600
1693601,800,800,800,1460,0,951400
1695061,800,800,800,1460,0,952200
1696521,800,800,800,1460,0,953000
1697981,800,800,800,1460,0,953800
1699441,800,800,800,1460,0,954600
1700901,800,800,800,1460,0,955400
1702361,800,800,800,1460,0,956200
1703821,800,800,800,1460,0,957000
1705281,800,800,800,1460,0,957800
1706741,800,800,800,1460,0,958600
1708201,800,800,800,1460,0,959400
1709661,800,800,800,1460,0,960200
1711121,800,800,800,1460,0,961000
1712581,800,800,800,1460,0,961800
1714041,800,800,800,1460,0,962600
1715501,800,800,800,1460,0,963400
1716961,800,800,800,1460,0,964200
1718421,800,800,800,1460,0,965000
1719881,800,800,800,1460,0,965800
1721341,800,800,800,1460,0,966600
1722801,800,800,800,1460,0,967400
1724261,800,800,800,1460,0,968200
1725721,800,800,800,1460,0,969000
1727181,800,800,800,1460,0,969800
1728641,800,800,800,1460,0,970600
1730101,800,800,800,1460,0,971400
1731561,800,800,800,1460,0,972200
1733021,800,800,800,1460,0,973000
1734481,800,800,800,1460,0,973800
1735941,800,800,800,1460,0,974600
1737401,800,800,800,1460,0,975400
1738861,800,800,800,1460,0,976200
1740321,800,800,800,1460,0,977000
1741781,800,800,800,1460,0,977800
1743241,800,800,800,1460,0,978600
1744701,800,800,800,1460,0,979400
1746161,800,800,800,1460,0,980200
1747621,800,800,800,1460,0,981000
1749081,800,800,800,1460,0,981800
1750541,800,800,800,1460,0,982600
1752001,800,800,800,1460,0,983400
1753461,800,800,800,1460,0,984200
1754921,800,800,800,1460,0,985000
1756381,800,800,800,1460,0,985800
1757841,800,800,800,1460,0,986600
1759301,800,800,800,1460,0,987400
1760761,800,800,800,1460,0,988200
1762221,800,800,800,1460,0,989000
1763681,800,800,800,1460,0,989800
1765141,800,800,800,1460,0,990600
1766601,800,800,800,1460,0,991400
1768061,800,800,800,1460,0,992200
1769521,800,800,800,1460,0,993000
1770981,800,800,800,1460,0,993800
1772441,800,800,800,1460,0,994600
1773901,800,800,800,1460,0,995400
1775361,800,800,800,1460,0,996200
1776821,800,800,800,1460,0,997000
1778281,800,800,800,1460,0,997800
1779741,800,800,800,1460,0,998600
1781201,800,800,800,1460,0,999400
1782661,800,800,800,1460,0,1000200
1784121,800,800,800,1460,0,1001000
1785581,800,800,800,1460,0,1001800
1787041,800,800,800,1460,0,1002600
1788501,800,800,800,1460,0,1003400
1789961,800,800,800,1460,0,1004200
1791421,800,800,800,1460,0,1005000
1792881,800,800,800,1460,0,1005800
1794341,800,800,800,1460,0,1006600
1795801,800,800,800,1460,0,1007400
1797261,800,800,800,1460,0,1008200
1798721,800,800,800,1460,0,1009000
1800181,800,800,800,1460,0,1009800
1801641,800,800,800,1460,0,1010600
1803101,800,800,800,1460,0,1011400
1804561,800,800,800,1460,0,1012200
1806021,800,800,800,1460,0,1013000
1807481,800,800,800,1460,0,1013800
1808941,800,800,800,1460,0,1014600
1810401,800,800,800,1460,0,1015400
1811861,800,800,800,1460,0,1016200
1813321,800,800,800,1460,0,1017000
1814781,800,800,800,1460,0,1017800
1816241,800,800,800,1460,0,1018600
1817701,800,800,800,1460,0,1019400
1819161,800,800,800,1460,0,1020200
1820621,800,800,800,1460,0,1021000
1822081,800,800,800,1460,0,1021800
1823541,800,800,800,1460,0,1022600
1825001,800,800,800,1460,0,1023400
1826461,800,800,800,1460,0,1024200
1827921,800,800,800,1460,0,1025000
1829381,800,800,800,1460,0,1025800
1830841,800,800,800,1460,0,1026600
1832301,800,800,800,1460,0,1027400
1833761,800,800,800,1460,0,1028200
1835221,800,800,800,1460,0,1029000
1836681,800,800,800,1460,0,1029800
1838141,800,800,800,1460,0,1030600
1839601,800,800,800,1460,0,1031400
1841061,800,800,800,1460,0,1032200
1842521,800,800,800,1460,0,1033000
1843981,800,800,800,1460,0,1033800
1845441,800,800,800,1460,0,1034600
1846901,800,800,800,1460,0,1035400
1848361,800,800,800,1460,0,1036200
1849821,800,800,800,1460,0,1037000
1851281,800,800,800,1460,0,1037800
1852741,800,800,800,1460,0,1038600
1854201,800,800,800,1460,0,1039400
1855661,800,800,800,1460,0,1040200
1857121,800,800,800,1460,0,1041000
1858581,800,800,800,1460,0,1041800
1860041,800,800,800,1460,0,1042600
1861501,800,800,800,1460,0,1043400
1862961,800,800,800,1460,0,1044200
1864421,800,800,800,1460,0,1045000
1865881,800,800,800,1460,0,1045800
1867341,800,800,800,1460,0,1046600
1868801,800,800,800,1460,0,1047400
1870261,800,800,800,1460,0,1048200
1871721,800,800,800,1460,0,1049000
1873181,800,800,800,1460,0,1049800
1874641,800,800,800,1460,0,1050600
1876101,800,800,800,1460,0,1051400
1877561,800,800,800,1460,0,1052200
1879021,800,800,800,1460,0,1053000
1880481,800,800,800,1460,0,1053800
1881941,800,800,800,1460,0,1054600
1883401,800,800,800,1460,0,1055400
1884861,800,800,800,1460,0,1056200
1886321,800,800,800,1460,0,1057000
1887781,800,800,800,1460,0,1057800
1889241,800,800,800,1460,0,1058600
1890701,800,800,800,1460,0,1059400
1892161,800,800,800,1460,0,1060200
1893621,800,800,800,1460,0,1061000
1895081,800,800,800,1460,0,1061800
1896541,800,800,800,1460,0,1062600
1898001,800,800,800,1460,0,1063400
1899461,800,800,800,1460,0,1064200
1900921,800,800,800,1460,0,1065000
1902381,800,800,800,1460,0,1065800
1903841,800,800,800,1460,0,1066600
1905301,800,800,800,1460,0,1067400
1906761,800,800,800,1460,0,1068200
1908221,800,800,800,1460,0,1069000
1909681,800,800,800,1460,0,1069800
1911141,800,800,800,1460,0,1070600
1912601,800,800,800,1460,0,1071400
1914061,800,800,800,1460,0,1072200
1915521,800,800,800,1460,0,1073000
1916981,800,800,800,1460,0,1073800
1918441,800,800,800,1460,0,1074600
1919901,800,800,800,1460,0,1075400
1921361,800,800,800,1460,0,1076200
1922821,800,800,800,1460,0,1077000
1924281,800,800,800,1460,0,1077800
1925741,800,800,800,1460,0,1078600
1927201,800,800,800,1460,0,1079400
1928661,800,800,800,1460,0,1080200
1930121,800,800,800,1460,0,1081000
1931581,800,800,800,1460,0,1081800
1933041,800,800,800,1460,0,1082600
1934501,800,800,800,1460,0,1083400
1935961,800,800,800,1460,0,1084200
1937421,800,800,800,1460,0,1085000
1938881,800,800,800,1460,0,1085800
1940341,800,800,800,1460,0,1086600
1941801,800,800,800,1460,0,1087400
1943261,800,800,800,1460,0,1088200
1944721,800,800,800,1460,0,1089000
1946181,800,800,800,1460,0,1089800
1947641,800,800,800,1460,0,1090600
1949101,800,800,800,1460,0,1091400
1950561,800,800,800,1460,0,1092200
1952021,800,800,800,1460,0,1093000
1953481,800,800,800,1460,0,1093800
1954941,800,800,800,1460,0,1094600
1956401,800,800,800,1460,0,1095400
1957861,800,800,800,1460,0,1096200
1959321,800,800,800,1460,0,1097000
1960781,800,800,800,1460,0,1097800
1962241,800,800,800,1460,0,1098600
1963701,800,800,800,1460,0,1099400
1965161,800,800,800,1460,0,1100200
1966621,800,800,800,1460,0,1101000
1968081,800,800,800,1460,0,1101800
1969541,800,800,800,1460,0,1102600
1971001,800,800,800,1460,0,1103400
1972461,800,800,800,1460,0,1104200
1973921,800,800,800,1460,0,1105000
1975381,800,800,800,1460,0,1105800
1976841,800,800,800,1460,0,1106600
1978301,800,800,800,1460,0,1107400
1979761,800,800,800,1460,0,1108200
1981221,800,800,800,1460,0,1109000
1982681,800,800,800,1460,0,1109800
1984141,800,800,800,1460,0,1110600
1985601,800,800,800,1460,0,1111400
1987061,800,800,800,1460,0,1112200
1988521,800,800,800,1460,0,1113000
1989981,800,800,800,1460,0,1113800
1991441,800,800,800,1460,0,1114600
1992901,800,800,800,1460,0,1115400
1994361,800,800,800,1460,0,1116200
1995821,800,800,800,1460,0,1117000
1997281,800,800,800,1460,0,1117800
1998741,800,800,800,1460,0,1118600
2000201,800,800,800,1460,0,1119400
2001661,800,800,800,1460,0,1120200
2003121,800,800,800,1460,0,1121000
2004581,800,800,800,1460,0,1121800
2006041,800,800,800,1460,0,1122600
2007501,800,800,800,1460,0,1123400
2008961,800,800,800,1460,0,1124200
2010421,800,800,800,1460,0,1125000
2011881,800,800,800,1460,0,1125800
2013341,800,800,800,1460,0,1126600
2014801,800,800,800,1460,0,1127400
2016261,800,800,800,1460,0,1128200
2017721,800,800,800,1460,0,1129000
2019181,800,800,800,1460,0,1129800
2020641,800,800,800,1460,0,1130600
2022101,800,800,800,1460,0,1131400
2023561,800,800,800,1460,0,1132200
2025021,800,800,800,1460,0,1133000
2026481,800,800,800,1460,0,1133800
2027941,800,800,800,1460,0,1134600
2029401,800,800,800,1460,0,1135400
2030861,800,800,800,1460,0,1136200
2032321,800,800,800,1460,0,1137000
2033781,800,800,800,1460,0,1137800
2035241,800,800,800,1460,0,1138600
2036701,800,800,800,1460,0,1139400
2038161,800,800,800,1460,0,1140200
2039621,800,800,800,1460,0,1141000
2041081,800,800,800,1460,0,1141800
2042541,800,800,800,1460,0,1142600
2044001,800,800,800,1460,0,1143400
2045461,800,800,800,1460,0,1144200
2046921,800,800,800,1460,0,1145000
2048381,800,800,800,1460,0,1145800
2049841,800,800,800,1460,0,1146600
2051301,800,800,800,1460,0,1147400
2052761,800,800,800,1460,0,1148200
2054221,800,800,800,1460,0,1149000
2055681,800,800,800,1460,0,1149800
2057141,800,800,800,1460,0,1150600
2058601,800,800,800,1460,0,1151400
2060061,800,800,800,1460,0,1152200
2061521,800,800,800,1460,0,1153000
2062981,800,800,800,1460,0,1153800
2064441,800,800,800,1460,0,1154600
2065901,800,800,800,1460,0,1155400
2067361,800,800,800,1460,0,1156200
2068821,800,800,800,1460,0,1157000
2070281,800,800,800,1460,0,1157800
2071741,800,800,800,1460,0,1158600
2073201,800,800,800,1460,0,1159400
2074661,800,800,800,1460,0,1160200
2076121,800,800,800,1460,0,1161000
2077581,800,800,800,1460,0,1161800
2079041,800,800,800,1460,0,1162600
2080501,800,800,800,1460,0,1163400
2081961,800,800,800,1460,0,1164200
2083421,800,800,800,1460,0,1165000
2084881,800,800,800,1460,0,1165800
2086341,800,800,800,1460,0,1166600
2087801,800,800,800,1460,0,1167400
2089261,800,800,800,1460,0,1168200
2090721,800,800,800,1460,0,1169000
2092181,800,800,800,1460,0,1169800
2093641,800,800,800,1460,0,1170600
2095101,800,800,800,1460,0,1171400
2096561,800,800,800,1460,0,1172200
2098021,800,800,800,1460,0,1173000
2099481,800,800,800,1460,0,1173800
2100941,800,800,800,1460,0,1174600
2102401,800,800,800,1460,0,1175400
2103861,800,800,800,1460,0,1176200
2105321,800,800,800,1460,0,1177000
2106781,800,800,800,1460,0,1177800
2108241,800,800,800,1460,0,1178600
2109701,800,800,800,1460,0,1179400
2111161,800,800,800,1460,0,1180200
2112621,800,800,800,1460,0,1181000
2114081,800,800,800,1460,0,1181800
2115541,800,800,800,1460,0,1182600
2117001,800,800,800,1460,0,1183400
2118461,800,800,800,1460,0,1184200
2119921,800,800,800,1460,0,1185000
2121381,800,800,800,1460,0,1185800
2122841,800,800,800,1460,0,1186600
2124301,800,800,800,1460,0,1187400
2125761,800,800,800,1460,0,1188200
2127221,800,800,800,1460,0,1189000
2128681,800,800,800,1460,0,1189800
2130141,800,800,800,1460,0,1190600
2131601,800,800,800,1460,0,1191400
2133061,800,800,800,1460,0,1192200
2134521,800,800,800,1460,0,1193000
2135981,800,800,800,1460,0,1193800
2137441,800,800,800,1460,0,1194600
2138901,800,800,800,1460,0,1195400
2140361,800,800,800,1460,0,1196200
2141821,800,800,800,1460,0,1197000
2143281,800,800,800,1460,0,1197800
2144741,800,800,800,1460,0,1198600
2146201,800,800,800,1460,0,1199400
2147661,800,800,800,1460,0,1200200
2149121,800,800,800,1460,0,1201000
2150581,800,800,800,1460,0,1201800
2152041,800,800,800,1460,0,1202600
2153501,800,800,800,1460,0,1203400
2154961,800,800,800,1460,0,1204200
2156421,800,800,800,1460,0,1205000
2157881,800,800,800,1460,0,1205800
2159341,800,800,800,1460,0,1206600
2160801,800,800,800,1460,0,1207400
2162261,800,800,800,1460,0,1208200
2163721,800,800,800,1460,0,1209000
2165181,800,800,800,1460,0,1209800
2166641,800,800,800,1460,0,1210600
2168101,800,800,800,1460,0,1211400
2169561,800,800,800,1460,0,1212200
2171021,800,800,800,1460,0,1213000
2172481,800,800,800,1460,0,1213800
2173941,800,800,800,1460,0,1214600
2175401,800,800,800,1460,0,1215400
2176861,800,800,800,1460,0,1216200
2178321,800,800,800,1460,0,1217000
2179781,800,800,800,1460,0,1217800
2181241,800,800,800,1460,0,1218600
2182701,800,800,800,1460,0,1219400
2184161,800,800,800,1460,0,1220200
2185621,800,800,800,1460,0,1221000
2187081,800,800,800,1460,0,1221800
2188541,800,800,800,1460,0,1222600
2190001,800,800,800,1460,0,1223400
2191461,800,800,800,1460,0,1224200
2192921,800,800,800,1460,0,1225000
2194381,800,800,800,1460,0,1225800
2195841,800,800,800,1460,0,1226600
2197301,800,800,800,1460,0,1227400
2198761,800,800,800,1460,0,1228200
2200221,800,800,800,1460,0,1229000
2201681,800,800,800,1460,0,1229800
2203141,800,800,800,1460,0,1230600
2204601,800,800,800,1460,0,1231400
2206061,800,800,800,1460,0,1232200
2207521,800,800,800,1460,0,1233000
2208981,800,800,800,1460,0,1233800
2210441,800,800,800,1460,0,1234600
2211901,800,800,800,1460,0,1235400
2213361,800,800,800,1460,0,1236200
2214821,800,800,800,1460,0,1237000
2216281,800,800,800,1460,0,1237800
2217741,800,800,800,1460,0,1238600
2219201,800,800,800,1460,0,1239400
2220661,800,800,800,1460,0,1240200
2222121,800,800,800,1460,0,1241000
2223581,800,800,800,1460,0,1241800
2225041,800,800,800,1460,0,1242600
2226501,800,800,800,1460,0,1243400
2227961,800,800,800,1460,0,1244200
2229421,800,800,800,1460,0,1245000
2230881,800,800,800,1460,0,1245800
2232341,800,800,800,1460,0,1246600
2233801,800,800,800,1460,0,1247400
2235261,800,800,800,1460,0,1248200
2236721,800,800,800,1460,0,1249000
2238181,800,800,800,1460,0,1249800
2239641,800,800,800,1460,0,1250600
2241101,800,800,800,1460,0,1251400
2242561,800,800,800,1460,0,1252200
2244021,800,800,800,1460,0,1253000
2245481,800,800,800,1460,0,1253800
2246941,800,800,800,1460,0,1254600
2248401,800,800,800,1460,0,1255400
2249861,800,800,800,1460,0,1256200
2251321,800,800,800,1460,0,1257000
2252781,800,800,800,1460,0,1257800
2254241,800,800,800,1460,0,1258600
2255701,800,800,800,1460,0,1259400
2257161,800,800,800,1460,0,1260200
2258621,800,800,800,1460,0,1261000
2260081,800,800,800,1460,0,1261800
2261541,800,800,800,1460,0,1262600
2263001,800,800,800,1460,0,1263400
2264461,800,800,800,1460,0,1264200
2265921,800,800,800,1460,0,1265000
2267381,800,800,800,1460,0,1265800
2268841,800,800,800,1460,0,1266600
2270301,800,800,800,1460,0,1267400
2271761,800,800,800,1460,0,1268200
2273221,800,800,800,1460,0,1269000
2274681,800,800,800,1460,0,1269800
2276141,800,800,800,1460,0,1270600
2277601,800,800,800,1460,0,1271400
2279061,800,800,800,1460,0,1272200
2280521,800,800,800,1460,0,1273000
2281981,800,800,800,1460,0,1273800
2283441,800,800,800,1460,0,1274600
2284901,800,800,800,1460,0,1275400
2286361,800,800,800,1460,0,1276200
2287821,800,800,800,1460,0,1277000
2289281,800,800,800,1460,0,1277800
2290741,800,800,800,1460,0,1278600
2292201,800,800,800,1460,0,1279400
2293661,800,800,800,1460,0,1280200
2295121,800,800,800,1460,0,1281000
2296581,800,800,800,1460,0,1281800
2298041,800,800,800,1460,0,1282600
