#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
1487421,0.08201763252795155,0.15113564221476342,0.941295520890967,0.04639026684264021,0.912,0.77,2,77228,76763,465,0.75,0.751693,2,76777
20296681,0.07321682510526954,0.0629734991220727,0.8582995717371399,0.04835479907158786,0.00217417,0.06,1,140740,140316,424,0.03,0.028896,1,140330
34680881,0.13063894690025243,0.12310517587162594,0.8643724460654688,0.03427957038183225,0.0177416,0.05,1,155045,154618,427,0.08,0.0745605,1,154634
10502561,0.1473994078335557,0.14104230024218747,0.9574898524331773,0.033940265072791354,0.0312793,0.94,1,92107,91634,473,0.85,0.857895,2,91652
34471041,0.07952950146424301,0.06408245689682353,0.8623481546226925,0.048301703605940625,0.0905984,0.03,1,167796,167370,426,0.08,0.0738439,1,167384
11370321,0.07976782577722327,0.11681809058845241,0.8582995717371399,0.04835479907158786,0.029137,0.04,1,111099,110675,424,0.0,0.0072131,1,110733
24463921,0.0551775200093958,0.0713374400220141,0.8582995717371399,0.04835479907158786,0.0246235,0.05,1,154563,154139,424,0.0,0.00440843,1,154153
8942761,0.21526000835610082,0.16907512807973454,0.9514169781048485,0.04823343800725132,0.691392,0.9,1,72341,71871,470,0.91,0.902916,2,71885
6963441,0.11335026086822583,0.11683981633702079,0.8603238631799162,0.04823343800725132,0.0646931,0.01,1,65739,65314,425,0.04,0.0363075,1,65328
10661061,0.05252961228847416,0.07061623962932052,0.8623481546226925,0.04835479907158786,0.0276714,0.1,1,108719,108293,426,0.08,0.0799967,1,108307
34649501,0.1046087585029102,0.06352231042286506,0.8704453203937976,542.9602106372973,0.0128095,0.07,1,158782,158352,430,0.14,0.132547,1,158366
8929661,0.08164161322805417,0.0761846434471707,0.9271254807915332,0.04823343800725132,0.441103,0.69,1,72292,71834,458,0.71,0.710146,2,71848
4268181,0.08652812913833968,0.13284319165203654,0.9372469380054147,0.0482283812962373,0.73426,0.75,1,76379,75916,463,0.75,0.749445,2,75930
4823961,0.08405324707680874,0.06952239541879117,0.9574898524331773,542.9602106372973,0.00198976,0.93,1,92176,91703,473,0.94,0.94,2,91717
11107061,0.038964999951865774,0.06297491601871848,0.8582995717371399,0.048541897379106684,0.008707,0.1,1,69438,69014,424,0.03,0.0306538,1,69028
8469981,0.10311777257928188,0.12594636851230284,0.9493926866620721,0.033940265072791354,0.637184,0.79,1,83018,82549,469,0.77,0.77725,2,82567
5079781,0.07630920530400612,0.064524843516223,0.9514169781048485,0.05191978033647355,0.775974,0.84,2,80145,79675,470,0.87,0.867042,2,79689
17554161,0.08762464179475182,0.08010204780678525,0.8582995717371399,0.04835479907158786,0.10823,0.01,1,131611,131187,424,0.03,0.0308055,1,131204
10509201,0.03908849957930691,0.06374618009289568,0.8562752802943636,0.04835479907158786,0.0428929,0.03,1,108239,107816,423,0.0,0.00689174,1,107838
11410481,0.09666140763716809,0.07143678022017817,0.8603238631799162,0.048301703605940625,0.00637791,0.0,1,91260,90835,425,0.05,0.0484486,1,90849
30417741,0.052518886905758976,0.06449792247995349,0.8684210289510214,0.048301703605940625,0.13473,0.15,1,154356,153927,429,0.15,0.149499,1,153941
6297441,0.2341193320510377,0.18891955276845426,0.9473683952192958,0.026668967470178048,0.80299,0.79,2,74973,74505,468,0.78,0.774969,2,74527
1103461,0.08111591174879328,0.15149443193206283,0.8562752802943636,0.04817275747508306,1.61061e-19,0.01,1,35585,35162,423,0.0,0.0,1,35176
33738241,0.09440040232507542,0.08757853910759682,0.8603238631799162,0.048301703605940625,0.0391045,0.05,1,165367,164942,425,0.03,0.0296885,1,164956
16875041,0.12997144955244802,0.21158989910066878,0.8582995717371399,0.03395050491259475,0.0178662,0.03,1,91446,91022,424,0.01,0.00838408,1,91039
30145041,0.07365593489172688,0.07378693945661775,0.8623481546226925,0.048301703605940625,0.117112,0.05,1,153458,153032,426,0.07,0.0694878,1,153046
964301,0.08828393737930344,0.2025312065454214,0.9392712294481907,0.04639026684264021,0.808421,0.76,2,75344,74880,464,0.75,0.743717,2,74894
2587121,0.10327534106946538,0.08111512890850608,0.9574898524331773,0.0007382798080472499,0.0335545,0.93,1,81153,80680,473,0.94,0.939934,2,80694
19430141,0.06878314116226816,0.07709145730045928,0.8623481546226925,542.9602106372973,0.0481493,0.07,1,108279,107853,426,0.07,0.069837,1,107867
3473441,0.06310720553890112,0.0629980586639326,0.8704453203937976,0.048301703605940625,0.0849205,0.18,1,64116,63686,430,0.13,0.130017,1,63700
12844841,0.10534754810052736,0.10792029451897951,0.9433198123337433,0.048415479603756126,0.730961,0.8,1,75366,74900,466,0.78,0.77918,2,74914
20243621,0.09909559633486785,0.13222558214744434,0.8603238631799162,542.9602106372973,0.0573691,0.04,1,110977,110552,425,0.04,0.0372129,1,110566
