#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
5190241,0.036375135,0.017950192,0.93319833,0.657438169066076,0.759214,0.72,2,79499,79038,461,0.75,0.749965,2,79048
3359621,0.03804388,0.032760065,0.9372469,0.42617201919527503,0.739494,0.76,1,72971,72508,463,0.75,0.747193,2,72520
2545721,0.031546507,0.12594873,0.86234814,0.32318198597268366,0.0265756,0.26,1,39957,39531,426,0.09,0.08896,1,39541
3097001,0.031545244,0.0,0.88866395,0.26116648209671467,1.0112e-05,0.07,1,83535,83096,439,0.0,1.8031e-15,1,83106
12759781,0.034065235,0.028373672,0.9372469,1.6144333702473237,0.598043,0.82,1,74174,73711,463,0.75,0.750001,2,73721
1750321,0.03356556,0.007566464,0.9372469,0.22277593207825766,0.840752,0.8,2,77783,77320,463,0.68,0.703939,2,77339
13674961,0.031633727,0.00012543109,0.9473683,1.730343300110742,0.669838,0.91,1,77453,76985,468,0.79,0.774,2,77006
18444881,0.07086528,0.083046205,0.9453441,0.01107419712070875,0.897987,0.95,2,109938,109471,467,0.91,0.911827,2,109487
4624681,0.18810903,0.20424724,0.93319833,0.5860095976375046,0.708115,0.85,1,77265,76804,461,0.75,0.749744,2,76814
3656241,0.04165581,0.02019975,0.94331986,0.46363971945367294,0.659945,0.67,1,73940,73474,466,0.78,0.779965,2,73484
674781,0.03192883,0.0064487685,0.9392713,0.08674787744555186,0.749801,0.81,1,74032,73568,464,0.7,0.7,2,73578
32360281,0.44234318,0.57328266,0.95546556,0.00516795865633075,0.290024,0.29,1,613703,613231,472,0.28,0.286627,1,613279
4200421,0.35762054,0.61136097,0.8906882,0.005721668512366187,0.0322404,0.05,1,170611,170171,440,0.0,0.00236671,1,170200
8067081,0.029188655,0.063164145,0.9291498,1.0212255444813585,0.582875,0.66,1,78990,78531,459,0.72,0.71888,2,78541
7502161,0.10422548,0.07813508,0.9291498,0.949796973052787,0.71861,0.9,1,76939,76480,459,0.72,0.719942,2,76490
24543881,0.47444046,0.5182851,0.8603239,0.00516795865633075,0.265548,0.03,1,493056,492631,425,0.09,0.0878991,1,492666
10097381,0.03103973,0.025221547,0.8663967,1.2779623477297897,0.217411,0.14,1,64996,64568,428,0.09,0.0900013,1,64578
981141,0.031545244,0.0008110238,0.95141697,0.12550756736803248,0.817759,0.81,2,74995,74525,470,0.76,0.7588,2,74543
31602221,0.4794877,0.6398075,0.8805668,0.004060538944259874,0.1564,0.11,1,429356,428921,435,0.13,0.122189,1,428974
183961,0.031545244,0.00524776,0.9352227,0.024732373569582872,0.159662,0.6,1,42185,41723,462,0.8,0.793974,2,41735
2222701,0.029028878,0.06302199,0.9372469,0.2823920265780731,0.804335,0.71,2,79615,79152,463,0.76,0.759776,2,79162
22138001,0.3345925,0.29389113,0.8643725,0.00516795865633075,0.781558,0.15,2,436173,435746,427,0.15,0.14318,1,435780
3477761,0.47070077,0.5046151,0.92712545,0.44112218530823183,0.724228,0.83,1,73329,72871,458,0.71,0.708518,2,72976
2857521,0.03164619,0.025310181,0.95546556,0.019748984865263934,0.858338,1.0,2,93281,92809,472,0.91,0.909984,2,92819
14244261,0.09463589,0.0040312437,0.9534413,1.802325581395349,0.821551,0.78,2,79370,78899,471,0.79,0.787598,2,78918
4983701,0.03156543,0.02033294,0.9372469,0.6314138058324105,0.609587,0.76,1,78623,78160,463,0.74,0.739999,2,78170
9930561,0.0315454,0.025191162,0.93117404,1.2567368032484312,0.880813,0.66,2,74784,74324,460,0.74,0.739965,2,74334
31610981,0.67713755,0.7068913,0.8906882,0.004614248800295312,0.405411,0.05,1,429542,429102,440,0.07,0.0706869,1,429140
12666141,0.666827,0.7074722,0.91295546,0.005906238464377999,0.442771,0.05,1,168010,167559,451,0.01,0.0165318,1,167608
5288821,0.35557956,0.2237941,0.9473683,0.6699889258028793,0.713646,0.72,1,79739,79271,468,0.79,0.783611,2,79286
10214261,0.19588335,0.006555682,0.9534413,1.2927279438907346,0.685133,0.73,1,75748,75277,471,0.81,0.8012,2,75297
16101921,0.17034432,0.13854101,0.9068826,0.008674787744555186,0.654,0.31,1,110516,110068,448,0.32,0.318399,1,110090
1595361,0.018927148,1.1284937e-05,0.9412955,0.20321151716500555,0.766384,0.63,2,77299,76834,465,0.72,0.7,2,76853
1040421,0.03160187,7.578492e-05,0.8744939,0.132890365448505,3.89423e-06,0.06,1,45180,44748,432,0.07,0.0668,1,44766
3557021,0.053739373,0.093808636,0.9372469,0.4510889627168697,0.750632,0.8,2,73557,73094,463,0.82,0.819839,2,73104
12576721,0.031552497,0.0009143266,0.9372469,1.5913621262458473,0.73996,0.75,1,73323,72860,463,0.71,0.71,2,72877
6109161,0.15707213,0.15819336,0.9473683,0.012181616832779624,0.854729,0.99,2,111353,110885,468,0.95,0.947664,2,110902
3566801,0.14463888,0.12710397,0.9291498,0.4523809523809524,0.716593,0.87,1,73609,73150,459,0.71,0.710003,2,73160
8079981,0.04769562,0.104807526,0.93319833,1.0228866740494647,0.755463,0.71,2,79008,78547,461,0.77,0.769808,2,78557
1936901,0.03157174,0.004169738,0.9412955,0.24621631598375784,0.699615,0.88,1,78655,78190,465,0.79,0.787199,2,78204
4051641,0.03194902,0.13934864,0.9291498,0.5136581764488741,0.708166,0.86,1,75360,74901,459,0.7,0.70032,2,74911
6971961,0.18296398,0.20242259,0.9392713,0.8827980804724991,0.635374,0.76,1,75042,74578,464,0.8,0.79928,2,74588
21906641,0.031545244,0.031285077,0.9453441,0.010520487264673311,0.929968,0.88,2,120962,120495,467,0.91,0.908333,2,120507
7791681,0.035134777,0.003695786,0.9453441,0.9863418235511259,0.732045,0.78,1,77927,77460,467,0.71,0.712,2,77485
181041,0.031545244,0.02623888,0.93117404,0.024363233665559248,0.198311,0.56,1,42183,41723,460,0.77,0.769359,2,41733
2147201,0.0315454,0.01019698,0.8724696,0.2727943890734588,0.0878261,0.21,1,48694,48263,431,0.14,0.139978,1,48273
8221041,0.66497374,0.5950966,0.9149797,0.006090808416389812,0.3628,0.41,1,162221,161769,452,0.39,0.395886,1,161805
3916861,0.050724752,0.14952369,0.8562753,0.4964931709117756,0.034496,0.06,1,64717,64294,423,0.0,1.67936e-07,1,64304
8317521,0.03255958,0.02107303,0.9352227,1.0527870062753784,0.75798,0.64,2,79808,79346,462,0.73,0.729997,2,79356
