#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
13302041,0.032700114,0.006167625,0.9372469,0.029900332225913623,0.696708,0.86,1,76451,75988,463,0.74,0.739999,2,75998
668741,0.031545244,0.020655205,0.8704453,0.019195275009228498,0.193199,0.22,1,44326,43896,430,0.1,0.100003,1,43906
7119181,0.088077314,0.061728835,0.9372469,0.010889627168696936,0.73,0.73,1,148872,148409,463,0.74,0.738333,2,148425
5849381,0.14764263,0.2267743,0.88461536,0.017718715393133997,0.0927717,0.13,1,73720,73283,437,0.1,0.100192,1,73305
14265601,0.16745792,0.16714972,0.9352227,0.005906238464377999,0.827293,0.85,2,147064,146602,462,0.79,0.795667,2,146620
4284801,0.019077932,0.00023424292,0.86842096,0.023624953857511996,0.000136217,0.0,1,46352,45923,429,0.0,8.02299e-22,1,45954
9024501,0.063540794,0.030513972,0.88866395,0.026393503137689185,0.2005,0.28,1,72063,71624,439,0.23,0.228797,1,71641
4685001,0.03203719,0.038374443,0.8765182,0.01937984496124031,0.160008,0.14,1,68888,68455,433,0.23,0.2292,1,68465
5799681,0.40566868,0.38151044,0.85829955,0.026393503137689185,0.0051584,0.0,1,51442,51018,424,0.0,2.55957e-07,1,51028
17111121,0.061959274,0.16453949,0.9068826,0.028054632705795498,0.405919,0.52,1,89399,88951,448,0.37,0.397696,1,88970
1308981,0.03155455,0.001009191,0.8866396,0.026208933185677373,0.301019,0.33,1,76595,76157,438,0.2,0.2,1,76167
2308261,0.14904544,0.060003366,0.8765182,0.014027316352897749,0.298737,0.13,1,71601,71168,433,0.22,0.210359,1,71180
11541101,0.04769546,0.20720066,0.85829955,0.031007751937984496,0.147643,0.18,1,70386,69962,424,0.04,0.0401598,1,69972
6948081,0.032554846,0.03753202,0.8987854,0.011812476928755998,0.728797,0.5,1,90700,90256,444,0.37,0.389679,1,90272
24122801,0.3547799,0.3541407,0.93117404,0.0070136581764488745,0.836387,0.81,2,137118,136658,460,0.77,0.771667,2,136680
3473421,0.03207899,0.006696726,0.8643725,0.02233296419342931,0.0640001,0.1,1,43721,43294,427,0.0,1.71966e-14,1,43304
3307421,0.041646976,0.13920222,0.8562753,0.017349575489110373,0.142735,0.11,1,64226,63803,423,0.0,4.8e-05,1,63813
3257261,0.11248261,0.05758205,0.94331986,0.008305647840531562,0.81,0.75,2,145664,145198,466,0.76,0.758333,2,145216
25173181,0.08877809,0.08851149,0.9251012,0.008674787744555186,0.671571,0.69,1,138706,138249,457,0.71,0.711667,2,138274
10195181,0.18127632,0.18732949,0.9291498,0.006275378368401624,0.694169,0.79,1,134251,133792,459,0.73,0.735685,2,133808
3221941,0.037093103,0.034850936,0.8603239,0.021963824289405683,0.029696,0.0,1,42877,42452,425,0.0,1.2758e-07,1,42462
2791381,0.034670588,0.030912278,0.8603239,0.016611295681063124,0.17019,0.09,1,62499,62074,425,0.0,5.55684e-06,1,62084
10167101,0.16980016,0.19444703,0.8947368,0.01568844592100406,0.448301,0.4,1,88802,88360,442,0.38,0.383836,1,88372
108041,0.036592796,0.07678667,0.88461536,0.008674787744555186,0.236161,0.3,1,72167,71730,437,0.3,0.297999,1,71742
2314101,0.11353433,0.1133234,0.9251012,0.0049833887043189366,0.690053,0.71,1,148585,148128,457,0.71,0.711667,2,148142
3795801,0.08217567,0.13874787,0.8603239,0.023440383905500184,0.177636,0.18,1,54696,54271,425,0.08,0.07928,1,54281
14455601,0.07660305,0.035430446,0.92712545,0.02177925433739387,0.843335,0.56,2,90906,90448,458,0.71,0.709904,2,90458
