#Ack,Last Router Ocupation Router Arrival(Packets),Last Router Ocupation Router Arrival_ewma(Packets),Network Situation Router Arrival,Measure Time
27741,0.95,0.95,2,161107
29201,0.86,0.878,2,161123
30661,0.9,0.8956,2,161139
35041,0.94,0.94,2,161187
36501,0.9,0.908,2,161203
39421,0.92,0.92,2,161235
52561,0.95,0.95,2,161547
54021,0.72,0.766,2,161563
55481,0.72,0.7292,2,161579
56941,0.75,0.74584,2,161595
58401,0.77,0.765168,2,161611
59861,0.71,0.721034,2,161627
73001,0.02,0.0251408,1,161738
94901,0.24,0.229041,1,161903
153301,0.08,0.0778326,1,162245
160601,0.1,0.100902,1,162275
173741,0.27,0.264175,1,162326
200021,0.13,0.13417,1,162415
207321,0.14,0.140536,1,162435
210241,0.13,0.125621,1,162443
224841,0.08,0.0775837,1,162483
230681,0.05,0.0540121,1,162499
248201,0.03,0.0306407,1,162547
252581,0,0.00600513,1,162559
254041,0.04,0.033201,1,162563
262801,0.03,0.0306402,1,162587
268741,0.02,0.0210402,1,162614
278101,0.01,0.0105377,1,162646
291201,0,0.00065649,1,162717
308281,0.03,0.0322405,1,162781
318661,0.03,0.0240134,1,162817
333021,0.07,0.0636827,1,162857
349041,0.05,0.0512424,1,162898
389381,0.04,0.0370644,1,163008
403321,0.07,0.0582194,1,163056
493381,0.15,0.152481,1,163372
502761,0.21,0.208063,1,163396
518961,0.25,0.252045,1,163434
525621,0.21,0.209534,1,163456
530821,0.22,0.217103,1,163470
538101,0.14,0.140313,1,163513
549541,0.08,0.0751996,1,163563
551621,0.09,0.081408,1,163571
585321,0.07,0.0665618,1,163712
591161,0.11,0.109034,1,163720
598421,0.09,0.0921619,1,163743
602801,0.15,0.148257,1,163749
640861,0.3,0.296681,1,163853
660821,0.37,0.365756,1,163906
661441,0.33,0.337151,1,163920
683081,0.34,0.339566,1,164008
684321,0.32,0.323913,1,164013
691401,0.36,0.355502,1,164033
696601,0.32,0.318271,1,164073
711161,0.35,0.349335,1,164112
728001,0.3,0.324603,1,164174
730081,0.3,0.307384,1,164186
749841,0.35,0.35354,1,164241
752961,0.35,0.353228,1,164253
755881,0.39,0.386929,1,164257
768981,0.39,0.395896,1,164293
891081,0.72,0.713181,2,164720
892541,0.75,0.742636,2,164722
893361,0.76,0.756527,2,164727
894821,0.78,0.775305,2,164729
896281,0.82,0.811061,2,164731
896481,0.78,0.786212,2,164739
897941,0.84,0.829242,2,164741
899401,0.84,0.837849,2,164743
900641,0.82,0.82357,2,164749
902101,0.85,0.844714,2,164751
903561,0.86,0.856943,2,164753
903761,0.84,0.843389,2,164757
905221,0.86,0.856678,2,164759
906681,0.86,0.859336,2,164761
906881,0.87,0.867867,2,164771
908341,0.89,0.885573,2,164773
909801,0.86,0.865115,2,164775
911261,0.89,0.885023,2,164777
912721,0.89,0.889005,2,164779
914161,0.8,0.817801,2,164796
915621,0.82,0.81956,2,164798
917081,0.81,0.811912,2,164800
918541,0.87,0.858382,2,164802
919361,0.81,0.819676,2,164809
920821,0.82,0.819935,2,164811
921441,0.77,0.779987,2,164818
922901,0.81,0.803997,2,164820
924361,0.82,0.816799,2,164822
925821,0.84,0.83536,2,164824
926641,0.85,0.847072,2,164825
928101,0.88,0.873414,2,164827
928721,0.85,0.854683,2,164862
930181,0.87,0.866937,2,164864
931641,0.9,0.893387,2,164866
933101,0.9,0.898677,2,164868
933921,0.91,0.907736,2,164888
935381,0.93,0.925547,2,164890
938301,0.93,0.93,2,164894
941201,0.94,0.94,2,164906
942661,0.95,0.948,2,164908
948481,0.88,0.88,2,164935
949941,0.87,0.872,2,164937
951401,0.89,0.8864,2,164939
951601,0.87,0.87328,2,164952
953061,0.88,0.878656,2,164954
953681,0.91,0.903731,2,164973
955141,0.94,0.932746,2,164975
1015461,0.94,0.94,2,165158
1016081,0.89,0.9,2,165172
1017541,0.92,0.916,2,165174
1018161,0.94,0.9352,2,165186
1019621,0.95,0.94704,2,165188
1021081,0.94,0.941408,2,165190
1267141,0.93,0.93,2,166136
1268601,0.95,0.946,2,166138
1459121,0.94,0.94,2,166848
1473681,0.94,0.94,2,166891
1475761,0.86,0.86,2,166900
1477221,0.85,0.852,2,166902
1477841,0.81,0.8184,2,166906
1479301,0.82,0.81968,2,166908
1481381,0.71,0.707987,2,166941
1482841,0.72,0.717597,2,166943
1484301,0.71,0.711519,2,166945
1485121,0.74,0.734304,2,166948
1486581,0.75,0.746861,2,166950
1487201,0.75,0.749372,2,166958
1488661,0.75,0.749874,2,166960
1489281,0.69,0.701975,2,166982
1492201,0.71,0.704879,2,166986
1493661,0.72,0.716976,2,166988
1495121,0.73,0.727395,2,166990
1495521,0.72,0.721479,2,166996
1496981,0.71,0.712296,2,166998
1555221,0.02,0.0260504,1,167200
1573941,0.02,0.0205109,1,167258
1582881,0.02,0.0164355,1,167295
1593081,0,0.000474284,1,167341
1598901,0,2.57518e-05,1,167356
1605761,0,0.00322561,1,167376
1607221,0,0.000645122,1,167378
1648201,0.07,0.0674879,1,167541
1670281,0.2,0.197422,1,167589
1672741,0.2,0.195097,1,167600
1695201,0.11,0.121514,1,167670
1715601,0.04,0.0379097,1,167731
1727041,0.02,0.0197824,1,167777
