#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd (Bytes),rtt_ratio_real,ack_ewma,send_ack_ewma_norm,rtt_ratio_norm,Last Router Ocupation Ack Arriaval(Packets),Last Router Ocupation Packet Sent(Packets),Network Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms)
9767401,1407.73,1250.64,1416,1460,2.19875776397516,0.761317851676789,0.668981048104543,0.766233766233766,0.461726,0,1,10235290,10233874,1416
9770321,1124.14,1050.79,1128,1460,1.75155279503106,0.607948860778662,0.562079091935147,0.61038961038961,0.418276,0,1,10237450,10236322,1128
9771781,1127.81,1124.14,1128,1460,1.75155279503106,0.609933642317489,0.601314811149684,0.61038961038961,0.461311,0,1,10238578,10237450,1128
9773241,1219.19,1127.81,1224,1460,1.90062111801242,0.659353080197072,0.603277934387821,0.662337662337662,0.490524,0,1,10239802,10238578,1224
9780541,1462.56,1435.13,1464,1460,2.27329192546584,0.790970596029355,0.767666771865823,0.792207792207792,0.704354,0,2,10246618,10245154,1464
9782001,1509.53,1462.56,1512,1460,2.34782608695652,0.816372554851899,0.782339379610264,0.818181818181818,0.743742,0,2,10248130,10246618,1512
9783461,1557.48,1509.53,1560,1460,2.42236024844721,0.842304509834674,0.807464147592633,0.844155844155844,0.783497,0,2,10249690,10248130,1560
9789301,1703.87,1701.47,1704,1460,2.64596273291925,0.921474038300335,0.910134958036235,0.922077922077922,0.921737,0,2,10256362,10254658,1704
9798061,1213.42,1468.32,1200,1460,1.86335403726708,0.656232592600605,0.785420466763307,0.649350649350649,0.454597,0,1,10265986,10264786,1200
9799521,1086.67,1213.42,1080,1460,1.67701863354037,0.587684619835918,0.649071662021857,0.584415584415585,0.451839,0,1,10267066,10265986,1080
9812661,1485.59,1439.82,1488,1460,2.31055900621118,0.803425505794805,0.770175504287311,0.805194805194805,0.737591,0,2,10279042,10277554,1488
9814121,1556.28,1485.59,1560,1460,2.42236024844721,0.841655534944594,0.794658379112797,0.844155844155844,0.781036,0,2,10280602,10279042,1560
9818501,1701.47,1653.47,1704,1460,2.64596273291925,0.920176088520175,0.884459231760873,0.922077922077922,0.915186,0,2,10285570,10283866,1704
9819961,1772.27,1701.47,1776,1460,2.75776397515528,0.958465607034888,0.910134958036235,0.961038961038961,0.936074,0,2,10287346,10285570,1776
9833101,1484.28,1413.53,1488,1460,2.31055900621118,0.802717041539801,0.75611269504191,0.805194805194805,0.709841,0,2,10301050,10299562,1488
9834561,1510.61,1484.28,1512,1460,2.34782608695652,0.81695663225297,0.793957645749865,0.818181818181818,0.745937,0,2,10302562,10301050,1512
9836021,1557.53,1510.61,1560,1460,2.42236024844721,0.842331550455094,0.808041851433829,0.844155844155844,0.784375,0,2,10304122,10302562,1560
9840401,1679.81,1676.27,1680,1460,2.60869565217391,0.908462091754233,0.89665520174167,0.909090909090909,0.92452,0,2,10309090,10307410,1680
9844781,1823.92,1822.5,1824,1460,2.83229813664596,0.986398567928743,0.974875232017631,0.987012987012987,0.930369,0,2,10314538,10312714,1824
9847701,1546.98,1755.6,1536,1460,2.38509316770186,0.836625979546475,0.939089688521346,0.831168831168831,0.742859,0,2,10317826,10316290,1536
9849161,1468.15,1546.98,1464,1460,2.27329192546584,0.793993737392311,0.827496563197056,0.792207792207792,0.723144,0,2,10319290,10317826,1464
9855001,1461.49,1413.9,1464,1460,2.27329192546584,0.790391926752368,0.756310612098616,0.792207792207792,0.707936,0,2,10325026,10323562,1464
9856461,1509.47,1461.49,1512,1460,2.34782608695652,0.816340106107395,0.781767024878709,0.818181818181818,0.757175,0,2,10326538,10325026,1512
9862301,1747.13,1654.67,1752,1460,2.72049689440994,0.944869583087714,0.885101124917758,0.948051948051948,0.938056,0,2,10333162,10331410,1752
9873981,1461.57,1415.48,1464,1460,2.27329192546584,0.790435191745039,0.757155771421847,0.792207792207792,0.724995,0,2,10346314,10344850,1464
9875441,1532.28,1461.57,1536,1460,2.38509316770186,0.828676037142996,0.781809817755835,0.831168831168831,0.739998,0,2,10347850,10346314,1536
9876901,1535.81,1532.28,1536,1460,2.38509316770186,0.830585104944648,0.819633372025226,0.831168831168831,0.769999,0,2,10349386,10347850,1536
9882741,1703.81,1700.27,1704,1460,2.64596273291925,0.921441589555831,0.909493064879351,0.922077922077922,0.932624,0,2,10356010,10354306,1704
9900261,1463.76,1459.14,1464,1460,2.27329192546584,0.791619570919435,0.780509984113144,0.792207792207792,0.732048,0,2,10373818,10372354,1464
9901721,1555.19,1463.76,1560,1460,2.42236024844721,0.841066049419438,0.782981272767148,0.844155844155844,0.754819,0,2,10375378,10373818,1560
9907561,1748.33,1678.56,1752,1460,2.72049689440994,0.945518557977794,0.89788014784939,0.948051948051948,0.928683,0,2,10382026,10380274,1752
9916321,1160.52,1322.4,1152,1460,1.7888198757764,0.62762361619625,0.707366258886208,0.623376623376624,0.475577,0,1,10391266,10390114,1152
9926541,1508.28,1437.53,1512,1460,2.34782608695652,0.815696539341399,0.768950558179591,0.818181818181818,0.716715,0,2,10400770,10399258,1512
9928001,1511.81,1508.28,1512,1460,2.34782608695652,0.81760560714305,0.806795508887546,0.818181818181818,0.760686,0,2,10402282,10400770,1512
9929461,1580.39,1511.81,1584,1460,2.45962732919255,0.854694522111115,0.808683744590713,0.857142857142857,0.790274,0,2,10403866,10402282,1584
9933841,1724.28,1653.53,1728,1460,2.6832298136646,0.932512019555777,0.884491326418718,0.935064935064935,0.932577,0,2,10408858,10407130,1728
9936761,1822.61,1796.21,1824,1460,2.83229813664596,0.985690103673739,0.96081242277223,0.987012987012987,0.944812,0,2,10412482,10410658,1824
9949901,1437.54,1390.79,1440,1460,2.2360248447205,0.77743946957119,0.743948819718958,0.779220779220779,0.709848,0,2,10425178,10423738,1440
9951361,1531.08,1437.54,1536,1460,2.38509316770186,0.828027062252916,0.768955907289232,0.831168831168831,0.757939,0,2,10426714,10425178,1536
9957201,1702.67,1677.47,1704,1460,2.64596273291925,0.920825063410255,0.897297094898554,0.922077922077922,0.930395,0,2,10433314,10431610,1704
9971801,1484.22,1412.41,1488,1460,2.31055900621118,0.802684592795297,0.755513594762152,0.805194805194805,0.722168,0,2,10449250,10447762,1488
9973261,1533.41,1484.22,1536,1460,2.38509316770186,0.829287155164488,0.793925551092021,0.831168831168831,0.750867,0,2,10450786,10449250,1536
9974721,1558.67,1533.41,1560,1460,2.42236024844721,0.84294807660067,0.820237821414626,0.844155844155844,0.798347,0,2,10452346,10450786,1560
9980561,1703.82,1700.39,1704,1460,2.64596273291925,0.921446997679915,0.909557254195039,0.922077922077922,0.92135,0,2,10459018,10457314,1704
9983481,1798.62,1772.39,1800,1460,2.79503105590062,0.972716013996225,0.948070843608082,0.974025974025974,0.937016,0,2,10462594,10460794,1800
9986401,1410.12,1754.33,1392,1460,2.16149068322981,0.762610393332865,0.938410351596977,0.753246753246753,0.715123,0,2,10465738,10464346,1392
10002461,1732.74,1822.73,1728,1460,2.6832298136646,0.93708729253084,0.974998261539367,0.935064935064935,0.759922,0,2,10483858,10482130,1728
10011221,1506.04,1392.85,1512,1460,2.34782608695652,0.814485119546583,0.745050736304942,0.818181818181818,0.701396,0,2,10492162,10490650,1512
10014141,1533.65,1488.9,1536,1460,2.38509316770186,0.829416950142504,0.796428934403869,0.831168831168831,0.778223,0,2,10495186,10493650,1536
10018521,1700.33,1630.61,1704,1460,2.64596273291925,0.919559562374599,0.872231167122233,0.922077922077922,0.901086,0,2,10500130,10498426,1704
10019981,1749.42,1700.33,1752,1460,2.72049689440994,0.94610804350295,0.909525159537195,0.948051948051948,0.942435,0,2,10501882,10500130,1752
10027281,1242.54,1594.86,1224,1460,1.90062111801242,0.67198104993321,0.853108100156729,0.662337662337662,0.488969,0,1,10510114,10508890,1224
10028741,1110.93,1242.54,1104,1460,1.71428571428571,0.600804728863699,0.664648269295576,0.597402597402597,0.405588,0,1,10511218,10510114,1104
10043341,1484.22,1412.34,1488,1460,2.31055900621118,0.802684592795297,0.755476150994667,0.805194805194805,0.731429,0,2,10523722,10522234,1488
10044801,1556.21,1484.22,1560,1460,2.42236024844721,0.841617678076006,0.793925551092021,0.844155844155844,0.766571,0,2,10525282,10523722,1560
10046261,1582.61,1556.21,1584,1460,2.45962732919255,0.855895125657763,0.832433791395422,0.857142857142857,0.792629,0,2,10526866,10525282,1584
10050641,1748.22,1676.34,1752,1460,2.72049689440994,0.94545906861287,0.896692645509155,0.948051948051948,0.915448,0,2,10531906,10530154,1752
10052101,1751.81,1748.22,1752,1460,2.72049689440994,0.947400585159026,0.935142045606509,0.948051948051948,0.948179,0,2,10533658,10531906,1752
10055021,1822.68,1797.59,1824,1460,2.83229813664596,0.985727960542327,0.961550599902646,0.987012987012987,0.949709,0,2,10537282,10535458,1824
10059401,816.126,1274.52,792,1460,1.22981366459627,0.441371067617775,0.681754721926535,0.428571428571429,0.242941,0,1,10541098,10540306,792
10085681,1485.36,1435.13,1488,1460,2.31055900621118,0.803301118940873,0.767666771865823,0.805194805194805,0.709389,0,2,10560610,10559122,1488
10087141,1510.67,1485.36,1512,1460,2.34782608695652,0.816989080997475,0.794535349591061,0.818181818181818,0.769756,0,2,10562122,10560610,1512
10088601,1603.13,1510.67,1608,1460,2.49689440993789,0.866992596278129,0.808073946091673,0.87012987012987,0.793902,0,2,10563730,10562122,1608
10092981,1680.96,1699.19,1680,1460,2.60869565217391,0.909084026023893,0.908915361038155,0.909090909090909,0.93905,0,2,10568722,10567042,1680
10104661,1726.63,1700.64,1728,1460,2.6832298136646,0.933782928715517,0.909690981936057,0.935064935064935,0.941165,0,2,10582666,10580938,1728
10122181,1484.39,1415.76,1488,1460,2.31055900621118,0.802776530904725,0.757305546491786,0.805194805194805,0.722153,0,2,10600762,10599274,1488
10123641,1533.42,1484.39,1536,1460,2.38509316770186,0.829292563288572,0.794016485955913,0.831168831168831,0.738861,0,2,10602298,10600762,1536
10125101,1535.87,1533.42,1536,1460,2.38509316770186,0.830617553689152,0.820243170524266,0.831168831168831,0.781544,0,2,10603834,10602298,1536
10129481,1725.41,1676.22,1728,1460,2.6832298136646,0.933123137577269,0.896628456193467,0.935064935064935,0.921939,0,2,10608850,10607122,1728
10144081,1485.53,1438.61,1488,1460,2.31055900621118,0.803393057050301,0.769528262020787,0.805194805194805,0.712741,0,2,10623970,10622482,1488
10145541,1510.68,1485.53,1512,1460,2.34782608695652,0.816994489121559,0.794626284454952,0.818181818181818,0.759096,0,2,10625482,10623970,1512
10151381,1724.33,1654.67,1728,1460,2.6832298136646,0.932539060176197,0.885101124917758,0.935064935064935,0.909305,0,2,10632082,10630354,1728
10152841,1750.62,1724.33,1752,1460,2.72049689440994,0.94675701839303,0.922363022674876,0.948051948051948,0.945722,0,2,10633834,10632082,1752
10158681,1217.4,1548.05,1200,1460,1.86335403726708,0.658385025986036,0.828068917928611,0.649350649350649,0.432642,0,1,10640146,10638946,1200
10160141,1018.47,1217.4,1008,1460,1.56521739130435,0.550801213583045,0.651200607658855,0.545454545454546,0.227057,0,1,10641154,10640146,1008
10164521,815.854,813.086,816,1460,1.26708074534161,0.441223966642691,0.434928616131845,0.441558441558442,0.214932,0,1,10643530,10642714,816
10165981,929.993,815.854,936,1460,1.45341614906832,0.502951754125047,0.436409249680391,0.506493506493507,0.223973,0,1,10644466,10643530,936
10168901,1003.24,912.9,1008,1460,1.56521739130435,0.542564640603114,0.488320219099531,0.545454545454546,0.296236,0,1,10646386,10645378,1008
10173281,1080.96,1099.19,1080,1460,1.67701863354037,0.584596580983954,0.587968782596137,0.584415584415585,0.439199,0,1,10649578,10648498,1080
10183501,1484.33,1414.62,1488,1460,2.31055900621118,0.802744082160221,0.756695747992747,0.805194805194805,0.70905,0,2,10658938,10657450,1488
10184961,1510.62,1484.33,1512,1460,2.34782608695652,0.816962040377054,0.793984391298068,0.818181818181818,0.76962,0,2,10660450,10658938,1512
10186421,1603.13,1510.62,1608,1460,2.49689440993789,0.866992596278129,0.80804720054347,0.87012987012987,0.781848,0,2,10662058,10660450,1608
10190801,1701.42,1652.45,1704,1460,2.64596273291925,0.920149047899755,0.883913622577522,0.922077922077922,0.903238,0,2,10667002,10665298,1704
10192261,1749.47,1701.42,1752,1460,2.72049689440994,0.94613508412337,0.910108212488031,0.948051948051948,0.931295,0,2,10668754,10667002,1752
10198101,1178.7,1685.94,1152,1460,1.7888198757764,0.63745558578096,0.901827790764227,0.623376623376624,0.494577,0,1,10675162,10674010,1152
10199561,1130.53,1178.7,1128,1460,1.75155279503106,0.611404652068337,0.630499553349345,0.61038961038961,0.407831,0,1,10676290,10675162,1128
10215621,1507.19,1415.87,1512,1460,2.34782608695652,0.815107053816243,0.757364386697834,0.818181818181818,0.751463,0,2,10690282,10688770,1512
10217081,1580.16,1507.19,1584,1460,2.45962732919255,0.854570135257183,0.806212455936709,0.857142857142857,0.798585,0,2,10691866,10690282,1584
10221461,1724.33,1654.67,1728,1460,2.6832298136646,0.932539060176197,0.885101124917758,0.935064935064935,0.921109,0,2,10696882,10695154,1728
10236061,1485.47,1437.42,1488,1460,2.31055900621118,0.803360608305797,0.768891717973543,0.805194805194805,0.724515,0,2,10712530,10711042,1488
10237521,1533.47,1485.47,1536,1460,2.38509316770186,0.829319603908992,0.794594189797108,0.831168831168831,0.775806,0,2,10714066,10712530,1536
10238981,1604.27,1533.47,1608,1460,2.49689440993789,0.867609122423705,0.82026991607247,0.87012987012987,0.796322,0,2,10715674,10714066,1608
10243361,1726.56,1699.19,1728,1460,2.6832298136646,0.933745071846929,0.908915361038155,0.935064935064935,0.948805,0,2,10720714,10718986,1728
10250661,1108.99,1659.78,1080,1460,1.67701863354037,0.599755552791403,0.887834519944155,0.584415584415585,0.477341,0,1,10728802,10727722,1080
10271101,1725.47,1677.41,1728,1460,2.6832298136646,0.933155586321773,0.89726500024071,0.935064935064935,0.934803,0,2,10748650,10746922,1728
10278401,1375.98,1527.6,1368,1460,2.12422360248447,0.744147057710092,0.817129988713379,0.74025974025974,0.489428,0,1,10756978,10755610,1368
10279861,1072,1375.98,1056,1460,1.63975155279503,0.579750901804691,0.736026788341081,0.571428571428571,0.405771,0,1,10758034,10756978,1056
10294461,1463.75,1459.07,1464,1460,2.27329192546584,0.791614162795351,0.780472540345659,0.792207792207792,0.743031,0,2,10770658,10769194,1464
10295921,1577.99,1463.75,1584,1460,2.45962732919255,0.853396572330956,0.782975923657507,0.857142857142857,0.747212,0,2,10772242,10770658,1584
10300301,1655.71,1650.1,1656,1460,2.57142857142857,0.895428512711796,0.882656581811957,0.896103896103896,0.903422,0,2,10777090,10775434,1656
10303221,1684.5,1769.99,1680,1460,2.60869565217391,0.910998501949629,0.946787057294313,0.909090909090909,0.947347,0,2,10780546,10778866,1680
10309061,1227.84,1756.72,1200,1460,1.86335403726708,0.664031107529731,0.939688788801104,0.649350649350649,0.484812,0,1,10787170,10785970,1200
10310521,1087.39,1227.84,1080,1460,1.67701863354037,0.588074004769966,0.656785078123746,0.584415584415585,0.415925,0,1,10788250,10787170,1080
10323661,1460.4,1391.93,1464,1460,2.27329192546584,0.789802441227212,0.744558618217998,0.792207792207792,0.714956,0,2,10799890,10798426,1464
10325121,1532.22,1460.4,1536,1460,2.38509316770186,0.828643588398492,0.781183971927873,0.831168831168831,0.747983,0,2,10801426,10799890,1536
10329501,1678.56,1651.13,1680,1460,2.60869565217391,0.907786076243733,0.88320754010495,0.909090909090909,0.908271,0,2,10806322,10804642,1680
10330961,1771.13,1678.56,1776,1460,2.75776397515528,0.957849080889312,0.89788014784939,0.961038961038961,0.933308,0,2,10808098,10806322,1776
10333881,1821.59,1775.76,1824,1460,2.83229813664596,0.985138475017171,0.949873493556998,0.987012987012987,0.947329,0,2,10811698,10809874,1824
10344101,1438.69,1413.73,1440,1460,2.2360248447205,0.77806140384085,0.756219677234724,0.779220779220779,0.702538,0,2,10822258,10820818,1440
