#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,rtt_ratio,ack_ewma_norm,send_ewma_norm,rtt_ratio_norm,cwnd (Bytes),Last Router Ocupation Ack Arriaval(Packets),Last Router Ocupation Packet Sent(Packets),Network Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms)
670141,1535.58,1527.56,1536,2.38509316770186,0.830460718090716,0.817108592274816,0.831168831168832,1460,0.790713,0,2,737510,735974,1536
674521,1724.33,1654.56,1728,2.6832298136646,0.932539060176197,0.88504228471171,0.935064935064937,1460,0.920606,0,2,742526,740798,1728
677441,1798.67,1773.42,1800,2.79503105590062,0.972743054616645,0.948621801901074,0.974025974025976,1460,0.926097,0,2,746102,744302,1800
683281,1681.21,1704.13,1680,2.60869565217391,0.909219229125993,0.911557821200661,0.90909090909091,1460,0.790124,0,2,752942,751262,1680
692041,1798.78,1775.64,1800,2.79503105590062,0.972802543981569,0.949809304241309,0.974025974025976,1460,0.928765,0,2,763070,761270,1800
703721,1533.52,1486.44,1536,2.38509316770186,0.829346644529412,0.795113053432256,0.831168831168832,1460,0.763832,0,2,774758,773222,1536
709561,1679.87,1677.47,1680,2.60869565217391,0.908494540498737,0.897297094898554,0.90909090909091,1460,0.913746,0,2,781334,779654,1680
711021,1771.19,1679.87,1776,2.75776397515528,0.957881529633816,0.898580881212322,0.961038961038962,1460,0.935498,0,2,783110,781334,1776
727081,1556.33,1486.68,1560,2.42236024844721,0.841682575565014,0.795241432063633,0.844155844155845,1460,0.769637,0,2,799358,797798,1560
732921,1726.67,1701.42,1728,2.6832298136646,0.933804561211853,0.910108212488031,0.935064935064937,1460,0.938183,0,2,806030,804302,1728
751901,1205.83,1316.53,1200,1.86335403726708,0.652127826420849,0.704226331527117,0.64935064935065,1460,0.43511,0,1,827678,826478,1200
766501,1579.13,1486.62,1584,2.45962732919255,0.854013098476532,0.795209337405789,0.857142857142858,1460,0.761977,0,2,840998,839414,1584
772341,1747.13,1654.62,1752,2.72049689440994,0.944869583087714,0.885074379369554,0.94805194805195,1460,0.914179,0,2,847598,845846,1752
791321,1489.01,1508.21,1488,2.31055900621118,0.805275084231533,0.806758065120061,0.805194805194806,1460,0.755175,0,2,866654,865166,1488
797161,1726.67,1701.41,1728,2.6832298136646,0.933804561211853,0.910102863378391,0.935064935064937,1460,0.913812,0,2,873326,871598,1728
801541,1801.02,1820.34,1800,2.79503105590062,0.974013963776385,0.973719824335239,0.974025974025976,1460,0.944324,0,2,878702,876902,1800
803001,1754.45,1801.02,1752,2.72049689440994,0.948828329917202,0.963385344509406,0.94805194805195,1460,0.93573,0,2,880454,878702,1752
804461,1752.12,1754.45,1752,2.72049689440994,0.94756823700563,0.938474540912665,0.94805194805195,1460,0.932292,0,2,882206,880454,1752
823441,1535.76,1531.13,1536,2.38509316770186,0.830558064324228,0.819018224416546,0.831168831168832,1460,0.779637,0,2,901790,900254,1536
839501,917.213,1016.25,912,1.41614906832298,0.496040171545696,0.543603267236169,0.493506493506494,1460,0.273311,0,1,918590,917678,912
859941,1579.13,1486.56,1584,2.45962732919255,0.854013098476532,0.795177242747945,0.857142857142858,1460,0.785703,0,2,935942,934358,1584
864321,1680.96,1699.13,1680,2.60869565217391,0.909084026023893,0.908883266380311,0.90909090909091,1460,0.938525,0,2,940934,939254,1680
868701,1821.7,1778.04,1824,2.83229813664596,0.985197964382095,0.951093090555077,0.987012987012989,1460,0.949266,0,2,946358,944534,1824
890601,1514.16,1555.13,1512,2.34782608695652,0.81887651630279,0.831856087554227,0.81818181818182,1460,0.778345,0,2,970526,969014,1512
894981,1721.99,1607.77,1728,2.6832298136646,0.931273559140541,0.860013800702873,0.935064935064937,1460,0.927974,0,2,975470,973742,1728
909581,1080.9,1098.02,1080,1.67701863354037,0.58456413223945,0.587342936768175,0.584415584415585,1460,0.428978,0,1,989150,988070,1080
922721,1534.67,1509.41,1536,2.38509316770186,0.829968578799072,0.807399958276945,0.831168831168832,1460,0.777942,0,2,1001294,999758,1536
924181,1604.33,1534.67,1608,2.49689440993789,0.867641571168209,0.820911809229354,0.870129870129871,1460,0.797177,0,2,1002902,1001294,1608
928561,1724.28,1653.59,1728,2.6832298136646,0.932512019555777,0.884523421076562,0.935064935064937,1460,0.921019,0,2,1007894,1006166,1728
940241,1557.36,1507.22,1560,2.42236024844721,0.842239612345666,0.806228503265631,0.844155844155845,1460,0.772579,0,2,1020758,1019198,1560
941701,1582.67,1557.36,1584,2.45962732919255,0.855927574402267,0.833048939004103,0.857142857142858,1460,0.795032,0,2,1022342,1020758,1584
946081,1703.76,1699.14,1704,2.64596273291925,0.921414548935411,0.908888615489952,0.922077922077923,1460,0.931922,0,2,1027358,1025654,1704
947541,1795.19,1703.76,1800,2.79503105590062,0.970861027435414,0.911359904143955,0.974025974025976,1460,0.942769,0,2,1029158,1027358,1800
953381,1133.1,1685.94,1104,1.71428571428571,0.612794539957925,0.901827790764227,0.597402597402598,1460,0.447351,0,1,1035518,1034414,1104
956301,896.593,1059.85,888,1.37888198757764,0.48488861968449,0.566925385269622,0.480519480519481,1460,0.271976,0,1,1037462,1036574,888
976741,1557.41,1508.27,1560,2.42236024844721,0.842266652966086,0.806790159777905,0.844155844155845,1460,0.758026,0,2,1054694,1053134,1560
982581,1748.33,1678.56,1752,2.72049689440994,0.945518557977794,0.89788014784939,0.94805194805195,1460,0.928765,0,2,1061342,1059590,1752
1001561,1556.34,1486.73,1560,2.42236024844721,0.841687983689098,0.795268177611837,0.844155844155845,1460,0.769945,0,2,1081142,1079582,1560
1005941,1678.62,1652.33,1680,2.60869565217391,0.907818524988237,0.883849433261834,0.90909090909091,1460,0.909676,0,2,1086062,1084382,1680
1007401,1771.13,1678.62,1776,2.75776397515528,0.957849080889312,0.897912242507235,0.961038961038962,1460,0.933871,0,2,1087838,1086062,1776
1014701,1038.25,1157.09,1032,1.60248447204969,0.561498483021194,0.618940127415792,0.558441558441559,1460,0.411659,0,1,1095302,1094270,1032
1029301,1556.22,1484.38,1560,2.42236024844721,0.84162308620009,0.794011136846272,0.844155844155845,1460,0.767396,0,2,1108406,1106846,1560
1035141,1726.61,1700.28,1728,2.6832298136646,0.933772112467349,0.909498413988991,0.935064935064937,1460,0.925357,0,2,1115054,1113326,1728
1052661,1533.53,1486.55,1536,2.38509316770186,0.829352052653496,0.795171893638304,0.831168831168832,1460,0.776038,0,2,1133390,1131854,1536
1054121,1604.28,1533.53,1608,2.49689440993789,0.867614530547789,0.820302010730314,0.870129870129871,1460,0.796415,0,2,1134998,1133390,1608
1058501,1703.76,1699.19,1704,2.64596273291925,0.921414548935411,0.908915361038155,0.922077922077923,1460,0.920011,0,2,1140014,1138310,1704
1059961,1772.39,1703.76,1776,2.75776397515528,0.958530504523896,0.911359904143955,0.961038961038962,1460,0.938004,0,2,1141790,1140014,1776
1073101,1556.27,1485.47,1560,2.42236024844721,0.84165012682051,0.794594189797108,0.844155844155845,1460,0.769327,0,2,1155926,1154366,1560
1077481,1677.48,1629.53,1680,2.60869565217391,0.907201998842662,0.871653463281037,0.90909090909091,1460,0.907717,0,2,1160822,1159142,1680
1078941,1771.07,1677.48,1776,2.75776397515528,0.957816632144808,0.897302444008195,0.961038961038962,1460,0.933087,0,2,1162598,1160822,1776
1083321,1823.88,1821.59,1824,2.83229813664596,0.986376935432407,0.974388463040327,0.987012987012989,1460,0.946998,0,2,1168022,1166198,1824
1100841,1555.13,1462.61,1560,2.42236024844721,0.841033600674934,0.782366125158467,0.844155844155845,1460,0.765639,0,2,1184678,1183118,1560
1102301,1582.56,1555.13,1584,2.45962732919255,0.855868085037343,0.831856087554227,0.857142857142858,1460,0.792255,0,2,1186262,1184678,1584
1106681,1723.14,1630.74,1728,2.6832298136646,0.931895493410201,0.872300705547562,0.935064935064937,1460,0.906784,0,2,1191230,1189502,1728
1112521,1846.79,1823.82,1848,2.8695652173913,0.998766947708848,0.975581314490203,1,1460,0.917694,0,2,1198478,1196630,1848
1150481,1556.33,1486.61,1560,2.42236024844721,0.841682575565014,0.795203988296148,0.844155844155845,1460,0.769864,0,2,1237430,1235870,1560
1151941,1582.62,1556.33,1584,2.45962732919255,0.855900533781847,0.832497980711111,0.857142857142858,1460,0.793946,0,2,1239014,1237430,1584
1156321,1725.42,1676.34,1728,2.6832298136646,0.933128545701353,0.896692645509155,0.935064935064937,1460,0.922733,0,2,1244030,1242302,1728
1175301,1533.41,1484.16,1536,2.38509316770186,0.829287155164488,0.793893456434177,0.831168831168832,1460,0.773455,0,2,1263398,1261862,1536
1176761,1604.27,1533.41,1608,2.49689440993789,0.867609122423705,0.820237821414626,0.870129870129871,1460,0.795382,0,2,1265006,1263398,1608
1181141,1748.22,1676.39,1752,2.72049689440994,0.94545906861287,0.896719391057359,0.94805194805195,1460,0.927624,0,2,1270046,1268294,1752
1182601,1774.61,1748.22,1776,2.75776397515528,0.959731108070544,0.935142045606509,0.961038961038962,1460,0.94105,0,2,1271822,1270046,1776
1201581,1512.96,1531.19,1512,2.34782608695652,0.81822754141271,0.81905031907439,0.81818181818182,1460,0.787481,0,2,1291262,1289750,1512
1205961,1701.53,1654.5,1704,2.64596273291925,0.920208537264679,0.885010190053866,0.922077922077923,1460,0.903599,0,2,1296254,1294550,1704
1222021,1555.07,1461.42,1560,2.42236024844721,0.84100115193043,0.781729581111224,0.844155844155845,1460,0.753897,0,2,1313606,1312046,1560
1223481,1559.75,1555.07,1560,2.42236024844721,0.843532154001741,0.831823992896382,0.844155844155845,1460,0.799559,0,2,1315166,1313606,1560
1241001,1533.3,1481.97,1536,2.38509316770186,0.829227665799564,0.792722001422863,0.831168831168832,1460,0.762886,0,2,1334390,1332854,1536
1242461,1581.46,1533.3,1584,2.45962732919255,0.855273191388103,0.820178981208578,0.857142857142858,1460,0.791154,0,2,1335974,1334390,1584
1248301,1725.59,1679.82,1728,2.6832298136646,0.933220483810781,0.898554135664119,0.935064935064937,1460,0.937582,0,2,1342670,1340942,1728
1258521,1484.4,1415.98,1488,2.31055900621118,0.802781939028809,0.757423226903882,0.805194805194806,1460,0.750727,0,2,1353686,1352198,1488
1259981,1579.02,1484.4,1584,2.45962732919255,0.853953609111607,0.794021835065553,0.857142857142858,1460,0.774291,0,2,1355270,1353686,1584
1264361,1724.22,1652.39,1728,2.6832298136646,0.932479570811273,0.883881527919678,0.935064935064937,1460,0.919555,0,2,1360238,1358510,1728
1265821,1773.41,1724.22,1776,2.75776397515528,0.959082133180464,0.922304182468828,0.961038961038962,1460,0.937822,0,2,1362014,1360238,1776
1277501,1724.39,1655.76,1728,2.6832298136646,0.932571508920701,0.885684177868594,0.935064935064937,1460,0.922988,0,2,1375502,1373774,1728
1281881,1823.87,1821.47,1824,2.83229813664596,0.986371527308323,0.974324273724639,0.987012987012989,1460,0.948511,0,2,1380926,1379102,1824
1284801,1707.72,1778.39,1704,2.64596273291925,0.923556166072674,0.951280309392502,0.922077922077923,1460,0.923362,0,2,1384406,1382702,1704
1293561,1680.18,1683.66,1680,2.60869565217391,0.908662192345341,0.900608193766148,0.90909090909091,1460,0.910581,0,2,1394798,1393118,1680
1306701,1533.56,1487.2,1536,2.38509316770186,0.829368277025748,0.795519585764949,0.831168831168832,1460,0.793728,0,2,1409534,1407998,1536
1312541,1727.82,1724.33,1728,2.6832298136646,0.934426495481512,0.922363022674876,0.935064935064937,1460,0.940719,0,2,1416278,1414550,1728
1327141,1557.53,1510.61,1560,2.42236024844721,0.842331550455094,0.808041851433829,0.844155844155845,1460,0.772517,0,2,1431998,1430438,1560
1331521,1655.82,1652.33,1656,2.57142857142857,0.89548800207672,0.883849433261834,0.896103896103898,1460,0.905041,0,2,1436894,1435238,1656
1332981,1769.99,1655.82,1776,2.75776397515528,0.957232554743736,0.885716272526438,0.961038961038962,1460,0.932016,0,2,1438670,1436894,1776
1335901,1821.58,1775.7,1824,2.83229813664596,0.985133066893087,0.949841398899153,0.987012987012989,1460,0.941123,0,2,1442270,1440446,1824
