#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,rtt_ratio,ack_ewma_norm,send_ewma_norm,rtt_ratio_norm,cwnd (Bytes),Last Router Ocupation Ack Arriaval(Packets),Last Router Ocupation Packet Sent(Packets),Network Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms)
6302821,1771.2,1679.93,1776,2.75776397515528,0.9578869377579,0.898612975870166,0.961038961038962,1460,0.9478,0,2,6615610,6613834,1776
6321801,1534.56,1507.18,1536,2.38509316770186,0.829909089434148,0.806207106827069,0.831168831168832,1460,0.752541,0,2,6634762,6633226,1536
6323261,1558.73,1534.56,1560,2.42236024844721,0.842980525345174,0.820852969023306,0.844155844155845,1460,0.775016,0,2,6636322,6634762,1560
6327641,1724.22,1652.34,1728,2.6832298136646,0.932479570811273,0.883854782371474,0.935064935064937,1460,0.907601,0,2,6641290,6639562,1728
6336401,1410.18,1299.6,1416,2.19875776397516,0.762642842077369,0.695170288905412,0.766233766233767,1460,0.443134,0,1,6651202,6649786,1416
6353921,1510.5,1482.05,1512,2.34782608695652,0.816897142888047,0.792764794299989,0.81818181818182,1460,0.755845,0,2,6666226,6664714,1512
6359761,1655.71,1650.11,1656,2.57142857142857,0.895428512711796,0.882661930921598,0.896103896103898,1460,0.90375,0,2,6672658,6671002,1656
6361221,1769.99,1655.71,1776,2.75776397515528,0.957232554743736,0.88565743232039,0.961038961038962,1460,0.9195,0,2,6674434,6672658,1776
6371441,1509.43,1460.68,1512,2.34782608695652,0.816318473611059,0.781333746997812,0.81818181818182,1460,0.760584,0,2,6685666,6684154,1512
6372901,1580.27,1509.43,1584,2.45962732919255,0.854629624622107,0.807410656496226,0.857142857142858,1460,0.790234,0,2,6687250,6685666,1584
6377281,1680.96,1699.13,1680,2.60869565217391,0.909084026023893,0.908883266380311,0.90909090909091,1460,0.926815,0,2,6692242,6690562,1680
6399181,1556.27,1485.47,1560,2.42236024844721,0.84165012682051,0.794594189797108,0.844155844155845,1460,0.78021,0,2,6713890,6712330,1560
6405021,1748.28,1677.53,1752,2.72049689440994,0.945491517357374,0.897329189556398,0.94805194805195,1460,0.916565,0,2,6720562,6718810,1752
6425461,1510.73,1486.67,1512,2.34782608695652,0.817021529741978,0.795236082953992,0.81818181818182,1460,0.771849,0,2,6741202,6739690,1512
6426921,1603.14,1510.73,1608,2.49689440993789,0.866998004402213,0.808106040749517,0.870129870129871,1460,0.79474,0,2,6742810,6741202,1608
6431301,1726.56,1699.19,1728,2.6832298136646,0.933745071846929,0.908915361038155,0.935064935064937,1460,0.948703,0,2,6747850,6746122,1728
6444441,1125.42,1076.43,1128,1.75155279503106,0.608641100661414,0.575794209053903,0.610389610389611,1460,0.427384,0,1,6760498,6759370,1128
6457581,1558.55,1531.07,1560,2.42236024844721,0.842883179111662,0.818986129758702,0.844155844155845,1460,0.759999,0,2,6772714,6771154,1560
6463421,1726.61,1700.22,1728,2.6832298136646,0.933772112467349,0.909466319331147,0.935064935064937,1460,0.949168,0,2,6779338,6777610,1728
6472181,1070.35,1342.92,1056,1.63975155279503,0.578858561330831,0.718342631868925,0.571428571428572,1460,0.444595,0,1,6788986,6787930,1056
6486781,1532.33,1462.62,1536,2.38509316770186,0.828703077763416,0.782371474268108,0.831168831168832,1460,0.7611,0,2,6802138,6800602,1536
6488241,1581.42,1532.33,1584,2.45962732919255,0.855251558891767,0.81966011757343,0.857142857142858,1460,0.79044,0,2,6803722,6802138,1584
6492621,1749.36,1699.13,1752,2.72049689440994,0.946075594758446,0.908883266380311,0.94805194805195,1460,0.941228,0,2,6808786,6807034,1752
6497001,1801.13,1822.67,1800,2.79503105590062,0.974073453141309,0.974966166881523,0.974025974025976,1460,0.946319,0,2,6814210,6812410,1800
6498461,1754.46,1801.13,1752,2.72049689440994,0.948833738041286,0.963444184715454,0.94805194805195,1460,0.792527,0,2,6815962,6814210,1752
6511601,1509.47,1461.47,1512,2.34782608695652,0.816340106107395,0.781756326659428,0.81818181818182,1460,0.755412,0,2,6828442,6826930,1512
6513061,1580.27,1509.47,1584,2.45962732919255,0.854629624622107,0.807432052934789,0.857142857142858,1460,0.788165,0,2,6830026,6828442,1584
6517441,1700.34,1630.73,1704,2.64596273291925,0.919564970498683,0.872295356437921,0.922077922077923,1460,0.925722,0,2,6834970,6833266,1704
6518901,1795.02,1700.34,1800,2.79503105590062,0.970769089325986,0.909530508646836,0.974025974025976,1460,0.940289,0,2,6836770,6834970,1800
6530581,1748.33,1678.57,1752,2.72049689440994,0.945518557977794,0.897885496959031,0.94805194805195,1460,0.917852,0,2,6850210,6848458,1752
6533501,1820.39,1751.82,1824,2.83229813664596,0.984489500127091,0.937067725077161,0.987012987012989,1460,0.936456,0,2,6853786,6851962,1824
6539341,1701.78,1659.61,1704,2.64596273291925,0.920343740366779,0.887743585080263,0.922077922077923,1460,0.924117,0,2,6860602,6858898,1704
6551021,1052.55,987.066,1056,1.63975155279503,0.569232100461313,0.527992425660749,0.571428571428572,1460,0.400568,0,1,6872098,6871042,1056
6552481,1147.03,1052.55,1152,1.7888198757764,0.620328056806935,0.563020535231911,0.623376623376624,1460,0.442227,0,1,6873250,6872098,1152
6570001,1747.19,1655.7,1752,2.72049689440994,0.944902031832218,0.88565208321075,0.94805194805195,1460,0.926422,0,2,6890770,6889018,1752
6571461,1774.56,1747.19,1776,2.75776397515528,0.959704067450124,0.934591087313517,0.961038961038962,1460,0.934569,0,2,6892546,6890770,1776
6575841,1682.52,1730.4,1680,2.60869565217391,0.909927693380997,0.925609932226781,0.90909090909091,1460,0.913012,0,2,6897730,6896050,1680
6597741,1533.53,1486.62,1536,2.38509316770186,0.829352052653496,0.795209337405789,0.831168831168832,1460,0.788293,0,2,6920578,6919042,1536
6602121,1725.47,1677.35,1728,2.6832298136646,0.933155586321773,0.897232905582866,0.935064935064937,1460,0.922371,0,2,6925618,6923890,1728
6616721,1557.47,1509.42,1560,2.42236024844721,0.84229910171059,0.807405307386586,0.844155844155845,1460,0.760245,0,2,6941650,6940090,1560
6621101,1702.5,1673.99,1704,2.64596273291925,0.920733125300827,0.89543560474359,0.922077922077923,1460,0.915776,0,2,6946594,6944890,1704
6622561,1772.32,1702.5,1776,2.75776397515528,0.958492647655308,0.910685916329227,0.961038961038962,1460,0.94831,0,2,6948370,6946594,1776
6632781,1485.62,1440.31,1488,2.31055900621118,0.803441730167057,0.770437610659706,0.805194805194806,1460,0.755263,0,2,6959530,6958042,1488
6634241,1579.08,1485.62,1584,2.45962732919255,0.853986057856112,0.794674426441719,0.857142857142858,1460,0.776105,0,2,6961114,6959530,1584
6640081,1726.61,1700.28,1728,2.6832298136646,0.933772112467349,0.909498413988991,0.935064935064937,1460,0.93158,0,2,6967762,6966034,1728
6643001,1799.82,1796.33,1800,2.79503105590062,0.973364988886305,0.960876612087918,0.974025974025976,1460,0.932653,0,2,6971362,6969562,1800
6661981,1535.7,1529.99,1536,2.38509316770186,0.830525615579724,0.818408425917506,0.831168831168832,1460,0.75492,0,2,6989242,6987706,1536
