x,y,z
14.2461,1.30591,0.997414
13.9654,1.14267,0.996487
13.7197,0.999839,0.995676
9.51943,0.0605479,0.992238
8.5795,0.0529794,0.988208
9.00706,0.046357,0.979682
9.38118,0.0405624,0.970972
8.45853,0.0354921,0.965851
8.90122,0.0310556,0.960119
9.28856,0.0271736,0.956354
8.37749,0.0237769,0.95556
8.83031,0.0208048,0.951115
9.22652,0.0182042,0.943476
8.3232,0.0159287,0.936791
8.7828,0.0139376,0.928442
8.30995,0.0121954,0.921137
8.77121,0.010671,0.909745
9.17481,0.0093371,0.898527
8.27796,0.00816996,0.891211
8.74321,0.00714872,0.88356
9.15031,0.00625513,0.878115
8.25652,0.00547324,0.87585
8.72446,0.00478908,0.870119
9.1339,0.00419045,0.860104
8.24216,0.00366664,0.853841
8.71189,0.00320831,0.843361
9.12291,0.00280727,0.834191
9.48254,0.00245636,0.827417
8.92222,0.00214932,0.81899
9.30695,0.00188065,0.810366
8.39358,0.00164557,0.80532
8.84438,0.00143987,0.794655
7.98883,0.00125989,0.787823
8.49023,0.0011024,0.771845
8.92895,0.000964604,0.757865
9.31283,0.000844028,0.744382
9.64873,0.000738525,0.725084
8.69264,0.000646209,0.710698
8.23106,0.000565433,0.696861
8.70217,0.000494754,0.682253
7.8644,0.00043291,0.670722
8.38135,0.000378796,0.659382
7.58368,0.000331446,0.651959
8.13572,0.000290016,0.644214
7.36876,0.000253764,0.639937
7.94766,0.000222043,0.632445
8.45421,0.000194288,0.624639
8.89743,0.000170002,0.61656
9.28525,0.000148752,0.60574
8.74959,0.000130158,0.596272
9.1559,0.000113888,0.586738
8.26141,0.0000996519,0.579646
8.72873,0.0000871954,0.57094
9.13764,0.000076296,0.563323
9.49544,0.000066759,0.556657
9.80851,0.0000584141,0.548325
8.83244,0.0000511124,0.543535
7.97839,0.0000447233,0.539343
8.48109,125.25,0.533175
8.92095,109.594,0.529028
9.30583,95.8946,0.522899
9.6426,83.9077,0.515037
9.93728,73.4193,0.505657
10.1951,64.2419,0.49495
10.4207,56.2116,0.483081
10.6181,49.1852,0.470196
10.7909,43.037,0.456422
10.567,37.6574,0.441869
10.7461,32.9502,0.426635
10.9029,28.8314,0.410806
11.04,25.2275,0.394455
11.16,22.0741,0.377648
11.265,19.3148,0.360442
11.3569,16.9005,0.342887
11.4373,14.7879,0.323776
11.5076,12.9394,0.304554
11.5692,11.322,0.285235
11.623,9.90674,0.26583
11.6701,8.6684,0.246352
11.7114,7.58485,0.225558
11.7475,6.63674,0.204863
11.779,5.80715,0.184255
11.8066,5.08126,0.163723
11.8308,4.4461,0.143258
11.852,3.89034,0.125351
11.8705,3.40405,0.109682
11.8867,2.97854,0.0959716
11.9008,2.60622,0.0839751
11.9132,2.28044,0.0734782
11.9241,1.99539,0.0642934
11.9336,1.74597,0.0562568
11.9419,1.52772,0.0492247
11.9491,1.33675,0.0430716
10.7055,1.16966,0.0376876
10.8673,1.02345,0.0329767
11.0089,0.895521,0.0288546
11.1328,0.783581,0.0252478
11.2412,0.685633,0.0220918
11.336,0.599929,0.0193303
10.169,0.524938,0.016914
10.3979,0.459321,0.0147998
10.5982,0.401906,0.0129498
10.7734,0.351667,0.0113311
10.9267,0.307709,0.0099147
9.81088,0.269245,0.00867536
159.585,295.736,0.00759094
168.886,288.019,0.00664207
149.276,252.016,0.00956181
132.116,220.514,0.00961659
117.102,192.95,0.00841451
103.964,168.831,0.0073627
92.4685,147.727,0.00644236
102.66,129.261,0.00563707
91.3274,113.104,0.00493243
2773.54,2821.84,0.00431588
2429.84,2469.11,0.0100264
2129.11,2160.47,0.0200231
1865.97,1890.41,0.0337702
1635.73,1654.11,0.0507989
1434.26,1447.35,0.0706991
1257.98,1266.43,0.0931117
1103.73,1108.13,0.117723
968.765,969.61,0.144257
854.42,879.158,0.164975
750.617,769.264,0.188103
659.79,676.106,0.20834
580.316,591.592,0.226048
510.777,520.643,0.241542
449.93,455.563,0.255099
396.688,401.618,0.266962
350.102,351.415,0.277342
309.34,310.488,0.288924
273.672,271.677,0.299058
242.463,240.718,0.307926
215.155,210.628,0.315685
191.261,187.3,0.322475
170.353,163.887,0.328415
152.059,146.401,0.333613
136.052,128.101,0.338162
122.045,115.088,0.342142
109.79,100.702,0.345624
99.0659,94.8646,0.351171
89.6826,83.0065,0.356024
81.4723,75.6307,0.360271
74.2883,69.1769,0.363988
68.0022,63.5297,0.367239
62.502,58.5885,0.370084
57.6892,54.265,0.372574
53.4781,50.4818,0.374752
49.7933,47.1716,0.376658
46.5691,41.2752,0.378326
43.748,39.1158,0.382285
41.2795,37.2263,0.385749
39.1196,35.573,0.388781
37.2296,34.1264,0.391433
35.5759,32.8606,0.393754
34.1289,31.753,0.395785
32.8628,30.7839,0.397562
31.755,29.9359,0.399116
30.7856,29.1939,0.400477
29.9374,28.5447,0.401667
29.1952,27.9766,0.405209
28.5458,27.4795,0.408308
27.9776,27.0446,0.411019
27.4804,26.664,0.413392
27.0453,26.331,0.415468
26.6647,26.0396,0.417284
26.3316,25.7847,0.418874
26.0401,25.5616,0.420265
25.7851,25.3664,0.421482
25.562,25.1956,0.422546
25.3667,22.0461,0.422228
25.1959,22.2904,0.41695
25.0464,22.5041,0.407331
24.9156,22.6911,0.393914
24.8012,22.8547,0.377175
24.701,22.9978,0.357528
24.6134,23.1231,0.335337
24.5367,23.2327,0.31092
24.4696,23.3286,0.284555
24.4109,23.4126,0.256486
24.3596,23.486,0.226925
24.3146,23.5502,0.198559
24.2753,23.6065,0.173739
24.2409,23.6557,0.152022
24.2108,23.6987,0.133019
24.1844,23.7364,0.116392
24.1614,23.7693,0.101843
24.1412,23.7981,0.0891125
24.1235,23.8234,0.0779734
24.1081,23.8455,0.0682268
22.9696,23.8648,0.0596984
589.098,621.007,0.113486
518.461,543.381,0.16305
456.653,475.458,0.208919
402.572,416.026,0.251554
355.25,364.023,0.29136
313.844,318.52,0.32869
277.614,278.705,0.363854
245.912,243.867,0.397122
218.173,213.383,0.428732
193.901,186.711,0.45889
172.664,163.372,0.487779
154.081,142.95,0.515557
137.821,125.081,0.542362
123.593,109.446,0.568317
111.144,95.7655,0.593527
100.251,83.7948,0.618086
90.7195,73.3204,0.642075
82.3796,64.1554,0.665566
75.0821,56.136,0.68862
68.6969,49.119,0.711293
63.1098,42.9791,0.733631
58.221,37.6067,0.755677
53.9434,32.9059,0.777468
50.2005,59.5426,0.799034
46.9254,55.0998,0.820405
44.0597,48.2123,0.841604
26.7067,19.4047,0.977377
26.3684,19.9791,0.973955
26.0723,20.4817,0.965961
25.8133,17.9215,0.953966
25.5866,18.6813,0.93847
25.3883,19.3461,0.919911
25.2148,16.9279,0.898672
25.0629,17.8119,0.875088
24.9301,18.5854,0.849452
24.8138,16.2622,0.822021
24.7121,17.2295,0.793018
24.6231,18.0758,0.757641
24.5452,15.8163,0.716686
24.477,16.8393,0.67085
24.4174,17.7344,0.620744
24.3652,15.5176,0.566901
24.3196,16.5779,0.516038
24.2796,17.5056,0.469033
24.2447,15.3174,0.425404
24.2141,16.4027,0.384729
24.1873,17.3524,0.346638
24.1639,15.1834,0.310808
24.1434,16.2854,0.276957
22.6255,14.2498,0.246087
21.2973,12.4685,0.217826
20.1351,10.91,0.191848
19.1183,9.54622,0.170367
18.2285,8.35295,0.152821
17.4499,7.30883,0.137469
16.7687,6.39522,0.124035
16.1726,5.59582,0.112281
15.651,4.89634,0.101996
15.1946,4.2843,0.0929961
14.7953,3.74876,0.0851216
14.4459,3.28017,0.0782314
14.1402,2.87015,0.0722025
13.8726,2.51138,0.0669271
13.6386,2.19746,0.0623113
13.4337,1.92277,0.0582724
