x,y,z
32.3531,39420,0.0645366
31.309,42340,0.0827195
30.3953,45260,0.10363
29.5959,48180,0.126926
28.8964,51100,0.15231
30.5344,54020,0.174521
29.7176,56940,0.198956
29.0029,59860,0.225337
28.3775,62780,0.25342
27.8303,65700,0.282992
27.3515,68620,0.313868
26.9326,71540,0.345885
26.566,74460,0.372649
26.2453,77380,0.391068
25.9646,80300,0.402184
25.719,83220,0.406911
25.5042,86140,0.406047
25.3161,89060,0.400292
25.1516,91980,0.390255
25.0077,94900,0.376473
24.8817,97820,0.359414
24.7715,100740,0.339487
24.6751,103660,0.317051
24.5907,106580,0.29242
24.5168,109500,0.265867
24.4522,112420,0.237634
24.3957,115340,0.20793
24.3462,118260,0.181939
24.303,121180,0.159196
24.2651,124100,0.139297
24.232,127020,0.121885
24.203,129940,0.106649
24.1776,132860,0.0933179
24.1554,135780,0.0816532
24.136,138700,0.0714465
24.119,141620,0.0625157
47.2291,144540,0.0547012
11.4383,117840,0.998713
11.5085,117840,0.985124
10.195,117840,0.971983
10.4206,117840,0.954235
9.74302,117840,0.941206
10.0251,117840,0.927305
10.272,117680,0.916392
9.238,117060,0.909343
9.58325,117060,0.900675
9.88534,117060,0.894341
8.89968,116860,0.891298
9.28722,116860,0.886136
9.62631,116860,0.882869
8.67303,116660,0.88251
9.0889,116660,0.879696
9.45278,116660,0.878484
8.52119,116460,0.878674
8.95604,116460,0.87759
8.46153,116460,0.879141
8.90384,116460,0.877998
9.29086,116260,0.878249
8.3795,115640,0.880967
8.83207,115640,0.879597
9.22806,115640,0.874647
8.32455,115440,0.872816
8.78398,115440,0.867464
7.93598,115440,0.865281
8.44399,115240,0.859621
8.01349,115040,0.839668
8.5118,113580,0.81971
8.94783,112960,0.802246
8.07935,109840,0.788215
8.56943,105460,0.772188
8.99825,105260,0.756915
8.12347,105260,0.74605
8.60804,105260,0.732794
9.03203,105060,0.718695
8.15303,103800,0.708858
8.6339,103800,0.696501
9.05466,103800,0.686938
8.17283,103600,0.681071
8.65123,103600,0.673437
8.19482,103600,0.668007
8.67047,103600,0.660756
9.08666,103400,0.654412
8.20083,102780,0.65136
8.67572,102780,0.64744
9.09126,102780,0.64401
8.20485,102580,0.643509
8.67925,102580,0.64182
7.84434,102580,0.642843
7.8638,102380,0.642487
8.38082,102180,0.639677
8.83322,102180,0.635967
9.22907,102180,0.630221
9.57543,102180,0.622693
9.8785,102180,0.613607
10.1437,102180,0.603156
10.3757,102180,0.591511
10.5788,102600,0.578822
10.7564,102600,0.56522
10.9119,102600,0.550817
11.0479,102600,0.535715
11.1669,102600,0.520001
11.271,102600,0.503751
11.3622,102600,0.487032
11.4419,102600,0.469903
11.5117,102600,0.452415
11.5727,102600,0.434613
11.6261,102600,0.416536
11.6728,102600,0.398219
11.7137,102600,0.379692
11.7495,102600,0.35973
11.7808,102600,0.339764
11.8082,102600,0.318544
11.8322,102600,0.297476
11.8532,102600,0.276541
11.8715,102600,0.255724
11.8876,102600,0.235008
11.9016,102600,0.214382
11.9139,102600,0.193834
11.9247,102600,0.173355
11.9341,102600,0.152936
11.9423,102600,0.133819
11.9495,102600,0.117091
11.9559,102600,0.102455
11.9614,102600,0.0896481
11.9662,102600,0.0784421
11.9704,102600,0.0686368
11.9741,102600,0.0600572
11.9774,102600,0.0525501
10.7302,102600,0.0459813
10.8889,101340,0.0402336
11.0278,102600,0.0352044
9.89933,102600,0.0308039
10.1619,101340,0.0269534
10.3917,101340,0.0235842
10.5927,1460,0.0206362
10.7686,1460,0.0180567
10.9225,1460,0.0157996
11.0572,1460,0.0138246
11.1751,1460,0.0120966
11.2782,1460,0.0105845
11.3684,1460,0.00926143
30.0724,1460,0.00810375
55.5633,29200,0.00709078
50.1179,36500,0.00620443
2078.35,36500,0.0166789
1821.56,39420,0.030844
1596.86,42340,0.0482385
1400.26,45260,0.0684587
1228.22,48180,0.0911514
1077.7,51100,0.116007
945.984,54020,0.142757
830.736,56940,0.171162
729.894,59860,0.201017
641.657,62780,0.23214
564.45,65700,0.264372
496.894,68620,0.297576
437.782,71540,0.331629
386.059,71540,0.361425
340.802,71540,0.387497
301.202,71540,0.41031
266.551,71540,0.430271
236.233,71540,0.447737
209.703,71540,0.46302
186.491,71540,0.476393
166.179,71540,0.488093
148.407,71540,0.498332
132.856,73000,0.50979
119.249,73000,0.519817
107.343,73000,0.528589
96.925,73000,0.536266
87.8094,73000,0.542983
79.8332,73000,0.54886
72.8541,73000,0.554002
66.7473,73000,0.558502
61.4039,73000,0.562439
56.7284,73000,0.565884
52.6373,74460,0.571399
49.0577,74460,0.576224
45.9255,74460,0.580446
43.1848,74460,0.58414
40.7867,74460,0.587373
38.6884,74460,0.590201
36.8523,74460,0.592676
35.2458,74460,0.594841
33.84,74460,0.596736
32.61,74460,0.598394
31.5338,75920,0.602345
30.5921,75920,0.605802
29.7681,75920,0.608827
29.047,75920,0.611473
28.4162,75920,0.613789
27.8641,75920,0.615815
27.3811,75920,0.617589
26.9585,75920,0.61914
26.5887,75920,0.619247
26.2651,75920,0.614342
25.982,77380,0.605049
25.7342,77380,0.591918
25.5174,77380,0.575428
25.3278,77380,0.556
25.1618,77380,0.534
25.0166,77380,0.50975
24.8895,77380,0.483531
24.7783,77380,0.45559
24.681,77380,0.426141
24.5959,77380,0.395373
24.5214,78840,0.363452
24.4562,78840,0.33052
24.3992,78840,0.296705
24.3493,78840,0.262117
24.3056,78840,0.229352
24.2674,78840,0.200683
24.234,78840,0.175598
24.2048,78840,0.153648
24.1792,78840,0.134442
24.1568,78840,0.117637
24.1372,80300,0.102932
24.12,80300,0.0900657
24.105,80300,0.0788075
23.5919,80300,0.0689566
1833.27,80300,0.146587
1607.11,81760,0.217014
1409.22,83220,0.281137
1236.07,84680,0.339745
1084.56,86140,0.393527
951.99,87600,0.443086
835.991,89060,0.48895
734.492,90520,0.531581
645.681,91980,0.571384
567.971,93440,0.608711
499.974,94900,0.643872
440.477,96360,0.677138
388.418,97820,0.704996
342.866,99280,0.724371
303.007,100740,0.736325
268.131,102200,0.741784
237.615,103660,0.737811
210.913,105120,0.731835
187.549,106580,0.722855
167.105,108040,0.709998
149.217,109500,0.693749
133.565,110960,0.67453
119.869,112420,0.652714
107.886,113880,0.628625
97.4,115340,0.602547
88.225,116800,0.574728
80.1969,118260,0.545387
73.1723,119720,0.514714
67.0257,121180,0.482875
61.6475,122640,0.450015
56.9416,124100,0.416263
52.8239,125560,0.38173
49.2209,127020,0.346514
46.0683,128480,0.3107
43.3098,129940,0.274362
40.896,131400,0.240067
38.784,132860,0.210059
36.936,134320,0.183801
35.319,135780,0.160826
33.9041,137240,0.140723
32.6661,138700,0.123133
31.5829,140160,0.107741
30.635,141620,0.0942734
29.8056,143080,0.0824892
28.7049,144540,0.072178
16.269,123700,0.997414
15.7354,123700,0.996487
15.2685,123700,0.995676
9.61322,117900,0.992238
8.66157,117280,0.988208
