x,y,z
12.0314,0.0473767,0.726338
12.0275,0.0414546,0.724296
12.024,0.0362728,0.723759
12.021,0.0317387,0.723289
12.0184,0.0277714,0.722878
12.0161,0.0242999,0.722518
12.0141,0.0212624,0.722203
12.0123,0.0186046,0.721928
12.0108,0.0162791,0.721687
12.0094,0.0142442,0.721476
12.0083,0.0124637,0.721292
12.0072,0.0109057,0.72113
12.0063,0.00954249,0.720989
12.0055,0.00834968,0.720865
12.0048,0.00730597,0.720757
12.0042,0.00639272,0.721913
12.0037,0.00559363,0.722923
12.0032,0.00489443,0.723808
12.0028,0.00428262,0.724582
12.0025,0.0037473,0.725259
12.0022,0.00327888,0.725852
12.0019,0.00286902,0.72637
12.0017,0.00251039,0.726824
12.0015,0.0021966,0.727221
12.0013,0.00192202,0.727568
12.0011,0.00168177,0.727872
12.001,0.00147155,0.728138
12.0009,0.0012876,0.728371
12.0007,0.00112665,0.728575
12.0007,112.501,0.728753
12.0006,98.4384,0.732659
12.0005,86.1336,0.736076
12.0004,75.3669,0.739067
11.3754,65.946,0.741683
11.4535,57.7028,0.741473
11.5218,50.4899,0.738789
11.5816,60.6787,0.73394
11.6339,54.5938,0.737198
11.6796,50.7696,0.740048
11.7197,45.9234,0.742542
11.7547,43.183,0.744724
11.7854,37.7851,0.749134
11.8122,37.562,0.750492
11.8357,32.8667,0.754181
11.8562,33.2584,0.754908
11.8742,29.1011,0.758044
11.8899,29.9635,0.758289
11.9037,26.218,0.761003
11.9157,27.4408,0.760877
11.9263,24.0107,0.763268
11.9355,25.5093,0.762859
11.9435,22.3207,0.772502
11.9506,19.5306,0.778439
11.9568,17.0893,0.781134
11.9622,14.9531,0.780993
11.9669,26.584,0.778368
11.971,23.261,0.783572
11.9747,20.3533,0.785626
11.9778,17.8092,0.784923
11.9806,15.583,0.781807
11.983,13.6352,0.776581
11.9851,20.9308,0.769509
11.9985,2.16233,0.974938
11.9987,1.89204,0.974321
11.9988,1.65553,0.971281
11.999,1.44859,0.966121
11.9991,1.26752,0.959106
11.9992,1.10908,0.950467
11.9993,0.970443,0.940409
11.9994,0.849138,0.929108
11.9995,0.742996,0.916719
11.3745,0.650121,0.903379
12.9527,38.8189,0.886707
14.3336,36.2165,0.874619
15.5419,37.0644,0.866541
16.5992,32.4314,0.861974
17.5243,31.3775,0.857977
18.3338,30.4553,0.85448
19.042,29.6484,0.85142
19.6618,28.9423,0.848742
20.2041,28.3245,0.8489
20.6785,27.784,0.849037
21.0937,27.311,0.849158
21.457,23.8971,0.849263
21.7749,20.91,0.830605
22.053,25.7962,0.816779
22.2964,22.5717,0.803432
22.5093,28.7502,0.789253
22.6957,25.1564,0.774346
22.8587,22.0119,0.758803
23.0014,19.2604,0.742703
23.1262,16.8529,0.726115
23.2354,14.7462,0.707851
23.331,12.903,0.686869
23.4146,11.2901,0.663511
23.4878,9.87883,0.638072
23.5518,8.64398,0.610813
23.6078,7.56348,0.581961
23.6569,6.61805,0.551716
23.6998,5.79079,0.520252
23.7373,5.06694,0.48772
23.7701,4.43357,0.454255
23.7989,45.2544,0.419973
23.824,42.5976,0.384977
23.846,37.2729,0.349354
23.8653,35.6138,0.313185
23.8821,34.1621,0.276537
23.8968,32.8918,0.24197
23.9097,31.7803,0.211724
23.921,30.8078,0.185258
23.9309,29.9568,0.162101
23.9395,26.2122,0.141838
23.9471,25.9357,0.124109
23.9537,25.6937,0.108595
23.9595,25.482,0.0950206
23.9646,25.2968,0.083143
23.594,25.1347,0.0727501
2841.02,2907.24,0.179906
2488.89,2543.84,0.276168
2180.78,2225.86,0.362897
1911.18,1947.63,0.441285
765.089,764.825,0.776845
672.453,669.222,0.795989
591.396,585.569,0.807741
520.472,512.373,0.813023
458.413,448.326,0.812645
404.111,392.285,0.807315
356.597,343.25,0.7789
315.023,300.343,0.751538
278.645,262.801,0.725095
246.814,229.95,0.699459
218.962,201.207,0.674526
194.592,176.056,0.65021
173.268,154.049,0.626434
154.61,134.793,0.60313
138.283,117.944,0.578989
123.998,103.201,0.552865
111.498,90.3006,0.525007
100.561,79.013,0.495631
90.9908,69.1364,0.464927
82.617,60.4944,0.428061
75.2899,52.9326,0.385804
68.8786,46.316,0.345078
63.2688,40.5265,0.306943
58.3602,35.4607,0.271075
54.0652,61.7781,0.237191
50.307,57.0558,0.207542
47.0186,49.9239,0.181599
44.1413,46.6834,0.158899
41.6237,43.848,0.139037
39.4207,38.367,0.121657
37.4931,36.5711,0.10645
35.8065,34.9997,0.0931439
32.8307,30.6247,0.081501
30.2268,26.7966,0.0713133
27.9485,23.4471,0.0623992
25.9549,20.5162,0.0558493
23.8356,17.9517,0.0488681
47.4811,128.208,0.0427596
42.671,112.182,0.0374146
31.3948,9.68988,0.974609
12.5606,0.176425,0.998288
12.4905,0.154372,0.997252
12.4292,0.135075,0.991345
12.3756,0.118191,0.984927
12.3286,0.103417,0.980561
12.2875,0.0904899,0.974241
12.2516,0.0791787,0.969961
12.2201,0.0692814,0.963716
12.1926,0.0606212,0.955751
12.1686,0.0530435,0.947532
12.1475,0.0464131,0.939091
12.129,0.0406115,0.927954
12.1129,0.035535,0.91696
11.5988,0.0310931,0.90609
11.649,0.0272065,0.894079
10.8178,0.0238057,0.886069
10.9656,0.02083,0.87781
11.0949,0.0182262,0.868084
9.95804,0.015948,0.862074
10.2133,0.0139545,0.854314
10.4366,0.0122102,0.848775
9.38205,0.0106839,0.846428
9.70929,0.0093484,0.839375
9.99563,0.00817985,0.833203
9.37118,0.00715737,0.829053
9.69978,0.0062627,0.824171
9.98731,0.00547986,0.81865
8.98889,0.00479488,0.815068
9.36528,0.00419552,0.809435
9.69462,0.00367108,0.803255
8.73279,0.00321219,0.800349
9.14119,0.00281067,0.794055
8.24855,0.00245934,0.789798
8.71748,0.00215192,0.783573
9.12779,0.00188293,0.776877
8.23682,0.00164756,0.773517
8.70722,0.00144162,0.765577
9.11881,0.00126141,0.75988
9.47896,0.00110374,0.751145
8.54409,0.000965771,0.746002
8.97608,0.000845049,0.735252
9.35407,0.000739418,0.723345
8.43481,0.000646991,0.714177
8.88046,0.000566117,0.701155
8.0204,0.000495352,0.687261
8.51785,0.000433433,0.670103
8.95312,0.000379254,0.65634
8.08398,0.000331847,0.646798
8.57348,0.000290367,0.635948
9.0018,0.000254071,0.625204
8.12657,0.000222312,0.618304
8.61075,0.000194523,0.611016
8.15941,0.000170208,0.607139
8.63948,0.000148932,0.602497
9.05955,0.000130315,0.599684
8.1771,0.000114026,0.598474
8.65497,0.0000997725,0.596165
9.07309,0.000087301,0.595394
8.18896,0.0000763883,0.59722
8.66534,0.0000668398,0.596317
9.08217,0.0000584848,0.595528
8.1969,0.0000511742,0.597337
8.67229,0.0000447774,0.59642
9.08825,0.0000391803,0.595617
8.20222,0.0000342827,0.597415
8.67694,0.0000299974,0.596488
8.21732,0.0000262477,0.596927
8.69016,0.0000229668,0.594811
8.22889,0.0000200959,0.59296
8.70028,0.0000175839,0.58884
9.11274,0.0000153859,0.582735
9.47365,0.0000134627,0.573643
9.78944,0.0000117799,0.563188
10.0658,0.0000103074,0.550289
10.3075,0.00000901895,0.537753
10.5191,0.00000789158,0.524284
10.7042,0.00000690513,0.509998
10.8662,0.00000604199,0.494999
11.0079,0.00000528674,0.479374
11.1319,0.0000046259,0.463202
11.2404,0.00000404766,0.446552
11.3354,0.0000035417,0.429483
11.4185,0.00000309899,0.410797
11.4911,0.00000271162,0.391948
11.5548,0.00000237267,0.372954
11.6104,0.00000207608,0.353835
11.6591,0.00000181657,0.334606
11.7017,0.0000015895,0.31528
11.739,0.00000139081,0.29587
11.7716,0.00000121696,0.276386
10.5502,0.00000106484,0.259338
10.7314,0.000000931736,0.241921
10.89,0.000000815269,0.224181
9.90373,0.00000071336,0.206158
10.1658,0.00000062419,0.187888
10.395,0.000000546166,0.169402
9.34566,0.000000477896,0.153227
9.67746,0.000000418159,0.136574
9.96777,0.000000365889,0.119502
10.2218,0.000000320153,0.104564
10.4441,0.000000280134,0.0914936
10.6386,0.000000245117,0.0800569
10.8087,0.000000214477,0.0700498
9.70765,0.000000187668,0.0612936
9.9942,0.000000164209,0.0536319
10.2449,0.000000143683,0.0469279
10.4643,0.000000125723,0.0410619
10.6563,0.000000110007,0.0359292
10.8242,0.0000000962564,0.031438
10.9712,0.0000000842244,0.0275083
11.0998,0.0000000736963,0.0240697
11.2123,0.0000000644843,0.021061
11.3108,0.0000000564237,0.0184284
11.3969,0.0000000493708,0.0161248
11.4723,0.0000000431994,0.0141092
11.5383,0.0000000377995,0.0123456
11.596,0.0000000330746,0.0108024
11.6465,0.0000000289402,0.00945209
10.8157,0.0000000253227,0.00827058
40.2137,313.375,0.00723676
64.437,303.453,0.00633216
57.8824,265.521,0.0142906
52.1471,232.331,0.0350043
47.1287,203.29,0.0643788
42.7376,177.879,0.100081
38.8954,155.644,0.128821
35.5335,136.188,0.151469
32.5918,119.165,0.167535
31.5178,105.394,0.176593
44.8281,120.345,0.165769
42.2246,105.302,0.161298
39.9465,93.6391,0.162386
37.2032,81.9342,0.168337
35.5528,72.0674,0.176045
34.1087,63.059,0.18779
32.8451,56.3016,0.203066
31.7395,49.2639,0.216433
29.647,43.1059,0.230629
28.9412,39.5927,0.24305
28.3235,34.6436,0.253919
27.7831,38.9382,0.263429
27.3102,34.0709,0.27175
26.8964,47.062,0.279032
26.5344,41.1793,0.285403
26.2176,39.0319,0.290977
25.9404,34.1529,0.298355
25.6978,32.8838,0.304811
25.4856,28.7733,0.310459
25.2999,27.4266,0.315402
25.1374,23.9983,0.319727
24.9952,23.9985,0.323511
24.8708,20.9987,0.326822
24.762,21.3739,0.329719
24.6667,18.7021,0.332254
24.5834,19.3644,0.334473
24.5105,19.9438,0.338914
24.4467,19.3258,0.342799
24.3908,19.9101,0.346199
24.342,20.4213,0.349174
24.2992,20.8687,0.351778
24.2618,21.2601,0.354055
24.2291,21.6026,0.356048
24.2005,21.9023,0.357792
24.1754,22.1645,0.359318
24.1535,22.3939,0.360654
24.1343,22.5947,0.364322
24.1175,22.7703,0.367532
24.1028,22.9241,0.37034
24.09,23.0585,0.372798
24.0787,23.1762,0.374948
24.0689,23.2792,0.37683
24.0603,23.3693,0.378476
24.0527,23.4481,0.379916
24.0461,23.5171,0.381177
24.0404,20.5775,0.38228
24.0353,21.0053,0.385745
24.0309,21.3796,0.385027
24.027,21.7072,0.379398
24.0237,21.9938,0.369473
24.0207,22.2446,0.355789
24.0181,22.464,0.338816
24.0159,22.656,0.318964
24.0139,22.824,0.296593
24.0121,22.971,0.272019
24.0106,23.0996,0.245517
24.0093,23.2122,0.217327
24.0081,23.3106,0.190161
24.0071,23.3968,0.166391
24.0062,23.4722,0.145592
24.0054,23.5382,0.127393
24.0048,23.5959,0.111469
24.0042,23.6464,0.0975354
24.0036,23.6906,0.0853435
24.0032,23.7293,0.0746755
24.0028,23.7631,0.0653411
22.6274,20.7927,0.0571735
1013.67,1042.94,0.106277
889.965,912.576,0.151742
781.719,798.504,0.194024
687.004,698.691,0.233521
604.129,611.354,0.270581
531.613,534.935,0.305509
468.161,468.068,0.33857
412.641,409.56,0.369999
364.061,358.365,0.399999
321.553,313.569,0.428749
284.359,274.373,0.456405
251.814,240.076,0.483105
223.337,210.067,0.508967
198.42,183.808,0.534096
176.618,160.832,0.558584
157.54,140.728,0.582511
140.848,123.137,0.605947
126.242,107.745,0.622704
113.462,94.277,0.632366
102.279,82.4924,0.63582
92.4941,72.1808,0.633842
83.9323,63.1582,0.627112
76.4408,86.0135,0.616223
69.8857,78.2618,0.601695
64.15,68.479,0.583983
59.1312,62.9192,0.563485
54.7398,58.0543,0.54055
50.8974,50.7975,0.515481
47.5352,47.4478,0.488546
44.5933,44.5168,0.459978
42.0191,38.9522,0.42998
39.7667,37.0832,0.398733
37.7959,35.4478,0.366391
36.0714,31.0168,0.333092
34.5625,30.1397,0.298956
33.2422,29.3723,0.264086
32.0869,25.7007,0.231076
31.076,25.4881,0.202191
30.1915,25.3021,0.176917
29.4176,22.1394,0.154803
28.7404,22.3719,0.135452
28.1478,22.5754,0.118521
27.6294,19.7535,0.103706
27.1757,20.2843,0.0907424
26.7787,20.7488,0.0793996
25.1814,18.1552,0.0694747
29.6054,8.29799,0.969847
28.9047,7.26074,0.967366
28.2916,6.35315,0.960196
27.7552,5.55901,0.950171
27.2858,4.86413,0.9389
26.8751,4.25611,0.924037
25.0157,3.7241,0.907283
23.3887,3.25859,0.891372
21.9651,2.85126,0.876201
20.7195,2.49486,0.864176
19.6296,2.183,0.852404
18.6759,1.91012,0.842103
17.8414,1.67136,0.83434
