#Ack,Last Router Ocupation Router Arrival(Packets),Last Router Ocupation Router Arrival_ewma(Packets),Network Situation Router Arrival,Measure Time
11681,0.14,0.14,1,370449
274481,0.19,0.179199,1,374635
278861,0.37,0.359834,1,375065
391281,0.06,0.0603763,1,378316
394201,0.02,0.0200151,1,378443
522681,0.08,0.0774489,1,382770
548961,0.1,0.0984396,1,383334
718321,0.34,0.340855,1,387206
731461,0.31,0.311661,1,387440
880381,0.01,0.119974,1,390272
884761,0.27,0.22336,1,390486
886221,0.15,0.164672,1,390572
897901,0.31,0.286422,1,391001
978201,0.23,0.214996,1,393892
982581,0.19,0.16076,1,394324
1051201,0.38,0.384574,1,397762
1223481,0.13,0.119769,1,403298
1239541,0.04,0.0383666,1,403679
1265821,0.09,0.0796872,1,404195
1270201,0.16,0.155837,1,404254
1276041,0.24,0.237433,1,404336
1284801,0.04,0.0386226,1,404572
1417661,0.03,0.0338176,1,407928
1438101,0.02,0.0180821,1,408714
1448321,0.03,0.037067,1,409136
1451241,0.03,0.0318827,1,409228
1457081,0.15,0.139187,1,409485
1541761,0.05,0.11383,1,412261
1553441,0.06,0.0595255,1,412417
1560741,0.15,0.131667,1,412737
1563661,0.13,0.134867,1,412784
1587021,0.19,0.193574,1,413269
1702361,0,0.0017552,1,416000
1705281,0,7.0208e-05,1,416072
1721341,0.06,0.0595195,1,416374
1738861,0.24,0.2351,1,416747
1743241,0.25,0.251481,1,416799
1905301,0.33,0.3296,1,419858
1921361,0.04,0.0384166,1,420122
1935961,0.16,0.156612,1,420313
2071741,0.19,0.199942,1,422818
2083421,0.09,0.0951816,1,423248
2230881,0.28,0.279764,1,427356
2465941,0.01,0.0889882,1,434584
2467401,0.02,0.0337976,1,434584
2470321,0,0.00135191,1,434667
2471781,0.05,0.0402704,1,434735
2479081,0.17,0.167002,1,434844
2480541,0.05,0.0734003,1,435005
2487841,0.14,0.133604,1,435158
2493681,0.15,0.136022,1,435272
2502441,0.05,0.0490865,1,435585
2512661,0.16,0.156729,1,435701
2518501,0.24,0.235899,1,435932
2522881,0.23,0.239327,1,436077
2530181,0.27,0.263936,1,436130
2679101,0.16,0.158332,1,439622
2829481,0.02,0.0208039,1,442413
2830941,0.07,0.0601608,1,442483
2845541,0.05,0.047691,1,442686
2847001,0.06,0.0575382,1,442686
3039721,0.1,0.0992442,1,446115
3054321,0.26,0.255835,1,446541
3057241,0.3,0.296633,1,446608
3066001,0.3,0.298948,1,446862
3206161,0.38,0.375927,1,450565
3331721,0.25,0.253762,1,453368
3339021,0.06,0.061726,1,453452
3350701,0.06,0.0575666,1,453675
3378441,0.06,0.0615992,1,454156
3528821,0.37,0.392128,1,457067
3530281,0.27,0.294426,1,457200
3552181,0.24,0.236542,1,457907
3556561,0.36,0.358692,1,458059
3658761,0.14,0.140073,1,461176
3666061,0.06,0.060768,1,461341
3670441,0.07,0.0638461,1,461448
3686501,0.14,0.139195,1,461808
3813521,0.32,0.326476,1,464717
3828121,0.32,0.317466,1,464994
4130341,0.15,0.164082,1,470965
4133261,0.25,0.232163,1,471113
4140561,0.33,0.319895,1,471279
