#Ack,Last Router Ocupation Router Arrival(Packets),Last Router Ocupation Router Arrival_ewma(Packets),Network Situation Router Arrival,Measure Time
1461,0.33,0.32944,1,80444
43801,0.74,0.73077,2,81334
45261,0.74,0.738154,2,81334
46721,0.76,0.755631,2,81336
48181,0.77,0.767126,2,81336
49641,0.77,0.769425,2,81336
51101,0.78,0.777885,2,81338
52561,0.79,0.787577,2,81338
54021,0.79,0.789515,2,81338
55481,0.8,0.797903,2,81340
56941,0.81,0.807581,2,81340
58401,0.81,0.809516,2,81340
59861,0.85,0.841903,2,81342
61321,0.86,0.856381,2,81342
62781,0.86,0.859276,2,81342
64241,0.87,0.867855,2,81344
68621,0.76,0.741343,2,81779
70081,0.77,0.764269,2,81779
77381,0.81,0.785614,2,81796
78841,0.82,0.813123,2,81796
80301,0.82,0.818625,2,81798
81761,0.83,0.827725,2,81798
83221,0.82,0.821545,2,81800
84681,0.83,0.828309,2,81800
86141,0.79,0.797662,2,81804
87601,0.8,0.799532,2,81804
89061,0.79,0.791906,2,81806
90521,0.8,0.798381,2,81806
91981,0.79,0.791676,2,81808
93441,0.8,0.798335,2,81808
94901,0.8,0.799667,2,81808
103661,0.8,0.75839,2,82247
105121,0.81,0.799678,2,82247
106581,0.79,0.791936,2,82251
108041,0.8,0.798387,2,82251
109501,0.7,0.719677,2,82258
110961,0.71,0.711935,2,82258
112421,0.71,0.710387,2,82260
113881,0.72,0.718077,2,82260
115341,0.82,0.799615,2,82262
116801,0.83,0.823923,2,82262
118261,0.82,0.820785,2,82264
119721,0.83,0.828157,2,82264
121181,0.82,0.821631,2,82266
122641,0.83,0.828326,2,82266
124101,0.83,0.829665,2,82268
125561,0.84,0.837933,2,82268
205861,0.33,0.334222,1,83624
240901,0.34,0.367127,1,84071
284701,0.35,0.365661,1,84525
410261,0.32,0.369827,1,86231
489101,0.34,0.380073,1,87135
496401,0.35,0.347194,1,87186
500781,0.29,0.292058,1,87204
515381,0.39,0.391663,1,87218
531441,0.39,0.394942,1,87619
579621,0.3,0.340581,1,88096
626341,0.37,0.399344,1,88548
662841,0.26,0.25907,1,88984
681821,0.35,0.369565,1,89373
687661,0.34,0.341775,1,89407
715401,0.33,0.331112,1,89785
734381,0.39,0.399666,1,89855
746061,0.36,0.371587,1,89873
767961,0.38,0.378083,1,90289
829281,0.72,0.714528,2,91116
835121,0.71,0.707575,2,91132
839501,0.72,0.702301,2,91179
840961,0.73,0.72446,2,91179
842421,0.72,0.720892,2,91181
843881,0.73,0.728178,2,91181
845341,0.79,0.777636,2,91183
846801,0.8,0.795527,2,91183
848261,0.74,0.751105,2,91187
849721,0.75,0.750221,2,91187
851181,0.74,0.742044,2,91189
852641,0.75,0.748409,2,91189
854101,0.74,0.741682,2,91198
855561,0.75,0.748336,2,91198
857021,0.74,0.741667,2,91200
858481,0.75,0.748333,2,91200
859941,0.72,0.725667,2,91203
861401,0.73,0.729133,2,91203
862861,0.73,0.729827,2,91402
864321,0.74,0.737965,2,91402
865781,0.86,0.835593,2,91572
867241,0.87,0.863119,2,91572
868701,0.82,0.828624,2,91578
870161,0.83,0.829725,2,91578
871621,0.78,0.789945,2,91588
873081,0.79,0.789989,2,91588
874541,0.81,0.805998,2,91603
876001,0.82,0.8172,2,91603
880381,0.86,0.824778,2,91638
881841,0.87,0.860955,2,91638
883301,0.82,0.828191,2,91642
884761,0.83,0.829638,2,91642
886221,0.82,0.821928,2,91644
887681,0.83,0.828386,2,91644
889141,0.81,0.813677,2,91647
890601,0.82,0.818735,2,91647
892061,0.75,0.763747,2,91656
