#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd (Bytes),Last Router Ocupation Ack Arriaval(Packets),Last Router Ocupation Packet Sent(Packets),Network Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms)
14493061,306.667,296.076,1068,7664,0.885948,0,2,1061871,1060803,1068
14493061,295.334,259.066,1284,7664,0.881353,0,2,1062087,1060803,1284
14493061,283.917,226.683,1488,7664,0.893218,0,2,1062291,1060803,1488
14493061,284.427,198.348,1776,5840,0.890896,1,2,1062579,1060803,1776
14493061,250.374,173.554,1788,4380,0.886806,0,2,1062591,1060803,1788
14493061,249.077,151.86,2028,4380,0.869126,0,2,1062831,1060803,2028
14503281,255.443,318.878,840,4380,0.859213,0.85,2,1063131,1062291,840
14506201,268.512,316.518,900,4380,0.856292,0.77,2,1063491,1062591,900
14507661,301.948,344.453,896,4866,0.855663,0.83,2,1064027,1063131,896
14510581,290.205,346.396,744,5304,0.861096,0.85,2,1064235,1063491,744
14512041,346.429,370.097,948,5705,0.873987,0.91,2,1064975,1064027,948
14514961,309.625,349.835,792,6078,0.886588,0.99,2,1065027,1064235,792
14517881,371.422,398.605,856,6428,0.894929,1,2,1065831,1064975,856
14520801,341.494,355.28,936,6759,0.904436,0.97,2,1065963,1065027,936
14523721,388.808,411.37,852,7074,0.913993,0.99,2,1066683,1065831,852
14526641,356.707,376.449,852,7375,0.922593,1,2,1066815,1065963,852
14528101,409.618,419.392,912,7664,0.908334,1,2,1067595,1066683,912
14528101,379.416,366.968,1080,7664,0.902501,0,2,1067763,1066683,1080
14528101,400.989,321.097,1632,1460,0.899251,0.89,2,1068315,1066683,1632
14528101,352.365,280.96,1644,1460,0.896326,0,2,1068327,1066683,1644
14528101,330.82,245.84,1824,1460,0.883693,0,2,1068507,1066683,1824
14531021,313.467,371.985,761,1460,0.868324,1,2,1068699,1067938,761
14538321,358.284,420.612,672,2920,0.862491,0.73,2,1069371,1068699,672
14539781,339.998,368.036,884,2920,0.847242,0.81,2,1069583,1068699,884
14542701,380.499,406.031,876,4380,0.855518,0.71,2,1070247,1069371,876
14544161,359.436,381.777,876,4866,0.869966,0.93,2,1070459,1069583,876
14547081,388.507,417.055,804,5304,0.88297,1,2,1071051,1070247,804
14548541,394.943,391.423,1032,5705,0.871673,1,2,1071491,1070459,1032
14551461,395.575,416.495,840,6078,0.884505,0.77,2,1071891,1071051,840
14554381,392.629,419.433,772,6428,0.896055,1,2,1072263,1071491,772
14557301,423.05,417.004,1008,6759,0.880449,1,2,1072899,1071891,1008
14560221,401.669,411.379,888,7074,0.875404,0.74,2,1073151,1072263,888
14563141,408.46,439.456,708,7375,0.856864,0.83,2,1073607,1072899,708
14566061,393.403,416.024,744,7664,0.832178,0.83,2,1073895,1073151,744
14567521,370.727,364.021,956,7664,0.82796,0.69,2,1074107,1073151,956
14570441,345.886,375.519,672,7942,0.824164,0.61,2,1074279,1073607,672
14573361,331.151,364.579,612,7942,0.822747,0.79,2,1074507,1073895,612
14576281,349.757,345.506,880,8210,0.821473,0.79,2,1074987,1074107,880
14577741,332.537,323.818,920,8210,0.828325,0.81,2,1075199,1074279,920
14580661,295.97,311.841,732,8469,0.834493,0.81,2,1075239,1074507,732
14583581,318.974,332.861,732,8469,0.844044,0.89,2,1075719,1074987,732
14586501,315.102,317.753,808,8720,0.859639,0.89,2,1076007,1075199,808
14587961,302.214,283.034,980,8720,0.873675,0.93,2,1076219,1075239,980
14590881,302.438,307.655,804,8964,0.883308,1,2,1076523,1075719,804
14593801,311.133,305.198,888,8964,0.894977,1,2,1076895,1076007,888
14596721,308.241,293.548,964,9201,0.902479,0.97,2,1077183,1076219,964
14599641,293.711,294.855,852,9201,0.912231,1,2,1077375,1076523,852
14602561,309.497,304.498,900,9432,0.921008,0.97,2,1077795,1076895,900
14605481,297.81,302.436,828,9432,0.924907,1,2,1078011,1077183,828
14608401,304.084,288.631,984,9657,0.906417,1,2,1078359,1077375,984
14611321,308.073,305.052,900,9657,0.908775,0.96,2,1078695,1077795,900
14614241,284.564,293.921,804,9877,0.912897,0.74,2,1078815,1078011,804
14617161,286.494,300.681,756,9877,0.908608,0.93,2,1079115,1078359,756
14620081,298.682,305.096,804,10092,0.896747,0.95,2,1079499,1078695,804
14623001,277.847,281.959,816,10092,0.890072,0.87,2,1079631,1078815,816
14625921,274.616,284.214,768,10303,0.894065,0.79,2,1079883,1079115,768
14628841,282.289,296.687,720,10303,0.904659,0.83,2,1080219,1079499,720
14631761,266.503,276.101,744,10509,0.910193,0.83,2,1080375,1079631,744
14633221,259.69,241.589,956,10509,0.898173,0.93,2,1080587,1079631,956
14636141,239.729,242.89,804,10509,0.886356,1,2,1080687,1079883,804
14639061,256.263,254.529,840,8760,0.891721,0.96,2,1081059,1080219,840
14641981,240.73,242.213,816,8760,0.902548,0.79,2,1081191,1080375,816
14644901,237.639,238.436,820,8760,0.912294,0.94,2,1081407,1080587,820
14647821,264.934,267.632,804,7300,0.921064,1,2,1081863,1081059,804
14650741,254.317,250.678,852,7300,0.928958,1,2,1082043,1081191,852
14652201,273.027,246.343,1040,7592,0.928062,1,2,1082447,1081407,1040
14653661,284.399,272.55,948,7592,0.930256,1,2,1082811,1081863,948
14653661,262.349,238.481,1056,7592,0.93723,0,2,1082919,1081863,1056
14653661,274.555,208.671,1416,7592,0.943507,0,2,1083279,1081863,1416
14653661,283.736,182.587,1764,1460,0.949157,1,2,1083627,1081863,1764
14665341,309.709,325.166,1052,1460,0.945432,0,2,1085099,1084047,1052
14668261,361.495,416.02,724,2920,0.919889,0,2,1085823,1085099,724
14671181,398.808,454.518,660,4866,0.9109,0.69,2,1086483,1085823,660
14672641,375.457,397.703,872,5304,0.91681,0.83,2,1086695,1085823,872
14675561,395.025,430.49,744,5705,0.925129,0.97,2,1087227,1086483,744
14677021,406.647,403.179,1020,6078,0.931616,1,2,1087715,1086695,1020
14678481,411.816,419.282,936,6428,0.934455,1,2,1088163,1087227,936
14678481,408.339,366.871,1320,6428,0.941009,0,2,1088547,1087227,1320
14678481,411.297,321.012,1752,6428,0.941908,0,2,1088979,1087227,1752
