#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd (Bytes),,Last Router Ocupation Ack Arriaval(Packets),Last Router Ocupation Packet Sent(Packets),Network Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms)
3801261,380.888,388.966,880,7585,,0.933357,0,2,314922,314042,880
3802721,371.777,345.345,1148,7585,,0.940021,0,2,315230,314082,1148
3805641,385.805,388.677,940,7866,,0.946019,0,2,315714,314774,940
3817321,357.909,347.063,1044,8397,,0.943209,0,2,317294,316250,1044
3820241,345.17,349.18,936,8650,,0.948888,0,2,317550,316614,936
3842141,317.332,350.009,1028,1460,,0.947469,0,2,321218,320190,1028
3893241,328.567,352.009,780,8397,,0.949273,0,2,330630,329850,780
3922441,324.029,321.888,936,9595,,0.919778,0,2,334134,333198,936
3922441,303.025,281.652,1092,9595,,0.9028,0,2,334290,333198,1092
3922441,286.147,246.446,1260,9595,,0.88552,0,2,334458,333198,1260
3922441,251.878,215.64,1272,7300,,0.869968,0,2,334470,333198,1272
3922441,254.894,188.685,1548,5840,,0.843971,0,2,334746,333198,1548
3922441,224.532,165.099,1560,4380,,0.818574,0,2,334758,333198,1560
3922441,223.465,144.462,1776,1460,,0.799717,0,2,334974,333198,1776
3934121,215.032,283.904,672,1460,,0.776745,0,2,335130,334458,672
3934121,236.153,248.416,1056,1460,,0.76007,0,2,335514,334458,1056
3935581,255.634,301.364,776,1460,,0.739063,0,2,335906,335130,776
3938501,296.18,360.694,580,2920,,0.736157,0,2,336486,335906,580
3941421,343.157,388.107,672,3650,,0.759541,0,2,337158,336486,672
3944341,403.763,423.594,828,4234,,0.783587,0,2,337986,337158,828
3945801,465.792,474.144,900,4737,,0.801228,0,2,338886,337986,900
3945801,514.068,414.876,1752,1460,,0.821106,0,2,339738,337986,1752
3945801,451.31,363.017,1764,1460,,0.838995,0,2,339750,337986,1764
3951641,436.896,476.64,828,1460,,0.840096,0,2,340086,339258,828
3953101,503.284,520.56,968,1460,,0.839086,0,2,341054,340086,968
3956021,533.874,576.49,748,2920,,0.836177,0,2,341802,341054,748
3958941,558.639,597.929,732,3650,,0.84356,0,2,342534,341802,732
3961861,587.809,614.687,792,4234,,0.859204,0,2,343326,342534,792
3963321,635.833,636.852,972,4737,,0.868283,0,2,344298,343326,972
3963321,658.354,557.245,1788,1460,,0.881455,0,2,345114,343326,1788
3963321,577.56,487.589,1800,1460,,0.893309,0,2,345126,343326,1800
3969161,529.365,574.016,813,1460,,0.876979,0,2,345318,344505,813
3970621,578.194,603.889,920,1460,,0.866281,0,2,346238,345318,920
3973541,594.92,643.403,712,2920,,0.854653,0,2,346950,346238,712
3976461,607.555,651.977,696,3650,,0.858187,0,2,347646,346950,696
3979381,629.111,657.48,780,4234,,0.864369,0,2,348426,347646,780
3982301,649.472,672.795,792,4737,,0.877932,0,2,349218,348426,792
3983761,594.788,588.696,1004,5186,,0.885139,0,2,349430,348426,1004
3986681,600.439,614.109,852,5597,,0.896625,0,2,350070,349218,852
3988141,572.884,563.845,1020,5977,,0.906962,0,2,350450,349430,1020
3989601,576.774,573.365,984,6333,,0.899266,0,2,351054,350070,984
3989601,527.177,501.694,1164,6333,,0.894339,0,2,351234,350070,1164
3989601,533.28,438.982,1740,1460,,0.904905,0,2,351810,350070,1740
3989601,468.12,384.109,1752,1460,,0.914415,0,2,351822,350070,1752
3989601,433.605,336.096,1944,1460,,0.919973,0,2,352014,350070,1944
3998361,449.904,503.084,836,1460,,0.927976,0,2,352578,351742,836
3999821,519.166,544.698,1004,1460,,0.927179,0,2,353582,352578,1004
4002741,556.771,602.111,820,2920,,0.934461,0,2,354402,353582,820
4005661,598.174,629.347,888,3650,,0.941015,0,2,355290,354402,888
4008581,635.902,661.679,900,4234,,0.935913,0,2,356190,355290,900
4011501,661.415,691.469,840,4737,,0.942322,0,2,357030,356190,840
4012961,605.238,605.035,1052,5186,,0.94809,0,2,357242,356190,1052
4017341,580.885,581.605,1020,5977,,0.949953,0,2,358262,357242,1020
4069901,317.614,302.027,1104,7300,,0.948944,0,2,365586,364482,1104
4069901,324.412,264.274,1476,7300,,0.94105,0,2,365958,364482,1476
4069901,285.36,231.24,1488,7300,,0.935945,0,2,365970,364482,1488
4069901,299.19,202.335,1884,5840,,0.91335,0,2,366366,364482,1884
4069901,263.292,177.043,1896,5475,,0.891015,0,2,366378,364482,1896
4069901,272.38,154.912,2232,1460,,0.874914,0,2,366714,364482,2232
4080121,241.333,321.548,768,1460,,0.856422,0,2,366738,365970,768
4081581,272.166,332.355,848,3650,,0.85578,0,2,367226,366378,848
4081581,238.645,290.811,852,3650,,0.857202,0,2,367230,366378,852
4081581,228.315,254.459,1008,3650,,0.848482,0,2,367386,366378,1008
4083041,226.275,267.652,860,3650,,0.838634,0,2,367598,366738,860
4084501,269.991,295.195,948,3650,,0.83377,0,2,368174,367226,948
4085961,275.242,304.796,888,4234,,0.847393,0,2,368486,367598,888
4087421,315.837,338.696,912,4737,,0.862654,0,2,369086,368174,912
4090341,305.357,335.359,832,5186,,0.876389,0,2,369318,368486,832
4091801,361.188,368.439,984,5597,,0.88875,0,2,370070,369086,984
4094721,342.039,351.385,960,5977,,0.899875,0,2,370278,369318,960
4097641,393.784,401.461,964,6333,,0.891887,0,2,371034,370070,964
4099101,387.561,377.279,1100,6669,,0.876699,0,2,371378,370278,1100
4100561,373.616,330.119,1376,6669,,0.884029,0,2,371654,370278,1376
4103481,346.914,383.354,780,6988,,0.892626,0,2,371814,371034,780
4104941,363.05,378.435,912,6988,,0.896363,0,2,372290,371378,912
4107861,360.169,365.63,976,7293,,0.901727,0,2,372630,371654,976
4109321,341.647,339.927,1028,7293,,0.911554,0,2,372842,371814,1028
4110781,354.442,356.936,996,7585,,0.920399,0,2,373286,372290,996
4113701,330.136,354.819,816,7585,,0.928359,0,2,373446,372630,816
4116621,335.369,336.966,976,7866,,0.918523,0,2,373818,372842,976
4119541,345.948,350.346,952,7866,,0.919671,0,2,374238,373286,952
4121001,345.705,326.552,1136,8136,,0.927704,0,2,374582,373446,1136
4123921,304.492,332.233,780,8136,,0.934933,0,2,374598,373818,780
4126841,324.93,343.204,828,8397,,0.94144,0,2,375066,374238,828
4129761,341.314,343.304,940,8397,,0.945296,0,2,375522,374582,940
4139981,336.084,343.242,916,8896,,0.945109,0,2,376806,375890,916
4139981,313.573,300.337,1072,9135,,0.941598,0,2,376962,375890,1072
4139981,302.877,262.795,1300,9135,,0.947438,0,2,377190,375890,1300
4139981,237.951,134.79,2116,2920,,0.938324,0,2,378006,375890,2116
4151661,221.707,292.441,828,2920,,0.925491,0,2,378114,377286,828
4154581,283.993,345.886,828,2920,,0.917942,0,2,378834,378006,828
4157501,342.994,406.15,756,3650,,0.925148,0,2,379590,378834,756
4160421,405.12,449.881,840,4234,,0.932633,0,2,380430,379590,840
4161881,466.98,498.646,900,4737,,0.93937,0,2,381330,380430,900
4161881,512.107,436.315,1728,1460,,0.934433,0,2,382158,380430,1728
4161881,470.594,381.776,1908,1460,,0.93699,0,2,382338,380430,1908
4167721,435.77,504.429,737,1460,,0.943291,0,2,382530,381793,737
4169181,511.299,533.5,1040,1460,,0.914962,0,2,383570,382530,1040
4172101,531.886,596.813,676,2920,,0.890465,0,2,384246,383570,676
4175021,546.4,606.711,648,3650,,0.876419,0,2,384894,384246,648
4177941,565.1,611.872,696,4234,,0.879777,0,2,385590,384894,696
4180861,593.463,622.388,792,4737,,0.891799,0,2,386382,385590,792
4182321,545.78,544.59,1004,5186,,0.902619,0,2,386594,385590,1004
4185241,562.057,575.516,888,5597,,0.912357,0,2,387270,386382,888
4186701,534.8,530.077,1020,5977,,0.921122,0,2,387614,386594,1020
4189621,537.45,548.317,900,6333,,0.929009,0,2,388170,387270,900
4191081,502.769,479.777,1160,6333,,0.936109,0,2,388430,387270,1160
4192541,468.423,462.805,1044,6669,,0.942498,0,2,388658,387614,1044
4195461,470.37,474.455,972,6669,,0.935248,0,2,389142,388170,972
4198381,455.074,447.648,1060,6988,,0.941723,0,2,389490,388430,1060
4201301,455.19,480.692,804,7293,,0.945551,0,2,389946,389142,804
4204221,462.791,464.105,972,7585,,0.933996,0,2,390462,389490,972
4207141,446.942,463.092,852,7866,,0.914596,0,2,390798,389946,852
4208601,417.574,405.206,1064,7866,,0.908137,0,2,391010,389946,1064
4211521,389.877,419.055,744,8136,,0.902323,0,2,391206,390462,744
4214441,375.643,408.673,684,8136,,0.893091,0,2,391482,390798,684
4217361,387.187,384.089,940,8397,,0.898782,0,2,391950,391010,940
4218821,365.289,360.578,956,8397,,0.908903,0,2,392162,391206,956
4221741,326.128,350.006,732,8650,,0.918013,0,2,392214,391482,732
4224661,354.362,364.755,816,8650,,0.926212,0,2,392766,391950,816
4227581,344.567,345.661,880,8896,,0.933591,0,2,393042,392162,880
4229041,330.996,308.953,1064,8896,,0.939232,0,2,393278,392214,1064
4231961,338.121,339.334,900,9135,,0.945308,0,2,393666,392766,900
4240721,338.757,335.515,984,7300,,0.94113,0,2,394650,393666,984
4243641,338.412,325.075,1068,7300,,0.941017,0,2,394986,393918,1068
4245101,348.111,311.441,1268,7592,,0.946915,0,2,395402,394134,1268
4253861,344.66,346.774,952,7872,,0.940701,0,2,396354,395402,952
4256781,339.078,308.427,1212,8142,,0.923631,0,2,396654,395442,1212
4258241,323.193,320.874,1016,8142,,0.900268,0,2,396866,395850,1016
4261161,311.794,343.765,744,8403,,0.883241,0,2,397098,396354,744
4264081,305.82,338.294,708,8403,,0.859917,0,2,397362,396654,708
4265541,312.092,322.507,852,8656,,0.852925,0,2,397718,396866,852
4268461,281.081,311.194,684,8656,,0.848633,0,2,397782,397098,684
4271381,272.946,305.295,636,8902,,0.84077,0,2,397998,397362,636
4274301,301.827,311.633,784,8902,,0.843693,0,2,398502,397718,784
4277221,267.099,280.679,744,9141,,0.852323,0,2,398526,397782,744
4280141,256.212,272.594,708,9141,,0.854091,0,2,398706,397998,708
4283061,294.685,301.52,768,9374,,0.868682,0,2,399270,398502,768
4285981,265.349,266.83,804,9374,,0.881814,0,2,399330,398526,804
4288901,250.181,255.976,768,9601,,0.893632,0,2,399474,398706,768
4291821,301.408,294.479,864,9601,,0.896269,0,2,400134,399270,864
4293281,284.732,265.169,972,9823,,0.898642,0,2,400302,399330,972
4293281,270.141,232.023,1140,9823,,0.908778,0,2,400470,399330,1140
4293281,297.873,203.02,1632,9823,,0.9179,0,2,400962,399330,1632
4293281,262.139,177.643,1644,7300,,0.92611,0,2,400974,399330,1644
4293281,247.372,155.437,1788,5840,,0.933499,0,2,401118,399330,1788
4293281,217.95,136.008,1800,5475,,0.940149,0,2,401130,399330,1800
4293281,216.206,119.007,2004,1460,,0.934134,0,2,401334,399330,2004
4304961,237.181,308.131,756,1460,,0.912721,0,2,401718,400962,756
4306421,243.533,290.614,876,3650,,0.902449,0,2,402006,401130,876
4306421,261.091,254.288,1260,3650,,0.873204,0,2,402390,401130,1260
4307881,254.955,296.002,884,3650,,0.848884,0,2,402602,401718,884
4309341,263.586,295.001,920,4234,,0.828995,0,2,402926,402006,920
4310801,292.137,332.626,816,4737,,0.809096,0,2,403418,402602,816
4313721,274.12,331.548,640,5186,,0.789186,0,2,403566,402926,640
4316641,314.855,351.605,748,5597,,0.779267,0,2,404166,403418,748
4318101,301.998,326.154,812,5977,,0.788341,0,2,404378,403566,812
4321021,320.249,360.385,660,6333,,0.804507,0,2,404826,404166,660
4322481,306.717,315.337,872,6333,,0.821056,0,2,405038,404166,872
4323941,305.878,302.42,960,6669,,0.83795,0,2,405338,404378,960
4326861,305.643,320.617,816,6669,,0.854155,0,2,405642,404826,816
4328321,319.438,307.04,1020,6988,,0.86874,0,2,406058,405038,1020
4329781,318.508,306.16,1032,6988,,0.880866,0,2,406370,405338,1032
4332701,297.194,305.89,876,7293,,0.892779,0,2,406518,405642,876
4334161,327.045,319.654,996,7293,,0.903501,0,2,407054,406058,996
4337081,322.665,318.697,976,7585,,0.913151,0,2,407346,406370,976
4338541,319.331,297.36,1124,7585,,0.921836,0,2,407642,406518,1124
4340001,334.915,327.19,1032,7866,,0.917652,0,2,408086,407054,1032
4342921,310.051,286.291,1168,7866,,0.913887,0,2,408222,407054,1168
4345841,307.294,287.005,1164,7866,,0.906498,0,2,408510,407346,1164
4348761,333.383,343.629,940,7866,,0.902849,0,2,409026,408086,940
4350221,318.21,317.676,1016,7866,,0.907564,0,2,409238,408222,1016
4353141,286.433,313.966,792,8136,,0.916807,0,2,409302,408510,792
4356061,312.129,339.22,768,8136,,0.925127,0,2,409794,409026,768
4358981,315.113,323.318,892,8397,,0.928614,0,2,410130,409238,892
4360441,312.724,290.903,1124,8397,,0.924753,0,2,410426,409302,1124
4363361,310.133,316.04,924,8650,,0.929277,0,2,410718,409794,924
4366281,302.867,318.535,840,8650,,0.93635,0,2,410970,410130,840
4367741,323.008,315.718,1008,8896,,0.941715,0,2,411434,410426,1008
4370661,296.632,312.753,828,8896,,0.947543,0,2,411546,410718,828
4382341,279.511,279.035,996,7300,,0.940625,0,2,412890,411894,996
4383801,295.073,284.156,1080,7300,,0.943562,0,2,413294,412214,1080
4386721,276.688,273.136,1032,7300,,0.949206,0,2,413442,412410,1032
4389641,269.102,298.994,768,7300,,0.947285,0,2,413658,412890,768
4392561,311.965,312.12,976,7592,,0.921557,0,2,414270,413294,976
4395481,295.469,291.605,1008,7592,,0.900401,0,2,414450,413442,1008
4396941,285.035,282.154,1004,7872,,0.875361,0,2,414662,413658,1004
4399861,282.906,323.385,660,7872,,0.860825,0,2,414930,414270,660
4402781,271.543,305.462,672,8142,,0.839742,0,2,415122,414450,672
4404241,283.6,293.779,828,8142,,0.814768,0,2,415490,414662,828
4407161,263.65,290.557,684,8403,,0.802291,0,2,415614,414930,684
4410081,248.694,278.237,636,8403,,0.793062,0,2,415758,415122,636
4413001,280.607,289.458,772,8656,,0.806756,0,2,416262,415490,772
4415921,265.031,268.775,804,8656,,0.81508,0,2,416418,415614,804
4417381,258.402,253.178,872,8902,,0.824572,0,2,416630,415758,872
4420301,280.602,284.531,804,8902,,0.842115,0,2,417066,416262,804
4423221,262.027,268.465,780,9141,,0.857904,0,2,417198,416418,780
4424681,255.773,234.907,992,9141,,0.872113,0,2,417410,416418,992
4426141,249.302,232.043,984,9141,,0.884902,0,2,417614,416630,984
4427601,265.139,257.538,924,7300,,0.896412,0,2,417990,417066,924
4427601,245.497,225.346,1032,7300,,0.906771,0,2,418098,417066,1032
4427601,234.31,197.177,1188,7300,,0.916094,0,2,418254,417066,1188
4427601,278.521,172.53,1776,5840,,0.924484,0,2,418842,417066,1776
4427601,257.206,150.964,1884,1460,,0.932036,0,2,418950,417066,1884
4434901,241.555,280.593,828,1460,,0.938832,0,2,419082,418254,828
4434901,284.861,245.519,1416,2920,,0.944949,0,2,419670,418254,1416
4442201,291.234,329.661,804,2920,,0.945641,0,2,420738,419934,804
4445121,349.33,388.953,756,4866,,0.928077,0,2,421494,420738,756
4446581,332.164,340.334,968,5304,,0.914269,0,2,421706,420738,968
4449501,352.643,392.292,708,5705,,0.901842,0,2,422202,421494,708
4450961,360.563,369.756,912,6078,,0.888658,0,2,422618,421706,912
4453881,353.492,385.536,720,6428,,0.882792,0,2,422922,422202,720
4455341,335.806,337.344,932,6428,,0.881513,0,2,423134,422202,932
4456801,341.83,347.176,900,6759,,0.880362,0,2,423518,422618,900
4459721,317.601,341.779,744,6759,,0.889326,0,2,423666,422922,744
4461181,331.401,325.557,960,7074,,0.900393,0,2,424094,423134,960
4462641,337.976,332.862,960,7074,,0.910354,0,2,424478,423518,960
4465561,297.729,309.754,828,7375,,0.919318,0,2,424494,423666,828
4467021,336.513,324.535,1008,7375,,0.926386,0,2,425102,424094,1008
4468481,327.949,331.968,892,7664,,0.933748,0,2,425370,424478,892
4468481,295.955,290.472,964,7664,,0.940373,0,2,425442,424478,964
4468481,326.461,254.163,1504,7664,,0.946336,0,2,425982,424478,1504
4468481,314.153,222.393,1732,5840,,0.942702,0,2,426210,424478,1732
4468481,292.884,194.594,1876,4380,,0.925432,0,2,426354,424478,1876
4475781,307.274,358.269,780,1460,,0.932889,0,2,426762,425982,780
4475781,310.864,313.486,1116,3650,,0.9366,0,2,427098,425982,1116
4475781,276.506,274.3,1152,3650,,0.93794,0,2,427134,425982,1152
4480161,300.443,337.513,840,3650,,0.924146,0,2,427602,426762,840
4480161,282.388,295.324,996,3650,,0.902731,0,2,427758,426762,996
4483081,320.589,363.408,744,3650,,0.885458,0,2,428346,427602,744
4486001,366.016,410.982,684,4234,,0.889912,0,2,429030,428346,684
4488921,420.764,445.109,804,4737,,0.900921,0,2,429834,429030,804
4490381,394.668,389.471,1016,5186,,0.910829,0,2,430046,429030,1016
4493301,432.835,441.287,912,5597,,0.919746,0,2,430746,429834,912
4494761,418.73,412.626,1020,5977,,0.927772,0,2,431066,430046,1020
4496221,440.389,448.548,912,6333,,0.930994,0,2,431658,430746,912
4496221,413.84,392.479,1140,6333,,0.923895,0,2,431886,430746,1140
4496221,435.61,343.419,1728,1460,,0.931505,0,2,432474,430746,1728
4496221,382.659,300.492,1740,1460,,0.938355,0,2,432486,430746,1740
4496221,358.827,262.93,1932,1460,,0.943519,0,2,432678,430746,1932
4504981,379.973,437.814,798,1460,,0.934168,0,2,433206,432408,798
4506441,451.977,482.837,956,1460,,0.921751,0,2,434162,433206,956
4509361,487.48,541.983,736,2920,,0.924576,0,2,434898,434162,736
4512281,528.545,566.235,816,3650,,0.927118,0,2,435714,434898,816
4515201,564.477,597.455,816,4234,,0.934406,0,2,436530,435714,816
4516661,606.417,624.774,900,4737,,0.937966,0,2,437430,436530,900
4516661,635.615,546.677,1740,1460,,0.944169,0,2,438270,436530,1740
4516661,557.663,478.342,1752,1460,,0.949752,0,2,438282,436530,1752
4522501,520.955,566.299,834,1460,,0.935777,0,2,438546,437712,834
4523961,575.336,599.762,956,1460,,0.919199,0,2,439502,438546,956
4526881,592.419,644.292,712,2920,,0.904279,0,2,440214,439502,712
4529801,606.866,652.755,708,3650,,0.896851,0,2,440922,440214,708
4532721,624.008,659.661,744,4234,,0.907166,0,2,441666,440922,744
4535641,652.507,670.203,852,4737,,0.91645,0,2,442518,441666,852
4537101,600.444,586.428,1088,5186,,0.909805,0,2,442754,441666,1088
4540021,600.888,619.624,840,5597,,0.918824,0,2,443358,442518,840
4541481,574.777,571.671,996,5977,,0.916942,0,2,443750,442754,996
4542941,573.93,575.712,960,6333,,0.900248,0,2,444318,443358,960
4542941,529.189,503.748,1176,6333,,0.901223,0,2,444534,443358,1176
4542941,521.54,440.78,1644,6333,,0.886101,0,2,445002,443358,1644
4542941,457.848,385.682,1656,4380,,0.872491,0,2,445014,443358,1656
4542941,438.117,337.472,1956,1460,,0.856241,0,2,445314,443358,1956
4551701,429.852,500.788,684,1460,,0.847617,0,2,445686,445002,684
4551701,382.121,438.19,732,1460,,0.839856,0,2,445734,445002,732
4553161,440.356,468.916,896,1460,,0.83687,0,2,446582,445686,896
4556081,477.311,522.301,736,2920,,0.853183,0,2,447318,446582,736
4559001,527.147,549.014,876,3650,,0.867865,0,2,448194,447318,876
4561921,573.754,589.887,900,4234,,0.881078,0,2,449094,448194,900
4563381,629.535,628.651,1020,4737,,0.88397,0,2,450114,449094,1020
4563381,655.843,550.07,1860,1460,,0.895573,0,2,450954,449094,1860
4563381,575.362,481.311,1872,1460,,0.906016,0,2,450966,449094,1872
4569221,516.942,562.272,851,1460,,0.904414,0,2,451074,450223,851
4570681,576.324,598.363,992,1460,,0.896973,0,2,452066,451074,992
4573601,597.784,647.568,748,2920,,0.894276,0,2,452814,452066,748
4576521,619.061,660.122,768,3650,,0.904848,0,2,453582,452814,768
4579441,660.178,673.607,948,4234,,0.903363,0,2,454530,453582,948
4582361,679.656,707.906,816,4737,,0.902027,0,2,455346,454530,816
4583821,621.199,619.418,1028,5186,,0.889824,0,2,455558,454530,1028
4586741,613.049,643.99,768,5597,,0.883842,0,2,456114,455346,768
4588201,580.918,589.992,912,5977,,0.872458,0,2,456470,455558,912
4591121,556.803,585.743,744,6333,,0.864212,0,2,456858,456114,744
4592581,513.703,512.525,956,6333,,0.856791,0,2,457070,456114,956
4594041,486.99,492.959,900,6669,,0.854112,0,2,457370,456470,900
4596961,452.116,479.839,720,6669,,0.8457,0,2,457578,456858,720
4598421,446.102,446.359,912,6988,,0.84613,0,2,457982,457070,912
4601341,426.839,428.064,904,6988,,0.856517,0,2,458274,457370,904
4602801,399.984,400.556,908,7293,,0.867866,0,2,458486,457578,908
4604261,405.486,400.987,948,7293,,0.881079,0,2,458930,457982,948
4607181,374.8,387.363,816,7585,,0.892971,0,2,459090,458274,816
4608641,379.95,365.443,1020,7585,,0.903674,0,2,459506,458486,1020
4611561,373.457,375.263,904,7866,,0.906307,0,2,459834,458930,904
4614481,358.274,348.355,996,7866,,0.915676,0,2,460086,459090,996
4615941,369.99,356.81,1032,8136,,0.924108,0,2,460538,459506,1032
4618861,343.741,353.209,864,8136,,0.931698,0,2,460698,459834,864
4621781,351.774,340.558,1020,8397,,0.918528,0,2,461106,460086,1020
4624701,355.802,354.488,952,8397,,0.926675,0,2,461490,460538,952
4626161,348.327,330.177,1088,8650,,0.933007,0,2,461786,460698,1088
4629081,314.286,339.905,756,8650,,0.936707,0,2,461862,461106,756
4632001,336.5,345.417,864,8896,,0.935036,0,2,462354,461490,864
4634921,334.938,339.24,892,8896,,0.938532,0,2,462678,461786,892
4637841,299.07,306.335,864,9135,,0.937679,0,2,462726,461862,864
4640761,315.687,329.543,804,9135,,0.942911,0,2,463158,462354,804
4643681,319.726,328.85,828,9368,,0.94862,0,2,463506,462678,828
4665581,285.455,323.367,1016,1460,,0.945794,0,2,466754,465738,1016
4668501,340.273,409.946,724,2920,,0.938214,0,2,467478,466754,724
4671421,393.739,449.203,768,3650,,0.919393,0,2,468246,467478,768
4674341,431.521,489.053,696,4234,,0.900454,0,2,468942,468246,696
4677261,463.081,514.921,684,4737,,0.907408,0,2,469626,468942,684
4678721,431.696,450.556,896,5186,,0.913668,0,2,469838,468942,896
4681641,454.734,479.736,828,5597,,0.922301,0,2,470454,469626,828
4683101,448.392,446.269,1020,5977,,0.930071,0,2,470858,469838,1020
4684561,460.343,467.486,948,6333,,0.931064,0,2,471402,470454,948
4684561,434.3,409.05,1200,6333,,0.937957,0,2,471654,470454,1200
4684561,450.513,357.919,1764,1460,,0.944162,0,2,472218,470454,1764
4684561,395.699,313.179,1776,1460,,0.949745,0,2,472230,470454,1776
4693321,388.082,452.278,796,1460,,0.940294,0,2,472950,472154,796
4694781,459.072,495.243,956,1460,,0.931264,0,2,473906,472950,956
4697701,496.688,552.838,760,2920,,0.931138,0,2,474666,473906,760
4700621,535.102,578.733,804,3650,,0.938024,0,2,475470,474666,804
4703541,577.714,606.891,876,4234,,0.944222,0,2,476346,475470,876
4705001,624,640.53,948,4737,,0.9498,0,2,477294,476346,948
4705001,643.5,560.464,1728,1460,,0.93182,0,2,478074,476346,1728
4709381,585.562,635.156,750,1460,,0.929638,0,2,478254,477504,750
4712301,615.867,649.511,828,3650,,0.930674,0,2,479082,478254,828
4715221,642.384,671.822,828,4234,,0.934606,0,2,479910,479082,828
4718141,665.586,691.345,828,4737,,0.932146,0,2,480738,479910,828
4719601,608.887,604.926,1040,5186,,0.927931,0,2,480950,479910,1040
4722521,605.277,632.811,792,5597,,0.935138,0,2,481530,480738,792
4723981,578.617,580.209,972,5977,,0.941624,0,2,481922,480950,972
4725441,575.79,580.183,948,6333,,0.934462,0,2,482478,481530,948
4725441,535.316,507.66,1200,6333,,0.939016,0,2,482730,481530,1200
4725441,530.902,444.203,1700,1460,,0.945114,0,2,483230,481530,1700
4735661,513.53,541.93,995,1460,,0.930979,0,2,484981,483986,995
4738581,541.339,598.564,736,2920,,0.922881,0,2,485717,484981,736
4741501,568.171,615.744,756,3650,,0.888593,0,2,486473,485717,756
4744421,570.65,633.276,588,4234,,0.852734,0,2,487061,486473,588
4747341,569.819,627.616,564,4737,,0.834461,0,2,487625,487061,564
4748801,525.091,549.164,776,5186,,0.828015,0,2,487837,487061,776
4751721,513.955,551.019,648,5597,,0.832213,0,2,488273,487625,648
4753181,507.711,508.641,900,5977,,0.839992,0,2,488737,487837,900
4756101,482.247,499.561,768,6333,,0.852993,0,2,489041,488273,768
4757561,448.466,437.116,980,6333,,0.867693,0,2,489253,488273,980
4759021,450.908,440.476,984,6669,,0.880924,0,2,489721,488737,984
4761941,413.044,423.417,828,6669,,0.892832,0,2,489869,489041,828
4763401,411.914,396.99,1020,6988,,0.903548,0,2,490273,489253,1020
4766321,413.424,405.866,976,6988,,0.913194,0,2,490697,489721,976
4767781,404.746,373.633,1172,7293,,0.921874,0,2,491041,489869,1172
4769241,391.653,377.429,1068,7293,,0.929687,0,2,491341,490273,1068
4772161,382.196,383.25,960,7585,,0.924718,0,2,491657,490697,960
4773621,386.422,378.344,1032,7585,,0.917246,0,2,492073,491041,1032
4776541,361.119,368.551,916,7866,,0.925522,0,2,492257,491341,916
4779461,341.479,361.982,804,7866,,0.93297,0,2,492461,491657,804
4780921,373.294,368.734,984,8136,,0.902673,0,2,493057,492073,984
4783841,342.133,345.642,924,8136,,0.876405,0,2,493181,492257,924
4786761,329.366,327.937,960,8397,,0.867765,0,2,493421,492461,960
4789681,339.195,361.445,772,8397,,0.861988,0,2,493829,493057,772
4791141,323.296,331.764,860,8650,,0.852789,0,2,494041,493181,860
4794061,295.384,320.294,720,8650,,0.84451,0,2,494141,493421,720
4796981,310.961,331.257,732,8896,,0.829059,0,2,494561,493829,732
4799901,306.591,316.35,796,8896,,0.819154,0,2,494837,494041,796
4802821,271.267,289.306,720,9135,,0.810238,0,2,494861,494141,720
4805741,282.359,305.643,660,9135,,0.810214,0,2,495221,494561,660
4808661,284.564,301.938,684,9368,,0.816193,0,2,495521,494837,684
4811581,251.993,267.195,684,9368,,0.821574,0,2,495545,494861,684
4814501,271.494,278.796,732,9595,,0.826416,0,2,495953,495221,732
4817421,279.557,281.446,768,9595,,0.843775,0,2,496289,495521,768
4820341,247.613,249.266,768,9817,,0.859397,0,2,496313,495545,768
4823261,267.661,269.107,768,9817,,0.873457,0,2,496721,495953,768
4826181,286.703,277.469,852,10034,,0.886112,0,2,497141,496289,852
4829101,253.866,245.785,852,10034,,0.897501,0,2,497165,496313,852
4832021,280.632,266.062,912,10246,,0.906751,0,2,497633,496721,912
4834941,292.053,285.304,864,10246,,0.916075,0,2,498005,497141,864
4837861,260.047,252.641,876,10454,,0.924468,0,2,498041,497165,876
4839321,254.041,221.061,1088,10454,,0.932021,0,2,498253,497165,1088
4842241,255.786,251.929,888,10454,,0.927819,0,2,498521,497633,888
4843701,287.812,266.937,1028,8760,,0.902037,0,2,499033,498005,1028
4843701,252.336,233.57,1032,8760,,0.880833,0,2,499037,498005,1032
4843701,234.294,204.374,1140,8760,,0.87775,0,2,499145,498005,1140
4843701,208.007,178.827,1164,8760,,0.872975,0,2,499169,498005,1164
4843701,197.006,156.474,1284,7300,,0.862678,0,2,499289,498005,1284
4843701,220.381,136.915,1668,6570,,0.85741,0,2,499673,498005,1668
4843701,194.333,119.8,1680,5840,,0.852669,0,2,499685,498005,1680
4843701,195.541,104.825,1884,5840,,0.856402,0,2,499889,498005,1884
4855381,172.599,237.222,732,5840,,0.859762,0,2,499901,499169,732
4858301,214.024,270.569,732,6570,,0.856786,0,2,500405,499673,732
4861221,220.271,263.748,780,6570,,0.864107,0,2,500669,499889,780
4864141,252.737,295.28,744,6894,,0.868696,0,2,501149,500405,744
4867061,261.645,291.37,804,7203,,0.881827,0,2,501473,500669,804
4869981,287.439,314.948,792,7498,,0.893644,0,2,501941,501149,792
