#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd (Bytes),,Last Router Ocupation Ack Arriaval(Packets),Last Router Ocupation Packet Sent(Packets),Network Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms)
12703401,545.662,594.929,796,2920,,0.93493,0,2,1806540,1805744,796
12706321,577.955,620.063,804,3650,,0.939437,0,2,1807344,1806540,804
12709241,612.21,643.055,852,4234,,0.945493,0,2,1808196,1807344,852
12710701,673.286,585.526,1752,1460,,0.920849,0,2,1809948,1808196,1752
12715081,613.125,655.336,800,1460,,0.889764,0,2,1810140,1809340,800
12718001,620.485,673.419,672,3650,,0.863788,0,2,1810812,1810140,672
12720921,620.924,673.241,624,4234,,0.844409,0,2,1811436,1810812,624
12723841,624.309,667.086,648,4737,,0.846968,0,2,1812084,1811436,648
12725301,572.77,583.7,860,5186,,0.853271,0,2,1812296,1811436,860
12728221,570.674,591.738,768,5597,,0.867944,0,2,1812852,1812084,768
12729681,552.839,544.271,984,5977,,0.88115,0,2,1813280,1812296,984
12731141,547.235,545.737,936,6333,,0.884035,0,2,1813788,1812852,936
12731141,508.83,477.52,1176,6333,,0.895631,0,2,1814028,1812852,1176
12731141,515.726,417.83,1740,1460,,0.906068,0,2,1814592,1812852,1740
12731141,452.761,365.601,1752,1460,,0.915461,0,2,1814604,1812852,1752
12731141,430.666,319.901,2028,1460,,0.906915,0,2,1814880,1812852,2028
12739901,438.332,496.163,790,1460,,0.893224,0,2,1815372,1814582,790
12741361,495.541,532.893,896,1460,,0.888901,0,2,1816268,1815372,896
12744281,528.598,578.281,760,2920,,0.895011,0,2,1817028,1816268,760
12747201,564.523,600.996,816,3650,,0.90351,0,2,1817844,1817028,816
12750121,598.958,627.872,840,4234,,0.913159,0,2,1818684,1817844,840
12753041,632.088,654.388,864,4737,,0.921843,0,2,1819548,1818684,864
12754501,590.077,572.589,1160,5186,,0.929659,0,2,1819844,1818684,1160
12757421,602.318,609.016,984,5597,,0.917693,0,2,1820532,1819548,984
12758881,568.528,569.889,1020,5977,,0.914924,0,2,1820864,1819844,1020
12761801,547.462,584.653,732,6333,,0.904431,0,2,1821264,1820532,732
12763261,505.529,511.571,944,6333,,0.896988,0,2,1821476,1820532,944
12764721,487.338,489.125,972,6669,,0.896289,0,2,1821836,1820864,972
12767641,446.421,477.984,732,6669,,0.89566,0,2,1821996,1821264,732
12769101,442.618,444.736,936,6988,,0.897094,0,2,1822412,1821476,936
12772021,431.291,434.144,928,6988,,0.904385,0,2,1822764,1821836,928
12773481,403.88,399.876,980,7293,,0.913946,0,2,1822976,1821996,980
12774941,405.895,401.892,984,7293,,0.922552,0,2,1823396,1822412,984
12777861,379.658,395.655,828,7585,,0.930297,0,2,1823592,1822764,828
12779321,384.201,372.698,1032,7585,,0.937267,0,2,1824008,1822976,1032
12782241,378.675,378.611,952,7866,,0.93054,0,2,1824348,1823396,952
12785161,371.841,355.785,1080,7866,,0.937486,0,2,1824672,1823592,1080
12786621,368.361,363.311,1008,8136,,0.943738,0,2,1825016,1824008,1008
12789541,339.316,360.398,804,8136,,0.949364,0,2,1825152,1824348,804
12792461,356.901,355.848,960,8397,,0.929428,0,2,1825632,1824672,960
12795381,357.289,354.367,976,8397,,0.921485,0,2,1825992,1825016,976
12796841,352.628,327.071,1160,8650,,0.908336,0,2,1826312,1825152,1160
12799761,316.549,346.187,744,8650,,0.898503,0,2,1826376,1825632,744
12802681,323.48,347.914,756,8896,,0.893652,0,2,1826748,1825992,756
12805601,326.545,344.425,784,8896,,0.893287,0,2,1827096,1826312,784
12808521,288.727,309.371,744,9135,,0.892958,0,2,1827120,1826376,744
12811441,300.636,317.2,756,9135,,0.894663,0,2,1827504,1826748,756
12814361,309.557,321.05,780,9368,,0.900196,0,2,1827876,1827096,780
12817281,273.862,283.919,780,9368,,0.905177,0,2,1827900,1827120,780
12820201,289.129,296.429,792,9595,,0.911659,0,2,1828296,1827504,792
12823121,302.488,305.875,816,9595,,0.919493,0,2,1828692,1827876,816
12826041,267.677,270.641,816,9817,,0.926544,0,2,1828716,1827900,816
12828961,285.218,286.311,828,9817,,0.933889,0,2,1829124,1828296,828
12831881,300.565,300.022,840,10034,,0.9405,0,2,1829532,1828692,840
12834801,265.995,265.519,840,10034,,0.94645,0,2,1829556,1828716,840
12847941,276.738,262.545,996,10454,,0.93238,0,2,1831032,1830036,996
12849401,281.145,276.227,936,8760,,0.912142,0,2,1831344,1830408,936
12849401,258.002,241.699,1032,8760,,0.887927,0,2,1831440,1830408,1032
12849401,233.252,211.486,1092,8760,,0.872135,0,2,1831500,1830408,1092
12849401,228.096,185.051,1284,7300,,0.847921,0,2,1831692,1830408,1284
12849401,240.084,161.919,1608,6570,,0.814129,0,2,1832016,1830408,1608
12849401,211.573,141.679,1620,5840,,0.783716,0,2,1832028,1830408,1620
12849401,192.626,123.969,1680,5840,,0.750345,0,2,1832088,1830408,1680
12861081,179.048,244.973,672,5840,,0.72831,0,2,1832172,1831500,672
12864001,206.167,278.852,552,6570,,0.714479,0,2,1832568,1832016,552
12866921,199.896,252.995,636,6570,,0.702031,0,2,1832724,1832088,636
12869841,230.409,281.371,600,6894,,0.702828,0,2,1833168,1832568,600
12872761,221.108,265.699,600,7203,,0.705545,0,2,1833324,1832724,600
12875681,257.97,287.987,672,7498,,0.727991,0,2,1833840,1833168,672
12878601,246.723,271.489,684,7782,,0.755192,0,2,1834008,1833324,684
12880061,242.383,237.553,896,7782,,0.778672,0,2,1834220,1833324,896
12882981,265.085,272.358,804,8055,,0.800805,0,2,1834644,1833840,804
12885901,258.949,259.314,852,8055,,0.820725,0,2,1834860,1834008,852
12887361,275.581,253.399,1032,8319,,0.838652,0,2,1835252,1834220,1032
12890281,271.633,274.725,852,8319,,0.854787,0,2,1835496,1834644,852
12893201,264.679,267.384,852,8575,,0.867308,0,2,1835712,1834860,852
12894661,297.094,282.961,984,8575,,0.875577,0,2,1836236,1835252,984
12897581,275.457,278.091,864,8823,,0.88802,0,2,1836360,1835496,864
12900501,268.025,270.329,864,8823,,0.899218,0,2,1836576,1835712,864
12903421,294.522,302.038,820,9064,,0.895296,0,2,1837056,1836236,820
12904881,296.707,279.784,1008,9064,,0.880766,0,2,1837368,1836360,1008
12904881,280.618,244.811,1176,9064,,0.87569,0,2,1837536,1836360,1176
12904881,283.041,214.209,1476,9064,,0.869121,0,2,1837836,1836360,1476
12904881,249.161,187.433,1488,7300,,0.863209,0,2,1837848,1836360,1488
12904881,246.516,164.004,1716,6570,,0.859888,0,2,1838076,1836360,1716
12904881,217.201,143.503,1728,5840,,0.856899,0,2,1838088,1836360,1728
12904881,212.551,125.566,1908,1460,,0.854209,0,2,1838268,1836360,1908
12916561,221.982,294.37,720,1460,,0.849788,0,2,1838556,1837836,720
12919481,227.235,287.574,744,2920,,0.853809,0,2,1838820,1838076,744
12919481,203.33,251.627,780,2920,,0.863428,0,2,1838856,1838076,780
12919481,230.414,220.174,1200,2920,,0.866086,0,2,1839276,1838076,1200
12919481,203.112,192.652,1212,2920,,0.866477,0,2,1839288,1838076,1212
12922401,216.723,261.57,780,2920,,0.853829,0,2,1839600,1838820,780
12923861,300.133,326.374,884,1460,,0.857446,0,2,1840484,1839600,884
12926781,360.616,396.077,784,2920,,0.871702,0,2,1841268,1840484,784
12929701,435.539,444.568,960,3650,,0.874532,0,2,1842228,1841268,960
12932621,484.597,508.997,828,4234,,0.887078,0,2,1843056,1842228,828
12935541,530.522,548.872,852,4737,,0.893371,0,2,1843908,1843056,852
12937001,498.207,480.263,1124,5186,,0.887034,0,2,1844180,1843056,1124
12939921,503.931,526.73,816,5597,,0.88133,0,2,1844724,1843908,816
12941381,489.94,494.889,936,5977,,0.884197,0,2,1845116,1844180,936
12944301,472.697,501.028,744,6333,,0.880777,0,2,1845468,1844724,744
12945761,440.11,438.399,956,6333,,0.8657,0,2,1845680,1844724,956
12947221,437.596,432.599,984,6669,,0.86213,0,2,1846100,1845116,984
12950141,398.397,422.524,756,6669,,0.860917,0,2,1846224,1845468,756
12951601,390.097,396.209,876,6988,,0.867825,0,2,1846556,1845680,876
12954521,392.835,399.183,868,6988,,0.880043,0,2,1846968,1846100,868
12955981,370.231,364.785,956,7293,,0.892038,0,2,1847180,1846224,956
12957441,370.452,360.687,996,7293,,0.902834,0,2,1847552,1846556,996
12960361,360.645,367.101,876,7585,,0.912551,0,2,1847844,1846968,876
12961821,361.565,347.713,1032,7585,,0.921296,0,2,1848212,1847180,1032
12964741,343.869,350.749,880,7866,,0.929166,0,2,1848432,1847552,880
12967661,347.385,343.406,960,7866,,0.93625,0,2,1848804,1847844,960
12970581,357.962,346.48,1024,8136,,0.942625,0,2,1849236,1848212,1024
12972041,353.217,330.67,1124,8136,,0.939362,0,2,1849556,1848432,1124
12974961,338.065,335.836,984,8397,,0.945426,0,2,1849788,1848804,984
12979341,356.581,344.375,1056,8650,,0.936795,0,2,1850612,1849556,1056
12982261,330.508,330.328,972,8650,,0.916116,0,2,1850760,1849788,972
12985181,317.695,331.037,864,8896,,0.907504,0,2,1850988,1850124,864
12988101,334.983,350.657,832,8896,,0.913754,0,2,1851444,1850612,832
12991021,296.11,325.325,708,9135,,0.919378,0,2,1851468,1850760,708
12993941,292.096,313.159,744,9135,,0.91444,0,2,1851732,1850988,744
12996861,323.084,331.014,828,9368,,0.907996,0,2,1852272,1851444,828
12999781,285.699,292.638,828,9368,,0.902197,0,2,1852296,1851468,828
13002701,275.486,289.058,768,9595,,0.902977,0,2,1852500,1851732,768
13005621,307.051,320.426,756,9595,,0.909679,0,2,1853028,1852272,756
13008541,271.669,283.372,756,9817,,0.915711,0,2,1853052,1852296,756
13011461,267.711,273.451,792,9817,,0.91514,0,2,1853292,1852500,792
13014381,304.747,305.27,828,10034,,0.923626,0,2,1853856,1853028,828
13017301,269.653,270.111,828,10034,,0.931264,0,2,1853880,1853052,828
13020221,261.447,266.347,792,10246,,0.938137,0,2,1854084,1853292,792
13021681,311.266,303.554,888,10246,,0.942324,0,2,1854744,1853856,888
13021681,287.358,265.609,1008,10246,,0.948091,0,2,1854864,1853856,1008
13021681,311.321,203.357,1752,1460,,0.949954,0,2,1855608,1853856,1752
13021681,273.906,177.938,1764,1460,,0.945958,0,2,1855620,1853856,1764
13021681,268.167,155.695,1992,1460,,0.942363,0,2,1855848,1853856,1992
13026061,248.146,289.733,872,1460,,0.923126,0,2,1855956,1855084,872
13027521,307.128,362.517,720,3650,,0.915814,0,2,1856676,1855956,720
13034821,270.237,317.202,732,4234,,0.911232,0,2,1856688,1855956,732
13037741,330.958,367.552,768,4234,,0.919109,0,2,1857444,1856676,768
13040661,394.588,417.608,840,4737,,0.927198,0,2,1858284,1857444,840
13042121,401.764,365.407,1292,5186,,0.934478,0,2,1858736,1857444,1292
13045041,404.544,424.731,876,5597,,0.941031,0,2,1859160,1858284,876
13046501,432.976,428.14,1056,5977,,0.921928,0,2,1859792,1858736,1056
13047961,416.354,427.622,932,6333,,0.921735,0,2,1860092,1859160,932
13047961,366.31,374.169,948,6333,,0.920561,0,2,1860108,1859160,948
13047961,371.521,327.398,1356,6333,,0.928505,0,2,1860516,1859160,1356
13047961,376.081,286.473,1764,6333,,0.929655,0,2,1860924,1859160,1764
13047961,330.571,250.664,1776,4380,,0.930689,0,2,1860936,1859160,1776
13047961,338.749,219.331,2172,2920,,0.93662,0,2,1861332,1859160,2172
13056721,347.406,412.415,816,1460,,0.942958,0,2,1861740,1860924,816
13058181,366.98,411.863,912,3650,,0.947662,0,2,1862244,1861332,912
13058181,360.107,360.38,1224,3650,,0.932896,0,2,1862556,1861332,1224
13059641,353.594,366.333,1124,3650,,0.922607,0,2,1862864,1861740,1124
13061101,360.395,383.541,1028,4234,,0.930346,0,2,1863272,1862244,1028
13062561,381.345,413.098,936,4737,,0.937311,0,2,1863800,1862864,936
13065481,388.177,412.461,964,5186,,0.94358,0,2,1864236,1863272,964
13066941,415.655,426.903,1044,5597,,0.949222,0,2,1864844,1863800,1044
13081541,423.88,439.128,912,7293,,0.9459,0,2,1867008,1866096,912
13084461,424.895,451.737,804,7585,,0.94431,0,2,1867440,1866636,804
13087381,413.783,441.77,768,7866,,0.940879,0,2,1867776,1867008,768
13088841,388.56,386.549,980,7866,,0.941791,0,2,1867988,1867008,980
13091761,371.99,392.23,804,8136,,0.947612,0,2,1868244,1867440,804
13113661,339.605,324.144,1044,9135,,0.938123,0,2,1871148,1870104,1044
13113661,321.155,283.626,1236,9135,,0.911311,0,2,1871340,1870104,1236
13113661,311.01,248.173,1476,9135,,0.89518,0,2,1871580,1870104,1476
13113661,273.634,217.151,1488,7300,,0.880662,0,2,1871592,1870104,1488
13113661,267.93,190.007,1716,5840,,0.865596,0,2,1871820,1870104,1716
13113661,235.939,166.256,1728,4380,,0.850036,0,2,1871832,1870104,1728
13113661,224.446,145.474,1872,1460,,0.836033,0,2,1871976,1870104,1872
13125341,232.39,311.79,684,1460,,0.829429,0,2,1872264,1871580,684
13125341,245.342,272.816,1020,1460,,0.839486,0,2,1872600,1871580,1020
13126801,284.674,324.214,896,1460,,0.834538,0,2,1873160,1872264,896
13129721,339.59,395.687,724,2920,,0.832084,0,2,1873884,1873160,724
13132641,388.641,436.726,732,3650,,0.847876,0,2,1874616,1873884,732
13135561,445.061,473.636,840,4234,,0.863088,0,2,1875456,1874616,840
13137021,510.928,519.431,972,4737,,0.864779,0,2,1876428,1875456,972
13137021,546.062,454.502,1764,1460,,0.878301,0,2,1877220,1875456,1764
13137021,479.304,397.69,1776,1460,,0.890471,0,2,1877232,1875456,1776
13142861,450.891,502.853,789,1460,,0.889424,0,2,1877484,1876695,789
13144321,523.03,538.622,1028,1460,,0.881482,0,2,1878512,1877484,1028
13147241,549.651,599.794,736,2920,,0.876333,0,2,1879248,1878512,736
13150161,573.945,616.82,744,3650,,0.8837,0,2,1879992,1879248,744
13153081,604.202,632.717,816,4234,,0.89533,0,2,1880808,1879992,816
13154541,644.176,655.628,924,4737,,0.905797,0,2,1881732,1880808,924
13154541,670.154,573.674,1776,1460,,0.909217,0,2,1882584,1880808,1776
13154541,590.885,501.965,1812,1460,,0.910296,0,2,1882620,1880808,1812
13160381,550.024,597.969,806,1460,,0.901266,0,2,1882884,1882078,806
13161841,602.271,623.973,968,1460,,0.892139,0,2,1883852,1882884,968
13164761,618.987,666.976,736,2920,,0.889926,0,2,1884588,1883852,736
13167681,637.614,675.604,768,3650,,0.877933,0,2,1885356,1884588,768
13170601,646.412,687.154,708,4234,,0.88514,0,2,1886064,1885356,708
13173521,667.611,689.76,816,4737,,0.896626,0,2,1886880,1886064,816
13174981,610.659,603.54,1028,5186,,0.906963,0,2,1887092,1886064,1028
13177901,624.827,630.097,936,5597,,0.912267,0,2,1887816,1886880,936
13179361,588.224,577.835,1056,5977,,0.91604,0,2,1888148,1887092,1056
13182281,579.696,596.106,852,6333,,0.924436,0,2,1888668,1887816,852
13183741,533.734,521.592,1064,6333,,0.931992,0,2,1888880,1887816,1064
13185201,504.517,497.893,1032,6669,,0.918793,0,2,1889180,1888148,1032
13188121,489.952,500.657,900,6669,,0.911914,0,2,1889568,1888668,900
13189581,470.208,464.575,1020,6988,,0.909723,0,2,1889900,1888880,1020
13191041,441.432,444.003,960,6988,,0.89575,0,2,1890140,1889180,960
13193961,412.253,437.002,780,7293,,0.881175,0,2,1890348,1889568,780
13196881,422.222,423.877,940,7293,,0.882058,0,2,1890840,1889900,940
13199801,394.944,426.893,696,7585,,0.890852,0,2,1891044,1890348,696
13202721,417.576,435.031,780,7866,,0.894767,0,2,1891620,1890840,780
13204181,391.879,380.652,992,7866,,0.89629,0,2,1891832,1890840,992
13207101,347.894,358.571,828,8136,,0.899661,0,2,1891872,1891044,828
13210021,373.407,385.749,804,8136,,0.906695,0,2,1892424,1891620,804
13212941,356.731,364.031,832,8397,,0.916025,0,2,1892664,1891832,832
13214401,338.64,323.527,1004,8397,,0.924423,0,2,1892876,1891872,1004
13217321,343.31,352.086,828,8650,,0.930981,0,2,1893252,1892424,828
13220241,345.396,338.075,948,8650,,0.933883,0,2,1893612,1892664,948
13221701,349.722,322.316,1116,8896,,0.940494,0,2,1893992,1892876,1116
13224621,320.006,329.026,852,8896,,0.946445,0,2,1894104,1893252,852
13227541,326.506,332.898,864,9135,,0.9498,0,2,1894476,1893612,864
13229001,312.192,291.286,1076,9135,,0.93382,0,2,1894688,1893612,1076
13231921,302.168,302.375,928,9135,,0.932438,0,2,1894920,1893992,928
13234841,309.397,278.578,1176,7300,,0.939195,0,2,1895280,1894104,1176
13237761,287.223,290.256,936,7300,,0.945275,0,2,1895412,1894476,936
13239221,318.32,309.474,1028,7592,,0.930748,0,2,1895948,1894920,1028
13242141,306.03,315.79,888,7592,,0.909673,0,2,1896168,1895280,888
13245061,287.276,292.816,912,7872,,0.892706,0,2,1896324,1895412,912
13247981,318.867,323.214,916,7872,,0.880435,0,2,1896864,1895948,916
13250901,297.008,310.312,840,8142,,0.875391,0,2,1897008,1896168,840
13252361,286.382,291.023,896,8142,,0.866852,0,2,1897220,1896324,896
13255281,294.584,322.145,708,8403,,0.867167,0,2,1897572,1896864,708
13258201,280.261,299.877,744,8403,,0.86945,0,2,1897752,1897008,744
13259661,292.729,288.892,912,8656,,0.882505,0,2,1898132,1897220,912
13262581,282.138,296.781,768,8656,,0.894255,0,2,1898340,1897572,768
13265501,270.87,282.183,780,8902,,0.904829,0,2,1898532,1897752,780
13268421,313.512,294.41,1012,8902,,0.914346,0,2,1899144,1898132,1012
13271341,296.823,283.609,984,9141,,0.922912,0,2,1899324,1898340,984
13274261,279.22,272.158,948,9141,,0.930621,0,2,1899480,1898532,948
13277181,317.817,314.638,924,9374,,0.937559,0,2,1900068,1899144,924
13280101,308.09,297.808,984,9374,,0.943803,0,2,1900308,1899324,984
13283021,298.079,280.082,1056,9601,,0.949422,0,2,1900536,1899480,1056
13294701,327.623,315.325,1020,10040,,0.930816,0,2,1901988,1900968,1020
13297621,298.67,305.909,876,10040,,0.914734,0,2,1902084,1901208,876
13300541,283.836,297.67,816,10252,,0.898261,0,2,1902264,1901448,816
13303461,299.357,327.962,684,10252,,0.879435,0,2,1902672,1901988,684
13306381,276.937,298.966,708,10459,,0.876491,0,2,1902792,1902084,708
13309301,261.82,261.596,864,10459,,0.867842,0,2,1902948,1902084,864
13310761,255.593,251.396,896,10459,,0.858058,0,2,1903160,1902264,896
13313681,246.643,270.972,672,8760,,0.847252,0,2,1903344,1902672,672
13316601,241.313,252.1,756,8760,,0.847527,0,2,1903548,1902792,756
13319521,226.149,240.088,720,8760,,0.851774,0,2,1903668,1902948,720
13322441,244.38,259.577,696,7300,,0.865597,0,2,1904040,1903344,696
13325361,246.833,252.63,756,7300,,0.870037,0,2,1904304,1903548,756
13326821,257.479,236.051,968,7592,,0.883033,0,2,1904636,1903668,968
13329741,258.794,253.045,864,7592,,0.89173,0,2,1904904,1904040,864
13332661,250.445,254.414,792,7872,,0.902557,0,2,1905096,1904304,792
13334121,292.139,264.112,1044,7872,,0.912301,0,2,1905680,1904636,1044
13337041,262.122,264.598,828,8142,,0.921071,0,2,1905732,1904904,828
13339961,257.856,255.523,864,8142,,0.928964,0,2,1905960,1905096,864
13342881,303.624,296.583,904,8403,,0.936068,0,2,1906584,1905680,904
13344341,295.171,266.01,1088,8403,,0.942461,0,2,1906820,1905732,1088
13347261,263.275,261.259,900,8656,,0.948215,0,2,1906860,1905960,900
13350181,318.866,306.602,984,8656,,0.933393,0,2,1907568,1906584,984
13353101,306.007,297.776,964,8902,,0.939054,0,2,1907784,1906820,964
13354561,304.756,265.554,1220,8902,,0.940149,0,2,1908080,1906860,1220
13357481,298.662,320.86,768,9141,,0.930134,0,2,1908336,1907568,768
13358941,287.829,280.752,980,9141,,0.92012,0,2,1908548,1907568,980
13361861,261.351,272.658,840,9141,,0.907108,0,2,1908624,1907784,840
13364781,285.682,275.576,1000,7300,,0.887398,0,2,1909080,1908080,1000
13367701,275.471,273.129,948,7300,,0.871658,0,2,1909284,1908336,948
13369161,272.038,274.988,908,7592,,0.853492,0,2,1909532,1908624,908
13372081,265.533,297.614,672,7592,,0.845143,0,2,1909752,1909080,672
13375001,259.341,285.913,684,7872,,0.843629,0,2,1909968,1909284,684
13376461,278.924,281.174,852,7872,,0.859266,0,2,1910384,1909532,852
13379381,253.558,273.527,708,8142,,0.873339,0,2,1910460,1909752,708
13382301,253.363,266.336,744,8142,,0.886005,0,2,1910712,1909968,744
13385221,292.193,285.044,892,8403,,0.893405,0,2,1911276,1910384,892
13388141,285.669,258.914,1056,8403,,0.901064,0,2,1911516,1910460,1056
13389601,280.96,258.049,1052,8656,,0.910958,0,2,1911764,1910712,1052
13392521,289.84,296.293,840,8656,,0.919862,0,2,1912116,1911276,840
13395441,285.11,289.257,852,8902,,0.927876,0,2,1912368,1911516,852
13396901,302.971,284.099,1032,8902,,0.926088,0,2,1912796,1911764,1032
13399821,283.6,292.587,828,9141,,0.933479,0,2,1912944,1912116,828
13402741,281.15,256.014,1092,9141,,0.940131,0,2,1913208,1912116,1092
13404201,287.506,255.512,1172,9141,,0.946118,0,2,1913540,1912368,1172
13410041,279.247,260.939,1104,7300,,0.932356,0,2,1914048,1912944,1104
13411501,282.841,261.321,1148,7300,,0.91012,0,2,1914356,1913208,1148
13414421,288.486,305.156,864,7300,,0.902108,0,2,1914684,1913820,864
13417341,265.925,295.512,744,7300,,0.890897,0,2,1914792,1914048,744
13418801,287.685,297.073,876,7592,,0.880808,0,2,1915232,1914356,876
13421721,276.224,300.939,744,7592,,0.863727,0,2,1915428,1914684,744
13424641,252.196,276.821,720,7872,,0.854354,0,2,1915512,1914792,720
13427561,292.671,297.219,856,7872,,0.857919,0,2,1916088,1915232,856
13430481,271.088,284.566,780,8142,,0.865127,0,2,1916208,1915428,780
13431941,263.702,259.496,908,8142,,0.877614,0,2,1916420,1915512,908
13434861,286.739,299.059,780,8403,,0.889853,0,2,1916868,1916088,780
13437781,268.897,276.676,804,8403,,0.898867,0,2,1917012,1916208,804
13439241,290.284,268.592,1032,8656,,0.908981,0,2,1917452,1916420,1032
13442161,287.499,291.018,852,8656,,0.918083,0,2,1917720,1916868,852
13445081,269.562,272.641,852,8902,,0.926274,0,2,1917864,1917012,852
13446541,304.366,293.56,960,8902,,0.920647,0,2,1918412,1917452,960
13449461,288.071,290.365,866,9141,,0.923582,0,2,1918586,1917720,866
13452381,268.562,254.07,998,9141,,0.931224,0,2,1918718,1917720,998
13453841,262.992,240.311,1078,9141,,0.938102,0,2,1918942,1917864,1078
13455301,285.618,278.772,974,7300,,0.930292,0,2,1919386,1918412,974
13458221,251.915,265.676,816,7300,,0.924262,0,2,1919402,1918586,816
13461141,251.926,248.966,936,7300,,0.918836,0,2,1919654,1918718,936
13464061,286.435,301.345,796,7300,,0.914952,0,2,1920182,1919386,796
13465521,277.131,265.677,992,7300,,0.919457,0,2,1920394,1919402,992
13468441,245.989,263.968,768,7592,,0.923512,0,2,1920422,1919654,768
13471361,281.741,296.972,772,7592,,0.90616,0,2,1920954,1920182,772
13473201,279.898,286.35,827,7872,,0.891544,0,2,1921221,1920394,827
13476121,2076.91,2155.18,246,8142,,0.86339,0,2,1935877,1935631,246
13479041,1820.3,1885.78,270,8403,,0.842051,0,2,1935901,1935631,270
13480501,1619.26,1650.06,482,8403,,0.857846,0,2,1936113,1935631,482
13483421,1463.85,1474.55,612,8656,,0.872061,0,2,1936489,1935877,612
13486341,1286.87,1293.23,636,8656,,0.884855,0,2,1936537,1935901,636
13487801,1199.01,1158.08,1008,8902,,0.89037,0,2,1937121,1936113,1008
13489261,1069.14,1060.32,792,8902,,0.899333,0,2,1937281,1936489,792
13489261,951.994,927.78,924,8902,,0.909399,0,2,1937413,1936489,924
13489261,900.494,811.807,1464,8902,,0.918459,0,2,1937953,1936489,1464
13489261,816.433,710.331,1692,7300,,0.909613,0,2,1938181,1936489,1692
13489261,715.879,621.54,1704,5840,,0.898652,0,2,1938193,1936489,1704
13489261,683.394,543.847,2160,5840,,0.908787,0,2,1938649,1936489,2160
13492181,620.469,658.867,876,1460,,0.917908,0,2,1938829,1937953,876
13500941,569.911,605.008,864,2920,,0.922117,0,2,1939045,1938181,864
13502401,525.172,530.882,1064,4866,,0.915906,0,2,1939257,1938193,1064
13503861,509.525,521.522,1008,5304,,0.901315,0,2,1939657,1938649,1008
13503861,457.835,456.332,1104,5304,,0.884184,0,2,1939753,1938649,1104
13503861,411.105,399.29,1188,5304,,0.862765,0,2,1939837,1938649,1188
13506781,379.217,398.879,948,5304,,0.845489,0,2,1939993,1939045,948
13508241,401.815,425.519,896,5304,,0.85194,0,2,1940553,1939657,896
13511161,364.088,414.329,660,5705,,0.853746,0,2,1940653,1939993,660
13514081,413.077,432.538,856,6078,,0.868371,0,2,1941409,1940553,856
13517001,364.443,390.971,780,6428,,0.881534,0,2,1941433,1940653,780
13518461,428.387,436.599,900,6759,,0.893381,0,2,1942309,1941409,900
13518461,383.839,382.025,972,6759,,0.904043,0,2,1942381,1941409,972
13518461,434.859,334.271,1764,1460,,0.911638,0,2,1943173,1941409,1764
13518461,394.002,292.488,1872,1460,,0.913475,0,2,1943281,1941409,1872
13524301,368.751,411.177,822,1460,,0.910127,0,2,1943473,1942651,822
13527221,421.657,462.53,792,2920,,0.919114,0,2,1944265,1943473,792
13528681,395.45,404.713,1004,2920,,0.922203,0,2,1944477,1943473,1004
13530141,442.019,453.124,980,4380,,0.928983,0,2,1945245,1944265,980
13533061,391.767,422.984,808,4866,,0.936084,0,2,1945285,1944477,808
13535981,446.296,466.111,868,5304,,0.926476,0,2,1946113,1945245,868
13537441,421.509,412.847,1076,5705,,0.922828,0,2,1946361,1945285,1076
13540361,432.32,464.741,756,6078,,0.919546,0,2,1946869,1946113,756
13543281,412.78,437.648,784,6428,,0.910591,0,2,1947145,1946361,784
13546201,424.183,446.442,780,6759,,0.918532,0,2,1947649,1946869,780
13549121,401.16,425.137,744,7074,,0.926679,0,2,1947889,1947145,744
13552041,424.515,434.995,828,7375,,0.930011,0,2,1948477,1947649,828
13553501,414.95,410.621,936,7664,,0.92401,0,2,1948825,1947889,936
13553501,426.082,359.293,1440,7664,,0.931609,0,2,1949329,1947889,1440
13553501,374.321,314.381,1452,7664,,0.938448,0,2,1949341,1947889,1452
13553501,360.531,275.084,1716,1460,,0.943603,0,2,1949605,1947889,1716
13553501,316.965,240.698,1728,1460,,0.949243,0,2,1949617,1947889,1728
13588541,437.898,459.575,968,2920,,0.929894,0,2,1957173,1956205,968
13591461,467.661,496.628,888,4380,,0.889905,0,2,1957849,1956961,888
13592921,435.703,461.049,888,4866,,0.853914,0,2,1958061,1957173,888
13595841,425.24,487.918,564,5304,,0.837523,0,2,1958413,1957849,564
13597301,422.585,453.428,756,5705,,0.83877,0,2,1958817,1958061,756
13600221,401.762,440.75,660,6078,,0.845893,0,2,1959073,1958413,660
13603141,414.542,436.156,760,6428,,0.856304,0,2,1959577,1958817,760
13606061,398.724,413.637,792,6759,,0.867674,0,2,1959865,1959073,792
13608981,414.884,424.932,816,7074,,0.880906,0,2,1960393,1959577,816
13611901,400.523,407.816,828,7375,,0.892816,0,2,1960693,1959865,828
13613361,422.458,422.839,876,7664,,0.901534,0,2,1961269,1960393,876
13613361,392.151,369.984,1056,7664,,0.911381,0,2,1961449,1960393,1056
13613361,353.632,323.736,1140,7664,,0.920243,0,2,1961533,1960393,1140
13613361,384.428,283.269,1740,1460,,0.908218,0,2,1962133,1960393,1740
13613361,337.874,247.86,1752,1460,,0.893397,0,2,1962145,1960393,1752
13613361,336.14,216.878,2076,1460,,0.869057,0,2,1962469,1960393,2076
