#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
61578841,0.5537812570038101,0.5198775733322331,0.8362919132149902,0.0053774192973114815,0.0292677,0.05,1,960597,960173,424,0.05,0.0515134,1,960185
3981501,0.09644153085945421,0.05335306737076612,0.8402366863905326,0.009259759350455135,0.000310399,0.02,1,89445,89019,426,0.05,0.0479333,1,89033
59038601,0.5881919764351808,0.5690184207269277,0.8777120315581853,0.004275440040150718,0.699249,0.51,1,723848,723403,445,0.47,0.471667,1,723429
23445121,0.31362661287740534,0.2824554437064235,0.8382642998027614,0.006480035463070766,0.0275932,0.07,1,136471,136046,425,0.07,0.0715067,1,136066
18614541,0.9571980490720285,0.8667075786954906,0.9743589743589742,0.0045177200710280465,0.847913,0.83,2,338635,338141,494,0.78,0.776828,2,338186
9909921,0.4022241432672708,0.40057603448987167,0.8678500986193293,0.008129119206360934,0.0940025,0.09,1,157439,156999,440,0.12,0.117535,1,157023
49490641,0.880897875110727,0.8494858492512066,0.834319526627219,0.006049612632190379,0.0382562,0.07,1,486265,485842,423,0.03,0.0315071,1,485885
73415041,0.1679764458532108,0.17040513222492676,0.8362919132149902,0.0058436363914287385,0.143084,0.09,1,1040785,1040361,424,0.05,0.0516795,1,1040399
47592041,0.6937107119606399,0.670407195016296,0.911242603550296,0.005367228759735148,0.95,0.83,2,775142,774680,462,0.83,0.827666,2,774764
78825601,0.8759031579846103,0.8486658896819175,0.8500986193293886,0.003598024054763949,0.371947,0.23,1,1065555,1065124,431,0.19,0.191673,1,1065136
35516161,0.9157088122605365,0.9402564049672016,0.9033530571992111,0.003496755587599135,0.898713,0.77,2,338655,338197,458,0.77,0.764134,2,338264
4584961,0.05336236245851077,0.0,0.9171597633136094,0.3200669518318765,0.93,0.9,2,77750,77285,465,0.78,0.779978,2,77295
76561141,0.5896327602215605,0.562234415611205,0.8698224852071005,0.0034663113565898385,0.55176,0.37,1,894928,894487,441,0.39,0.391506,1,894570
43504041,0.7273690220813457,0.9056659721935723,0.9487179487179487,0.005169150185595166,0.913515,0.77,2,719839,719358,481,0.78,0.775899,2,719390
38004821,0.9230808226341797,0.9696176616197038,0.9763313609467454,0.006008723100165342,0.893486,0.85,2,335833,335338,495,0.86,0.856764,2,335380
12798841,0.3240696272105359,0.3174171789265233,0.8402366863905326,0.005367865668333669,0.088623,0.03,1,128277,127851,426,0.03,0.0436731,1,127882
3003521,0.09605225242531938,0.08317381080077561,0.8461538461538461,0.20680676957411195,0.140971,0.19,1,62117,61688,429,0.05,0.0660223,1,61708
67418621,0.7766598362842719,0.7547418416601345,0.8678500986193293,0.004712486720455721,0.571602,0.39,1,774321,773881,440,0.35,0.355673,1,773924
22534221,0.7817959636709038,0.8689585997772185,0.923076923076923,0.005447097097989662,0.416573,0.89,1,218254,217786,468,0.91,0.9156,2,217823
4160221,0.06199612589248551,0.18604753702710508,0.834319526627219,0.28417333085363583,0.129152,0.0,1,45918,45495,423,0.0,1.03715e-43,1,45505
53179621,0.1630721779314614,0.5855052807459054,0.8402366863905326,0.005669123435434028,0.0699556,0.13,1,642995,642569,426,0.15,0.135935,1,642605
1437881,0.05336236245851077,0.05156978423202277,0.8382642998027614,0.009054420018292014,0.01,0.05,1,139774,139349,425,0.06,0.0583333,1,139361
5298761,0.3515939337666357,0.07987257106316266,0.8619329388560157,0.006227310131177695,0.272878,0.11,1,186624,186187,437,0.08,0.0783675,1,186210
5205321,0.3387896348947161,0.33650057758158336,0.8441814595660749,0.006049230487031267,0.06949,0.09,1,185774,185346,428,0.11,0.115654,1,185376
41281641,0.7797495170706198,0.9700534262964644,0.911242603550296,0.004674017441105062,0.498207,0.87,1,585940,585478,462,0.83,0.828464,2,585515
49222641,0.5684452342074089,0.549040286315442,0.8599605522682445,0.0065862718173040425,0.587305,0.33,1,520743,520307,436,0.29,0.291667,1,520319
72286201,0.5489839806187901,0.8781586492842113,0.8816568047337278,0.005546709602798322,0.386605,0.21,1,1021473,1021026,447,0.22,0.217501,1,1021052
19417501,0.0543930564893969,0.052462715046000245,0.8441814595660749,0.012898036028645601,0.248383,0.14,1,107696,107268,428,0.11,0.113667,1,107281
37119181,0.808087599654212,0.8322383349148067,0.8362919132149902,0.004343971405351561,0.300057,0.11,1,530352,529928,424,0.07,0.0681331,1,529961
23281361,0.38300835654596105,0.7723013531911381,0.8915187376725838,0.005497030732113696,0.647684,0.43,1,299207,298755,452,0.44,0.438304,1,298775
85015361,0.5072119232862677,0.4768709517719377,0.9092702169625247,0.004354798851526415,0.928552,0.83,2,973547,973086,461,0.81,0.807647,2,973122
4399061,0.06360873648598171,0.055202359833326456,0.854043392504931,0.009774126734620569,0.198803,0.23,1,91987,91554,433,0.22,0.221648,1,91566
49942461,0.8829603304197485,0.8277053508808119,0.911242603550296,0.005776633606864346,0.921842,0.81,2,764555,764093,462,0.77,0.7795,2,764156
2701301,0.11483633763433977,0.10566390940220306,0.8402366863905326,0.18672122001115865,0.0905416,0.12,1,51162,50736,426,0.0,0.00116797,1,50751
1230561,0.05336236245851077,0.05156978423202277,0.8362919132149902,0.008779275503731011,0.0699936,0.03,1,138503,138079,424,0.04,0.0383333,1,138091
5158421,0.16121410047065604,0.5465236808449193,0.9132149901380672,0.3606100055793193,0.919358,0.88,2,79943,79480,463,0.76,0.759996,2,79490
1243461,0.09605225242531938,0.05156978423202277,0.8382642998027614,0.00825369852823161,0.01,0.03,1,127284,126859,425,0.04,0.0375333,1,126872
30939061,0.9853973895132285,0.9706799991748833,0.8422090729783038,0.0046493053874824535,0.198147,0.11,1,274560,274133,427,0.11,0.111826,1,274171
5268421,0.11901674510933949,0.11501866826189198,0.8323471400394478,0.010685925084263007,1.53644e-06,0.0,1,126328,125906,422,0.01,0.00800023,1,125921
15963741,0.07690663721064259,0.07468619786294814,0.8323471400394478,0.012474237047189831,0.171408,0.01,1,104888,104466,422,0.0,0.00352026,1,104486
77003461,0.6665626100598726,0.7627918849787532,0.9191321499013806,0.004362696518148074,0.402479,0.87,1,1086279,1085813,466,0.84,0.8396,2,1085823
4190201,0.11179815152776444,0.10391698296134327,0.8362919132149902,0.005380603840304085,0.0267947,0.03,1,115196,114772,424,0.05,0.0516603,1,114784
6232101,0.03202622226491211,2.035160278889393e-05,0.854043392504931,0.4333271340896411,0.0929372,0.02,1,62827,62394,433,0.13,0.1232,1,62411
10880321,0.5537625801769496,0.5351628573786047,0.834319526627219,0.005037947014299872,0.0140315,0.01,1,183821,183398,423,0.03,0.0316667,1,183426
21836201,0.053600892218700305,0.05180287965675152,0.8481262327416174,0.00845228662925041,0.171601,0.17,1,121766,121336,430,0.17,0.171667,1,121348
54897001,0.8719783562257868,0.9186460868847723,0.9211045364891518,0.006259665087982554,0.440262,0.33,1,840663,840196,467,0.34,0.33676,1,840236
35638741,0.4460559877906915,0.43169324229547423,0.8402366863905326,0.004732613032168979,0.253536,0.09,1,512190,511764,426,0.1,0.0996669,1,511774
75215241,0.774258529973639,0.7274485333553363,0.9625246548323472,0.005125713019176044,0.925041,0.83,2,1148918,1148430,488,0.8,0.797532,2,1148468
13861441,0.5851850073106437,0.5825168117496596,0.8422090729783038,0.006099673648034118,0.109652,0.11,1,185832,185405,427,0.11,0.111821,1,185451
11923961,0.442384657253546,0.4155699492553323,0.834319526627219,0.0046935068442198,0.173974,0.05,1,179981,179558,423,0.03,0.0315195,1,179570
20028481,0.37123661938761354,0.34987520112215853,0.8579881656804734,0.006668050881354119,0.0610085,0.01,1,146579,146144,435,0.02,0.018304,1,146168
57305201,0.9931856263140483,0.9238443211353602,0.9349112426035503,0.0035078377972133975,0.443757,0.91,1,757386,756912,474,0.91,0.91,2,757022
8329801,0.053191336086831235,0.005786387639754115,0.9211045364891518,0.5789473684210527,0.787504,0.89,2,80405,79938,467,0.85,0.849999,2,79948
4044361,0.5888776827927726,0.5595012170469078,0.911242603550296,0.2817556258136507,0.774078,0.73,2,75823,75361,462,0.78,0.77896,2,75371
8769281,0.05342372917533805,0.0013995136969346918,0.8461538461538461,0.6088897154547145,0.0685581,0.04,1,71106,70677,429,0.0,0.00600002,1,70696
