#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
1622421,0.031545243279981365,0.02267758824840397,0.9352226465626384,0.20653377630121816,0.782325,0.75,2,77279,76817,462,0.77,0.769996,2,76827
20891821,0.993675163319413,0.9823816743959621,0.9271254807915332,0.0022148394241417496,0.63,0.01,1,562829,562371,458,0.07,0.0770963,1,562439
706581,0.04416412922305591,4.4397669230193155e-05,0.880566777607679,0.09080841638981174,0.129988,0.23,1,43920,43485,435,0.05,0.0476,1,43506
8195001,0.03358180418613696,0.1083530777277799,0.9372469380054147,1.0374677002583979,0.848775,0.87,2,79433,78970,463,0.82,0.82039,2,78980
21696701,0.43524076236905085,0.493311459177807,0.8603238631799162,0.004614248800295312,0.646252,0.05,1,234792,234367,425,0.03,0.0381677,1,234393
11318541,0.05173766895593023,0.17683342438009242,0.8663967375082451,1.432262827611665,0.0450503,0.13,1,69226,68798,428,0.13,0.129936,1,68808
2453061,0.39243386723811613,0.3786262703401104,0.9331983551198622,0.007198228128460687,0.430057,0.79,1,116586,116125,461,0.81,0.807506,2,116151
10235901,0.20769388175539727,0.7340170100193073,0.9392712294481907,1.2953119232188999,0.742864,0.78,1,75775,75311,464,0.73,0.729808,2,75321
9567381,0.6309048655996272,0.4502582674314827,0.9331983551198622,0.0022148394241417496,0.702,0.13,1,555675,555214,461,0.13,0.111196,1,555469
4261921,0.08402943041813235,0.07043928498156074,0.8582995717371399,0.5402362495385751,0.00967216,0.0,1,45706,45282,424,0.0,2.23897e-05,1,45480
576521,0.031545401006197765,0.03148674956103635,0.9635627267615061,0.013658176448874123,0.56992,0.65,1,115020,114544,476,0.75,0.7475,2,114556
146001,0.032554691064940765,0.028254021147246816,0.9372469380054147,0.019933554817275746,0.650335,0.71,1,92256,91793,463,0.85,0.849439,2,91803
4533161,0.17452563570866086,0.24359759432846415,0.9311740636770858,0.5743816906607604,0.605473,0.86,1,77154,76694,460,0.72,0.72016,2,76704
4332641,0.0883583841534442,0.06952428461431885,0.9271254807915332,0.5492801771871539,0.821591,0.73,2,76351,75893,458,0.74,0.725978,2,75910
5009481,0.054298196352966316,0.07576949272996203,0.9392712294481907,0.6347360649686231,0.839094,0.84,2,78715,78251,464,0.81,0.80928,2,78261
6557761,0.04593318646619726,0.0006593937866757679,0.9696356010898349,0.009228497600590625,0.202008,1.0,1,122433,121954,479,0.9,0.9,2,121964
4987861,0.04341256380191035,0.08102917051199643,0.9331983551198622,0.6319675156884459,0.739167,0.92,1,78696,78235,461,0.72,0.720003,2,78245
2941541,0.14516884368122823,0.0011101149070115335,0.8866396519360077,0.3733850129198966,0.0971615,0.08,1,41268,40830,438,0.08,0.0752,1,40854
7920441,0.2570558784399121,0.3134757882383026,0.9311740636770858,1.0025839793281655,0.802322,0.89,2,78360,77900,460,0.75,0.750278,2,77910
4819281,0.031545243279981365,6.287242716134159e-08,0.9089068578065468,0.150609080841639,0.0699136,0.0,1,90748,90299,449,0.16,0.16,1,90309
283741,0.031444298501485425,0.0045341479829232225,0.8825910690504551,0.03728313030638612,0.109795,0.13,1,52603,52167,436,0.21,0.21,1,52177
26281,0.13257077759871846,0.06861558156550258,0.8704453203937976,0.004798818752307124,0.106562,0.06,1,41275,40845,430,0.17,0.168479,1,40855
