#Ack,ack_ewma(ms),ack_ewma_norm,send_ewma(ms),send_ewma_norm,rtt_ratio,rtt_ratio_norm,cwnd (Bytes),cwnd_norm,Last Router Ocupation Ack Arriaval(Packets),Last Router Ocupation Packet Sent(Packets),Network Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms)
1962741,8.94008,0.00278615660303857,0.000285466,8.73593820767997E-08,1811,0.665808823529412,80640,0.386243893093208,0.614452,0,2,80801,78990,1811
1962741,8.44757,0.0026326669263732,0.000249783,7.64395358231428E-08,1816,0.667647058823529,80640,0.386243893093208,0.610146,0,2,80806,78990,1816
1962741,8.89163,0.00277105726529022,0.00021856,6.68845555922784E-08,1828,0.672058823529412,80640,0.386243893093208,0.605127,0,2,80818,78990,1828
1962741,9.28017,0.00289214491624464,0.00019124,5.85239861432436E-08,1840,0.676470588235294,80440,0.385285946929783,0.601986,0,2,80830,78990,1840
1962741,8.37015,0.00260853915075964,0.000167335,5.12084878753382E-08,1842,0.677205882352941,79820,0.382316313823163,0.600488,0,2,80832,78990,1842
1962741,8.82388,0.00274994312426958,0.000146418,4.48073886379494E-08,1854,0.681617647058824,79820,0.382316313823163,0.597927,0,2,80844,78990,1854
1962741,9.2209,0.00287367354888975,0.000128116,3.92065415641487E-08,1866,0.686029411764706,79820,0.382316313823163,0.596936,0,2,80856,78990,1866
1962741,8.31829,0.00259237709388391,0.000112101,3.43055708567442E-08,1868,0.686764705882353,79620,0.381358367659738,0.598569,0,2,80858,78990,1868
1962741,8.7785,0.00273580054538372,0.0000980888,3.00175045597542E-08,1880,0.691176470588235,79620,0.381358367659738,0.597498,0,2,80870,78990,1880
1962741,9.18119,0.00286129801324503,0.0000858277,2.62653164897849E-08,1892,0.695588235294118,79620,0.381358367659738,0.596561,0,2,80882,78990,1892
1962741,8.28354,0.00258154733151539,0.0000750992,2.29821404526704E-08,1894,0.696323529411765,79420,0.380400421496312,0.598241,0,2,80884,78990,1894
1962741,8.7481,0.00272632645111025,0.0000657118,2.01093728960866E-08,1906,0.700735294117647,79420,0.380400421496312,0.597211,0,2,80896,78990,1906
1962741,9.15458,0.00285300506427737,0.0000574978,1.75956936334814E-08,1918,0.70514705882353,79420,0.380400421496312,0.596309,0,2,80908,78990,1918
1962741,8.26026,0.00257429216984807,0.0000503106,1.53962395798906E-08,1920,0.705882352941177,79220,0.379442475332886,0.598021,0,2,80910,78990,1920
1962741,8.72773,0.00271997818465134,0.0000440218,1.34717172829985E-08,1932,0.710294117647059,79220,0.379442475332886,0.597018,0,2,80922,78990,1932
1962741,8.26176,0.00257475964160499,0.0000385191,1.1787760273218E-08,1937,0.712132352941177,79220,0.379442475332886,0.597391,0,2,80927,78990,1937
1962741,8.72904,0.00272038644331905,0.0000337042,1.03142864137686E-08,1949,0.716544117647059,79220,0.379442475332886,0.595217,0,2,80939,78990,1949
