#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd_(Bytes),Last_Router_Ocupation_Ack_Arriaval(Packets),Last_Router_Ocupation_Packet_Sent(Packets),Network_Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Last_Router_Ocupation_Router_Arrival(Packets),Last_Router_Ocupation_Router_Arrival_ewma(Packets),Network_Situation_Router_Arrival,Measure_Time
19672681,0.045455907,0.045865733,0.8643725,0.007507698842518849,0.089849,0.11,1,112499,112072,427,0.11,0.111667,1,112092
2310061,0.05686614,0.30243346,0.8947368,0.16315983757844224,0.515603,0.48,1,130259,129817,442,0.38,0.380112,1,129827
842401,0.1058264,0.13050626,0.9352227,0.057770394979697305,0.733674,0.91,1,75136,74674,462,0.74,0.74552,2,74850
2139281,0.024642985,0.07675408,0.9392713,0.14654854189737912,0.77641,0.81,2,79789,79325,464,0.72,0.731904,2,79374
3580721,0.38273844,0.37960866,0.8724696,0.006016854017809737,0.216893,0.23,1,128120,127689,431,0.25,0.241429,1,127707
20624601,0.045266163,0.099963315,0.93319833,0.008844819652401685,0.85,0.77,2,119452,118991,461,0.78,0.778333,2,119003
14052921,0.032567624,0.004568909,0.9453441,0.9662236987818383,0.778251,0.8,2,79243,78776,467,0.76,0.76,2,78786
5634321,0.036673397,0.057079837,0.9473683,0.012922424996333885,0.89,0.91,2,114113,113645,468,0.92,0.918333,2,113657
1243661,0.048012175,0.086789645,0.9372469,0.08508674787744555,0.677822,0.86,1,76711,76248,463,0.71,0.71,2,76258
10504761,0.2041482,0.20358758,0.85829955,0.0071871033642298375,0.0436067,0.05,1,110732,110308,424,0.05,0.0516666,1,110320
17665981,0.09363906,0.089465685,0.9352227,0.008822064452838585,0.829199,0.75,2,119114,118652,462,0.72,0.718333,2,118668
13190561,0.37831578,0.2090017,0.9068826,0.006753237559226728,0.00853482,0.0,1,108521,108073,448,0.0,9.31848e-05,1,108110
312441,0.04547562,0.046692725,0.85829955,0.02159468438538206,0.329789,0.01,1,93169,92745,424,0.06,0.0595164,1,92755
1905721,0.034850083,0.0083219055,0.86234814,0.13067552602436322,0.00323613,0.08,1,68629,68203,426,0.0,1.28024e-07,1,68213
11497561,0.16662198,0.1636925,0.93117404,0.008638253007478875,0.609517,0.77,1,118035,117575,460,0.77,0.77166,2,117595
3641261,0.069840536,0.2777747,0.9392713,0.25101513473606496,0.637741,0.88,1,74405,73941,464,0.82,0.820016,2,73951
14064361,0.03154682,0.004037589,0.9453441,0.9669619785898855,0.669533,0.79,1,79251,78784,467,0.75,0.75,2,78794
1529641,0.03172694,0.10136321,0.9291498,0.10446659283868587,0.815494,0.77,2,77667,77208,459,0.72,0.71984,2,77218
8567121,0.13879907,0.18891956,0.9534413,0.00896618071673822,0.93,0.85,2,119879,119408,471,0.87,0.867933,2,119426
5619721,0.03216905,0.03460172,0.9473683,0.012909783218798829,0.89,0.91,2,114097,113629,468,0.92,0.918333,2,113641
12308521,0.3495087,0.3484511,0.8805668,0.007589617560946009,0.403607,0.27,1,177986,177551,435,0.31,0.303667,1,177581
3104621,0.061828677,0.22734107,0.8562753,0.21373200442967885,0.250622,0.0,1,72536,72113,423,0.0,4.8e-05,1,72123
14560421,0.22195232,0.37718105,0.91295546,0.00955010442108244,0.749188,0.41,1,171653,171202,451,0.38,0.378397,1,171224
3759821,0.02902399,0.050422944,0.8663967,0.2563676633444075,0.0281662,0.06,1,54643,54215,428,0.13,0.129728,1,54225
4907561,0.031545244,0.03144629,0.9473683,0.009887007792391673,0.89,0.87,2,114168,113700,468,0.9,0.898333,2,113712
5065221,0.03255532,0.025196671,0.8643725,0.3479143595422665,0.0698884,0.13,1,68984,68557,427,0.01,0.0103936,1,68573
15021781,0.3256715,0.3220417,0.8603239,0.005000960775092664,0.140874,0.07,1,175731,175306,425,0.09,0.08766,1,175352
