#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd (Bytes),Last Router Ocupation Ack Arriaval(Packets),Last Router Ocupation Packet Sent(Packets),Network Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms)
638021,1613.36,1259.15,1632,1460,0.881009,0,2,545662,544030,1632
640941,1635.37,1699.47,1632,1460,0.84581,0,2,548998,547366,1632
645321,1640.04,1792.75,1632,1460,0.801666,0,2,554086,552454,1632
646781,1700.8,1640.04,1704,1460,0.899167,0,2,555790,554086,1704
649701,1431.53,1726.64,1416,1460,0.863992,0,2,558934,557518,1416
651161,1690.38,1431.53,1704,1460,0.815399,0,2,560638,558934,1704
652621,1612.12,1690.38,1608,1460,0.86454,0,2,562246,560638,1608
659921,1731.46,1797.11,1728,1460,0.810537,0,2,569614,567886,1728
661381,1591.37,1731.46,1584,1460,0.882054,0,2,571198,569614,1584
665761,2410.79,1703.72,2448,1460,0.810882,0,2,577054,574606,2448
671601,1805.17,1447.3,1824,1460,0.906111,0,2,583486,581662,1824
673061,1709.06,1805.17,1704,1460,0.945611,0,2,585190,583486,1704
674521,1772.65,1709.06,1776,1460,0.886561,0,2,586966,585190,1776
683281,1419.98,1495.54,1416,1460,0.889031,0,2,594959,593543,1416
690581,1673.44,1548.85,1680,1460,0.808749,0,2,603359,601679,1680
697881,1533.62,1488.4,1536,1460,0.864706,0,2,610559,609023,1536
699341,1649.88,1533.62,1656,1460,0.329471,0,1,612215,610559,1656
700801,994.494,1649.88,960,1460,0.833947,0,2,613175,612215,960
702261,1668.52,994.494,1704,1460,0.938395,0,2,614879,613175,1704
705181,1377.59,2471.73,1320,1460,0.156084,0,1,618713,617393,1320
706641,799.429,1377.59,769,1460,0.915608,0,2,619482,618713,769
708101,1583.72,799.429,1625,1460,0.928561,0,2,621107,619482,1625
712481,1219.78,1348.59,1213,1460,0.0500686,0,1,625947,624734,1213
713941,687.989,1219.78,660,1460,0.0410069,0,1,626607,625947,660
715401,682.299,687.989,682,1460,0.0491007,0,1,627289,626607,682
716861,695.315,682.299,696,1460,0.24791,0,1,627985,627289,696
721241,1659.93,1278.54,1680,1460,0.869198,0,2,631921,630241,1680
731461,1649.7,1530.04,1656,1460,0.880407,0,2,643033,641377,1656
732921,1678.49,1649.7,1680,1460,0.943041,0,2,644713,643033,1680
737301,1471.61,1616.16,1464,1460,0.891043,0,2,649561,648097,1464
740221,1658.96,1715.18,1656,1460,0.86391,0,2,652945,651289,1656
743141,1747.21,1656.15,1752,1460,0.818639,0,2,656353,654601,1752
760661,1375.63,2204.66,1332,1460,0.0617499,0,1,676074,674742,1332
